switch_step,run_id,post_err
10000,B_w100_K10000_c2.0_lr0.01_s0,1.94264
10000,B_w100_K10000_c2.0_lr0.01_s1,1.2118
10000,B_w100_K10000_c2.0_lr0.01_s2,2.27152
10000,B_w100_K10000_c2.0_lr0.01_s3,1.81968
10000,B_w100_K10000_c2.0_lr0.01_s4,1.12338
20000,B_w100_K10000_c2.0_lr0.01_s0,2.30391
20000,B_w100_K10000_c2.0_lr0.01_s1,1.4153
20000,B_w100_K10000_c2.0_lr0.01_s2,1.84886
20000,B_w100_K10000_c2.0_lr0.01_s3,1.49423
20000,B_w100_K10000_c2.0_lr0.01_s4,1.61703
30000,B_w100_K10000_c2.0_lr0.01_s0,1.99588
30000,B_w100_K10000_c2.0_lr0.01_s1,1.50866
30000,B_w100_K10000_c2.0_lr0.01_s2,2.57079
30000,B_w100_K10000_c2.0_lr0.01_s3,1.05415
30000,B_w100_K10000_c2.0_lr0.01_s4,1.49557
40000,B_w100_K10000_c2.0_lr0.01_s0,1.61263
40000,B_w100_K10000_c2.0_lr0.01_s1,1.02926
40000,B_w100_K10000_c2.0_lr0.01_s2,1.92703
40000,B_w100_K10000_c2.0_lr0.01_s3,0.55651
40000,B_w100_K10000_c2.0_lr0.01_s4,1.72941
50000,B_w100_K10000_c2.0_lr0.01_s0,1.61593
50000,B_w100_K10000_c2.0_lr0.01_s1,2.04562
50000,B_w100_K10000_c2.0_lr0.01_s2,2.03006
50000,B_w100_K10000_c2.0_lr0.01_s3,0.855922
50000,B_w100_K10000_c2.0_lr0.01_s4,1.17381
60000,B_w100_K10000_c2.0_lr0.01_s0,2.76886
60000,B_w100_K10000_c2.0_lr0.01_s1,0.90583
60000,B_w100_K10000_c2.0_lr0.01_s2,1.43919
60000,B_w100_K10000_c2.0_lr0.01_s3,2.23849
60000,B_w100_K10000_c2.0_lr0.01_s4,0.80215
70000,B_w100_K10000_c2.0_lr0.01_s0,0.776075
70000,B_w100_K10000_c2.0_lr0.01_s1,1.51433
70000,B_w100_K10000_c2.0_lr0.01_s2,1.45494
70000,B_w100_K10000_c2.0_lr0.01_s3,5.52793
70000,B_w100_K10000_c2.0_lr0.01_s4,0.805437
80000,B_w100_K10000_c2.0_lr0.01_s0,1.84416
80000,B_w100_K10000_c2.0_lr0.01_s1,1.48135
80000,B_w100_K10000_c2.0_lr0.01_s2,1.44136
80000,B_w100_K10000_c2.0_lr0.01_s3,1.44712
80000,B_w100_K10000_c2.0_lr0.01_s4,2.13601
90000,B_w100_K10000_c2.0_lr0.01_s0,1.1661
90000,B_w100_K10000_c2.0_lr0.01_s1,0.599073
90000,B_w100_K10000_c2.0_lr0.01_s2,1.83833
90000,B_w100_K10000_c2.0_lr0.01_s3,0.511461
90000,B_w100_K10000_c2.0_lr0.01_s4,1.19043
100000,B_w100_K10000_c2.0_lr0.01_s0,0.294577
100000,B_w100_K10000_c2.0_lr0.01_s1,2.61812
100000,B_w100_K10000_c2.0_lr0.01_s2,1.54604
100000,B_w100_K10000_c2.0_lr0.01_s3,1.90089
100000,B_w100_K10000_c2.0_lr0.01_s4,2.38269
110000,B_w100_K10000_c2.0_lr0.01_s0,1.99645
110000,B_w100_K10000_c2.0_lr0.01_s1,3.5382
110000,B_w100_K10000_c2.0_lr0.01_s2,1.68789
110000,B_w100_K10000_c2.0_lr0.01_s3,1.54261
110000,B_w100_K10000_c2.0_lr0.01_s4,0.935432
120000,B_w100_K10000_c2.0_lr0.01_s0,1.09045
120000,B_w100_K10000_c2.0_lr0.01_s1,1.10005
120000,B_w100_K10000_c2.0_lr0.01_s2,1.3847
120000,B_w100_K10000_c2.0_lr0.01_s3,0.598398
120000,B_w100_K10000_c2.0_lr0.01_s4,1.23115
130000,B_w100_K10000_c2.0_lr0.01_s0,1.82107
130000,B_w100_K10000_c2.0_lr0.01_s1,0.785306
130000,B_w100_K10000_c2.0_lr0.01_s2,1.15364
130000,B_w100_K10000_c2.0_lr0.01_s3,0.876742
130000,B_w100_K10000_c2.0_lr0.01_s4,1.71488
140000,B_w100_K10000_c2.0_lr0.01_s0,0.536274
140000,B_w100_K10000_c2.0_lr0.01_s1,0.948789
140000,B_w100_K10000_c2.0_lr0.01_s2,1.20605
140000,B_w100_K10000_c2.0_lr0.01_s3,2.86072
140000,B_w100_K10000_c2.0_lr0.01_s4,1.20633
150000,B_w100_K10000_c2.0_lr0.01_s0,1.84054
150000,B_w100_K10000_c2.0_lr0.01_s1,1.80156
150000,B_w100_K10000_c2.0_lr0.01_s2,0.994352
150000,B_w100_K10000_c2.0_lr0.01_s3,0.760164
150000,B_w100_K10000_c2.0_lr0.01_s4,1.02921
160000,B_w100_K10000_c2.0_lr0.01_s0,1.2184
160000,B_w100_K10000_c2.0_lr0.01_s1,1.39783
160000,B_w100_K10000_c2.0_lr0.01_s2,0.403323
160000,B_w100_K10000_c2.0_lr0.01_s3,1.02158
160000,B_w100_K10000_c2.0_lr0.01_s4,0.889304
170000,B_w100_K10000_c2.0_lr0.01_s0,1.05667
170000,B_w100_K10000_c2.0_lr0.01_s1,1.79974
170000,B_w100_K10000_c2.0_lr0.01_s2,0.827772
170000,B_w100_K10000_c2.0_lr0.01_s3,0.390157
170000,B_w100_K10000_c2.0_lr0.01_s4,1.3646
180000,B_w100_K10000_c2.0_lr0.01_s0,0.783142
180000,B_w100_K10000_c2.0_lr0.01_s1,1.0242
180000,B_w100_K10000_c2.0_lr0.01_s2,1.14483
180000,B_w100_K10000_c2.0_lr0.01_s3,1.32081
180000,B_w100_K10000_c2.0_lr0.01_s4,0.89381
190000,B_w100_K10000_c2.0_lr0.01_s0,2.4148
190000,B_w100_K10000_c2.0_lr0.01_s1,1.949
190000,B_w100_K10000_c2.0_lr0.01_s2,3.28004
190000,B_w100_K10000_c2.0_lr0.01_s3,2.15292
190000,B_w100_K10000_c2.0_lr0.01_s4,0.567092
200000,B_w100_K10000_c2.0_lr0.01_s0,2.0555
200000,B_w100_K10000_c2.0_lr0.01_s1,3.75233
200000,B_w100_K10000_c2.0_lr0.01_s2,3.82919
200000,B_w100_K10000_c2.0_lr0.01_s3,0.605065
200000,B_w100_K10000_c2.0_lr0.01_s4,3.09453
210000,B_w100_K10000_c2.0_lr0.01_s0,0.924116
210000,B_w100_K10000_c2.0_lr0.01_s1,1.98833
210000,B_w100_K10000_c2.0_lr0.01_s2,3.41792
210000,B_w100_K10000_c2.0_lr0.01_s3,0.716878
210000,B_w100_K10000_c2.0_lr0.01_s4,1.14502
220000,B_w100_K10000_c2.0_lr0.01_s0,2.00501
220000,B_w100_K10000_c2.0_lr0.01_s1,0.758376
220000,B_w100_K10000_c2.0_lr0.01_s2,2.24881
220000,B_w100_K10000_c2.0_lr0.01_s3,0.165618
220000,B_w100_K10000_c2.0_lr0.01_s4,0.50706
230000,B_w100_K10000_c2.0_lr0.01_s0,0.733525
230000,B_w100_K10000_c2.0_lr0.01_s1,2.05383
230000,B_w100_K10000_c2.0_lr0.01_s2,1.67269
230000,B_w100_K10000_c2.0_lr0.01_s3,1.36916
230000,B_w100_K10000_c2.0_lr0.01_s4,2.3657
240000,B_w100_K10000_c2.0_lr0.01_s0,1.17291
240000,B_w100_K10000_c2.0_lr0.01_s1,3.25198
240000,B_w100_K10000_c2.0_lr0.01_s2,3.08666
240000,B_w100_K10000_c2.0_lr0.01_s3,2.3658
240000,B_w100_K10000_c2.0_lr0.01_s4,1.39812
250000,B_w100_K10000_c2.0_lr0.01_s0,0.569188
250000,B_w100_K10000_c2.0_lr0.01_s1,0.438598
250000,B_w100_K10000_c2.0_lr0.01_s2,3.09435
250000,B_w100_K10000_c2.0_lr0.01_s3,2.85232
250000,B_w100_K10000_c2.0_lr0.01_s4,1.26679
260000,B_w100_K10000_c2.0_lr0.01_s0,1.29955
260000,B_w100_K10000_c2.0_lr0.01_s1,1.17691
260000,B_w100_K10000_c2.0_lr0.01_s2,1.30166
260000,B_w100_K10000_c2.0_lr0.01_s3,1.14183
260000,B_w100_K10000_c2.0_lr0.01_s4,1.52243
270000,B_w100_K10000_c2.0_lr0.01_s0,1.14716
270000,B_w100_K10000_c2.0_lr0.01_s1,3.02329
270000,B_w100_K10000_c2.0_lr0.01_s2,1.25216
270000,B_w100_K10000_c2.0_lr0.01_s3,0.728479
270000,B_w100_K10000_c2.0_lr0.01_s4,1.55376
280000,B_w100_K10000_c2.0_lr0.01_s0,0.854055
280000,B_w100_K10000_c2.0_lr0.01_s1,6.53039
280000,B_w100_K10000_c2.0_lr0.01_s2,2.40248
280000,B_w100_K10000_c2.0_lr0.01_s3,0.965344
280000,B_w100_K10000_c2.0_lr0.01_s4,3.48827
290000,B_w100_K10000_c2.0_lr0.01_s0,1.54214
290000,B_w100_K10000_c2.0_lr0.01_s1,1.36848
290000,B_w100_K10000_c2.0_lr0.01_s2,1.96617
290000,B_w100_K10000_c2.0_lr0.01_s3,0.94623
290000,B_w100_K10000_c2.0_lr0.01_s4,1.06664
300000,B_w100_K10000_c2.0_lr0.01_s0,1.40965
300000,B_w100_K10000_c2.0_lr0.01_s1,1.5848
300000,B_w100_K10000_c2.0_lr0.01_s2,0.885393
300000,B_w100_K10000_c2.0_lr0.01_s3,1.04491
300000,B_w100_K10000_c2.0_lr0.01_s4,0.859736
310000,B_w100_K10000_c2.0_lr0.01_s0,3.82438
310000,B_w100_K10000_c2.0_lr0.01_s1,1.10645
310000,B_w100_K10000_c2.0_lr0.01_s2,1.19145
310000,B_w100_K10000_c2.0_lr0.01_s3,1.98921
310000,B_w100_K10000_c2.0_lr0.01_s4,1.6561
320000,B_w100_K10000_c2.0_lr0.01_s0,1.81047
320000,B_w100_K10000_c2.0_lr0.01_s1,1.84152
320000,B_w100_K10000_c2.0_lr0.01_s2,1.28949
320000,B_w100_K10000_c2.0_lr0.01_s3,1.30134
320000,B_w100_K10000_c2.0_lr0.01_s4,3.07687
330000,B_w100_K10000_c2.0_lr0.01_s0,1.68093
330000,B_w100_K10000_c2.0_lr0.01_s1,0.877857
330000,B_w100_K10000_c2.0_lr0.01_s2,1.25377
330000,B_w100_K10000_c2.0_lr0.01_s3,1.56443
330000,B_w100_K10000_c2.0_lr0.01_s4,2.19179
340000,B_w100_K10000_c2.0_lr0.01_s0,2.41282
340000,B_w100_K10000_c2.0_lr0.01_s1,3.48238
340000,B_w100_K10000_c2.0_lr0.01_s2,1.61847
