seed,task,update,G1,Q1,Q_count1,pair_count1,neff_zero_units1,zero_count1,zero1,dead_unit1,neff1,neff_fraction1,zmean1,zsd1,diag_gdiff1,Wnorm1,bias1,G2,Q2,Q_count2,pair_count2,neff_zero_units2,zero_count2,zero2,dead_unit2,neff2,neff_fraction2,zmean2,zsd2,diag_gdiff2,Wnorm2,bias2,mu2_norm,memo_acc,memo_ce,online_acc,online_ce,major_frac,label_hash,order_hash,finite,arm
0,2,30000,0.47010651373414836,0.39910833333333334,47893,120000,0,2048,0.017066666666666667,0.0,570.0163502007972,0.47501362516733103,-3.6193676192601134,43.47228415034933,0.0,7.636727281665921,-0.1620679561281577,0.0005256197713260257,0.9994416666666667,119933,120000,29,119564,0.9963666666666667,0.29,1.3684146002689281,0.0011403455002241068,-19.061093919943964,33.84050725464045,0.0,1.0665635093600192,0.022385153062059543,159.85206253472418,0.3491666615009308,1.8301887512207031,0.300925,1.9946388020833334,0.11083333333333334,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,S1_10
1,2,30000,0.4598588541499453,0.2546333333333333,30556,120000,0,7,5.833333333333333e-05,0.0,566.7478106195089,0.4722898421829241,-2.7812594996471485,18.171744367557388,0.0,3.944947718063397,-0.10222296664956958,8.342877516470814e-06,0.9999833333333333,119998,120000,21,119733,0.9977750000000001,0.21,0.8294063752513552,0.0006911719793761293,-6.844040341652124,14.123800854443878,0.0,1.0361339711322755,0.010296844409604091,55.5907763302752,0.32083335518836975,1.8867100477218628,0.2786958333333333,2.0354098958333333,0.11666666666666667,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,S1_10
2,2,30000,0.4564184508657929,0.2529166666666667,30350,120000,0,3,2.5e-05,0.0,563.6298920568225,0.4696915767140188,-3.2591487548976716,17.59264272650536,0.0,3.627736340443681,-0.055746527053415776,2.2874140242667667e-12,1.0,120000,120000,15,119629,0.9969083333333334,0.15,0.8685032409661656,0.000723752700805138,-6.614873182795455,13.20204988131527,0.0,1.0006599764781354,0.0037480490747839215,50.419243819392534,0.33000001311302185,1.903231143951416,0.2782,2.0242565104166665,0.11333333333333333,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,S1_10
3,2,30000,0.49479249017080285,0.39731666666666665,47678,120000,0,4352,0.03626666666666667,0.0,598.6992743667832,0.4989160619723194,-1.189010780549383,53.959888398358565,0.0,7.130130638296012,-0.062455273739760744,0.00022706274215707211,0.9997333333333334,119968,120000,5,119573,0.9964416666666667,0.05,1.2681058757470811,0.001056754896455901,-24.07343687003072,42.003898399736684,0.0,1.0384563056524425,0.00034847820410504937,218.60125012627867,0.3541666865348816,1.8396114110946655,0.3011333333333333,1.9964950520833333,0.11333333333333333,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,S1_10
4,2,30000,0.49537000943638904,0.3908916666666667,46907,120000,0,3090,0.025750000000000002,0.0,599.7472955206738,0.49978941293389484,-1.0724522497016782,49.47911357912718,0.0,7.408416238658527,-0.1325298708317132,0.00041029418832507045,0.9995583333333333,119947,120000,6,119412,0.9951000000000001,0.06,1.450394037703319,0.0012086616980860993,-17.768999831240176,37.15671421831592,0.0,1.0406025158530454,0.019755916614667513,195.44096329465953,0.35083335638046265,1.8462918996810913,0.29531875,2.0164420572916666,0.11666666666666667,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,S1_10
5,2,30000,0.4673971492706856,0.4185833333333333,50230,120000,0,3910,0.03258333333333333,0.0,566.3178025794726,0.4719315021495606,-5.227196314560615,49.9711391800484,0.0,6.396856174476111,-0.10894019892206416,5.833333494040012e-05,0.9999416666666666,119993,120000,0,119574,0.9964500000000001,0.0,1.0994261198900273,0.0009161884332416894,-24.51073200210775,34.19468568352406,0.0,1.019855535906499,0.016306709360796957,181.68617374352092,0.2941666841506958,1.9486161470413208,0.25583125,2.083372916666667,0.11,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,S1_10
6,2,30000,0.48329370120214205,0.41668333333333335,50002,120000,0,6534,0.054450000000000005,0.0,584.7706476333993,0.4873088730278328,-3.527398627819226,58.91830788345205,0.0,8.166849854552044,-0.11781400725245476,0.0004923434630795315,0.9994916666666667,119939,120000,39,119660,0.9971666666666668,0.39,1.1510741054454032,0.0009592284212045027,-27.88431763676473,45.226392855757304,0.0,1.0671250158647834,0.006876913284067996,226.8046012112107,0.3516666889190674,1.8533365726470947,0.2915916666666667,2.0287380208333334,0.1175,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,S1_10
7,2,30000,0.4565785230112271,0.4038833333333333,48466,120000,0,2439,0.020325,0.0,554.5450151449007,0.462120845954084,-4.247741378208173,43.61144613178031,0.0,5.729361478842621,-0.09777642119501252,5.000000023212287e-05,0.99995,119994,120000,27,119721,0.9976750000000001,0.27,0.8523217175176809,0.0007102680979314008,-20.294160854186167,32.72084481934111,0.0,1.0291336326465268,0.0029889341100351884,160.50080866209325,0.32500001788139343,1.889296293258667,0.2804083333333333,2.0279899739583334,0.11833333333333333,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,S1_10
8,2,30000,0.4632098865877696,0.2503,30036,120000,0,4,3.3333333333333335e-05,0.0,571.5972520689637,0.4763310433908031,-2.6219665750833383,18.068643076130474,0.0,3.7294385252057887,-0.08127153772569727,4.990576030008886e-16,1.0,120000,120000,2,119409,0.995075,0.02,1.0762504534048858,0.0008968753778374049,-7.992408950523448,13.887191314916173,0.0,1.0202291875521512,0.0008447949314358994,55.04955612608067,0.35333335399627686,1.8889787197113037,0.30250625,2.0119998697916666,0.11416666666666667,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,S1_10
9,2,30000,0.4715240120266504,0.4054,48648,120000,0,2547,0.021225,0.0,571.522960737604,0.47626913394800335,-3.611636971023594,45.9821751203772,0.0,7.477892643488018,-0.17409635074262042,0.0005088922686906017,0.9994166666666666,119930,120000,4,119494,0.9957833333333334,0.04,1.4591993149345381,0.0012159994291121151,-17.891850235893873,42.06002349924164,0.0,1.1401703680968418,0.020349283934920095,168.58384601781572,0.3466666638851166,1.8705220222473145,0.30134791666666666,2.0134970052083334,0.10583333333333333,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,S1_10
