seed,arm,k,s,neffT2,zero2,gtr2,zarm2,dmean2,effbar2
8,NC_r,1,0,0.4417175886918737,0.00018333333333333334,0.34081535461694,-2.162676728962548,0.0,-2.162676728962548
8,NC_r,1,750,0.14886391148990938,0.004241666666666667,0.06056494227449099,-5.25943191820768,0.0,-5.25943191820768
8,NC_r,1,1500,0.22012779278340633,0.003033333333333333,0.1302785420080026,-4.299409028169451,0.0,-4.299409028169451
8,NC_r,1,2250,0.3183133302503849,0.0014166666666666668,0.2230907796278596,-3.2970794739224636,0.0,-3.2970794739224636
8,NC_r,1,3000,0.378545965557074,0.0008833333333333333,0.2826454807514946,-2.7556549816269427,0.0,-2.7556549816269427
8,NC_r,1,3750,0.39283750096754944,0.00085,0.29719021107206745,-2.6427026734593015,0.0,-2.6427026734593015
8,NC_r,1,4500,0.41265316108165506,0.0009083333333333334,0.31870530138711134,-2.498519232540733,0.0,-2.498519232540733
8,NC_r,1,5250,0.4297168142970481,0.0009333333333333333,0.33686665558069945,-2.3667096167488957,0.0,-2.3667096167488957
8,NC_r,1,6000,0.38675916679413347,0.00065,0.28470058450003466,-2.6303420291684256,0.0,-2.6303420291684256
8,NC_r,2,0,0.38675916679413347,0.00065,0.28470058450003466,-2.6303420291684256,0.0,-2.6303420291684256
8,NC_r,2,750,0.15411372309050728,0.003825,0.07298951497673989,-5.100239520178518,0.0,-5.100239520178518
8,NC_r,2,1500,0.2694919691110094,0.0009416666666666667,0.1741117390970389,-3.631690009154131,0.0,-3.631690009154131
8,NC_r,2,2250,0.35841257397127135,0.000375,0.2602749711061517,-2.7928427881682603,0.0,-2.7928427881682603
8,NC_r,2,3000,0.39217220924896523,0.000325,0.29557260619948306,-2.5393262657002547,0.0,-2.5393262657002547
8,NC_r,2,3750,0.3760799978533861,0.00025,0.2792820613066355,-2.65804830773361,0.0,-2.65804830773361
8,NC_r,2,4500,0.4113295248732885,0.00015,0.3116357097695271,-2.3644466186353625,0.0,-2.3644466186353625
8,NC_r,2,5250,0.4209432192530187,0.00015,0.32348109966864186,-2.2968589506569317,0.0,-2.2968589506569317
8,NC_r,2,6000,0.3947342360667932,4.1666666666666665e-05,0.29033846222360926,-2.455555678596006,0.0,-2.455555678596006
8,NC_free_r,1,0,0.4417175886918737,0.00018333333333333334,0.34081535461694,-2.162676728962548,0.0,-2.162676728962548
8,NC_free_r,1,750,0.0824617284366333,0.031308333333333334,0.022464183544615903,-7.7055376537416755,0.0,-7.7055376537416755
8,NC_free_r,1,1500,0.11447878549568966,0.013416666666666667,0.06029344741106033,-6.342036881123235,0.0,-6.342036881123235
