arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_c1,zeroout_c1,zbar_c1,zsd_c1,zbar_min_c1,mob_c1,mob_pool_c1,eff_rank_c1,dead_frac_c2,zeroout_c2,zbar_c2,zsd_c2,zbar_min_c2,mob_c2,mob_pool_c2,eff_rank_c2,dead_frac_f1,zeroout_f1,zbar_f1,zsd_f1,zbar_min_f1,mob_f1,eff_rank_f1,dead_frac_f2,zeroout_f2,zbar_f2,zsd_f2,zbar_min_f2,mob_f2,eff_rank_f2,w_norm_c1,w_norm_c2,w_norm_f1,w_norm_f2,w_norm_f3,pool
SN3_avg,4,0.001,1,none,0.9612354167,1,1,0,0,-0.05491339415,0.1499802023,-0.1255216748,0.7879580259,0.9731810689,12.63727632,0,0,-0.1014463305,0.2091723382,-0.1297487617,0.6995521188,1.090723753,15.34632131,0,0,-0.04398484156,0.4742282033,-0.5211529732,0.9452908635,79.64676134,0,0,0.1893522888,0.9956183434,-0.9393802881,0.9878997207,45.12831322,0.6435369253,1.229073882,2.344517469,1.389146686,2.479611158,avg
SN3_avg,4,0.001,2,none,0.9530875,1,1,0,0,-0.05737730116,0.1254823506,-0.2534351051,0.8128821254,0.9363598824,13.45816269,0,0,-0.1300498545,0.1793251485,-0.1967192143,0.5705913305,0.9149051905,15.29136339,0,0,-0.2592720091,0.4203651249,-2.20637536,0.8871505857,62.27845855,0,0,0.1849397123,0.8830236793,-4.021648884,0.994685173,38.95716531,0.6604616046,1.432171822,2.984084129,1.555575609,2.841768265,avg
SN3_avg,4,0.001,3,none,0.9404645833,1,1,0,0,-0.06036965922,0.1305802017,-0.2142540216,0.7451201081,0.9875966907,13.76290549,0,0,-0.1317678094,0.1892652512,-0.2659726143,0.5889775157,0.9811000824,15.11100474,0,0,-0.1625504643,0.4134021103,-4.21571207,0.8916969895,49.87865127,0,0,0.3147526383,0.9470847249,-5.233596325,0.9910885096,27.50260753,0.6706444621,1.63905406,3.470372915,1.683330774,2.707660198,avg
SN3_avg,4,0.001,4,none,0.93640625,1,1,0,0,-0.1024745703,0.1408030093,-0.2111975104,0.6178928614,0.8227064013,14.02531594,0,0,-0.1286577284,0.2045311481,-0.2304985672,0.6305856109,1.072882295,15.34461635,0,0,-0.2954899669,0.4795181155,-4.430848122,0.8964066505,52.05817031,0,0,0.9252375364,1.286957383,-5.590218544,0.9975457788,24.90895584,0.7360759974,1.808364153,3.924880266,1.809026718,2.474808216,avg
SN3_avg,4,0.001,5,none,0.9330729167,1,1,0,0,-0.08795598894,0.1427015811,-0.3133272231,0.6968032718,0.906584084,14.01898406,0,0,-0.1434117854,0.2042585164,-0.2422177941,0.5715709329,1.017378688,15.42532577,0,0,-0.2558780015,0.5018462539,-5.065396309,0.9364747405,51.9908231,0,0,0.3368170559,1.482785821,-7.133500099,0.9969248772,26.58386757,0.7876270413,1.998442769,4.269605637,1.962645173,2.283965111,avg
SN3_avg,4,0.001,6,none,0.9411958333,1,1,0,0,-0.1008028537,0.1522288918,-0.2427642345,0.6091870666,0.8253163099,14.00177548,0,0,-0.1341477334,0.2051059455,-0.2980698347,0.5995941758,1.055827022,15.59189968,0,0,-0.2679883242,0.5281432271,-4.343389511,0.9561322331,56.19971049,0,0,0.1876543462,1.658358932,-4.709179878,0.9936736226,31.73115107,0.8177221417,2.121626616,4.670124531,2.140666246,2.010273933,avg
SN3_avg,4,0.001,7,none,0.9428958333,1,1,0,0,-0.0660308823,0.147297278,-0.2887990773,0.7352235913,1.0204494,14.25060655,0,0,-0.1975948811,0.220677942,-0.2571410835,0.6115335226,0.882494092,15.55086871,0,0,-0.2299621701,0.6073112488,-6.534675121,0.9594038129,52.69681291,0,0,0.1151365936,2.049815416,-7.531622887,0.9960734248,28.83205705,0.8517847657,2.230060339,5.013289928,2.297667027,1.828922153,avg
SN3_avg,4,0.001,8,none,0.9546958333,1,1,0,0,-0.1105473191,0.1428765059,-0.248243764,0.5946003199,0.8105012178,14.06898753,0,0,-0.1413500011,0.2238732725,-0.2607825398,0.6354766488,1.107816219,15.64066595,0,0,-0.3009617031,0.6478714943,-3.364317417,0.9674823284,64.00523185,0,0,0.5688318014,2.297424555,-8.11653614,0.9925424457,34.7860437,0.8683019876,2.378252983,5.387971878,2.47988081,1.78601253,avg
SN3_avg,4,0.001,9,none,0.9633708333,1,1,0,0,-0.07833718508,0.1402693093,-0.2104493529,0.6491268277,0.9398148656,14.25949789,0,0,-0.1383471191,0.2200380862,-0.1986056864,0.6454875469,1.121506572,15.6911939,0,0,-0.2259365171,0.6491532326,-2.528295517,0.9687007666,69.27034159,0,0,0.514910996,2.379806042,-4.829075813,0.9893687367,37.73127996,0.8718432188,2.448925257,5.71924305,2.625083208,1.837638855,avg
SN3_avg,4,0.001,10,none,0.9603354167,1,1,0,0,-0.1030945405,0.1392449886,-0.216542691,0.6222921014,0.9122953415,14.05521646,0,0,-0.1539522558,0.228442952,-0.2319640964,0.6279022098,1.07215178,15.57456751,0,0,-0.1043912992,0.6712332964,-2.495423079,0.9701520205,68.91223885,0,0,0.4589777887,2.632887602,-5.634432793,0.9929639101,37.39615684,0.8849426508,2.53049612,5.993638039,2.708729029,1.78094697,avg
