arm,mode,seed,task,step,global_step,window_start,window_steps,loss,acc,advantage,confidence,online_acc_window,initial_positive_count,observed,down,up,net,conf,hist,label,correction,roundoff,conf_common,correction_common,zmean_l1,zsd_l1,outputsd_l1,gain_l1,ppos_l1,dead_l1,output_sd_ratio_l1,output_sd_ratio_n_l1,eff_rank_l1,zmean_l2,zsd_l2,outputsd_l2,gain_l2,ppos_l2,dead_l2,output_sd_ratio_l2,output_sd_ratio_n_l2,eff_rank_l2
GELU,early,1001,1,0,0,0,0,2.305902719,0.1041666716,0.00020373812,2.306106329,nan,3285,True,0,0,0,0,0,0,0,0,0,0,0.002915133024,0.1344939023,0.06089473143,0.2616454661,0.5099416375,0,1,100,45.86459634,-0.01849657483,0.04413155466,0.02125151083,0.2365890592,0.4513416886,0,1,100,33.20865229
GELU,early,1002,1,0,0,0,0,2.304571629,0.1066666692,0.000728794781,2.305300236,nan,2812,True,0,0,0,0,0,0,0,0,0,0,-0.07532576472,0.1381797642,0.0591849573,0.2023198158,0.4403500259,0,1,100,48.39164219,0.01374928188,0.04124571756,0.02009401284,0.2627799213,0.5266416669,0,1,100,33.43300904
GELU,early,1003,1,0,0,0,0,2.305973291,0.09333333373,0.0003579650365,2.306331158,nan,3529,True,0,0,0,0,0,0,0,0,0,0,0.06789471209,0.1295589507,0.0648816973,0.3144934177,0.5523416996,0,1,100,45.52494093,-0.008257067762,0.04578244314,0.02172829211,0.2444883287,0.4873333275,0,1,100,32.27455407
GELU,early,1004,1,0,0,0,0,2.306032658,0.1000000015,-0.0008776980685,2.305155039,nan,2895,True,0,0,0,0,0,0,0,0,0,0,-0.02965964749,0.1370248497,0.05953515321,0.2365600616,0.4538916647,0,1,100,45.44798401,-0.01915803365,0.04072289914,0.01942965761,0.2360880822,0.4380583465,0,1,100,34.01702047
GELU,early,1005,1,0,0,0,0,2.303351164,0.09666667134,0.0001937807683,2.303544998,nan,3581,True,0,0,0,0,0,0,0,0,0,0,0.02931751311,0.1314351708,0.06600110978,0.2797849476,0.5594667196,0,1,100,45.15177431,-0.02501003072,0.04506028071,0.0218400415,0.2318252325,0.4148666561,0,1,100,34.06479805
GELU,early,1001,1,1,1,0,1,2.538468122,0.09916666895,0.01478257682,2.553250551,0,3285,True,3.848507404,9.657967567,5.809460163,-3.547302485,0,3.069499254,6.28726387,0,-0.1749902666,0.617647171,0.8236262202,0.3764637411,0.2709995806,1.000027537,0.5634666085,0,4.761096954,100,,0.1287746578,0.2510584593,0.04709015787,0.3643708527,0.5661333203,0,2.213676214,100,
GELU,early,1002,1,1,1,0,1,2.474778652,0.08416666836,-0.01098637749,2.463792324,0.0625,2812,True,3.336839676,5.533707619,2.196867704,1.544104934,0,-1.153977036,1.80673945,3.576278687e-07,0.09843427688,0.3336090147,0.7505316138,0.3721035719,0.2637838423,0.9231623411,0.614100039,0,3.597572565,100,,-0.05099075288,0.1658000052,0.0345614627,0.2147256583,0.4916166663,0,1.895162225,100,
GELU,early,1003,1,1,1,0,1,2.390716553,0.09916666895,-0.001579497242,2.38913703,0,3529,True,3.283935547,6.024840355,2.740905046,0.8835333586,0,-1.48472476,3.34209466,1.668930054e-06,0.2410235107,0.4130475819,0.4320803881,0.3275462091,0.1566627473,0.6775237918,0.5865499973,0,2.332088232,100,,-0.2327757776,0.1863068044,0.03638242185,0.1155050397,0.4146916866,0,1.536155224,100,
GELU,early,1004,1,1,1,0,1,2.373951912,0.0775000006,-0.005363541655,2.368588209,0.0625,2895,True,3.547747612,4.521390915,0.9736433029,2.507842541,0,-4.064931393,2.530731678,4.768371582e-07,0.3447196186,0.3405429721,0.335139364,0.3448917866,0.1306310445,0.5796523094,0.5539000034,0,2.502973795,100,,-0.1075640544,0.1296146214,0.033360295,0.1752051711,0.4670750201,0,1.78870666,100,
GELU,early,1005,1,1,1,0,1,2.437333584,0.09833333641,-0.0006723697879,2.436661005,0,3581,True,3.205338478,7.332744598,4.127405643,0.02860365622,0,1.583828211,2.514972925,9.536743164e-07,-0.008338780142,0.2840468287,0.7434764504,0.3663251996,0.2694664598,0.9667535424,0.6257916689,0,3.215937138,100,,0.03153095767,0.1845739633,0.04535361379,0.2784867287,0.5343083143,0,2.0335114,100,
GELU,early,1001,1,10,10,1,9,2.498688936,0.09333333373,-0.008564804681,2.490123987,0.1180555522,3285,True,14.83353996,18.018713,3.185173273,-16.18242264,0,-7.824251652,27.19184685,-2.384185791e-07,-1.942384958,3.728330135,2.191714764,1.349779248,0.6149169803,1.000077605,0.5694916248,0,10.54484177,100,,-0.4776046276,0.5672644973,0.04332064837,0.0273017101,0.4511416554,0,2.270555258,100,
GELU,early,1002,1,10,10,1,9,2.753221273,0.1066666692,0.02200607583,2.775227547,0.1319444478,2812,True,14.57928848,18.93133163,4.352043629,-27.64334488,0,-1.929587126,33.92497253,0,-3.396207809,4.36388588,0.5613093972,1.125886321,0.2463991046,0.7957983613,0.5353499651,0,2.970546722,100,,-0.8356116414,0.6327440143,0.03859816864,0.01257793047,0.372058332,0,2.016960621,100,
GELU,early,1003,1,10,10,1,9,2.427985907,0.1041666716,0.00450328039,2.432489157,0.1111111119,3529,True,15.5851078,12.04869366,-3.536413431,-8.353639603,0,-11.57075405,16.38797951,0,-0.8664200306,2.220725775,1.018891931,1.038593769,0.3848560154,1.00056386,0.554608345,0,5.723996639,100,,-0.8504083753,0.4701409638,0.04114620388,0.01191046648,0.3682083189,0,1.973002195,100,
GELU,early,1004,1,10,10,1,9,2.380445719,0.1083333343,0.02504256181,2.405488014,0.07638888806,2895,True,16.50898361,12.15670681,-4.352275372,-22.04743385,0,-8.808299065,26.50345802,-2.384185791e-07,-2.607428551,3.479265451,-0.6731558442,1.112455845,0.04271491244,0.02860469185,0.4595166743,0,0.7762048244,100,,-0.7162007689,0.3838572502,0.03731771186,0.01218975335,0.3338750005,0,2.016098022,100,
GELU,early,1005,1,10,10,1,9,2.680876493,0.1075000018,0.0373200886,2.718196392,0.09027777612,3581,True,13.08370399,27.43519402,14.35149097,-33.0595932,0,1.279399395,46.13168716,-7.152557373e-07,-3.500136614,5.13307333,2.639293194,1.47514677,0.7911812067,1.000482202,0.6222249866,0,13.39331722,100,,-0.6898780465,0.7299697995,0.03898473457,0.0170829054,0.3941333294,0,1.89671278,100,
GELU,early,1001,1,30,30,10,20,2.615277767,0.1166666672,-0.00326844072,2.612009287,0.1000000015,3285,True,11.83891678,17.26227188,5.423353672,-17.30183601,0,-5.996510983,28.72170639,-2.384185791e-07,-2.513325691,4.244708061,3.984496832,2.03508234,1.107009411,1.000000119,0.5665749907,0,17.55729866,100,,-1.457535267,1.082149863,0.0313260071,0.009652609937,0.3969582915,0,1.4410671,100,
GELU,early,1002,1,30,30,10,20,2.53915596,0.1050000042,0.01760118641,2.556756973,0.078125,2812,True,8.907331467,16.71921539,7.811882973,-24.84906387,0,-2.52616477,35.18711472,-2.384185791e-07,-3.373183489,4.691456318,1.65045619,1.647390485,0.5763851404,1.000034571,0.5377416611,0,10.43814754,100,,-1.813835859,1.175469279,0.02923837677,0.009687527083,0.3700416386,0,1.523277402,100,
GELU,early,1003,1,30,30,10,20,2.342795372,0.1050000042,0.01469367743,2.357489109,0.078125,3529,True,13.20868492,13.91965008,0.7109648585,-6.171165943,0,-11.98089504,18.86302567,-9.536743164e-07,-1.628092408,2.971645355,-1.015736103,1.431484103,0.09350062162,0.04739329591,0.4998666644,0,1.529997587,100,,-3.014326334,0.8597465158,0.02347840928,0.002018599538,0.1852000058,0,1.066462159,100,
GELU,early,1004,1,30,30,10,20,2.511951923,0.1000000015,0.02054989897,2.532501936,0.08749999851,2895,True,12.61852932,10.14754009,-2.470987797,-16.11732101,0,-9.523850441,23.17018318,-1.192092896e-07,-2.485109806,3.461183786,-2.017909765,1.608573198,0.04173990339,0.00862092711,0.4590750039,0,0.5396285057,100,,-1.910673857,0.8150768876,0.03317385167,0.007949676365,0.3005833328,0,1.555549264,100,
GELU,early,1005,1,30,30,10,20,2.591790915,0.09416666627,0.00573808467,2.597528934,0.106250003,3581,True,10.41898823,22.32757759,11.90858936,-37.03606796,0,2.292694092,46.65196609,5.960464478e-07,-4.119753361,5.372854233,3.541920662,2.339301586,1.107285857,1.000039816,0.5846999884,0,15.69057655,100,,-3.165317535,1.366050005,0.02454833873,0.001577174291,0.3278916478,0,1.047513127,100,
GELU,early,1001,1,75,75,30,45,2.48548317,0.1333333403,0.08587307483,2.571356297,0.09861110896,3285,True,7.979529381,23.58164215,15.60211182,-19.65672684,0,0.05089366436,35.20793915,2.354383469e-06,-2.265819311,4.88581419,6.372237206,2.456683159,1.735544086,1,0.5600333214,0,28.38964081,100,,-5.194387913,1.55305028,0.008071113378,0.0001615955698,0.3341583312,0,0.4220768809,100,
GELU,early,1002,1,75,75,30,45,2.32696867,0.1391666681,0.03621193767,2.363180876,0.07916666567,2812,True,12.23744965,20.14962578,7.912175179,-24.46379852,0,-6.840695381,39.21665955,1.25169754e-06,-2.70702076,4.743355274,1.083256602,2.021680832,0.3439710438,0.999874711,0.5130583048,0,8.459223747,100,,-5.358707905,1.657510281,0.008276486769,0.0001781310857,0.2909333408,0,0.4406493306,100,
GELU,early,1003,1,75,75,30,45,2.34442544,0.1066666692,0.01785620488,2.362281799,0.08611111343,3529,True,10.02833557,25.09547043,15.06714249,-14.52382565,0,-1.932070732,31.52303696,1.668930054e-06,-1.867226601,3.949084282,-2.095311165,2.164360762,0.03911612555,0.007128008176,0.4700083137,0,0.8905930519,100,,-5.159452438,1.477351427,0.008924846537,0.0001585780265,0.1201666594,0,0.3977205753,100,
GELU,early,1004,1,75,75,30,45,2.409048796,0.1108333394,0.02355411462,2.432603121,0.07638888806,2895,True,8.299999237,18.17200851,9.872012138,-18.04860115,0,-0.7573069334,28.67792511,1.072883606e-06,-2.579653025,4.554341793,-3.127114296,2.133210182,0.02636236884,0.001704377821,0.4500333369,0,0.4254383147,100,,-4.481859684,1.471702337,0.01384130586,0.0003591745626,0.2312499881,0,0.650357306,100,
