arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3
GE,raw,0,0,0.001,1,none,0.1140375,0.1158333346,0.1158333346,0.5099999905,0.4599999785,-68.81993103,18.90018463,-90.99997711,-5.553727478e-10,2.577024911,0,0,0.0006087362999,0.3429392874,-0.0481791459,0.997628212,2.327168918,3.042904854,1.041234016,0.358089447
GE,raw,0,0,0.001,2,none,0.1124104167,0.113333337,0.113333337,0.6499999762,0.5699999928,-70.5352478,19.54273224,-129.184082,-1.918205039e-10,2.570192985,0,0,0.002513829619,0.3733241856,-0.05120956153,0.9984326363,2.859938465,3.069874525,1.11717689,0.3905006647
GE,raw,0,0,0.001,3,none,0.1190708333,0.1191666722,0.1191666722,0.6499999762,0.5699999928,-71.72360229,19.75156212,-111.2759171,-1.920893999e-10,2.684213037,0,0,0.001554144779,0.6800662279,-0.08534903079,0.9983357787,3.001145812,3.078583241,1.143524647,0.4306743145
GE,raw,0,0,0.001,4,none,0.11579375,0.1158333346,0.1158333346,0.719999969,0.5999999642,-72.71196747,19.81285858,-119.6217728,-1.33069375e-10,2.579822604,0,0,-0.002710328205,0.749548018,-0.1047369242,0.9983386397,2.842209249,3.122655869,1.139442325,0.4377701879
GE,raw,0,0,0.001,5,none,0.1223770833,0.1225000024,0.1225000024,0.719999969,0.6100000143,-72.71052551,19.81285858,-181.0433044,-1.334906213e-10,2.606931805,0,0,-0.006537160836,0.6618211865,-0.1236597449,0.9980906248,2.923589647,3.124629259,1.133435726,0.5704491138
GE,raw,0,0,0.001,6,none,0.1164666667,0.1166666672,0.1166666672,0.75,0.6299999952,-72.71709442,19.81285858,-163.292572,-1.126078814e-10,2.457937243,0,0,-0.008846195415,0.7911695838,-0.1392439753,0.9977431297,2.734025082,3.127781868,1.139836669,0.5673566461
GE,raw,0,0,0.001,7,none,0.1113145833,0.1116666719,0.1116666719,0.7599999905,0.6499999762,-72.7201767,19.81285858,-181.500351,-1.133563798e-10,2.581596519,0,0,-0.008193247952,0.8555926681,-0.1377592683,0.9981736541,2.865309206,3.129310131,1.120112538,0.5929624438
GE,raw,0,0,0.001,8,none,0.116125,0.1166666672,0.1166666672,0.7799999714,0.6499999762,-71.85330963,19.81285858,-182.3812256,-1.027454649e-10,2.522821609,0,0,-0.06018443033,2.182230711,-0.1547022909,0.997639358,2.787247847,3.129532576,1.192423224,0.6423488259
GE,raw,0,0,0.001,9,none,0.1215104167,0.1216666698,0.1216666698,0.7899999619,0.6899999976,-71.86886597,19.81285858,-237.8113098,-1.021246976e-10,2.513701678,0,0,-0.05607867613,1.917723298,-0.1356952637,0.9975655079,2.842387402,3.129715919,1.179527044,0.7377664447
GE,raw,0,0,0.001,10,none,0.1248791667,0.125,0.125,0.7899999619,0.6899999976,-72.7359848,19.81285858,-254.5291748,-1.132528307e-10,2.578473082,0,0,-0.05828654766,2.059048414,-0.1466087252,0.9975175261,2.86515553,3.129727602,1.162908077,0.8138905168
GE,raw,0,0,0.001,11,none,0.1057833333,0.1099999994,0.1099999994,0.7899999619,0.6899999976,-72.73973083,19.81285858,-255.9539642,-1.017832277e-10,2.578394968,0,0,-0.06030660123,2.164447069,-0.1398814321,0.9976279736,2.822032374,3.129756451,1.155118465,0.9735485911
GE,raw,0,0,0.001,12,none,0.1211604167,0.1216666698,0.1216666698,0.7999999523,0.6999999881,-72.74146271,19.81285858,-186.4330444,-1.011647086e-10,2.54461297,0,0,-0.08070933074,2.680944443,-0.2016450316,0.9969819188,2.837177451,3.129868031,1.155787945,1.027454972
GE,raw,0,0,0.001,13,none,0.1206645833,0.1208333373,0.1208333373,0.8100000024,0.6999999881,-72.74791718,19.81285858,-288.7477112,-1.007315134e-10,2.619547636,0,0,-0.05570677668,1.916370869,-0.1562083215,0.997615099,2.883998541,3.130057096,1.154146314,1.129025221
GE,raw,0,0,0.001,14,none,0.1140979167,0.1141666695,0.1141666695,0.8199999928,0.6999999881,-72.75144958,19.81285858,-331.5294495,-9.951648533e-11,2.646092536,0,0,-0.06715831906,2.300308466,-0.1738603115,0.9975017309,2.802754999,3.130238295,1.149136901,1.254219532
GE,raw,0,0,0.001,15,none,0.1108979167,0.1116666719,0.1116666719,0.8199999928,0.6999999881,-72.748703,19.81285858,-327.8440857,-9.957230179e-11,2.551120389,0,0,-0.08389590681,2.502171755,-0.2148841172,0.9971478581,2.832096903,3.130200863,1.124541879,1.316548586
GE,raw,0,0,0.001,16,none,0.1241,0.1241666675,0.1241666675,0.8199999928,0.6999999881,-72.75027466,19.81285858,-390.3911743,-9.944008811e-11,2.624218371,0,0,-0.08175873756,2.274384499,-0.195508644,0.9951943159,2.938427326,3.130208969,1.135961652,1.448831558
GE,raw,0,0,0.001,17,none,0.1126354167,0.1141666695,0.1141666695,0.8399999738,0.6999999881,-72.75530243,19.81285858,-417.3194275,-9.920757271e-11,2.66412693,0,0,-0.07978351414,2.507254601,-0.1942672879,0.9975000024,2.862184941,3.130373001,1.123494625,1.559579849
GE,raw,0,0,0.001,18,none,0.1136916667,0.1141666695,0.1141666695,0.8299999833,0.6999999881,-72.76050568,19.81285858,-361.2666321,-9.997312006e-11,2.59403374,0,0,-0.08266738057,2.692503214,-0.2172002494,0.9975002408,2.911880808,3.130407572,1.125250101,1.695121169
GE,raw,0,0,0.001,19,none,0.1126833333,0.1158333346,0.1158333346,0.8700000048,0.6999999881,-72.77236176,19.81285858,-412.3527222,-9.835719739e-11,2.554537408,0,0,-0.08838124573,2.601494074,-0.223117575,0.9975000024,2.902459157,3.130652189,1.127627254,1.82626462
GE,raw,0,0,0.001,20,none,0.1165958333,0.1166666672,0.1166666672,0.8599999547,0.6999999881,-72.77240753,19.81285858,-418.6404419,-9.833208553e-11,2.586183557,0,0,-0.0900131911,2.692599058,-0.2448295951,0.9975001216,2.930800112,3.130660772,1.118488193,1.882565856
GE,raw,0,0,0.001,21,none,0.1240395833,0.1241666675,0.1241666675,0.8599999547,0.6999999881,-72.77140808,19.81285858,-413.2819824,-9.838559134e-11,2.576159121,0,0,-0.1093391925,3.103714705,-0.27374506,0.9969870448,2.926195262,3.130679369,1.128263474,1.938390374
