variant,n_arms,rho_band,rho_sub,abs_diff,diff_lo,diff_hi,band_wins
all_17,17,-0.7990287492025898,0.7990287492025898,0.0,-0.004963161166574803,0.006903885079690743,0
excl_unconverged_14,14,-0.9667263429742006,0.9667263429742006,0.0,-0.008899442634237253,0.0077526204770826945,0
