n_records,n_units,u,log10_u,onset,sub_frac,band_frac,surf_frac,surf_among_alive,band_among_alive,near_off_frac,near_on_frac,shallow_sub_frac,non_affine_frac,arm,family,dial,is_control,seed,window,role
10,100,0.00783057819247634,-2.1062061694195564,0,0.697,0.303,0.0,0.0,1.0,0.166,0.0,nan,nan,LR_1216,leaky,0.1,1,9,1M,
10,100,0.006496837656442743,-2.18729798528819,0,0.67,0.33,0.0,0.0,1.0,0.16,0.0,nan,nan,LR_1216,leaky,0.1,1,9,5M,
10,100,0.0058527601143069105,-2.2326392758461457,0,0.387,0.613,0.0,0.0,1.0,0.106,0.001,nan,nan,E_1216,elu,1.0,1,0,1M,
10,100,0.005604607493161496,-2.2514547969000445,0,0.315,0.685,0.0,0.0,1.0,0.348,0.0,nan,nan,E_1216,elu,1.0,1,0,5M,
10,100,0.00039732101868337355,-3.4008584597199865,0,0.28,0.72,0.0,0.0,1.0,0.174,0.0,nan,nan,E_1216,elu,1.0,1,1,1M,
10,100,0.0018894830424636174,-2.7236570013905363,0,0.429,0.571,0.0,0.0,1.0,0.282,0.0,nan,nan,E_1216,elu,1.0,1,1,5M,
10,100,0.004650109142090976,-2.332536853722607,0,0.351,0.649,0.0,0.0,1.0,0.117,0.0,nan,nan,E_1216,elu,1.0,1,2,1M,
10,100,0.00026626045950491734,-3.574693322835661,0,0.419,0.575,0.006,0.010327022375215147,0.9896729776247849,0.247,0.003,nan,nan,E_1216,elu,1.0,1,2,5M,
10,100,0.0008278064569236059,-3.0820711904076488,0,0.353,0.642,0.005,0.0077279752704791345,0.9922720247295209,0.133,0.0,nan,nan,E_1216,elu,1.0,1,3,1M,
10,100,0.0075121604494495925,-2.124235144708077,0,0.358,0.642,0.0,0.0,1.0,0.358,0.0,nan,nan,E_1216,elu,1.0,1,3,5M,
10,100,0.02662105249752794,-1.5747747781313441,0,0.383,0.617,0.0,0.0,1.0,0.142,0.0,nan,nan,E_1216,elu,1.0,1,4,1M,
10,100,0.0040852454070371335,-2.3887818496038293,0,0.36,0.64,0.0,0.0,1.0,0.318,0.0,nan,nan,E_1216,elu,1.0,1,4,5M,
10,100,0.0012401998726283598,-2.9065083175921993,0,0.296,0.699,0.005,0.007102272727272727,0.9928977272727273,0.105,0.002,nan,nan,E_1216,elu,1.0,1,5,1M,
10,100,0.00251376954539925,-2.5996745395971748,0,0.43,0.569,0.001,0.0017543859649122807,0.9982456140350877,0.244,0.0,nan,nan,E_1216,elu,1.0,1,5,5M,
10,100,0.012074013988198093,-1.9181483253358071,0,0.392,0.608,0.0,0.0,1.0,0.083,0.0,nan,nan,E_1216,elu,1.0,1,6,1M,
10,100,8.769512963882917e-06,-5.057024525558884,0,0.336,0.662,0.002,0.0030120481927710845,0.9969879518072289,0.305,0.0,nan,nan,E_1216,elu,1.0,1,6,5M,
10,100,0.005297170979197465,-2.275956008917606,0,0.341,0.659,0.0,0.0,1.0,0.107,0.0,nan,nan,E_1216,elu,1.0,1,7,1M,
10,100,0.0018725907457023572,-2.7275571272184225,0,0.308,0.692,0.0,0.0,1.0,0.415,0.0,nan,nan,E_1216,elu,1.0,1,7,5M,
10,100,0.009019375733044385,-2.044823520670513,0,0.292,0.708,0.0,0.0,1.0,0.118,0.0,nan,nan,E_1216,elu,1.0,1,8,1M,
10,100,0.00039874657924512626,-3.3993030296309077,0,0.335,0.665,0.0,0.0,1.0,0.35,0.0,nan,nan,E_1216,elu,1.0,1,8,5M,
10,100,0.023024550722167098,-1.6378088354324092,0,0.359,0.641,0.0,0.0,1.0,0.102,0.0,nan,nan,E_1216,elu,1.0,1,9,1M,
10,100,0.0002545521062825292,-3.594223305057225,0,0.365,0.634,0.001,0.0015748031496062992,0.9984251968503937,0.324,0.0,nan,nan,E_1216,elu,1.0,1,9,5M,
10,100,0.31610018612071267,-0.5001752484464859,1,0.951,0.048,0.001,0.02040816326530612,0.9795918367346939,0.024,0.0,0.048,0.096,Gc_b1_1216,,nan,0,0,5M,clamp
10,100,0.9936399272654259,-0.002770965635028925,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,G_b1_1216,,nan,0,0,5M,reference
10,100,0.2109225964581783,-0.6758768911405035,1,0.944,0.055,0.001,0.017857142857142856,0.9821428571428571,0.024,0.0,0.038,0.093,Gc_b1_1216,,nan,0,1,5M,clamp
10,100,0.9999900217066606,-4.3335393568016745e-06,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,G_b1_1216,,nan,0,1,5M,reference
10,100,0.40109868763963064,-0.3967487589901784,1,0.908,0.092,0.0,0.0,1.0,0.054,0.001,0.071,0.16299999999999998,Gc_b1_1216,,nan,0,2,5M,clamp
10,100,0.9999988428740171,-5.02533719996575e-07,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,G_b1_1216,,nan,0,2,5M,reference
10,100,0.31324259113888375,-0.504119192211072,1,0.918,0.082,0.0,0.0,1.0,0.042,0.0,0.05,0.132,Gc_b1_1216,,nan,0,3,5M,clamp
10,100,0.9507818281922896,-0.021919127313263547,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.001,0.001,G_b1_1216,,nan,0,3,5M,reference
10,100,0.2896099707773102,-0.5381864901992566,1,0.929,0.071,0.0,0.0,1.0,0.029,0.0,0.049,0.12,Gc_b1_1216,,nan,0,4,5M,clamp
10,100,1.0000001591007186,6.909655865803709e-08,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,G_b1_1216,,nan,0,4,5M,reference
10,100,0.30402059173189533,-0.5170970000337742,1,0.891,0.109,0.0,0.0,1.0,0.064,0.0,0.084,0.193,Gc_b1_1216,,nan,0,5,5M,clamp
10,100,0.9690342877475091,-0.013660855853166462,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.001,0.001,G_b1_1216,,nan,0,5,5M,reference
10,100,0.15635489251001883,-0.8058885246745815,1,0.911,0.089,0.0,0.0,1.0,0.033,0.0,0.05,0.139,Gc_b1_1216,,nan,0,6,5M,clamp
10,100,0.9866662268664801,-0.0058297372446800095,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.001,0.001,G_b1_1216,,nan,0,6,5M,reference
10,100,0.4759829559960311,-0.32240859822362283,1,0.947,0.053,0.0,0.0,1.0,0.026,0.0,0.035,0.088,Gc_b1_1216,,nan,0,7,5M,clamp
10,100,0.9825458227983438,-0.007647186372984624,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.001,0.001,G_b1_1216,,nan,0,7,5M,reference
10,100,0.18257968445011752,-0.7385475478425422,1,0.904,0.096,0.0,0.0,1.0,0.041,0.0,0.074,0.16999999999999998,Gc_b1_1216,,nan,0,8,5M,clamp
10,100,0.9925186082841291,-0.003261342096981828,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.001,0.001,G_b1_1216,,nan,0,8,5M,reference
10,100,0.13145202050661434,-0.8812327341058925,1,0.899,0.101,0.0,0.0,1.0,0.057,0.0,0.079,0.18,Gc_b1_1216,,nan,0,9,5M,clamp
10,100,0.9980196553125378,-0.0008609054964791423,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,G_b1_1216,,nan,0,9,5M,reference
10,100,0.3627018036945479,-0.4404502846935071,1,0.968,0.032,0.0,0.0,1.0,0.018,0.001,0.027,0.059,Sc_b3_1216,,nan,0,0,5M,clamp
10,100,0.9999850624402861,-6.487348209558336e-06,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,S_b3_1216,,nan,0,0,5M,reference
10,100,0.24169666889549218,-0.6167293350713547,1,0.936,0.064,0.0,0.0,1.0,0.03,0.001,0.02,0.084,Sc_b3_1216,,nan,0,1,5M,clamp
10,100,1.0000030923119148,1.3429719244584218e-06,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,S_b3_1216,,nan,0,1,5M,reference
10,100,0.40378495650630575,-0.3938498652537008,1,0.906,0.094,0.0,0.0,1.0,0.067,0.0,0.048,0.14200000000000002,Sc_b3_1216,,nan,0,2,5M,clamp
10,100,0.9998815997904685,-5.1423601998407834e-05,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,S_b3_1216,,nan,0,2,5M,reference
10,100,0.3847440618502789,-0.41482807435693314,1,0.944,0.056,0.0,0.0,1.0,0.025,0.0,0.038,0.094,Sc_b3_1216,,nan,0,3,5M,clamp
10,100,1.0000001071672553,4.654214512019649e-08,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,S_b3_1216,,nan,0,3,5M,reference
10,100,0.4219728052213864,-0.37471553700717886,1,0.942,0.057,0.001,0.017241379310344827,0.9827586206896551,0.043,0.001,0.038,0.095,Sc_b3_1216,,nan,0,4,5M,clamp
10,100,0.9999923003992001,-3.3439070136617887e-06,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,S_b3_1216,,nan,0,4,5M,reference
10,100,0.17484019838745382,-0.7573587093973954,1,0.901,0.099,0.0,0.0,1.0,0.038,0.0,0.05,0.14900000000000002,Sc_b3_1216,,nan,0,5,5M,clamp
10,100,0.9867047587889953,-0.005812777229103353,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.001,0.001,S_b3_1216,,nan,0,5,5M,reference
10,100,0.15823913358156227,-0.8006861036651002,1,0.912,0.088,0.0,0.0,1.0,0.031,0.0,0.023,0.11099999999999999,Sc_b3_1216,,nan,0,6,5M,clamp
10,100,0.9999749328658438,-1.0886654490340098e-05,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,S_b3_1216,,nan,0,6,5M,reference
10,100,0.5379612691423272,-0.2692489905106682,1,0.966,0.034,0.0,0.0,1.0,0.014,0.0,0.024,0.058,Sc_b3_1216,,nan,0,7,5M,clamp
10,100,0.9999835213538454,-7.156644060250587e-06,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,S_b3_1216,,nan,0,7,5M,reference
10,100,0.2802008885913291,-0.5525304917850802,1,0.944,0.056,0.0,0.0,1.0,0.025,0.0,0.033,0.089,Sc_b3_1216,,nan,0,8,5M,clamp
10,100,0.9983270752435583,-0.0007271503940401501,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,S_b3_1216,,nan,0,8,5M,reference
10,100,0.3289564810730013,-0.4828615527490465,1,0.961,0.039,0.0,0.0,1.0,0.014,0.001,0.029,0.068,Sc_b3_1216,,nan,0,9,5M,clamp
10,100,0.9922513817879448,-0.0033782876312179817,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.001,0.001,S_b3_1216,,nan,0,9,5M,reference
10,100,0.2991164823097276,-0.5241596552437053,1,0.962,0.038,0.0,0.0,1.0,0.009,0.0,0.025,0.063,Gz_b1_1216,,nan,0,0,5M,clamp
10,100,0.9936399272654259,-0.002770965635028925,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,G_b1_1216,,nan,0,0,5M,reference
10,100,0.2828495280686757,-0.5484445415385303,1,0.97,0.03,0.0,0.0,1.0,0.005,0.0,0.015,0.045,Gz_b1_1216,,nan,0,1,5M,clamp
10,100,0.9999900217066606,-4.3335393568016745e-06,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,G_b1_1216,,nan,0,1,5M,reference
10,100,0.009296696364335227,-2.03167135312701,0,0.844,0.156,0.0,0.0,1.0,0.048,0.0,0.072,0.22799999999999998,Gz_b1_1216,,nan,0,2,5M,clamp
10,100,0.9999988428740171,-5.02533719996575e-07,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,G_b1_1216,,nan,0,2,5M,reference
10,100,0.13667710135442507,-0.8643042402853841,1,0.897,0.103,0.0,0.0,1.0,0.035,0.0,0.036,0.13899999999999998,Gz_b1_1216,,nan,0,3,5M,clamp
10,100,0.9507818281922896,-0.021919127313263547,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.001,0.001,G_b1_1216,,nan,0,3,5M,reference
10,100,0.24022979723378804,-0.619373125277769,1,0.942,0.058,0.0,0.0,1.0,0.013,0.0,0.025,0.083,Gz_b1_1216,,nan,0,4,5M,clamp
10,100,1.0000001591007186,6.909655865803709e-08,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,G_b1_1216,,nan,0,4,5M,reference
10,100,0.033956190260581456,-1.4690810416795614,0,0.882,0.117,0.001,0.00847457627118644,0.9915254237288136,0.026,0.001,0.067,0.184,Gz_b1_1216,,nan,0,5,5M,clamp
10,100,0.9690342877475091,-0.013660855853166462,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.001,0.001,G_b1_1216,,nan,0,5,5M,reference
10,100,0.11205295000596338,-0.9505767053542953,1,0.914,0.085,0.001,0.011627906976744186,0.9883720930232558,0.031,0.001,0.059,0.14400000000000002,Gz_b1_1216,,nan,0,6,5M,clamp
10,100,0.9866662268664801,-0.0058297372446800095,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.001,0.001,G_b1_1216,,nan,0,6,5M,reference
10,100,0.502281688955131,-0.29905265407357373,1,0.958,0.042,0.0,0.0,1.0,0.021,0.001,0.024,0.066,Gz_b1_1216,,nan,0,7,5M,clamp
10,100,0.9825458227983438,-0.007647186372984624,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.001,0.001,G_b1_1216,,nan,0,7,5M,reference
10,100,0.16302561946679375,-0.7877441408797476,1,0.918,0.082,0.0,0.0,1.0,0.028,0.0,0.035,0.117,Gz_b1_1216,,nan,0,8,5M,clamp
10,100,0.9925186082841291,-0.003261342096981828,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.001,0.001,G_b1_1216,,nan,0,8,5M,reference
10,100,0.1799167739764702,-0.7449283446821298,1,0.942,0.056,0.002,0.034482758620689655,0.9655172413793104,0.016,0.001,0.025,0.081,Gz_b1_1216,,nan,0,9,5M,clamp
10,100,0.9980196553125378,-0.0008609054964791423,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,G_b1_1216,,nan,0,9,5M,reference
10,100,0.37973653527916984,-0.4205176164319408,1,0.977,0.022,0.001,0.043478260869565216,0.9565217391304348,0.007,0.001,0.019,0.040999999999999995,Sz_b3_1216,,nan,0,0,5M,clamp
10,100,0.9999850624402861,-6.487348209558336e-06,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,S_b3_1216,,nan,0,0,5M,reference
10,100,0.30597799589853747,-0.5143098042486508,1,0.966,0.031,0.003,0.08823529411764706,0.9117647058823529,0.01,0.0,0.011,0.041999999999999996,Sz_b3_1216,,nan,0,1,5M,clamp
10,100,1.0000030923119148,1.3429719244584218e-06,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,S_b3_1216,,nan,0,1,5M,reference
10,100,0.7155207830765055,-0.14537774716715746,1,0.962,0.038,0.0,0.0,1.0,0.024,0.0,0.014,0.052,Sz_b3_1216,,nan,0,2,5M,clamp
10,100,0.9998815997904685,-5.1423601998407834e-05,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,S_b3_1216,,nan,0,2,5M,reference
10,100,0.45619869610989366,-0.34084596034189424,1,0.974,0.026,0.0,0.0,1.0,0.006,0.002,0.016,0.041999999999999996,Sz_b3_1216,,nan,0,3,5M,clamp
10,100,1.0000001071672553,4.654214512019649e-08,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,S_b3_1216,,nan,0,3,5M,reference
10,100,0.5829570448307392,-0.23436344503561013,1,0.97,0.03,0.0,0.0,1.0,0.013,0.002,0.025,0.055,Sz_b3_1216,,nan,0,4,5M,clamp
10,100,0.9999923003992001,-3.3439070136617887e-06,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,S_b3_1216,,nan,0,4,5M,reference
10,100,0.255107174794156,-0.5932773268480989,1,0.925,0.075,0.0,0.0,1.0,0.032,0.0,0.031,0.106,Sz_b3_1216,,nan,0,5,5M,clamp
10,100,0.9867047587889953,-0.005812777229103353,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.001,0.001,S_b3_1216,,nan,0,5,5M,reference
10,100,0.15701306982034507,-0.8040641952684323,1,0.91,0.09,0.0,0.0,1.0,0.04,0.001,0.019,0.109,Sz_b3_1216,,nan,0,6,5M,clamp
10,100,0.9999749328658438,-1.0886654490340098e-05,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,S_b3_1216,,nan,0,6,5M,reference
10,100,0.512243706608662,-0.29052336860645567,1,0.96,0.04,0.0,0.0,1.0,0.021,0.0,0.025,0.065,Sz_b3_1216,,nan,0,7,5M,clamp
10,100,0.9999835213538454,-7.156644060250587e-06,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,S_b3_1216,,nan,0,7,5M,reference
10,100,0.2697317320908119,-0.5690679587703839,1,0.926,0.074,0.0,0.0,1.0,0.031,0.0,0.021,0.095,Sz_b3_1216,,nan,0,8,5M,clamp
10,100,0.9983270752435583,-0.0007271503940401501,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,S_b3_1216,,nan,0,8,5M,reference
10,100,0.2161555332891234,-0.6652336426370375,1,0.959,0.041,0.0,0.0,1.0,0.011,0.0,0.024,0.065,Sz_b3_1216,,nan,0,9,5M,clamp
10,100,0.9922513817879448,-0.0033782876312179817,1,1.0,0.0,0.0,nan,nan,0.0,0.0,0.001,0.001,S_b3_1216,,nan,0,9,5M,reference
