task,arm,seed,online_acc,online_loss,train_acc,train_loss,val_acc,val_loss,samples,steps,online_global_acc,train_global_acc,val_global_acc,train_seconds,seconds,online_chunks
1,KKA23,1,0.6704959869384766,0.8643110587921142,0.788,0.6038272212982178,0.776,0.6317550048828126,62500,500,0.6699519753456116,0.788,0.776,34.25460709200706,36.937648735009134,"[0.4939199984073639, 0.6074399948120117, 0.711679995059967, 0.760159969329834, 0.7792800068855286]"
2,KKA23,1,0.6963359713554382,0.7810854677581787,0.7692,0.6017889717102051,0.72,0.7131508178710938,62500,500,0.6959199905395508,0.7692,0.72,32.68287528504152,34.7227520539891,"[0.5843200087547302, 0.6873599886894226, 0.7152000069618225, 0.7391999959945679, 0.7555999755859375]"
3,KKA23,1,0.6908640265464783,0.8209272420043945,0.8092,0.5407275508880616,0.752,0.7855065612792969,62500,500,0.6905440092086792,0.8092,0.752,32.49985749897314,34.42641260201344,"[0.5455999970436096, 0.6863200068473816, 0.7172799706459045, 0.7432799935340881, 0.7618399858474731]"
4,KKA23,1,0.7794399857521057,0.5936181876678467,0.8616,0.3605174617767334,0.852,0.4787439880371094,62500,500,0.7790560126304626,0.8616,0.852,32.00410083599854,33.90583974897163,"[0.6872000098228455, 0.76528000831604, 0.7976799607276917, 0.817359983921051, 0.8296799659729004]"
5,KKA23,1,0.7615199685096741,0.6387709054222107,0.8568,0.3867216854095459,0.772,0.7090703125,62500,500,0.7610560059547424,0.8568,0.772,31.892419337993488,33.89339312002994,"[0.6649599671363831, 0.7539199590682983, 0.775439977645874, 0.8006399869918823, 0.8126399517059326]"
6,KKA23,1,0.7359359860420227,0.6813517209663391,0.8468,0.4212316080093384,0.728,0.7780291748046875,62500,500,0.735584020614624,0.8468,0.728,47.64480902097421,52.90646388102323,"[0.6205599904060364, 0.7293599843978882, 0.7507999539375305, 0.7740799784660339, 0.8048799633979797]"
7,KKA23,1,0.8224480152130127,0.4942396117324829,0.8928,0.3048862138748169,0.812,0.5775186920166016,62500,500,0.8220000267028809,0.8928,0.812,97.35327163903276,102.61291620298289,"[0.7311999797821045, 0.8076799511909485, 0.8420799970626831, 0.8552799820899963, 0.8759999871253967]"
8,KKA23,1,0.7220640182495117,0.7374423408279419,0.8484,0.43546327056884765,0.7,0.8130288696289063,62500,500,0.7216640114784241,0.8484,0.7,97.5772803730215,101.9503411189653,"[0.5830399990081787, 0.7071999907493591, 0.7423999905586243, 0.7779200077056885, 0.7997599840164185]"
9,KKA23,1,0.6565120220184326,0.8419257495689392,0.7796,0.5585135055541992,0.668,0.8543127746582031,62500,500,0.656112015247345,0.7796,0.668,97.58503888803534,102.65117077797186,"[0.553119957447052, 0.6322399973869324, 0.671999990940094, 0.6979999542236328, 0.7271999716758728]"
10,KKA23,1,0.7474719882011414,0.6647502677764893,0.8692,0.35472245826721194,0.692,0.8749524841308594,62500,500,0.7470399737358093,0.8692,0.692,97.53169710899238,102.79031729401322,"[0.610319972038269, 0.733519971370697, 0.7744799852371216, 0.7971999645233154, 0.8218399882316589]"
