registered,arm,n_seeds,n_seeds_with_units,pred_kind,start_record,seedmed_n_units,seedmed_n_units_ff,seedmed_med_d_wmu,seedmed_med_d_b,seedmed_share_of_medians,seedmed_med_share_unit,seedmed_share_of_medians_ff,seedmed_med_share_unit_ff,seedmed_share_of_medians_incl_nodesc,seedmed_med_pred,seedmed_med_pred_meanrecip,seedmed_med_pred_ff,seedmed_med_t_sub,seedmed_med_win_len,seedmed_frac_routes_same_sign,seedmed_frac_share_outside01,diff_share_minus_pred,diff_medshare_minus_pred,diff_ff_minus_pred,n_ok_total,n_never_submerged_total,n_submerged_at_start_total,n_degenerate_denom_total,n_no_descent_total,seed_share_of_medians
0,E_a0p001_1216,10,10,oracle,0,77.5,77.5,-1.5066869905253872,-0.14894889979893655,0.09240885944641586,0.09397948538888756,0.10396967710659846,0.09919614802281446,0.09240885944641586,0.09758305318051957,0.09758305318051957,0.09758305318051957,41000.0,41.0,0.9738282586383853,0.026171741361614778,-0.005174193734103716,-0.003603567791632012,0.006386623926078888,766,0,234,0,0,"[0.0929, 0.0841, 0.0777, 0.0928, 0.0921, 0.0852, 0.0976, 0.0877, 0.0984, 0.1014]"
0,E_a0p01_1216,10,10,oracle,0,77.5,77.5,-1.554659259594143,-0.15708940724251752,0.0925556998906252,0.0946814928148302,0.11075615565067384,0.09935156682617188,0.0925556998906252,0.09758305318051957,0.09758305318051957,0.09758305318051957,36000.0,36.0,0.9792401096748924,0.020759890325107718,-0.005027353289894371,-0.002901560365689379,0.013173102470154269,766,0,234,0,0,"[0.1001, 0.0877, 0.0718, 0.0961, 0.09, 0.0924, 0.0977, 0.0906, 0.0927, 0.104]"
0,E_a0p1_1216,10,10,oracle,0,77.5,77.5,-1.5491112623641854,-0.15601979596717275,0.09219012545110344,0.09302435140836075,0.10080952410917769,0.10049435202862883,0.09219012545110344,0.09758305318051957,0.09758305318051957,0.09758305318051957,31750.0,31.75,0.980585015395142,0.01941498460485802,-0.00539292772941613,-0.004558701772158821,0.003226470928658118,766,0,234,0,0,"[0.0956, 0.0812, 0.08, 0.0923, 0.0831, 0.0821, 0.1039, 0.0926, 0.0921, 0.1096]"
0,G_b0p3_1216,10,10,oracle,0,76.0,76.0,-1.3309994471137867,-0.13054811255732224,0.0914332726264255,0.08592626542215548,0.09399420628697851,0.09879629319985453,0.09134026376267992,0.09758305318051957,0.09758305318051957,0.09758305318051957,161000.0,161.0,0.87999365884591,0.12000634115409003,-0.00614978055409407,-0.011656787758364096,-0.0035888468935410672,755,0,234,0,11,"[0.1062, 0.0851, 0.1089, 0.0901, 0.0941, 0.084, 0.1, 0.0797, 0.0927, 0.0812]"
0,G_b1_1216,10,10,oracle,0,77.5,77.5,-1.3817586354109377,-0.14507324967482838,0.0915561795623619,0.08846589528422966,0.0965733121831716,0.09726618506920916,0.0915561795623619,0.09758305318051957,0.09758305318051957,0.09758305318051957,31000.0,31.0,0.9736796536796537,0.02632034632034632,-0.00602687361815768,-0.009117157896289918,-0.001009740997347977,766,0,234,0,0,"[0.1047, 0.0792, 0.0787, 0.1025, 0.0889, 0.0927, 0.0984, 0.0904, 0.0884, 0.1043]"
0,G_b3_1216,10,10,oracle,0,77.5,77.5,-1.5924308614858402,-0.16586957970192406,0.0936956415362904,0.09276944491181036,0.10272160232374986,0.09739479976681706,0.0936956415362904,0.09758305318051957,0.09758305318051957,0.09758305318051957,44500.0,44.5,0.9725202333897986,0.027479766610201392,-0.0038874116442291773,-0.0048136082687092185,0.005138549143230281,766,0,234,0,0,"[0.1029, 0.0792, 0.0869, 0.0934, 0.0928, 0.0849, 0.094, 0.0948, 0.0959, 0.0967]"
0,LR_a0p00001_1216,10,10,oracle,0,77.5,77.5,-1.5043179183429167,-0.16098468005136723,0.09339327099565378,0.09413147574633379,0.10807360221844872,0.09850126875053171,0.09339327099565378,0.09758305318051957,0.09758305318051957,0.09758305318051957,36000.0,36.0,0.9802536231884058,0.019746376811594205,-0.004189782184865792,-0.003451577434185782,0.010490549037929148,766,0,234,0,0,"[0.1074, 0.0838, 0.0749, 0.0898, 0.0908, 0.0956, 0.099, 0.103, 0.0997, 0.0912]"
0,LR_a0p0001_1216,10,10,oracle,0,77.5,77.5,-1.4473704072602338,-0.16210404889413343,0.09465408900363834,0.09606306644096778,0.10341025475649887,0.10035070736374777,0.09465408900363834,0.09758305318051957,0.09758305318051957,0.09758305318051957,31000.0,31.0,0.9677364864864866,0.03226351351351352,-0.002928964176881238,-0.0015199867395517958,0.005827201575979296,766,0,234,0,0,"[0.1116, 0.0963, 0.0774, 0.0916, 0.0936, 0.1019, 0.0958, 0.0906, 0.0916, 0.1019]"
0,LR_a0p001_1216,10,10,oracle,0,77.5,77.5,-1.4955728348482973,-0.15941342288198812,0.09603672062372828,0.09526441796816909,0.10742088524366872,0.10045367433062873,0.09603672062372828,0.09758305318051957,0.09758305318051957,0.09758305318051957,34500.0,34.5,0.9802536231884058,0.019746376811594205,-0.0015463325567912911,-0.002318635212350484,0.009837832063149143,766,0,234,0,0,"[0.104, 0.0865, 0.0817, 0.0998, 0.0947, 0.085, 0.0974, 0.0861, 0.0997, 0.1048]"
0,LR_a0p01_1216,10,10,oracle,0,77.5,77.5,-1.538164296962945,-0.15110017983576096,0.08976689793356935,0.09420667936127972,0.09930997788129767,0.09935608786862224,0.08976689793356935,0.09758305318051957,0.09758305318051957,0.09758305318051957,31000.0,31.0,0.9802536231884058,0.019746376811594205,-0.00781615524695023,-0.0033763738192398585,0.001726924700778093,766,0,234,0,0,"[0.0964, 0.0854, 0.0809, 0.0823, 0.0868, 0.1033, 0.0943, 0.0864, 0.0939, 0.0927]"
0,S_b0p3_1216,10,10,oracle,0,74.0,74.0,-1.097532349353572,-0.11836852874985082,0.09773104493008725,0.08851444022204163,0.10081341092709135,0.09868017660867331,0.09530827559373234,0.09758305318051957,0.09758305318051957,0.09758305318051957,246000.0,246.0,0.8345734126984127,0.1654265873015873,0.00014799174956767192,-0.00906861295847794,0.0032303577465717798,724,0,234,0,42,"[0.1034, 0.0936, 0.0972, 0.0996, 0.0983, 0.1044, 0.1018, 0.0817, 0.0844, 0.087]"
0,S_b10_1216,10,10,oracle,0,77.5,77.5,-1.475273982051299,-0.14504047227382255,0.08896813779620455,0.09377491085096532,0.09291614634739807,0.09642690200500403,0.08896813779620455,0.09758305318051957,0.09758305318051957,0.09758305318051957,41000.0,41.0,0.975735294117647,0.02426470588235294,-0.008614915384315025,-0.0038081423295542594,-0.004666906833121501,766,0,234,0,0,"[0.0875, 0.0929, 0.0803, 0.0899, 0.0964, 0.0803, 0.1068, 0.086, 0.088, 0.0918]"
