Cov_vs_L,rho_Cov_L,Cov_vs_Rc,rho_Cov_Rc,Cov_chronic_vs_L,rho_Cov_chronic_L,Cov_chronic_vs_Rc,rho_Cov_chronic_Rc,NL_x_vs_L,rho_NL_x_L,NL_x_vs_Rc,rho_NL_x_Rc,NL_u_vs_L,rho_NL_u_L,NL_u_vs_Rc,rho_NL_u_Rc,gcorr_vs_L,rho_gcorr_L,gcorr_vs_Rc,rho_gcorr_Rc,A4,A5,A5_dL,rho_N_L,rho_N_Rc,A6,rho_Cov10_L,rho_Cov50_L,rho_Cov_abs_L,rho_Gbar_L
Cov_ORDERS_L,0.7042647652873337,Cov_ORDERS_Rc,0.6636363636363637,Cov_chronic_FAILS_L,0.07431094182474002,Cov_chronic_FAILS_Rc,-0.026967994498529685,NL_x_PARTIAL_INVERTED_L,-0.34065934065934067,NL_x_INVERTED_Rc,-0.7818181818181819,NL_u_ORDERS_L,0.6868131868131868,NL_u_PARTIAL_Rc,0.5454545454545454,gcorr_PARTIAL_L,0.29120879120879123,gcorr_ORDERS_Rc,0.6,NO_WINNER,PAIR_NL_x,"[1.934996247291565, 2.3299992084503174, 1.0499954223632812]",0.01098901098901099,0.2,WIDTH_NOT_BETWEEN_ARMS,0.6961432213383857,0.7032967032967034,0.7042647652873337,-0.8076923076923077
