arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,steps,stop_step,tc,hit99,hit999,acc_at_hit_plus_500,min_correct_after_hit
LR,std,0,0,0.001,1,none,0.815475,1,1,0,0,-0.8273983598,12.32494164,-5.983228683,0.5170001388,71.49898962,0,0,-1.970420122,8.121396065,-7.590724468,0.4472500682,72.61316269,2.629899979,0.8348721862,1.027954817,2500,2500,2500,1600,2000,1200,1200
LR,std,0,0,0.001,2,none,0.8032692308,1,1,0,0,-1.901384473,18.02834511,-7.816722393,0.4990001619,72.74458023,0,0,-12.08483505,13.14432621,-23.0906105,0.2529999912,78.48584588,3.817604065,1.021952868,1.147075772,2600,2600,5100,1500,2100,1200,1200
LR,std,0,0,0.001,3,none,0.7672395833,0.9991666675,0.9991666675,0,0,-2.512825966,20.62423134,-8.062880516,0.4960000813,75.19095053,0,0,-18.08335304,15.25569248,-27.44367981,0.1922499686,81.43305599,4.752159119,1.144785285,1.16536665,2400,2400,7500,1700,1900,1199,1036
LR,std,0,0,0.001,4,none,0.7928935185,1,1,0,0,-2.569852352,23.0874691,-10.18434906,0.4997501373,74.23722587,0,0,-22.66433907,18.57667351,-40.59607697,0.1772499681,76.49963723,5.248661995,1.214260101,1.169485569,2700,2700,10200,1500,2200,1200,1200
LR,std,0,0,0.001,5,none,0.7920673077,1,1,0,0,-2.911323309,23.27119255,-11.67298985,0.4967500865,76.03083877,0,0,-22.26224327,18.65116692,-39.54067993,0.1862499714,77.37835172,5.701830387,1.267112255,1.104950309,2600,2600,12800,1500,2100,1200,1200
LR,std,0,0,0.001,6,none,0.7966,1,1,0,0,-3.626235008,24.57107544,-12.64053345,0.4900000989,76.56837177,0,0,-23.91722298,19.78661156,-39.6581459,0.1787499487,78.22569406,6.131090641,1.310243368,1.043415785,2500,2500,15300,1500,2000,1200,1200
LR,std,0,0,0.001,7,none,0.7785054348,1,1,0,0,-4.794471264,26.02289963,-12.32667446,0.4825001061,76.8576673,0,0,-24.9043541,22.18836784,-39.16129303,0.1944999695,80.51788601,6.460297585,1.351155758,0.9874337912,2300,2300,17600,1500,1800,1200,1200
LR,std,0,0,0.001,8,none,0.779921875,1,1,0,0,-3.51832819,26.73414993,-12.65299511,0.4870001376,77.27268266,0,0,-27.6462059,21.99700546,-42.88488388,0.1749999523,78.87372747,6.855100632,1.387401104,0.9359455109,2400,2400,20000,1800,1900,1200,1198
LR,std,0,0,0.001,9,none,0.7890104167,1,1,0,0,-3.848742247,27.90692139,-12.59424973,0.4900000691,77.63998579,0,0,-28.4511795,23.81846428,-44.09734344,0.179499954,79.59022114,7.186467171,1.421015024,0.9060544968,2400,2400,22400,1500,1900,1200,1199
LR,std,0,0,0.001,10,none,0.759673913,1,1,0,0,-3.850935221,28.16875458,-14.70830441,0.4952500463,77.75763979,0,0,-29.98723984,24.44825172,-55.58563995,0.1727499366,79.99818429,7.479672432,1.446753025,0.8622740507,2300,2300,24700,1600,1800,1200,1200
