arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_c1,zeroout_c1,zbar_c1,zsd_c1,zbar_min_c1,mob_c1,mob_pool_c1,eff_rank_c1,dead_frac_c2,zeroout_c2,zbar_c2,zsd_c2,zbar_min_c2,mob_c2,mob_pool_c2,eff_rank_c2,dead_frac_f1,zeroout_f1,zbar_f1,zsd_f1,zbar_min_f1,mob_f1,eff_rank_f1,dead_frac_f2,zeroout_f2,zbar_f2,zsd_f2,zbar_min_f2,mob_f2,eff_rank_f2,w_norm_c1,w_norm_c2,w_norm_f1,w_norm_f2,w_norm_f3,alpha_med_c1,alpha_min_c1,alpha_max_c1,alpha_clip_frac_c1,two_alpha_W_med_c1,alpha_med_c2,alpha_min_c2,alpha_max_c2,alpha_clip_frac_c2,two_alpha_W_med_c2,alpha_med_f1,alpha_min_f1,alpha_max_f1,alpha_clip_frac_f1,two_alpha_W_med_f1,alpha_med_f2,alpha_min_f2,alpha_max_f2,alpha_clip_frac_f2,two_alpha_W_med_f2
SNAc3,9,0.001,1,none,0.9705458333,1,1,0,0,-0.1001546159,0.155206874,-0.2496906668,0.6281454563,0.8212575316,12.74845646,0,0,-0.2672355175,0.2848819792,-0.3180462122,0.6511015296,0.742769599,14.44255865,0,0,-0.03015897423,0.6418920755,-0.3980169892,0.9642878175,79.20049745,0,0,0.2982867062,1.411476493,-0.9408963323,0.9919345379,40.80573685,0.6777030826,1.360287905,2.371106625,1.201341987,1.88151443,3,3,3,1,0.9291101694,3,3,3,1,1.706395864,3,3,3,1,3.71169734,2.191646814,1.604341269,3,0.009999999776,6
SNAc3,9,0.001,2,none,0.9606604167,1,1,0,0,-0.1003844887,0.1355893761,-0.2003358454,0.649941206,0.8754259348,13.31857589,0,0,-0.3652151525,0.2870959938,-0.5647431016,0.6655260324,0.6170583367,13.92253666,0,0,-0.1185486019,0.6537838578,-1.447270989,0.9738554358,70.83517528,0,0,0.2633530796,1.575052619,-2.779231787,0.9919164181,36.65768789,0.717217505,1.684310317,3.003940582,1.366192579,1.977293134,3,3,3,1,0.8111341,3,3,3,1,1.71952951,3,3,3,1,3.787779331,1.967028141,1.448255539,2.93543148,0,6
SNAc3,9,0.001,3,none,0.9659729167,1,1,0,0,-0.1462758183,0.1469269693,-0.281262815,0.5389328599,0.7327224612,13.18178013,0,0,-0.3207930326,0.2892772257,-0.3958283663,0.6280685067,0.6106490493,14.35620521,0,0,0.005586957093,0.7388007641,-1.646408916,0.9874988198,75.36873631,0,0,0.5014681816,1.760308027,-2.158089638,0.9989643693,39.23048695,0.716553092,1.903687954,3.493496895,1.412861824,1.905106783,3,3,3,1,0.8793964386,3,3,3,1,1.734502554,3,2.493462563,3,0.9599999785,4.289504051,1.762587547,1.23107028,2.474981785,0,6
SNAc3,9,0.001,4,none,0.9654458333,1,1,0,0,-0.1412490159,0.1440263242,-0.2571724653,0.5033147335,0.701639235,13.16861325,0,0,-0.3878109753,0.2974623442,-0.5732166767,0.6982758641,0.6012682319,14.15503915,0,0,-0.2745889425,0.825871408,-2.416390419,0.9858248234,72.88865873,0,0,0.2218392044,2.0190804,-2.699332714,0.9946085811,40.80927437,0.7809088826,2.088867426,3.942775726,1.482899666,1.856276274,3,3,3,1,0.857958734,3,3,3,1,1.781890631,3,2.498456001,3,0.9300000072,4.785004616,1.521780252,1.149972916,2.378256083,0,6
SNAc3,9,0.001,5,none,0.9627770833,1,1,0,0,-0.1830562353,0.1600951403,-0.2778847814,0.4541178644,0.6182765961,12.79083138,0,0,-0.3639243841,0.2942071259,-0.5434135795,0.6494992971,0.579448998,14.2000719,0,0,-0.1713666022,0.8992311954,-1.802301645,0.9873899817,76.33932912,0,0,0.1276459247,2.231706381,-5.287796497,0.9990475774,43.58971586,0.8388862014,2.266145229,4.379350662,1.556190848,1.774484754,3,3,3,1,0.9559395313,3,3,3,1,1.758825779,3,2.019832611,3,0.8999999762,5.220009804,1.397857428,0.9737629294,1.81967783,0,6
SNAc3,9,0.001,6,none,0.9666958333,1,1,0,0,-0.1767306775,0.1522825211,-0.3034398854,0.4861041307,0.6655900478,13.25014551,0,0,-0.4288612604,0.310297519,-0.5198096633,0.7295788527,0.5554576516,14.07693519,0,0,-0.1199360937,1.029756904,-2.769258022,0.9917405248,76.93960984,0,0,0.4317038655,2.613195896,-3.566803455,1.005032778,44.83334315,0.8657459021,2.500513792,4.813933372,1.652421117,1.793573856,3,3,3,1,0.9108812809,3,3,3,1,1.856152296,3,1.908662438,3,0.5600000024,5.957995415,1.183465958,0.7123840451,1.613409162,0,6
SNAc3,9,0.001,7,none,0.9664291667,1,1,0,0,-0.1564106345,0.1525838673,-0.3072826266,0.4998402894,0.6137188077,13.3994548,0,0,-0.4112484753,0.3134215772,-0.5350410342,0.7085987329,0.5890862942,14.41528148,0,0,-0.08483296633,1.189508677,-2.642607927,0.9948622584,79.12179453,0,0,0.1588468403,3.011870384,-3.610373735,0.9993941188,50.21926525,0.868103385,2.628216505,5.154629707,1.749646068,1.751983881,3,3,3,1,0.9107946157,3,3,3,1,1.870002866,2.607990742,1.300706625,3,0.01999999955,6,1.016006947,0.6655513048,1.323296428,0,6
SNAc3,9,0.001,8,none,0.9444229167,1,1,0,0,-0.2066321969,0.1799553782,-0.3189409077,0.4579307139,0.5997369289,13.38904889,0,0,-0.4803818762,0.3345266283,-0.6188067794,0.833142221,0.6040017605,14.28187934,0,0,-0.2008340806,1.46509397,-4.154019356,0.9914011955,77.45692104,0,0,0.121605508,3.835580349,-4.364656448,1.002208233,52.09380227,0.9825133681,2.911262989,5.572951317,1.757634401,1.55901885,3,3,3,1,1.076791286,3,3,3,1,1.99955368,2.121462345,0.7761424184,2.572371483,0,6,0.8081855178,0.5342335701,1.309161186,0,6
SNAc3,9,0.001,9,none,0.9459854167,1,1,0,0,-0.2636292279,0.1836194843,-0.4148827791,0.4859839976,0.5385992527,12.83289286,0,0,-0.5139467716,0.3556213081,-0.6343075633,0.9080078602,0.6306140423,14.252763,0,0,-0.2121886313,1.676888704,-2.347199678,1.005962968,79.86051408,0,0,0.5853661299,4.071821213,-2.885025501,1.006932855,53.36658339,1.053803921,3.118374109,5.987521172,1.808857799,1.450247288,3,3,3,1,1.090762377,3,3,3,1,2.122997284,1.849153876,1.303983569,2.204947233,0,6,0.763628304,0.4981253743,1.222105742,0,6
SNAc3,9,0.001,10,none,0.9583979167,1,1,0,0,-0.2722578943,0.1956307739,-0.4266900718,0.480170697,0.5084245205,12.4918201,0,0,-0.5237342715,0.3638214767,-0.6440176964,0.8971249461,0.6431516409,14.21128165,0,0,-0.2561570406,1.712560177,-1.987116337,0.9936429858,84.01244733,0,0,0.0166690927,4.222815514,-3.306910276,1.009477735,58.53889169,1.101312757,3.256563663,6.282444477,1.868986487,1.548749566,3,3,3,1,1.168935895,3,3,3,1,2.180418968,1.810580492,0.9907672405,2.15323782,0,6,0.7302525043,0.4381133616,0.9912688136,0,6
SNAc3,9,0.001,11,none,0.9684479167,1,1,0,0,-0.2564309239,0.1871925294,-0.411336869,0.4640507102,0.4436767697,12.8225773,0,0,-0.5372288227,0.3692143857,-0.6820391417,0.9259524941,0.6472328305,14.09835794,0,0,-0.2986375391,1.795083404,-4.417661667,0.999499321,82.80854967,0,0,0.2691781819,4.389947891,-4.764930725,1.001495481,58.32626808,1.166986465,3.393229485,6.55027914,1.889776349,1.635452628,3,3,3,1,1.120834589,3,3,3,1,2.213216066,1.715741515,0.9036292434,2.074696779,0,6,0.7006776333,0.3862296939,0.953540802,0,6
SNAc3,9,0.001,12,none,0.9708520833,1,1,0,0,-0.2447496802,0.1906646192,-0.3890754879,0.4453679621,0.4164998531,12.70916941,0,0,-0.5245714188,0.3801192939,-0.63721174,0.9217867255,0.6408705711,14.22882192,0,0,-0.2814327478,1.951318264,-2.469261646,1.005315781,85.53656283,0,0,0.1526186764,4.597933769,-4.099441051,1.002002597,61.67888764,1.175487399,3.474945545,6.827545166,1.935389638,1.609556317,3,3,3,1,1.140316844,3,3,3,1,2.277401447,1.586413264,1.191695452,1.941972613,0,6,0.6671197414,0.445299387,0.9111707211,0,6
SNAc3,9,0.001,13,none,0.9711666667,1,1,0,0,-0.2462115586,0.1799592972,-0.3318343163,0.4260543883,0.4679308236,12.93025054,0,0,-0.5490180254,0.3959779143,-0.6450927854,0.9371913075,0.6542317867,14.20157522,0,0,-0.3227926791,2.072245359,-3.674631357,0.9957580566,84.15556701,0,0,0.2305211127,5.103198051,-4.516181946,1.003957987,62.11208311,1.193816423,3.568807602,7.067689419,1.981610417,1.5786376,3,3,3,1,1.075334311,3,3,3,1,2.36945653,1.497197151,0.7434161901,1.764532089,0,6,0.6056748629,0.4036256969,0.8521020412,0,6
SNAc3,9,0.001,14,none,0.9686833333,1,1,0,0,-0.278606832,0.1734288931,-0.4129419625,0.4453083277,0.4303808212,12.52687974,0,0,-0.5157338977,0.3931127787,-0.6942008734,0.8507947922,0.6400045753,14.17949097,0,0,-0.3291764557,2.089975834,-3.751504898,1.000807285,85.04217827,0,0,0.08410096169,5.150243759,-6.059782028,1.000389218,63.56313332,1.211017489,3.669793606,7.341855526,2.04605937,1.554966092,3,3,3,1,1.034276009,3,3,3,1,2.351387262,1.482650638,0.835246563,1.690236568,0,6,0.6022821665,0.3602519929,0.8903101683,0,6
SNAc3,9,0.001,15,none,0.9710020833,1,1,0,0,-0.2378363609,0.1763447672,-0.386054039,0.4080676436,0.4118638933,12.6142718,0,0,-0.5474632978,0.4036299586,-0.6551548839,0.9334751368,0.6284349561,14.05536939,0,0,-0.3353154957,2.086722851,-5.5429883,0.9968750477,84.50242268,0,0,0.4213423431,5.267053604,-6.737614155,1.004215121,61.19984502,1.201048493,3.748483658,7.598163605,2.059127808,1.589459181,3,3,3,1,1.057478189,3,3,3,1,2.419427156,1.481850386,0.7317586541,1.705292702,0,6,0.5855522156,0.349997431,0.7765287161,0,6
SNAc3,9,0.001,16,none,0.9660854167,1,1,0,0,-0.2895206809,0.1918057203,-0.4207778871,0.4471824169,0.4096358716,12.02421816,0,0,-0.5157894492,0.3595867157,-0.6410031319,0.8972007632,0.6035110354,14.21868892,0,0,-0.3686136901,2.117529154,-2.585566521,0.9967835546,86.60383416,0,0,-0.03821320459,5.264995575,-4.325968742,1.002319932,66.51180276,1.19304657,3.770682573,7.838060379,2.095585823,1.643985748,3,3,3,1,1.148611069,3,3,3,1,2.154376507,1.458747268,0.8713818789,1.725302219,0,6,0.5862178802,0.3927098513,0.7524838448,0,6
SNAc3,9,0.001,17,none,0.96854375,1,1,0,0,-0.3010577559,0.1797577292,-0.4656183422,0.4719929695,0.3978761435,12.01452422,0,0,-0.5572926998,0.3725062609,-0.64446944,0.9349393845,0.5861743689,13.9990112,0,0,-0.4909266233,2.139319658,-6.273474216,0.9871895313,85.26492099,0,0,0.04885261133,5.221520424,-7.313384056,1.002915621,66.86859534,1.200628161,3.860926867,8.05861187,2.05910778,1.649411917,3,3,3,1,1.073244572,3,3,3,1,2.236452341,1.442502618,0.7351000309,1.730278969,0,6,0.5869253874,0.392952472,0.7458586693,0,6
SNAc3,9,0.001,18,none,0.9648270833,1,1,0,0,-0.2470139563,0.1856899559,-0.4683032334,0.4521144331,0.4174781442,12.07496198,0,0,-0.5453364849,0.3823375106,-0.7131290436,0.9576178193,0.6557545662,14.06899303,0,0,-0.4592527449,2.311658859,-4.711548805,1.005779862,86.34568616,0,0,0.4774278998,5.416807652,-6.766076088,1.001904488,66.74544731,1.294278383,3.899238825,8.238239288,2.072656393,1.542963266,3,3,3,1,1.110336185,3,3,3,1,2.286451817,1.336893559,0.6369654536,1.572105408,0,6,0.5725406408,0.3723141551,0.8348956108,0,6
SNAc3,9,0.001,19,none,0.9677333333,1,1,0,0,-0.2837714851,0.1831807345,-0.5433661938,0.4462469518,0.3836121559,11.89472638,0,0,-0.5274662971,0.3805551827,-0.6389527321,0.8840777874,0.5895027518,14.16949052,0,0,-0.3209470809,2.299264908,-3.966970205,0.9949385524,88.40746234,0,0,0.06521825492,5.414761066,-5.20211935,1.004174948,70.17932997,1.270385504,3.962512732,8.443054199,2.099774122,1.606034875,3,3,3,1,1.094592929,3,3,3,1,2.280717373,1.350333929,0.8335606456,1.550541759,0,6,0.5714534521,0.4394769669,0.7746098042,0,6
SNAc3,9,0.001,20,none,0.96791875,1,1,0,0,-0.2950254977,0.1817426234,-0.5413805246,0.4224401712,0.4355324805,11.89426099,0,0,-0.5683532953,0.4006361663,-0.6700086594,1.002276421,0.6763338447,14.19373808,0,0,-0.4068764448,2.600609779,-2.663092375,1.007396817,87.65596736,0,0,0.3565596044,6.241956234,-5.638144493,1.000173569,67.15470045,1.310634971,4.012079716,8.641459465,2.108187199,1.50296545,3,3,3,1,1.084737778,3,3,3,1,2.401595354,1.190357327,0.739248395,1.36140871,0,6,0.4957396984,0.3420342505,0.7460496426,0,6
SNAc3,9,0.001,21,none,0.9748479167,1,1,0,0,-0.3475168943,0.1828465909,-0.4974678755,0.464460969,0.4010233283,11.8720538,0,0,-0.5698109865,0.3846829236,-0.6993085146,0.9812803268,0.6484361887,14.03819073,0,0,-0.4554879963,2.439924002,-3.355080605,0.9989205003,88.05329886,0,0,-0.2122778445,5.726358414,-6.838405132,1.000979185,69.45563615,1.354264855,4.140081406,8.760446548,2.120035887,1.590710878,3,3,3,1,1.095760107,3,3,3,1,2.302934408,1.26536119,0.6435977221,1.466868997,0,6,0.5374105573,0.325943917,0.7431801558,0,6
SNAc3,9,0.001,22,none,0.9726854167,1,1,0,0,-0.2945908308,0.1885535568,-0.5176140666,0.4356728196,0.3925767541,11.86624165,0,0,-0.6006358266,0.3903279603,-0.6867161989,0.9921681881,0.6544410586,14.05679195,0,0,-0.3487566411,2.523093939,-3.070771933,0.9932272434,90.25029851,0,0,0.05344681442,6.118824005,-7.222404957,1.002672434,71.88875748,1.371639729,4.148284912,8.930814743,2.161696434,1.617542982,3,3,3,1,1.128087163,3,3,3,1,2.344337702,1.226786375,0.8128439784,1.337479472,0,6,0.5010424256,0.2949486375,0.6640536785,0,6
SNAc3,9,0.001,23,none,0.9675895833,1,1,0,0,-0.3501369357,0.1907510012,-0.5099957585,0.480065316,0.3992254436,12.02355533,0,0,-0.5904633999,0.3914813101,-0.6785629988,0.9904753566,0.6588415504,14.02687333,0,0,-0.5721001029,2.567373276,-2.865257263,1.003729105,89.80197744,0,0,-0.0511687547,6.177951813,-4.571979046,0.9943076968,71.89846738,1.392981887,4.19178915,9.07791996,2.187061787,1.611633182,3,3,3,1,1.144486785,3,3,3,1,2.348676443,1.203720808,0.9009765387,1.375653982,0,6,0.5012700558,0.2942922711,0.6706268191,0,6
