act,reg,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,reg_loss,pen_l2_total,pen_l2init_total,pen_shell_total
R,none,0,0.001,4,1,0.9676,1,1,0.2899999917,0.2899999917,-0.6868574619,1.520466208,-3.214350224,0.2783333361,58.05521231,0.009999999776,0.009999999776,0.8509830832,1.350937247,-1.481648088,0.7266666889,50.43646499,4.122578144,1.860522509,3.460721254,0,1.788752387,1.648041297,1.181956579
R,none,0,0.001,4,2,0.9290770833,1,1,0.4499999881,0.4499999881,-3.279883623,2.630338669,-7.643461704,0.007499999832,40.3009873,0,0,-0.9792664647,2.565342188,-2.91838479,0.3541666567,66.44190832,5.021008492,2.953206301,8.637352943,0,4.39023052,4.2002349,3.406728326
R,none,0,0.001,4,3,0.6393166667,0.8316666484,0.8316666484,0.5099999905,0.5099999905,-5.715250015,3.388359547,-11.69569206,0,28.99608128,0,0,-4.617490292,3.573712587,-21.91484451,0.06916666776,51.22417608,5.658504009,3.721665144,14.21992207,0,8.304299159,8.102663886,6.963803717
R,none,0,0.001,4,4,0.3594458333,0.4524999857,0.4524999857,0.5899999738,0.5899999738,-8.841508865,3.818474054,-17.2430172,0,14.24451661,0.02999999933,0.02999999933,-7.034249783,3.161806345,-42.0701561,0.01833333261,30.40237338,5.759050846,3.892910719,18.11120605,0,10.75223756,10.55072864,9.264419151
R,none,0,0.001,4,5,0.2290854167,0.2975000143,0.2975000143,0.7099999785,0.7099999785,-10.00625038,3.818474054,-22.19635773,0,6.882170199,0.150000006,0.150000006,-8.217570305,3.288429499,-57.65147018,0.004166666884,15.67335757,5.805240631,3.901872635,20.97733307,0,12.52557626,12.32720198,10.94982653
R,none,0,0.001,4,6,0.240825,0.3333333433,0.3333333433,0.8199999928,0.8199999928,-10.00625038,3.818474054,-22.19635773,0,4.600232654,0.1700000018,0.1700000018,-8.336389542,3.34373641,-55.50597763,0.002499999944,12.30773014,5.811427116,4.006027699,25.65340614,0,15.06884832,14.86954163,13.38746134
R,none,0,0.001,4,7,0.2010333333,0.2633333206,0.2633333206,0.8600000143,0.8600000143,-10.00625038,3.818474054,-25.1640377,0,3.388764513,0.3300000131,0.3300000131,-9.711857796,3.339157581,-55.70859528,0.0008333333535,8.28783569,5.811427116,4.007876396,27.37704849,0,16.60111864,16.40147173,14.86449039
R,none,0,0.001,4,8,0.1896,0.265833348,0.265833348,0.9100000262,0.9100000262,-10.10899353,3.818474054,-27.08105087,0,2.545985652,0.4699999988,0.4699999988,-8.917730331,3.09105444,-58.08686066,0.0008333333535,5.589072724,5.811427116,3.951502323,29.53043556,0,18.11525855,17.91624891,16.33723786
R,none,0,0.001,4,9,0.2195395833,0.3199999928,0.3199999928,0.9399999976,0.9399999976,-10.10899353,3.818474054,-30.29012299,0,2.409968035,0.6399999857,0.6399999857,-7.968715668,3.182141781,-52.066082,0,5.527114779,5.811427116,4.008168221,33.59959793,0,20.62310839,20.42612461,18.77451937
R,none,0,0.001,4,10,0.2105166667,0.2975000143,0.2975000143,0.9399999976,0.9399999976,-10.10899353,3.818474054,-30.29012299,0,2.208724481,0.6100000143,0.6100000143,-9.143734932,3.36235404,-55.89471817,0,4.196530313,5.811427116,4.117162228,36.352314,0,22.25226723,22.05314075,20.3617771
R,none,0,0.001,4,11,0.2073854167,0.2883333266,0.2883333266,0.9700000286,0.9700000286,-10.10899353,3.818474054,-30.29012299,0,1.843321444,0.7900000215,0.7900000215,-10.01466084,3.753364801,-62.69028091,0,3.224191435,5.811427116,4.117162228,38.40877151,0,23.61356881,23.41316621,21.68186941
R,none,0,0.001,4,12,0.1919291667,0.2416666597,0.2416666597,0.9800000191,0.9800000191,-10.10899353,3.818474054,-30.29012299,0,1.725231496,0.7900000215,0.7900000215,-9.843211174,3.677832365,-63.33781433,0,2.750470818,5.811427116,4.117162228,39.33306503,0,25.45151924,25.24804924,23.47074659
R,none,0,0.001,4,13,0.20925625,0.2783333361,0.2783333361,0.9800000191,0.9800000191,-10.10899353,3.818474054,-30.29012299,0,1.714004781,0.8199999928,0.8199999928,-9.866798401,3.32210803,-61.79984283,0,2.601040243,5.811427116,4.117162228,41.03949356,0,26.4645397,26.26038942,24.47674178
R,none,0,0.001,4,14,0.1998208333,0.2683333457,0.2683333457,0.9800000191,0.9800000191,-10.10899353,3.818474054,-30.29012299,0,1.704281717,0.7400000095,0.7400000095,-9.59108448,3.399886847,-62.73235703,0,2.745651006,5.811427116,4.119046211,42.28583908,0,27.90679789,27.70298191,25.88789483
R,none,0,0.001,4,15,0.20829375,0.2733333409,0.2733333409,0.9800000191,0.9800000191,-10.10899353,3.818474054,-30.29012299,0,1.702471761,0.8700000048,0.8700000048,-10.88055706,3.35205102,-73.56532288,0,2.501420713,5.811427116,4.119046211,42.89651871,0,29.26786888,29.06693362,27.2151817
R,none,0,0.001,4,16,0.18495,0.2283333391,0.2283333391,0.9800000191,0.9800000191,-10.10899353,3.818474054,-30.29012299,0,1.679374729,0.8899999857,0.8899999857,-11.10175419,3.715219975,-76.61326599,0,2.318598128,5.811427116,4.119046211,42.95436859,0,29.9399068,29.73957205,27.84859171
