arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,steps,stop_step,tc,hit99,hit999,correct_at_hit_plus_500,hit_plus_500_observed,min_correct_after_hit
LR,std,0,0,0.001,1,none,0.8354440789,1,1,0,0,-12.68597126,54.34367752,-26.94850349,0.4562501013,78.21328624,0,0,-79.35892487,66.21411133,-154.7072449,0.1839999557,83.38991821,20.50085449,2.288380384,1.074894428,3800,3000,1443800,1900,2500,1200,1,1199
LR,std,1,1,0.001,1,none,0.8297368421,1,1,0,0,-14.84571934,57.63726044,-37.45674515,0.4480001032,78.92824964,0,0,-83.06777191,69.53678894,-157.2244263,0.1727499664,83.87931238,20.93486023,2.390733004,1.148314238,3800,3100,1443800,2400,2600,1200,1,1200
LR,std,2,2,0.001,1,none,0.8334703947,1,1,0,0,-17.2141304,55.93426895,-36.33567047,0.4322500825,75.67439601,0,0,-74.76651764,62.21260452,-136.8167419,0.1764999628,84.17060969,20.74637985,2.264941216,1.090902567,3800,3000,1443800,2000,2500,1200,1,1198
LR,std,3,3,0.001,1,none,0.8385855263,1,1,0,0,-15.25990582,54.21489334,-33.04702377,0.4472501278,76.75444584,0,0,-80.57189178,69.03212738,-169.0227966,0.1809999645,84.31033197,20.89743233,2.407263994,1.249800324,3800,2800,1443800,1900,2300,1200,1,1200
LR,std,4,4,0.001,1,none,0.8388980263,1,1,0,0,-12.43463898,55.11758041,-22.448452,0.4615001678,77.83186209,0,0,-75.54452515,64.94034576,-137.7863922,0.1854999661,85.76935775,20.48601532,2.335442066,1.086141348,3800,2900,1443800,1900,2400,1200,1,1200
LR,std,5,5,0.001,1,none,0.8267269737,1,1,0,0,-14.03899574,56.47039032,-31.59839249,0.4630000889,75.71640531,0,0,-77.18336487,67.87081146,-142.8835754,0.179499954,85.02877323,20.76180267,2.272737026,1.199135303,3800,2800,1443800,2000,2300,1200,1,1200
LR,std,6,6,0.001,1,none,0.8241118421,1,1,0,0,-12.54137039,57.14865494,-28.72164726,0.4592500925,77.97608596,0,0,-85.36255646,67.75787354,-166.2710419,0.1749999672,83.34230471,20.96132851,2.271389723,1.151323199,3800,2900,1443800,2000,2400,1200,1,1198
LR,std,7,7,0.001,1,none,0.8175493421,1,1,0,0,-13.63429928,57.9549675,-29.27500153,0.4525001049,78.3875778,0,0,-89.30114746,70.81728363,-145.2320404,0.1674999595,84.0651662,21.24934196,2.309975147,1.227089882,3800,3800,1443800,2100,3300,1200,1,1197
LR,std,8,8,0.001,1,none,0.8243421053,1,1,0,0,-13.54411983,55.7841568,-24.63988304,0.4487501085,79.23554204,0,0,-81.93838501,65.92090607,-172.9204559,0.1734999567,84.93084627,21.1723938,2.340981483,1.150652289,3800,3000,1443800,2200,2500,1200,1,1200
LR,std,9,9,0.001,1,none,0.8263486842,1,1,0,0,-12.79080772,56.99775696,-29.41852379,0.4660001099,77.72937024,0,0,-85.38911438,69.94261169,-165.830658,0.1764999628,84.22458175,20.84414673,2.371131659,1.220106244,3800,2900,1443800,2000,2400,1200,1,1200
