act,reg,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,two_alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,two_alpha_W_med_l2,reg_loss,pen_l2_total,pen_l2init_total,pen_shell_total
SNA,l2init,0.001,0.001,1,1,0.95193125,1,1,0,0,-0.271897167,0.7635806799,-1.838861704,0.7994019985,72.47518784,0,0,0.4744330347,0.6353695989,-0.1800464243,1.36564672,58.44083456,1.329450965,0.9268136621,2.066586494,0.7949565053,0.4143613875,2.655661345,0,1.200000048,0.9534779191,0.4915803075,1.528363347,0,1.200000048,0.2004237731,0.3008390527,0.2004237731,0.08863030268
SNA,l2init,0.001,0.001,1,2,0.9607833333,0.9991666675,0.9991666675,0,0,-0.6108012795,1.048978686,-5.425628662,0.7350828052,64.70996358,0,0,-0.4263040423,1.283997774,-5.826395035,0.8082703948,62.02297416,1.336928129,1.050353765,2.215960264,0.5815522075,0.3543903828,2.297963381,0,1.200000048,0.4717924893,0.1925549954,1.235872984,0,1.200000048,0.2350372331,0.3409087441,0.2350372331,0.1092633879
SNA,l2init,0.001,0.001,1,3,0.9649020833,0.9866666794,0.9866666794,0,0,-0.5922349691,1.127037406,-7.960092545,0.7347905636,65.09123818,0,0,-1.430220366,1.7194103,-4.675961018,0.6345167756,66.0678979,1.4588027,1.080984592,2.329891682,0.5620247126,0.2555221617,1.6958884,0,1.200000048,0.3571686149,0.1781272739,0.9582923055,0,1.200000048,0.2901768037,0.3992092269,0.2901768037,0.1419671081
SNA,l2init,0.001,0.001,1,4,0.9636125,1,1,0,0,-0.4784927368,1.14580965,-12.04858971,0.8401264548,60.74354168,0,0,-1.250799775,2.295525551,-7.359076977,0.6825151443,66.01615162,1.439441442,1.120940328,2.377597094,0.5346041322,0.1740804166,2.221763611,0,1.200000048,0.2687391937,0.1420453489,0.8111878037,0,1.200000048,0.2888763814,0.3979719421,0.2888763814,0.1408419867
SNA,l2init,0.001,0.001,1,5,0.9661875,1,1,0,0,-0.1396837085,1.113831758,-10.87838268,0.9531860352,60.11636229,0,0,-1.35272634,1.938238859,-5.093409061,0.7021579742,65.05932771,1.323261023,1.13524437,2.321427107,0.5501141548,0.1963649988,2.140056849,0,1.200000048,0.315767616,0.1529019624,1.316614389,0,1.200000048,0.2521478441,0.3604743262,0.2521478441,0.1195570111
SNA,l2init,0.001,0.001,1,6,0.9655895833,0.9533333182,0.9533333182,0,0,-0.4662563205,1.121103406,-8.831020355,0.7807396054,62.37105201,0,0,-0.9418617487,1.802227855,-5.115952492,0.7631114721,65.00041035,1.369163513,1.10281992,2.324994802,0.5563639998,0.2331284583,2.636651993,0,1.200000048,0.3300413489,0.1905647963,1.215007067,0,1.200000048,0.2563341351,0.3645713642,0.2563341351,0.1217097547
SNA,l2init,0.001,0.001,1,7,0.9661625,1,1,0,0,-0.2982041538,1.232686877,-14.18419266,0.8742548823,58.44340048,0,0,-1.90872705,2.392810583,-9.146168709,0.6554408669,65.45051655,1.405152559,1.171961546,2.401252747,0.4972410202,0.1541848779,2.040287495,0,1.200000048,0.2615286112,0.1327339262,1.247161269,0,1.200000048,0.2999058887,0.4115751813,0.2999058887,0.1487318895
SNA,l2init,0.001,0.001,1,8,0.9666666667,1,1,0,0,-0.04153511673,1.081587315,-10.06921387,0.9663200974,60.46049152,0,0,-1.720428467,2.466536522,-7.681503296,0.6749193072,67.78448917,1.350664854,1.21087873,2.382448673,0.5605957508,0.2159788758,1.335336685,0,1.200000048,0.2467694432,0.1353058666,1.150966763,0,1.200000048,0.2805961625,0.3948841323,0.2805961625,0.1388358177
SNA,l2init,0.001,0.001,1,9,0.9666583333,1,1,0,0,0.04705968872,1.132477403,-13.25433922,1.049218893,55.87962762,0,0,-2.128712177,2.659427643,-8.146642685,0.6615635157,65.56671242,1.374434829,1.181276321,2.393843412,0.5407526493,0.1666857004,2.6822052,0,1.200000048,0.2287734151,0.1347893029,1.271136403,0,1.200000048,0.2821323355,0.3966363147,0.2821323355,0.1395929121
SNA,l2init,0.001,0.001,1,10,0.96673125,0.9991666675,0.9991666675,0,0,-0.3065173328,1.185991526,-11.13847542,0.881239295,61.34011187,0,0,-2.258685589,2.823462009,-6.768130302,0.6510788202,68.85429052,1.47172153,1.25017941,2.405263901,0.5227274299,0.1944773495,1.757296681,0,1.200000048,0.2208850533,0.1328200251,0.9763429165,0,1.200000048,0.3274337464,0.4453427785,0.3274337464,0.1684682151
SNA,l2init,0.001,0.001,1,11,0.96728125,0.9499999881,0.9499999881,0,0,-0.5128775835,1.1937747,-9.581204414,0.7783106565,64.8669852,0,0,-1.732807994,2.197857857,-4.468937874,0.6388118863,69.33135301,1.474931598,1.232716203,2.39167881,0.5207528472,0.2261089534,1.588553548,0,1.200000048,0.2759563625,0.1662067026,0.9370952249,0,1.200000048,0.3063798059,0.4200177386,0.3063798059,0.1536020169
SNA,l2init,0.001,0.001,1,12,0.9658041667,0.9041666389,0.9041666389,0,0,-0.55221349,1.192773104,-12.14688683,0.7498201728,61.359523,0,0,-2.01547718,2.486073494,-7.789990902,0.6344349384,65.86206572,1.457183838,1.231302381,2.382739067,0.526692152,0.1795283258,1.779056549,0,1.200000048,0.241100207,0.149299264,1.35451448,0,1.200000048,0.3136084285,0.4265947723,0.3136084285,0.1575422874
SNA,l2init,0.001,0.001,1,13,0.9669875,1,1,0,0,-0.6030316949,1.1850245,-10.56734467,0.7910470366,63.43034169,0,0,-1.49895525,2.218445778,-8.211846352,0.6859070063,66.60434635,1.416625261,1.187341094,2.431627512,0.5165787339,0.1986635923,2.049981594,0,1.200000048,0.2753901482,0.1498590857,0.8291846514,0,1.200000048,0.2919109257,0.403353165,0.2919109257,0.1440508399
SNA,l2init,0.001,0.001,1,14,0.9663645833,0.9766666889,0.9766666889,0,0,-0.48940593,1.152642131,-11.31809616,0.7742658257,62.20585945,0,0,-1.949771285,2.342856169,-8.087759018,0.6504006386,66.43300086,1.491462469,1.201928377,2.406891108,0.5353092551,0.1904124171,2.112597704,0,1.200000048,0.2665376365,0.1488514245,1.281751037,0,1.200000048,0.3168216355,0.4288512491,0.3168216355,0.1588422353
SNA,l2init,0.001,0.001,1,15,0.9659895833,0.9941666722,0.9941666722,0,0,-0.7242575884,1.238739729,-10.80007744,0.686183989,62.4466227,0,0,-1.630235195,2.259340048,-7.905243397,0.6660021544,66.4954617,1.488462329,1.174197674,2.375296593,0.4988773465,0.2013320327,1.608545661,0,1.200000048,0.2736525834,0.1496447176,0.9501225948,0,1.200000048,0.3150232886,0.4245749297,0.3150232886,0.1565439771
SNA,l2init,0.001,0.001,1,16,0.9664270833,0.9950000048,0.9950000048,0,0,-0.1809472889,1.143297315,-10.64174366,0.9093995094,60.63705676,0,0,-1.769190431,2.43373847,-7.323213577,0.6649795771,66.63379236,1.331802011,1.174829483,2.3849051,0.5386304855,0.1998825222,1.830997229,0,1.200000048,0.253413707,0.1220044941,0.8720445633,0,1.200000048,0.2766683852,0.389281118,0.2766683852,0.1356056611
SNA,l2init,0.001,0.001,1,17,0.9658708333,1,1,0,0,-0.1439593434,1.1717453,-12.82285213,0.9161530733,60.33360702,0,0,-1.867976308,2.612101555,-6.705083847,0.6565354466,66.34905662,1.422231913,1.207627535,2.392114401,0.517749846,0.167860657,2.111580849,0,1.200000048,0.2388411164,0.1271270663,0.9249746799,0,1.200000048,0.3092129979,0.4224856558,0.3092129979,0.1549188339
SNA,l2init,0.001,0.001,1,18,0.9663895833,1,1,0,0,-0.4631347656,1.215669036,-8.734465599,0.815584898,65.14838772,0,0,-1.273545384,2.069427729,-6.024118423,0.7248257399,66.74435997,1.423877239,1.119539499,2.333522797,0.507447958,0.2275450528,1.793960452,0,1.200000048,0.2939415872,0.1683387011,1.35975945,0,1.200000048,0.2880212015,0.395858751,0.2880212015,0.1397352245
SNA,l2init,0.001,0.001,1,19,0.9658125,0.9258333445,0.9258333445,0,0,-0.3073512316,1.161015034,-12.76430511,0.8507541418,58.10592691,0,0,-2.230498791,2.611655951,-7.808933258,0.6063705087,64.14523479,1.334288478,1.213759899,2.43244195,0.5336363912,0.1676672548,2.005260468,0,1.200000048,0.2239086479,0.1355243027,0.5966743231,0,1.200000048,0.2875279287,0.3996410418,0.2875279287,0.1416024633
