arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,gate_zero_frac_l1,sink_ratio_l1,p_pos_l1,fold_mean_l1,onesided_frac_l1,skew_l1,bias_over_sd_l1,bias_share_l1,abs_zbar_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,gate_zero_frac_l2,sink_ratio_l2,p_pos_l2,fold_mean_l2,onesided_frac_l2,skew_l2,bias_over_sd_l2,bias_share_l2,abs_zbar_l2,r_a1,w_norm_l1,w_norm_l2,w_norm_l3
ref,raw,0,0,0.001,1,none,0.22545625,0.1508333385,0.1508333385,0.9799999595,0.9799999595,-6.966256618,1.848003864,-34.96030045,0,1.544280422,0.999391675,-3.716792583,0,0.0006083333283,0.9899999499,-0.3564374745,0.007672694977,103278752,34.96030045,0.25,0.25,-0.0906880796,0.2419812679,-0.9437229633,0.02916666679,3.949437645,0.6746166945,-0.5866035223,0.02916666679,0.01578333415,0.5600000024,3.134472847,1.398665667,-1.645512131e+11,0.9437229633,0.169675678,0.66401577,0.7024787068,4.447325706
ref,raw,0,0,0.001,2,none,0.1043354167,0.1108333394,0.1108333394,1,1,-6.966256618,1.848003864,-58.24822998,0,0,1,-3.716792583,0,0,1,-0.3564374745,0.007379236631,-439033504,58.24822998,0.7699999809,0.7699999809,-0.06962106377,0,-1.023132801,0,1.000000897,0.7699999809,-6.962106368e+10,0,0,1,0,3.032924815e+11,-2.107107901e+11,1.023132801,nan,0.66401577,0.6935367584,4.398111343
ref,std,0,1,0.001,1,none,0.9820375,1,1,0,0,-1.240836382,18.34477234,-8.04513073,0.4600000083,73.57697104,0.5376583338,-0.06657643616,0.4600000083,0.4511583149,0,0.02223393135,0.004158347379,-5.92224297e+10,8.04513073,0,0,-10.20248222,14.86144447,-33.10764694,0.25,74.22392289,0.7200666666,-0.6205881834,0.25,0.24271667,0.03999999911,-0.4300573468,0.003939229064,1.504024166e+10,33.10764694,0.6317096949,3.880234718,1.041792393,1.385536551
ref,std,0,1,0.001,2,none,0.8258854167,0.9708333611,0.9708333611,0,0,-5.634912014,51.27867126,-22.63226891,0.4391666651,73.02082286,0.5575166941,-0.1218169406,0.4391666651,0.4362500012,0,0.05143911019,0.006159285083,-3.065479168e+11,22.63226891,0.3299999833,0.3299999833,-102.8619003,70.89969635,-150.0862732,0.01583333313,52.02312715,0.9541749954,-1.545467615,0.01583333313,0.04582499713,0.4099999964,-0.9749196768,0.001174864825,-3.349950259e+10,150.0862732,0.6174696684,10.18393803,1.696295381,2.145018339
ref,raw,1,2,0.001,1,none,0.1764270833,0.2233333439,0.2233333439,0.9799999595,0.9799999595,-6.428248882,1.804477334,-20.64192772,0,1.974720131,0.9984666705,-3.621967793,0,0.001533333329,0.9799999595,-0.3632952571,0.004754280671,-2962066688,20.64192772,0.2800000012,0.2800000012,-0.1306724399,0.6470183134,-1.79315877,0.05083333328,4.978848664,0.7318333387,-0.38389498,0.05083333328,0.03855000064,0.3799999952,1.700547099,0.5874668956,-3.373585859e+11,1.79315877,0.2294750661,0.6592844725,0.6469461918,4.003373146
ref,raw,1,2,0.001,2,none,0.116775,0.1166666672,0.1166666672,1,1,-6.428248882,1.804477334,-68.98324585,0,0,1,-3.621967793,0,0,1,-0.3634653389,0.005193805322,-3755179008,68.98324585,0.969999969,0.969999969,-0.09812281281,0,-1.980567098,0,1.000000042,0.9700000286,-9.812280934e+10,0,0,1,0,3.778198897e+11,-3.74392619e+11,1.980567098,nan,0.6592844725,0.6405649185,3.931854248
ref,std,1,3,0.001,1,none,0.9806875,1,1,0,0,-1.80849731,19.71520996,-9.429349899,0.4541666806,73.42346202,0.543291688,-0.0920317024,0.4541666806,0.4427749813,0,-0.04008791223,0.003128738841,-4.819723059e+10,9.429349899,0.009999999776,0.009999999776,-10.3993578,14.74769974,-34.44691086,0.2333333343,53.81845441,0.7234500051,-0.685482204,0.2333333343,0.2403333187,0.05999999866,-0.2614196837,0.004264474381,1.443294515e+10,94.76461029,0.6400831938,3.962034464,1.060706258,1.521950841
ref,std,1,3,0.001,2,none,0.8203125,0.9483333826,0.9483333826,0,0,-9.002417564,53.53084564,-23.72697639,0.4341666698,71.49348905,0.5660083294,-0.1726296693,0.4341666698,0.4296916723,0,-0.04931705445,0.004768689163,-2.451042796e+11,23.72697639,0.2299999893,0.2299999893,-109.8403168,76.12519836,-185.2825775,0.03083333373,58.17161804,0.9514999986,-1.413113713,0.03083333373,0.04849999771,0.2899999917,-0.9236611128,0.001199200749,-2.808782029e+10,185.2825775,0.6188783646,10.13006783,1.777073979,2.332560062
ref,raw,2,4,0.001,1,none,0.1054208333,0.1083333343,0.1083333343,1,1,-7.484933376,1.94455421,-13.75102711,0,0,1,-3.844974279,0,0,1,-0.3780096471,0.004767895676,-3259727360,13.75102711,1,1,-0.005423431285,0,-0.1087300628,0,0,1,-5423431168,0,0,1,0,3.260571443e+10,-3.260571443e+10,0.1087300628,nan,0.6581657529,0.5725173354,0.5128347278
ref,raw,2,4,0.001,2,none,0.1132666667,0.113333337,0.113333337,1,1,-7.484933376,1.94455421,-13.75102711,0,0,1,-3.844974279,0,0,1,-0.3780096471,0.004767895676,-3259727360,13.75102711,1,1,-0.005423431285,0,-0.1087300628,0,0,1,-5423431168,0,0,1,0,3.260571443e+10,-3.260571443e+10,0.1087300628,nan,0.6581657529,0.5725173354,0.5128347278
ref,std,2,5,0.001,1,none,0.9807395833,1,1,0,0,-1.849950433,18.31699753,-10.97190952,0.4441666901,73.19693207,0.5460333228,-0.1009963825,0.4441666901,0.4374500215,0,0.03360016644,0.003198048798,-2.010684006e+10,10.97190952,0.009999999776,0.009999999776,-9.78711319,14.49191856,-27.64970779,0.2508333325,75.08919347,0.7289166451,-0.6079019904,0.2508333325,0.2452166677,0.01999999955,-0.3557986617,0.004319135565,1.682498662e+10,27.64970779,0.6256706715,3.746530056,1.059019566,1.528526068
ref,std,2,5,0.001,2,none,0.6209229167,0.7574999928,0.7574999928,0,0,-8.905157089,59.75670242,-32.81349564,0.4308333397,64.46930404,0.5646499991,-0.1610032171,0.4308333397,0.4289166927,0,0.07742893696,0.003776056925,-1.938098094e+11,32.81349564,0.3599999845,0.3599999845,-134.6447449,93.69745636,-187.5981445,0.01166666672,48.12618436,0.9691583514,-1.424117446,0.01166666672,0.03084166721,0.4699999988,-1.233588338,0.0009701567469,-3.112548557e+10,187.5981445,0.6109470129,10.00039101,1.605697989,2.371915579
ref,raw,3,6,0.001,1,none,0.11980625,0.1200000048,0.1200000048,1,1,-6.483653545,1.784512401,-33.87298203,0,0,1,-3.745965719,0,0,1,-0.3614476323,0.005172918551,-5728006144,33.87298203,1,1,-0.02358740941,0,-0.1238954589,0,0,1,-2.358740992e+10,0,0,1,0,3.554784051e+10,-3.554784051e+10,0.1238954589,nan,0.6514562368,0.5797657371,0.5111401677
ref,raw,3,6,0.001,2,none,0.10716875,0.113333337,0.113333337,1,1,-6.483653545,1.784512401,-33.87298203,0,0,1,-3.745965719,0,0,1,-0.3614476323,0.005172918551,-5728006144,33.87298203,1,1,-0.02358740941,0,-0.1238954589,0,0,1,-2.358740992e+10,0,0,1,0,3.554784051e+10,-3.554784051e+10,0.1238954589,nan,0.6514562368,0.5797657371,0.5111401677
