arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,gate_zero_frac_l1,sink_ratio_l1,p_pos_l1,fold_mean_l1,onesided_frac_l1,skew_l1,bias_over_sd_l1,bias_share_l1,abs_zbar_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,gate_zero_frac_l2,sink_ratio_l2,p_pos_l2,fold_mean_l2,onesided_frac_l2,skew_l2,bias_over_sd_l2,bias_share_l2,abs_zbar_l2,r_a1,w_norm_l1,w_norm_l2,w_norm_l3,m_l1,m_l2,depth_ratio_l1,wtilde_gmean_l1,omega_l1,n_dead_l1,n_gate0_l1,n_exact_zero_l1,bias_mean_l1,bias_absmean_l1,depth_ratio_l2,wtilde_gmean_l2,omega_l2,n_dead_l2,n_gate0_l2,n_exact_zero_l2,bias_mean_l2,bias_absmean_l2,pin_max_ratio
CH,raw,0,0,0.001,11,none,0.9823666667,1,1,0,0,0.09703198075,23.38903427,-1.476886988,0.4908333421,47.43236584,0.5033749938,0.005596758332,0.4908333421,0.4792916775,0,0.001761983265,0.03029607236,0.9999998808,2.824445486,0,0,-1.499036551,44.11055756,-2.611044645,0.5091666579,84.74474966,0.4894333482,-0.03412880003,0.5091666579,0.4727000296,0,-0.2870889604,0.03184697032,-1.404787622e+12,2.611044645,0.004621094093,19.79464531,3.135136366,0.9500234127,16.82099533,17.51982307,0.004148609969521414,20.119872011026903,4.9702105433470934e-05,0,60405,0,0.30211097627645356,0.7085958721511997,-0.0339836228313592,3.117843932599495,0.0003207344631795769,0,58732,0,-1.404787740111351,1.404787740111351,
CH,raw,0,0,0.001,12,none,0.9825604167,1,1,0,0,0.04616689309,22.4589653,-1.872908592,0.4941666722,47.63393567,0.5047083497,0.00188136159,0.4941666722,0.478575021,0,0.008839645423,0.03389557451,1.000001073,2.956439734,0,0,-1.474680781,42.86764526,-3.088004112,0.5074999928,84.99944016,0.4948833287,-0.03345987201,0.5074999928,0.4728166461,0,-0.2816999257,0.03642171621,-1.56131328e+12,3.088004112,0.006883073132,20.16447258,3.207113504,0.9512052536,16.30048943,17.4514122,0.0020556108651185283,20.535278182555807,4.8696686312702324e-05,0,60565,0,0.24970953964628279,0.7612595778051764,-0.03440078810151094,3.2093327548480866,0.00031159124852023483,0,59386,0,-1.5613133212924004,1.5613133212924004,
CH,raw,0,0,0.001,13,none,0.9838604167,1,1,0,0,0.00818013493,20.77925873,-1.891815186,0.4933333397,48.09186012,0.5050916672,0.0004844307259,0.4933333397,0.4800249636,0,-0.01795332693,0.03741103038,0.9999993443,3.134695768,0,0,-1.727345824,44.46678925,-3.397173405,0.5049999952,85.14232321,0.4955916703,-0.03772607446,0.5049999952,0.4731416702,0,-0.247166723,0.03819647804,-1.698474885e+12,3.397173405,0.004348712042,20.5056591,3.319638968,0.9753993154,15.63654709,17.58173752,0.0003936682745178947,20.97105981491846,4.768476218300693e-05,0,60611,0,0.20470413687173278,0.7773735152324661,-0.038845751023051434,3.30439778693543,0.00030262700330864874,0,59471,0,-1.698474897518754,1.698474897518754,
CH,raw,0,0,0.001,14,none,0.9831979167,1,1,0,0,-0.05907959118,20.43407822,-2.166503429,0.4925000072,48.81317292,0.5058833361,-0.003128557,0.4925000072,0.4789166451,0,-0.006897252519,0.04037566483,0.9999982715,3.415649414,0,0,-1.876292944,43.90050125,-3.453104258,0.4933333397,85.32347398,0.5016999841,-0.04118135199,0.4933333397,0.4749666452,0,-0.2258625329,0.04218829796,-1.852087337e+12,3.453104258,0.004672705662,20.90139771,3.405260801,0.9665141702,14.92644978,17.07552528,-0.0028912285909806997,21.305498877289917,4.693623959521201e-05,0,60706,0,0.13989862017333507,0.8250394773483276,-0.042739670176317184,3.3752550755097666,0.00029627390452822874,0,60204,0,-1.8520873460173606,1.8520873460173606,
CH,raw,0,0,0.001,15,none,0.98524375,1,1,0,0,-0.08915615082,20.65808487,-2.222653389,0.4925000072,50.00865746,0.5078999996,-0.004451257177,0.4925000072,0.4787667096,0,-0.01185775828,0.04227674007,0.9999974966,3.571565866,0,0,-2.024450541,44.35396957,-3.735251188,0.5,85.77169926,0.5004749894,-0.04286023974,0.5,0.4761583209,0,-0.2680206299,0.04463481531,-1.979731149e+12,3.735251188,0.00275699771,21.20133972,3.513638735,1.003034115,14.40058804,17.43343163,-0.004315799425796434,21.622670434313473,4.624775663292166e-05,0,60948,0,0.09488182398490608,0.8733564953599126,-0.04564305203404594,3.443843893533455,0.00029037320822750167,0,60057,0,-1.9797312226891517,1.9797312226891517,
CH,raw,0,0,0.001,16,none,0.9858041667,1,1,0,0,-0.1347501874,21.05538177,-2.363875628,0.4916666746,51.2754237,0.5079416633,-0.007198657375,0.4916666746,0.4777583182,0,0.005106922705,0.04370360076,0.9999844432,3.7821908,0,0,-2.149652243,44.49462128,-4.042902946,0.4900000095,85.8398022,0.5049833655,-0.04652233794,0.4900000095,0.472966671,0,-0.1930929571,0.04724783823,-2.102274687e+12,4.042902946,0.004922826309,21.54582214,3.56475997,0.9943445921,14.21843719,17.27025795,-0.006399797869825088,21.949363135720656,4.5559408435527135e-05,0,60953,0,0.04904172884533182,0.920195973792579,-0.048312631530729594,3.4999597944236323,0.00028571756783985527,0,60598,0,-2.1022746613621712,2.1022746613621712,
CH,raw,0,0,0.001,17,none,0.9846354167,1,1,0,0,-0.24033916,20.62268829,-2.556500673,0.4916666746,52.83690787,0.5103416443,-0.01117757335,0.4916666746,0.4759250283,0,0.01708614454,0.0472657904,-7181206016,3.8149333,0,0,-2.297350407,44.01166534,-4.132400036,0.4925000072,86.46699498,0.5076583624,-0.0530590266,0.4925000072,0.4751916528,0,-0.2127857804,0.05090603977,-2.240459571e+12,4.132400036,0.003438765882,21.79351425,3.578891516,0.9915136695,13.47968483,16.817873,-0.011654113984574025,22.241327616052796,4.4961344811010506e-05,0,61241,0,-0.007181209437549114,0.9747477304562926,-0.052198670267358714,3.539126982395306,0.00028255555818548024,0,60919,0,-2.240459723174572,2.240459723174572,
CH,raw,0,0,0.001,18,none,0.986,1,1,0,0,-0.3256008625,20.26431847,-2.726322412,0.4866666794,53.91167414,0.5124999881,-0.01191129349,0.4866666794,0.4725333154,0,0.02563693374,0.05142726377,-7.781317837e+10,3.861915827,0,0,-2.38342309,43.17999649,-4.539717674,0.4900000095,86.71535268,0.5123333335,-0.05608262122,0.4900000095,0.4755333662,0,-0.1754328907,0.05522919446,-2.38479632e+12,4.539717674,0.001797528588,22.19011688,3.618810177,1.034777641,13.01738644,16.43786621,-0.016067693714053637,22.484620572376006,4.4474844339982894e-05,0,61500,0,-0.0778131830575876,1.0421385138924233,-0.05519738961887072,3.5929598220577166,0.00027832206579679814,0,61480,0,-2.3847965079545976,2.3847965079545976,
CH,raw,0,0,0.001,19,none,0.9860583333,1,1,0,0,-0.3540291488,20.21463966,-2.904951811,0.4883333445,53.53990372,0.5135916471,-0.0155011816,0.4883333445,0.4712916315,0,-8.328755939e-05,0.05455678701,-1.502595973e+11,4.144583225,0,0,-2.647564173,42.8642807,-4.472655773,0.4816666842,86.75496826,0.5170083642,-0.06113959104,0.4816666842,0.4727083445,0,-0.1720322967,0.05930939689,-2.542254686e+12,4.472655773,0.002316079801,22.34461021,3.614063501,1.035413623,12.81271172,16.40109634,-0.017513502825407277,22.689619652231585,4.40730173236574e-05,0,61631,0,-0.15025959997903557,1.1028458525286988,-0.06176621022827522,3.617356783799326,0.0002764449457898636,0,62041,0,-2.5422546881437302,2.5422546881437302,
CH,raw,0,0,0.001,20,none,0.98509375,1,1,0,0,-0.416590929,19.68279839,-3.158768415,0.4866666794,54.57145939,0.5144333243,-0.01869119518,0.4866666794,0.4703166783,0,-0.03081973828,0.05898406357,-2.176568852e+11,4.228027344,0,0,-2.70272851,42.61788177,-5.093601704,0.4800000191,85.99376425,0.5172750354,-0.06498829275,0.4800000191,0.4703083038,0,-0.2070053667,0.06308846921,-2.688696975e+12,5.093601704,0.003286196385,22.67954445,3.641508818,1.042677522,12.39490318,16.51879692,-0.02116522868067644,22.89654985182518,4.3674702366578854e-05,0,61732,0,-0.21765689183026551,1.1609714910015463,-0.06341771101121528,3.65941247473658,0.000273267910328142,0,62073,0,-2.6886969113349917,2.6886969113349917,
CH,raw,0,0,0.001,21,none,0.9854875,1,1,0,0,-0.5110509396,20.69778824,-3.418101072,0.4866666794,56.97541609,0.5144166946,-0.02141488716,0.4866666794,0.4709833562,0,-0.033716131,0.058058016,-2.578338939e+11,4.441792011,0,0,-2.797342539,43.37973404,-5.2033391,0.4808333516,86.22881318,0.5159916878,-0.06292506307,0.4808333516,0.4713583291,0,-0.1672767848,0.06453184783,-2.799374434e+12,5.2033391,0.00211624126,23.03716469,3.661362886,1.03380537,12.1749897,16.77830505,-0.024691089389558853,23.130656886653775,4.323266757620675e-05,0,61730,0,-0.25783387675415725,1.2016725717438386,-0.0644850089772473,3.7111488486183744,0.0002694583377792272,0,61919,0,-2.79937469124794,2.79937469124794,
CH,raw,0,0,0.001,22,none,0.9850125,1,1,0,0,-0.4930470884,20.61119461,-3.608508348,0.4858333468,56.78911815,0.5170500278,-0.02319890261,0.4858333468,0.4684666395,0,-0.02918573469,0.0616296567,-3.061513257e+11,4.756330013,0,0,-2.914494514,42.03643417,-5.157251835,0.4758333564,86.7573794,0.5226916671,-0.06695836782,0.4758333564,0.4678249955,0,-0.08506526798,0.07047853619,-2.962666291e+12,5.157251835,0.004067766014,23.23366737,3.679555655,1.06438458,11.96034908,16.14182281,-0.02392132516961374,23.38182058128457,4.2768269328027716e-05,0,62046,0,-0.3061513871513307,1.2702608369849622,-0.06933258187917321,3.732619506119193,0.0002679083679331946,0,62723,0,-2.9626663675904275,2.9626663675904275,
CH,raw,0,0,0.001,23,none,0.98735625,1,1,0,0,-0.5909917355,19.99699783,-4.069583416,0.4825000167,57.61599619,0.51865834,-0.034243159,0.4825000167,0.4661083221,0,-0.006878477987,0.06815120578,-4.115787612e+11,4.837812424,0,0,-3.117775202,40.99642563,-5.931013107,0.4741666913,85.36175054,0.5244333148,-0.07959521562,0.4741666913,0.4658333361,0,-0.1194503307,0.07613696903,-3.121343627e+12,5.931013107,0.003545330139,23.32342911,3.655136347,1.127311826,11.65305233,15.97060966,-0.029554023085074262,23.49888269021286,4.255521478119017e-05,0,62239,0,-0.41157874510623516,1.3628194953594357,-0.07604992762389759,3.726625565243983,0.000268339274362953,0,62932,0,-3.1213436686992644,3.1213436686992644,
CH,raw,0,0,0.001,24,none,0.9861229167,1,1,0,0,-0.819743216,19.86518669,-4.378615379,0.4850000143,58.0541595,0.5188416839,-0.03698493168,0.4850000143,0.4664083421,0,-0.04947188124,0.0706698522,-5.037039616e+11,4.994194508,0,0,-3.253817558,39.51826096,-6.219474792,0.4733333588,83.64717268,0.5271666646,-0.08583401144,0.4733333588,0.4635833204,0,-0.116375789,0.08289390057,-3.275822989e+12,6.219474792,0.003085482633,23.49959564,3.628676414,1.154790401,11.09900856,15.8871069,-0.041265316495246084,23.607663396978094,4.2359126491442834e-05,0,62261,0,-0.503703954697994,1.403870014368149,-0.08233706339693143,3.728209685911139,0.00026822525669062777,0,63260,0,-3.2758229107782246,3.2758229107782246,
CH,raw,0,0,0.001,25,none,0.9869166667,1,1,0,0,-0.8265237808,19.51041985,-4.595604897,0.4866666794,59.90016336,0.5225666761,-0.03913981095,0.4866666794,0.4647333324,0,-0.05560412258,0.07558955252,-5.850527826e+11,4.909357071,0,0,-3.608960152,38.59452057,-6.496238708,0.4658333361,76.70754497,0.5303999782,-0.09325744212,0.4658333361,0.459400028,0,-0.1281815171,0.08926151693,-3.439513567e+12,6.496238708,0.001799171907,23.71169472,3.669246674,1.206723809,10.91332531,16.95564461,-0.04236319808361274,23.739351966766442,4.212414902478953e-05,0,62708,0,-0.5850528219994158,1.4747839021217077,-0.09350965107739385,3.7263121812434155,0.0002683618417784617,0,63648,0,-3.439513641744852,3.44500553265214,
CH,raw,0,0,0.001,26,none,0.9862854167,1,1,0,0,-0.8516392112,19.70154381,-4.8245368,0.4850000143,61.75372989,0.5248916745,-0.03842906654,0.4850000143,0.461558342,0,-0.03404877335,0.07728219777,-6.677507604e+11,4.8245368,0,0,-3.768373013,39.42700195,-7.041868687,0.4650000036,71.52106901,0.531183362,-0.09894602001,0.4650000036,0.4558833241,0,-0.1028339043,0.09103792906,-3.581037511e+12,7.041868687,0.006052284036,23.78393745,3.660446644,1.208387017,10.72350311,18.08936501,-0.04322702928324478,23.8792227768368,4.1877409886640646e-05,0,62987,0,-0.6677507485065144,1.5225785172346513,-0.09557848242630582,3.754934192242534,0.00026631625184429043,0,63742,0,-3.5810376623272897,3.589352809488773,
CH,raw,0,0,0.001,27,none,0.9866979167,1,1,0,0,-0.8492026329,19.24858284,-4.977496147,0.4800000191,63.12011987,0.5275499821,-0.04310821742,0.4800000191,0.4592166841,0,-0.03115519322,0.08232173324,-7.307796808e+11,4.977496147,0,0,-3.837322712,39.11717606,-6.617706776,0.462500006,66.56954369,0.5302916765,-0.09695608914,0.462500006,0.4570916593,0,-0.1642754972,0.09535052627,-3.71563928e+12,6.617706776,0.002480152762,23.84931374,3.688506842,1.254099965,10.48737812,18.82013321,-0.044117670373908936,24.041044778689166,4.159553002814734e-05,0,63306,0,-0.7307796987146139,1.5845768751949072,-0.09809815274277753,3.783488159312389,0.000264306364363445,0,63635,0,-3.7156394624710085,3.729843314886093,
CH,raw,0,0,0.001,28,none,0.98774375,1,1,0,0,-0.9486464858,19.18499947,-5.2586689,0.478333354,65.27544482,0.5292583108,-0.04660688713,0.478333354,0.4570583105,0,-0.03653061017,0.08544501662,-8.391614792e+11,5.2586689,0,0,-4.01568079,38.52269363,-6.993748665,0.4583333433,60.73801529,0.5370000005,-0.1051961109,0.4583333433,0.4534333348,0,-0.1090313122,0.1000566036,-3.831468917e+12,6.993748665,0.003240593942,23.82238197,3.674921036,1.239630818,10.01146698,19.32845688,-0.049447303205997946,24.093688102841426,4.150464618499264e-05,0,63511,0,-0.8391614564321935,1.6392624446563422,-0.10424195225208088,3.807112307059156,0.00026266627284564153,0,64440,0,-3.8314688953757288,3.854450190961361,
CH,raw,0,0,0.001,29,none,0.9869708333,1,1,0,0,-0.9426076412,19.16993332,-5.386580944,0.4808333516,68.63531721,0.5281333327,-0.05140545964,0.4808333516,0.4573333263,0,-0.05921820551,0.08848082274,-9.036038144e+11,5.386580944,0,0,-4.102577209,38.24211502,-7.389602184,0.4525000155,60.79513785,0.5388500094,-0.1098405495,0.4525000155,0.4528000057,0,-0.1404904723,0.1037753448,-3.943298236e+12,7.389602184,0.00268059806,24.05548859,3.697153568,1.254833937,9.746282578,18.84194946,-0.04917114866625942,24.270329231039014,4.120257251068159e-05,0,63376,0,-0.9036038278974593,1.696171440910548,-0.10727903534766367,3.8212776939848943,0.0002616925751232653,0,64662,0,-3.9432983514666557,3.9685886427760124,
CH,raw,0,0,0.001,30,none,0.98740625,1,1,0,0,-1.217684984,19.7580471,-5.559556007,0.4766666889,70.33092513,0.5307000279,-0.05911586061,0.4766666889,0.4556333125,0,-0.05471878871,0.08943185955,-1.000081326e+12,5.559556007,0,0,-4.328914642,38.42232895,-7.402199268,0.4550000131,60.74941431,0.5409833193,-0.1114429981,0.4550000131,0.4487499893,0,-0.09650958329,0.1069908217,-4.084436042e+12,7.402199268,0.002964264015,24.23137665,3.701215267,1.266287088,9.442406654,19.20402145,-0.06162982494357957,24.370011481151142,4.103403893647916e-05,0,63684,0,-1.0000812917540316,1.7669988017191645,-0.11266663839230912,3.840797514697105,0.0002603625929701901,0,64918,0,-4.084435869753361,4.110836843550206,
CH,raw,0,0,0.001,31,none,0.9879229167,1,1,0,0,-1.346114159,20.36173439,-5.71382618,0.4733333588,72.96944054,0.5323333144,-0.06615643203,0.4733333588,0.4544499815,0,-0.07823581249,0.08987251669,-1.085117432e+12,5.71382618,0,0,-4.465483189,36.41805649,-7.545746326,0.4550000131,60.78367959,0.5417666435,-0.116980359,0.4550000131,0.4489499927,0,-0.1117628217,0.1169694737,-4.229970002e+12,7.545746326,0.002592103323,24.46443367,3.6615448,1.295004368,9.107329369,18.83648491,-0.06610999501403476,24.475241152511,4.085761581545874e-05,0,63880,0,-1.0851174730993807,1.8299602787010372,-0.12261728437447433,3.848705823294104,0.0002598276007346545,0,65012,0,-4.22996994793415,4.2598011237382885,
CH,raw,0,0,0.001,32,none,0.9866854167,1,1,0,0,-1.428458333,19.42145538,-5.737504959,0.4675000012,73.28902002,0.5362166762,-0.07319246978,0.4675000012,0.4497666955,0,-0.04605659097,0.09787796438,-1.171242615e+12,5.737504959,0,0,-4.589740276,36.97169113,-7.725791931,0.451666683,59.87384917,0.5448499918,-0.1216032431,0.451666683,0.4469833374,0,-0.112954177,0.1186672449,-4.351434162e+12,7.725791931,0.0024576094,24.64689636,3.694067001,1.322731614,8.812744141,18.65883255,-0.07355052981616458,24.592836450351687,4.066224739951457e-05,0,64346,0,-1.1712426376715301,1.900932643301785,-0.12414201611339706,3.863910565844315,0.0002588051620137556,0,65382,0,-4.351434311568737,4.387328378856182,
CH,raw,0,0,0.001,33,none,0.9876916667,1,1,0,0,-1.576590061,19.38501549,-5.881316662,0.4741666913,74.72078511,0.535374999,-0.07363282889,0.4741666913,0.450424999,0,-0.06139675155,0.1010366976,-1.237632549e+12,5.881316662,0,0,-4.79047966,36.93867111,-8.128595352,0.4500000179,62.76545684,0.5463833213,-0.1282991767,0.4500000179,0.4441333711,0,-0.0693859756,0.1220651567,-4.469480227e+12,8.128595352,0.005314124282,24.71103668,3.679591417,1.323968649,8.827178955,18.1247139,-0.08133034826891439,24.730965015330685,4.043513867655798e-05,0,64245,0,-1.237632555430755,1.9585980570409447,-0.12968738495584714,3.8674862339288465,0.00025856588479285534,0,65566,0,-4.469479897022247,4.508925366401672,
CH,raw,0,0,0.001,34,none,0.9871375,1,1,0,0,-1.642055511,19.42913628,-6.073355675,0.4658333361,74.57570372,0.5356500149,-0.08339626342,0.4658333361,0.4485500157,0,-0.07959711552,0.1050569639,-1.30935187e+12,6.073355675,0,0,-4.964323521,37.80694962,-8.07197094,0.4500000179,65.49100171,0.544416666,-0.1308088899,0.4500000179,0.4460166693,0,-0.1311383843,0.122655347,-4.595489178e+12,8.07197094,0.003494790988,24.89424133,3.653752804,1.307363749,9.037763596,17.74019241,-0.0845151059386156,24.861107519797837,4.02234694976345e-05,0,64278,0,-1.3093518384732306,2.0411659810505807,-0.13130716894371866,3.8685927163251876,0.00025849193061344266,0,65330,0,-4.59548891633749,4.637224842011928,
