seed,task,update,G1,Q1,Q_count1,pair_count1,neff_zero_units1,zero_count1,zero1,dead_unit1,neff1,neff_fraction1,zmean1,zsd1,diag_gdiff1,Wnorm1,bias1,G2,Q2,Q_count2,pair_count2,neff_zero_units2,zero_count2,zero2,dead_unit2,neff2,neff_fraction2,zmean2,zsd2,diag_gdiff2,Wnorm2,bias2,mu2_norm,memo_acc,memo_ce,online_acc,online_ce,major_frac,label_hash,order_hash,finite,arm
0,11,30000,0.4710969675483197,0.49456666666666665,59348,120000,0,32694,0.27245,0.0,566.8780979631425,0.4723984149692855,-8.306003861497251,189.201495401059,0.0,18.48183538791069,-0.12174203112721443,9.166668408248387e-05,0.9999,119988,120000,21,119677,0.9973083333333334,0.21,0.8640146881053685,0.0007200122400878072,-757.5409313243232,386.9638029671473,0.0,2.1787558611317657,-0.2175860116677359,848.0386009027601,0.1066666692495346,2.2924728393554688,0.10227291666666667,2.3094731770833334,0.1075,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,N10
1,11,30000,0.4583118027264181,0.509025,61083,120000,0,35488,0.29573333333333335,0.0,551.4994207096382,0.4595828505913652,-16.24425844600542,198.5695768237421,0.0,18.214047687824877,-0.12587121198885143,2.500000000404731e-05,0.999975,119997,120000,19,119708,0.9975666666666667,0.19,0.8669708264652739,0.0007224756887210616,-785.603012569825,395.34781901063644,0.0,2.2775288572415104,-0.2571254584053531,895.3132956812354,0.10249999910593033,2.306694746017456,0.10400833333333333,2.317213541666667,0.115,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,N10
2,11,30000,0.4548639773939844,0.5063416666666667,60761,120000,0,31552,0.26293333333333335,0.0,547.7160456038599,0.45643003800321663,-13.46130006910661,190.08812241664404,0.0,18.312755216056345,-0.16418933873064817,1.2667110539152583e-14,1.0,120000,120000,14,119581,0.9965083333333333,0.14,0.9125743022323017,0.0007604785851935849,-779.9703321629524,395.21814760624187,0.0,2.1648137609018265,-0.23520567225874403,946.0539217902411,0.0925000011920929,2.3149821758270264,0.09675625,2.3213734375,0.10833333333333334,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,N10
3,11,30000,0.4643684699467567,0.502075,60249,120000,0,33949,0.2829083333333334,0.0,558.7975687476842,0.46566464062307017,-10.453707318542433,196.61747212037974,0.0,19.384809596861967,-0.09727305353619159,4.166794395316022e-05,0.9999416666666666,119993,120000,2,119590,0.9965833333333334,0.02,1.0228905156144474,0.0008524087630120395,-771.1486256438177,376.99446401214607,0.0,2.2014149653033717,-0.2505464629351627,914.8069467709788,0.11833333969116211,2.302772283554077,0.100825,2.3160471354166665,0.115,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,N10
4,11,30000,0.47128562008719954,0.491625,58995,120000,0,32451,0.270425,0.0,567.2245965636689,0.4726871638030575,-7.950694997578302,213.99066245365523,0.0,19.23773960088694,-0.12135122223757208,5.8333347073205705e-05,0.9999333333333333,119992,120000,7,119459,0.9954916666666667,0.07,1.0018919139952869,0.0008349099283294058,-866.298416361483,479.3788211601948,0.0,2.2257871788947057,-0.2340132789500058,1025.8073957820975,0.10583333671092987,2.2923595905303955,0.10173333333333333,2.31386015625,0.11166666666666666,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,N10
5,11,30000,0.4607647396098965,0.5067333333333334,60808,120000,0,35390,0.29491666666666666,0.0,554.4251089062174,0.4620209240885145,-13.117705681913085,212.67488503506874,0.0,18.781030727009885,-0.08072723865741864,0.00010000000007888001,0.9999,119988,120000,12,119527,0.9960583333333334,0.12,0.9634820919256448,0.0008029017432713707,-823.9861359793504,458.3423918963506,0.0,2.166716187136679,-0.22760307995951734,981.5880451381887,0.11250000447034836,2.308377265930176,0.10160208333333333,2.31289140625,0.11166666666666666,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,N10
6,11,30000,0.460692772234659,0.5034666666666666,60416,120000,0,32879,0.2739916666666667,0.0,554.4145836818386,0.46201215306819887,-8.370620589083156,197.36230179091646,0.0,19.48796268800148,-0.08947173044318334,6.66701838420405e-05,0.999925,119991,120000,40,119770,0.9980833333333334,0.4,0.6484048835074809,0.0005403374029229008,-805.0999754808148,415.59641616313473,0.0,2.2397759611055053,-0.2632551065366715,935.2255681417863,0.10583333671092987,2.3043594360351562,0.10425416666666666,2.3122973958333333,0.11166666666666666,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,N10
7,11,30000,0.4528536831142963,0.510225,61227,120000,0,33208,0.27673333333333333,0.0,545.1947399539755,0.4543289499616463,-12.283170571710961,197.2978865935348,0.0,19.179718193423906,-0.1630032853060402,3.333333333351408e-05,0.9999666666666667,119996,120000,25,119719,0.9976583333333334,0.25,0.827349625803323,0.0006894580215027693,-803.5042057346662,427.28526863757156,0.0,2.2519971755003643,-0.2825626852666028,965.3476786066112,0.11416666954755783,2.2949137687683105,0.10314583333333334,2.3134098958333333,0.11166666666666666,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,N10
8,11,30000,0.47504664890190956,0.48736666666666667,58484,120000,0,30756,0.25630000000000003,0.0,571.7667655412536,0.47647230461771134,-8.60834435494072,174.82645290278342,0.0,16.376168111622995,-0.11941651176777668,3.1020268617669786e-16,1.0,120000,120000,2,119409,0.995075,0.02,1.0762992791114845,0.0008969160659262371,-666.3710322145146,344.92548625204074,0.0,2.1357020933622506,-0.21516884814947845,773.9134153446194,0.08416666835546494,2.311444044113159,0.10213333333333334,2.3186919270833335,0.1175,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,N10
9,11,30000,0.46324035209390085,0.5009,60108,120000,0,33418,0.27848333333333336,0.0,557.5475760652546,0.46462298005437885,-8.701194961474805,216.74984082831682,0.0,19.712809095955066,-0.20573957649059593,0.00011666828511329344,0.9998583333333333,119983,120000,0,119653,0.9971083333333334,0.0,1.018018721915697,0.0008483489349297476,-872.0345815542778,448.26006476575134,0.0,2.2104810495794562,-0.23451196342706682,1055.4948533138615,0.11666666716337204,2.304860830307007,0.10485,2.3057875,0.11083333333333334,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,N10
