arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,alpha_W_med_l2
SWA3u,3,0.001,1,none,0.9746166667,1,1,0,0,-0.5429582596,1.483723044,-8.974995613,0.3493027687,78.90738363,0,0,1.357771158,1.330002904,0.4906746447,0.8789920211,42.36551642,3.214024544,2.129177809,3.327581167,2.073153734,0.6609854102,3.099424362,0,3,2.325576305,1.912347794,3.019256115,0,3
SWA3u,3,0.001,2,none,0.96609375,1,1,0,0,-4.265038013,2.255273104,-9.907704353,-0.005285993218,69.62432217,0,0,0.67506814,0.975204289,-0.147750929,0.8442576528,48.17383192,5.41710043,4.232022762,7.305397034,1.365637302,0.6889108419,2.214838982,0,3,3.18593502,1.875561953,4.234458447,0,3
SWA3u,3,0.001,3,none,0.9583729167,1,1,0,0,-5.640480995,2.720573902,-12.29163742,-0.01545733586,78.96434152,0,0,0.7864095569,0.6029120088,0.299449414,0.9956772923,32.48002489,7.38882637,5.959208965,10.84017277,1.124134779,0.6080224514,2.122236252,0,3,5.110743999,2.26254034,7.399850845,0,3
SWA3u,3,0.001,4,none,0.9435541667,1,1,0,0,-7.756089687,3.262531042,-17.18372345,-0.01676712185,46.67872649,0,0,0.6602313519,0.6948623061,-9.180941582,0.942694068,38.27050119,8.95279026,6.891141891,11.44342518,0.9429436922,0.4123504162,1.979557037,0,3,4.34492445,0.6166518927,5.950302124,0,3
SWA3u,3,0.001,5,none,0.9369416667,1,1,0,0,-10.34538746,4.339309692,-18.7671566,-0.01621465571,41.7817429,0,0,0.5836572647,0.7460791469,-14.72976589,0.8751465678,39.81171089,10.43481159,7.687832355,12.9572506,0.7165614367,0.3714562953,1.698493958,0,3,4.108539104,0.4169595242,6.592300415,0,3
SWA3u,3,0.001,6,none,0.9234229167,1,1,0,0,-10.98592567,4.941795826,-23.56434822,-0.01627922058,45.69712825,0,0,0.2571053803,0.8966968656,-15.6910038,0.6386654377,39.1422485,11.81598854,8.066300392,13.59999561,0.6278921366,0.3231307268,1.708246231,0,3,3.37083149,0.4498920441,4.942785263,0,3
SWA3u,3,0.001,7,none,0.9321854167,1,1,0,0,-11.85847569,5.377222538,-21.33384514,-0.01802280359,37.78393125,0,0,-2.138686419,1.438215017,-25.64299202,0.06488235295,41.78131245,13.01555729,8.562953949,15.20770741,0.5726421475,0.3269668818,1.181463122,0,3,2.106184721,0.3279154003,3.296127319,0,3
SWA3u,3,0.001,8,none,0.9214083333,1,1,0,0,-11.99809837,5.562365055,-19.2868557,-0.01788580604,40.64488191,0,0,-2.133014679,1.528669119,-28.27706718,0.03924359754,50.69034016,14.30194473,9.205910683,19.10560608,0.5556410551,0.285844326,1.240223646,0,3,2.012077808,0.299484849,2.990175009,0,3
SWA3u,3,0.001,9,none,0.90653125,1,1,0,0,-10.92587757,5.569362164,-20.91781807,-0.01731231622,48.42816628,0,0,-2.466214895,1.664802074,-21.5771389,0.00873903092,58.59100048,16.61064529,9.736894608,30.13980103,0.5541945696,0.3066190779,1.509136438,0,3,1.857884288,0.3318907917,2.698693275,0,3
SWA3u,3,0.001,10,none,0.793525,0.9975000024,0.9975000024,0,0,-11.96012974,5.75139761,-30.77671242,-0.01650400832,37.08474732,0,0,-2.588371515,1.36074543,-20.36987305,-0.01260767877,46.47449696,18.44573402,10.1860857,44.85302353,0.5350480676,0.2629077435,1.46798408,0,3,2.232465744,0.3816874623,3.830654621,0,3
SWA3u,3,0.001,11,none,0.81045,1,1,0,0,-12.81095982,6.256469727,-25.86951637,-0.01564585045,35.89395553,0,0,-2.898067236,1.494543076,-20.30134201,-0.01468201354,42.87374897,19.83905411,10.50154209,56.35323715,0.4931215048,0.2882820964,1.25927496,0,3,2.076087713,0.3377630115,3.205282211,0,3
SWA3u,3,0.001,12,none,0.7756604167,1,1,0,0,-12.56704712,6.217439651,-29.69544029,-0.0148197934,26.07865513,0,0,-3.604516268,1.655208111,-19.41259956,-0.01353425067,39.97630604,21.09384537,11.14412689,64.81256104,0.4988355339,0.2804948688,0.9756145477,0,3,1.859467983,0.3571099937,2.928421021,0,3
SWA3u,3,0.001,13,none,0.7896895833,0.9900000095,0.9900000095,0,0,-13.44888306,6.413311005,-33.00569916,-0.01510126609,16.16832353,0,0,-4.740249157,1.95956707,-31.06410217,-0.01118302345,48.73789071,22.18816566,11.56402016,72.60425568,0.4777228236,0.2528386712,0.9480638504,0,3,1.575542092,0.226259321,2.336831093,0,3
SWA3u,3,0.001,14,none,0.7734270833,0.9750000238,0.9750000238,0,0,-14.01279831,6.669499397,-26.6092701,-0.01524906512,10.74986306,0,0,-5.128390312,2.10784626,-35.05527878,-0.0128150396,56.84231922,23.70504761,12.63891792,78.62840271,0.4657959044,0.2783804536,0.80646348,0,3,1.466631413,0.2130966485,2.216321468,0,3
SWA3u,3,0.001,15,none,0.80738125,0.9908333421,0.9908333421,0,0,-13.9321146,6.632922173,-26.68601799,-0.01518954709,8.475914644,0,0,-5.993409634,2.318742275,-49.4930191,-0.01344969776,65.16315342,24.94137573,12.95977402,85.6992569,0.4633489251,0.2860423028,0.7879004478,0,3,1.300094604,0.1569307148,2.071563721,0,3
SWA3u,3,0.001,16,none,0.755775,0.9766666889,0.9766666889,0,0,-13.66833496,6.675155163,-25.06799889,-0.01481001824,6.577965081,0,0,-6.968024731,2.629579306,-34.5210495,-0.01218914147,66.15774967,25.84591103,13.76806164,90.78411865,0.4622246027,0.2132504135,0.735776186,0,3,1.169867516,0.1830954403,1.757944822,0,3
SWA3u,3,0.001,17,none,0.7430666667,0.9424999952,0.9424999952,0,0,-14.11932087,6.78181839,-30.34625626,-0.01436955109,4.738370065,0,0,-7.95840168,2.916225433,-64.24916077,-0.0104934955,62.43603632,26.67628288,14.77254105,94.913414,0.454226315,0.1616048217,0.686142087,0,3,1.093635082,0.1177926287,1.799006581,0,3
SWA3u,3,0.001,18,none,0.7474354167,0.9574999809,0.9574999809,0,0,-14.75130844,7.007462502,-41.64056778,-0.01345983986,4.552250899,0,0,-7.872924805,3.113632917,-115.7370605,-0.01237417106,51.68784212,27.4339962,15.25392914,99.07640076,0.4372886717,0.145194307,0.6570869088,0,3,0.9870741963,0.07679843158,1.568022609,0,3
SWA3u,3,0.001,19,none,0.71553125,0.9341666698,0.9341666698,0,0,-14.65333939,7.248599529,-39.6399765,-0.01337113697,3.563953984,0,0,-8.82407856,3.411266565,-240.6000061,-0.01251557842,73.24618288,28.49739265,16.00720787,101.9146347,0.427039057,0.1155299246,0.6460192204,0,3,0.8991628289,0.03829644993,1.393846631,0,3
SWA3u,3,0.001,20,none,0.7230895833,0.9275000095,0.9275000095,0,0,-15.45455742,7.256403923,-43.52827835,-0.01394034363,3.028360698,0,0,-10.55390644,3.831653118,-245.0532532,-0.01018486172,70.86329462,29.42817688,17.52348518,105.8039246,0.4245173931,0.1037941724,0.7030803561,0,3,0.8263299465,0.03948003799,1.59904325,0,3
SWA3u,3,0.001,21,none,0.6904104167,0.9108333588,0.9108333588,0,0,-16.07079124,7.484240532,-48.73684692,-0.01379385963,2.804537223,0,0,-10.52950668,4.034152031,-374.3599854,-0.008951211348,66.43986057,30.47822762,17.82775497,107.0129623,0.4153233171,0.09177802503,0.6032725573,0,3,0.7588760853,0.02578992397,1.381465912,0,3
SWA3u,3,0.001,22,none,0.6966166667,0.9041666389,0.9041666389,0,0,-16.00214386,7.665390968,-53.03811264,-0.01409690734,2.895094204,0,0,-12.50496864,4.588126183,-336.4559021,-0.009423750453,65.68019396,31.14723015,18.77992439,109.4217606,0.4015963674,0.0901189968,0.5971224308,0,3,0.6694715619,0.02726350725,1.067924619,0,3
SWA3u,3,0.001,23,none,0.7012208333,0.8675000072,0.8675000072,0,0,-17.01024818,7.750489235,-68.76998138,-0.01382600423,2.13908379,0,0,-12.52282047,4.411401749,-576.6984253,-0.007068404928,51.20579346,32.67478943,19.25904846,112.0404358,0.3964517713,0.06447038054,0.5960832834,0,3,0.6958146691,0.01799853519,0.9896457195,0,3
