step,seed,unfit_forward,unfit_reverse,abs_delta,percentile_99,raw_floor,calibrated_floor
10000,0,5.382375230439003e-12,5.382375230439004e-12,8.077935669463161e-28,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
10000,1,1.5632628052590692e-13,1.5632628052590695e-13,2.524354896707238e-29,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
10000,2,1.7384834785684442e-08,1.7384834785684442e-08,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
10000,3,4.099751665943628e-11,4.099751665943629e-11,6.462348535570529e-27,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
10000,4,4.9563056302396005e-14,4.9563056302396e-14,6.310887241768095e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
10000,5,2.315325544595476e-12,2.315325544595476e-12,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
10000,6,1.4931511576530806e-14,1.4931511576530812e-14,6.310887241768095e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
10000,7,9.160952346627026e-15,9.160952346627027e-15,1.5777218104420236e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
10000,8,3.23496780519165e-12,3.234967805191649e-12,8.077935669463161e-28,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
10000,9,8.72288963176509e-15,8.722889631765092e-15,1.5777218104420236e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
20000,0,1.5871569202511571e-13,1.5871569202511571e-13,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
20000,1,2.878373658475593e-14,2.878373658475593e-14,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
20000,2,1.5610380450516948e-12,1.5610380450516948e-12,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
20000,3,4.806857353789007e-14,4.8068573537890054e-14,1.262177448353619e-29,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
20000,4,1.6393312166021526e-13,1.6393312166021526e-13,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
20000,5,1.1543912198057867e-14,1.1543912198057868e-14,1.5777218104420236e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
20000,6,7.33209099387622e-15,7.332090993876219e-15,1.5777218104420236e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
20000,7,5.009479929887863e-15,5.009479929887863e-15,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
20000,8,4.5165238943496226e-14,4.516523894349624e-14,1.262177448353619e-29,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
20000,9,6.640533177615978e-15,6.640533177615976e-15,2.3665827156630354e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
30000,0,9.821926464045059e-12,9.821926464045057e-12,1.6155871338926322e-27,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
30000,1,1.3923640724932777e-14,1.3923640724932775e-14,1.5777218104420236e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
30000,2,1.455721981861142e-14,1.455721981861142e-14,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
30000,3,8.537939479151722e-11,8.53793947915172e-11,1.2924697071141057e-26,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
30000,4,5.974321572394097e-12,5.974321572394096e-12,8.077935669463161e-28,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
30000,5,1.99289302481447e-14,1.9928930248144702e-14,3.1554436208840472e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
30000,6,9.945345582338791e-15,9.94534558233879e-15,1.5777218104420236e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
30000,7,7.34819319406315e-15,7.34819319406315e-15,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
30000,8,3.5277180152893373e-12,3.5277180152893365e-12,8.077935669463161e-28,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
30000,9,1.2120091623026495e-14,1.2120091623026492e-14,3.1554436208840472e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
40000,0,1.09218791008098e-14,1.0921879100809802e-14,1.5777218104420236e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
40000,1,2.3812561369566757e-14,2.381256136956675e-14,6.310887241768095e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
40000,2,1.888290838616249e-14,1.8882908386162488e-14,3.1554436208840472e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
40000,3,1.495719349280534e-13,1.495719349280534e-13,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
40000,4,1.2992380992604668e-14,1.2992380992604673e-14,4.733165431326071e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
40000,5,2.1948488763709907e-14,2.1948488763709907e-14,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
40000,6,2.4574857902263244e-14,2.4574857902263247e-14,3.1554436208840472e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
40000,7,1.4088285410671468e-14,1.4088285410671474e-14,6.310887241768095e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
40000,8,4.9619108121532874e-14,4.9619108121532874e-14,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
40000,9,9.490733236442179e-15,9.490733236442183e-15,4.733165431326071e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
50000,0,6.972038932470981e-15,6.972038932470981e-15,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
50000,1,1.126758683660319e-14,1.1267586836603194e-14,4.733165431326071e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
50000,2,4.4511022874499705e-14,4.4511022874499724e-14,1.8932661725304283e-29,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
50000,3,2.6210188636920066e-14,2.621018863692006e-14,6.310887241768095e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
50000,4,6.081906060028006e-15,6.0819060600280055e-15,7.888609052210118e-31,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
50000,5,1.0462945345855372e-14,1.0462945345855374e-14,1.5777218104420236e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
50000,6,1.2616680280576803e-14,1.2616680280576803e-14,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
50000,7,1.3759747318010708e-14,1.3759747318010704e-14,4.733165431326071e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
50000,8,1.719037456718423e-14,1.7190374567184234e-14,3.1554436208840472e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
50000,9,6.846553993161006e-15,6.846553993161004e-15,1.5777218104420236e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
60000,0,2.8249822111045908e-14,2.824982211104591e-14,3.1554436208840472e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
60000,1,3.467285780653774e-14,3.467285780653774e-14,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
60000,2,4.2712638246884367e-13,4.2712638246884367e-13,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
60000,3,1.2168543705331664e-14,1.2168543705331665e-14,1.5777218104420236e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
60000,4,6.0335475879089996e-15,6.033547587909e-15,7.888609052210118e-31,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
60000,5,7.942098606817004e-15,7.942098606817004e-15,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
60000,6,1.303075053048575e-14,1.3030750530485752e-14,1.5777218104420236e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
60000,7,1.0810209294497653e-12,1.0810209294497653e-12,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
60000,8,3.076802435206089e-14,3.076802435206089e-14,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
60000,9,2.9558214211382424e-15,2.9558214211382416e-15,7.888609052210118e-31,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
70000,0,1.3791261123619111e-14,1.3791261123619108e-14,3.1554436208840472e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
70000,1,9.662392980106373e-15,9.66239298010637e-15,3.1554436208840472e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
70000,2,7.947373595402619e-14,7.947373595402622e-14,2.524354896707238e-29,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
70000,3,2.1327341657028302e-14,2.1327341657028302e-14,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
70000,4,1.8303618184568742e-14,1.8303618184568742e-14,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
70000,5,2.1962127476705774e-14,2.196212747670577e-14,3.1554436208840472e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
70000,6,3.4912053500098073e-13,3.491205350009808e-13,5.048709793414476e-29,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
70000,7,4.116625727055754e-10,4.116625727055753e-10,1.0339757656912846e-25,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
70000,8,2.0264519076938403e-14,2.026451907693841e-14,6.310887241768095e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
70000,9,1.708158807742908e-14,1.7081588077429067e-14,1.262177448353619e-29,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
80000,0,6.740777520153459e-15,6.740777520153461e-15,2.3665827156630354e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
80000,1,4.1262943677266464e-14,4.126294367726646e-14,6.310887241768095e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
80000,2,1.2004095593810763e-14,1.2004095593810768e-14,4.733165431326071e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
80000,3,1.771146876188648e-14,1.7711468761886487e-14,6.310887241768095e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
80000,4,6.491479771202116e-15,6.491479771202116e-15,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
80000,5,8.754383065166945e-15,8.754383065166946e-15,1.5777218104420236e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
80000,6,1.5630958750220532e-14,1.5630958750220526e-14,6.310887241768095e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
80000,7,1.0173228004965228e-14,1.0173228004965228e-14,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
80000,8,4.377101420510039e-14,4.377101420510038e-14,6.310887241768095e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
80000,9,1.3140177267102018e-14,1.3140177267102018e-14,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
90000,0,9.219420276602086e-13,9.219420276602086e-13,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
90000,1,1.7788352546165455e-14,1.7788352546165455e-14,0.0,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
90000,2,1.011070712891558e-14,1.0110707128915581e-14,1.5777218104420236e-30,1.0339757656912846e-25,1.0339757656912846e-24,1e-23
