run_id,norm,c,seed,Dstar,invD,rel_drift,n_alive,dead,loss,rnorm
B_w100_K10000_c0.0_lr0.01_s0,free,0.0,0,0.9922134146341465,1.007847692090239,0.0005709334267437559,100.0,0.0,0.042313517073170735,0.7145460975609755
B_w100_K10000_c0.0_lr0.01_s0_nfix,fixed,0.0,0,0.9950342682926829,1.0049905132572343,0.0031744743895239283,99.60975609756098,0.0039024390243902448,0.08294936585365853,1.4071048780487803
B_w100_K10000_c0.0_lr0.01_s1,free,0.0,1,0.9935055121951218,1.0065369418942918,0.0011140014191538244,100.0,0.0,0.042143463414634146,0.6853826829268291
B_w100_K10000_c0.0_lr0.01_s10,free,0.0,10,0.9918114390243902,1.0082561671033605,0.003715195625076116,100.0,0.0,0.04031418780487805,0.684778512195122
B_w100_K10000_c0.0_lr0.01_s10_nfix,fixed,0.0,10,0.9951281219512195,1.0048957294455994,0.0036244313064853657,99.73170731707317,0.002682926829268293,0.08062100731707317,1.4227487804878052
B_w100_K10000_c0.0_lr0.01_s11,free,0.0,11,0.9927636097560976,1.0072891372858441,0.00334902228866234,100.0,0.0,0.0404575,0.6755976829268293
B_w100_K10000_c0.0_lr0.01_s11_nfix,fixed,0.0,11,0.9951129512195122,1.0049110493180686,0.0036251868482409873,99.8048780487805,0.001951219512195122,0.08049984146341463,1.4161480487804878
B_w100_K10000_c0.0_lr0.01_s1_nfix,fixed,0.0,1,0.9951883414634147,1.0048349225328643,1.108469465083992e-05,99.97560975609755,0.00024390243902439024,0.07745493902439024,1.3907280487804878
B_w100_K10000_c0.0_lr0.01_s2,free,0.0,2,0.992633243902439,1.0074214279471432,0.0022378024177770526,100.0,0.0,0.04166680243902438,0.6857371463414633
B_w100_K10000_c0.0_lr0.01_s2_nfix,fixed,0.0,2,0.9944112195121952,1.0056201904988022,0.003416782056035838,99.90243902439025,0.000975609756097561,0.08098513902439024,1.399621219512195
B_w100_K10000_c0.0_lr0.01_s3,free,0.0,3,0.9922439512195121,1.00781667529538,0.00036474535910450566,100.0,0.0,0.04041241707317073,0.6846782195121952
B_w100_K10000_c0.0_lr0.01_s3_nfix,fixed,0.0,3,0.996084463414634,1.0039309282788564,0.00031211408016255276,100.0,0.0,0.07977231219512196,1.40773
B_w100_K10000_c0.0_lr0.01_s4,free,0.0,4,0.9924530243902441,1.0076043655712499,0.005250341972846921,100.0,0.0,0.04122030487804878,0.680136219512195
B_w100_K10000_c0.0_lr0.01_s4_nfix,fixed,0.0,4,0.9928071951219513,1.0072449161462464,0.003113502832297269,100.0,0.0,0.08414452926829269,1.44607
B_w100_K10000_c0.0_lr0.01_s5,free,0.0,5,0.9936724390243902,1.0063678539598244,0.001858870128018186,100.0,0.0,0.040286778048780496,0.6951802926829268
B_w100_K10000_c0.0_lr0.01_s5_nfix,fixed,0.0,5,0.9935391951219512,1.006502818318361,0.0023546063806126156,99.53658536585365,0.004634146341463414,0.07726159512195122,1.3863946341463413
B_w100_K10000_c0.0_lr0.01_s6,free,0.0,6,0.9923051707317074,1.0077544988127176,0.0034305578355855663,100.0,0.0,0.04190712926829269,0.6866843658536584
B_w100_K10000_c0.0_lr0.01_s6_nfix,fixed,0.0,6,0.994381292682927,1.0056504555731467,0.000708650690366157,99.70731707317073,0.0029268292682926834,0.08265891951219513,1.4029821951219512
B_w100_K10000_c0.0_lr0.01_s7,free,0.0,7,0.9919414878048779,1.0081239793820453,0.0002288125296757623,100.0,0.0,0.04147801951219512,0.6870751463414634
B_w100_K10000_c0.0_lr0.01_s7_nfix,fixed,0.0,7,0.9930863170731706,1.0069618147063042,0.0026654524835719342,99.82926829268293,0.001707317073170732,0.08317358536585366,1.4232048780487805
B_w100_K10000_c0.0_lr0.01_s8,free,0.0,8,0.9933454878048781,1.006699091380409,0.0003861164549858605,100.0,0.0,0.0409647731707317,0.6848768536585367
B_w100_K10000_c0.0_lr0.01_s8_nfix,fixed,0.0,8,0.9950607317073171,1.0049637857623104,0.000801043677652025,100.0,0.0,0.07606689512195121,1.4225599999999998
B_w100_K10000_c0.0_lr0.01_s9,free,0.0,9,0.9917791463414635,1.0082889962839632,0.0027128595123364096,99.14634146341463,0.008536585365853657,0.04292218292682927,0.6880639512195122
B_w100_K10000_c0.0_lr0.01_s9_nfix,fixed,0.0,9,0.9935821707317074,1.0064592838492323,0.0003502408171261324,100.0,0.0,0.0777496512195122,1.37715
B_w100_K10000_c0.25_lr0.01_s0_nfix,fixed,0.25,0,0.9888825609756098,1.011242426010043,0.0023744817800981635,99.63414634146342,0.0036585365853658543,0.08264194146341464,1.4125368292682927
B_w100_K10000_c0.25_lr0.01_s1,free,0.25,1,0.9917276585365856,1.0083413439084892,0.00020695239903002516,100.0,0.0,0.040979617073170736,0.685579243902439
B_w100_K10000_c0.25_lr0.01_s10,free,0.25,10,0.9926769756097561,1.0073770466830316,0.0027221012613159777,98.1219512195122,0.018780487804878048,0.04258025609756097,0.7048901219512194
B_w100_K10000_c0.25_lr0.01_s10_nfix,fixed,0.25,10,0.9892765609756098,1.0108396776466784,0.002045735226367798,93.0,0.07,0.08334129756097561,1.4262631707317073
B_w100_K10000_c0.25_lr0.01_s11,free,0.25,11,0.9930863170731709,1.006961814706304,0.0011704264521529032,99.02439024390245,0.00975609756097561,0.04151368292682927,0.7013426341463415
B_w100_K10000_c0.25_lr0.01_s11_nfix,fixed,0.25,11,0.9874346829268293,1.0127252134145481,0.007742139581523618,100.0,0.0,0.0775491536585366,1.38969
B_w100_K10000_c0.25_lr0.01_s1_nfix,fixed,0.25,1,0.9880738780487806,1.0120700710910107,0.005859631812505072,99.85365853658537,0.0014634146341463417,0.08121549756097561,1.4188639024390244
B_w100_K10000_c0.25_lr0.01_s2,free,0.25,2,0.9933159024390243,1.006729075357158,0.0021452589809496216,100.0,0.0,0.041137680487804876,0.6902860487804878
B_w100_K10000_c0.25_lr0.01_s2_nfix,fixed,0.25,2,0.9903030243902439,1.0097919276937752,0.0028794832544972353,100.0,0.0,0.08382118292682927,1.38728
B_w100_K10000_c0.25_lr0.01_s3,free,0.25,3,0.9934549512195122,1.0065881686657794,0.0030692521682267227,100.0,0.0,0.04254859756097561,0.6901560731707317
B_w100_K10000_c0.25_lr0.01_s3_nfix,fixed,0.25,3,0.9908197804878052,1.0092652767869401,0.0023060129102892776,99.51219512195122,0.004878048780487805,0.08141652195121951,1.4106100000000001
B_w100_K10000_c0.25_lr0.01_s4,free,0.25,4,0.9910831463414633,1.0089970792979912,0.0019094021663126422,100.0,0.0,0.040634524390243905,0.6879350487804878
B_w100_K10000_c0.25_lr0.01_s4_nfix,fixed,0.25,4,0.9924383414634146,1.0076192728763735,0.0013317988309957697,99.51219512195122,0.004878048780487805,0.07883716341463415,1.4220136585365855
B_w100_K10000_c0.25_lr0.01_s5,free,0.25,5,0.9916456097560975,1.008424774094404,0.005517165726249002,100.0,0.0,0.04246773414634147,0.6864902926829269
B_w100_K10000_c0.25_lr0.01_s5_nfix,fixed,0.25,5,0.9900745853658537,1.010024916082942,0.0018832706391747201,99.8780487804878,0.0012195121951219512,0.07994221707317073,1.38646
B_w100_K10000_c0.25_lr0.01_s6,free,0.25,6,0.9928498048780489,1.0072016886006534,0.0028806389423605516,100.0,0.0,0.04013000731707317,0.6804970243902438
B_w100_K10000_c0.25_lr0.01_s6_nfix,fixed,0.25,6,0.9903045121951218,1.0097904106115674,0.0023479069604448156,99.51219512195122,0.004878048780487805,0.08195253170731706,1.398782682926829
B_w100_K10000_c0.25_lr0.01_s7,free,0.25,7,0.9923786341463414,1.0076798971596306,0.005492164414540573,100.0,0.0,0.042639160975609755,0.7059495121951219
B_w100_K10000_c0.25_lr0.01_s7_nfix,fixed,0.25,7,0.9897086585365855,1.0103983544800261,0.004837836608975111,99.07317073170732,0.009268292682926829,0.08105962195121952,1.4072778048780488
B_w100_K10000_c0.25_lr0.01_s8,free,0.25,8,0.9924379756097561,1.0076196443264858,0.0022400332628234963,99.95121951219512,0.0004878048780487805,0.042175097560975615,0.6866338048780488
B_w100_K10000_c0.25_lr0.01_s8_nfix,fixed,0.25,8,0.992421756097561,1.0076361122233337,0.002999055097135443,99.63414634146342,0.0036585365853658543,0.08124127073170731,1.4083056097560975
B_w100_K10000_c0.25_lr0.01_s9,free,0.25,9,0.9909176829268291,1.0091655616098654,0.002363514972878533,100.0,0.0,0.040720295121951224,0.6875194634146341
B_w100_K10000_c0.25_lr0.01_s9_nfix,fixed,0.25,9,0.9882011707317072,1.0119397037948825,0.007676786148326703,99.1219512195122,0.008780487804878048,0.07845836341463414,1.4115682926829267
B_w100_K10000_c0.5_lr0.01_s0_nfix,fixed,0.5,0,0.9821775853658536,1.018145816906937,0.001691917114544004,98.1951219512195,0.018048780487804877,0.08248067317073171,1.4262882926829268
B_w100_K10000_c0.5_lr0.01_s1,free,0.5,1,0.990169243902439,1.0099283593770456,0.0017447339353063886,100.0,0.0,0.04284028048780488,0.6971144878048781
B_w100_K10000_c0.5_lr0.01_s10,free,0.5,10,0.9893591951219513,1.0107552493882033,0.005744921529804884,100.0,0.0,0.04111282195121951,0.6879930975609756
B_w100_K10000_c0.5_lr0.01_s10_nfix,fixed,0.5,10,0.9813845853658538,1.018968521527375,3.282001746706155e-05,98.97560975609755,0.01024390243902439,0.08390877804878048,1.4021641463414636
B_w100_K10000_c0.5_lr0.01_s11,free,0.5,11,0.9915656097560975,1.008506134300056,0.00521640837372147,100.0,0.0,0.04177924634146341,0.694237024390244
B_w100_K10000_c0.5_lr0.01_s11_nfix,fixed,0.5,11,0.9761500975609756,1.0244326179945238,0.001890024638425541,99.60975609756098,0.003902439024390244,0.07999618048780488,1.4078475609756098
B_w100_K10000_c0.5_lr0.01_s1_nfix,fixed,0.5,1,0.9834427073170734,1.016836052125595,0.0014476414978473694,99.2439024390244,0.007560975609756099,0.07883089512195121,1.3892173170731705
B_w100_K10000_c0.5_lr0.01_s2,free,0.5,2,0.9864014146341464,1.013786056228333,0.003303247012618233,99.0,0.01,0.04325154878048781,0.7001818780487804
B_w100_K10000_c0.5_lr0.01_s2_nfix,fixed,0.5,2,0.9807510975609756,1.019626694771889,0.008273783907316867,98.29268292682927,0.01707317073170732,0.07792801463414635,1.4228321951219511
B_w100_K10000_c0.5_lr0.01_s3,free,0.5,3,0.9909054634146341,1.0091780062994369,0.000578867317453068,100.0,0.0,0.042113119512195124,0.6934566097560976
B_w100_K10000_c0.5_lr0.01_s3_nfix,fixed,0.5,3,0.9805998536585367,1.0197839580223094,0.0006616941053338997,97.8780487804878,0.021219512195121953,0.07872618536585367,1.4143146341463415
B_w100_K10000_c0.5_lr0.01_s4_nfix,fixed,0.5,4,0.9756822195121951,1.024923873779275,0.00620588191526345,99.8048780487805,0.001951219512195122,0.08105108536585365,1.3876424390243902
B_w100_K10000_c0.5_lr0.01_s5,free,0.5,5,0.9900920243902439,1.0100071259697885,0.0024314496286344215,100.0,0.0,0.042431763414634144,0.6892515365853659
B_w100_K10000_c0.5_lr0.01_s5_nfix,fixed,0.5,5,0.9856706341463413,1.0145376816121432,0.002246872212142285,82.36585365853658,0.17634146341463414,0.08130882926829268,1.4218082926829267
B_w100_K10000_c0.5_lr0.01_s6,free,0.5,6,0.9889924146341462,1.0111301009016593,0.0005772883486883713,100.0,0.0,0.043407309756097565,0.7014301219512195
B_w100_K10000_c0.5_lr0.01_s6_nfix,fixed,0.5,6,0.9799849268292684,1.0204238581867684,0.018221790611769057,98.92682926829268,0.010731707317073172,0.07983123902439022,1.4094678048780487
B_w100_K10000_c0.5_lr0.01_s7,free,0.5,7,0.9889374146341464,1.0111863351534194,0.002856534454158812,99.7560975609756,0.0024390243902439024,0.041443529268292686,0.6947336341463415
B_w100_K10000_c0.5_lr0.01_s7_nfix,fixed,0.5,7,0.9787397560975609,1.0217220602003623,0.0036643011486966223,98.95121951219512,0.010487804878048781,0.07750514146341464,1.381258780487805
