arm,mode,seed,cond,slot,lr,task,iv,steps,complete_task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3
LK001,base,1001,raw,0,0.001,1,base,30000,True,0.7535166667,0.9991666675,0.9991666675,0,0,-42.57413864,15.52619743,-74.85036469,0.01247499697,41.40657297,0,0,-2.236304283,5.54592514,-10.73449707,0.2962751091,65.02857523,10.77161407,2.450677633,4.3869133
LK001,base,1002,raw,1,0.001,1,base,30000,True,0.7406833333,0.9933333397,0.9933333397,0,0,-44.47830582,16.34151459,-87.19910431,0.0116499979,37.5585306,0,0,-2.38136816,5.265125751,-10.90789223,0.3045251071,61.21938991,10.75370789,2.36513567,4.372499466
LK001,base,1003,raw,2,0.001,1,base,30000,True,0.7286604167,0.9983333349,0.9983333349,0,0,-43.7072258,15.36231804,-84.08512115,0.01082499884,32.86717117,0,0,-2.152227879,5.068987846,-9.419244766,0.283075124,62.18438483,10.84145069,2.371826172,4.481794357
LK001,base,1004,raw,3,0.001,1,base,30000,True,0.7378583333,0.9958333373,0.9958333373,0,0,-42.4425354,16.89985275,-83.9238205,0.01247499697,36.38658232,0,0,-2.126673937,5.883310795,-11.97841454,0.3169001341,61.92221056,10.64499092,2.236378431,4.524618626
LK001,base,1005,raw,4,0.001,1,base,30000,True,0.6891479167,0.9966666698,0.9966666698,0,0,-41.231987,14.71498775,-79.83477783,0.0116499979,36.16495347,0,0,-2.766844988,4.793598652,-8.854498863,0.2137750834,56.12328333,11.43837166,2.544302702,5.02476263
LK001,base,1001,raw,0,0.001,2,base,30000,True,0.58280625,0.8208333254,0.8208333254,0,0,-49.61214828,17.66054153,-88.08872223,0.01082499884,45.40821965,0,0,-6.265744686,2.845811367,-20.96834373,0.03062499501,42.96219248,16.8527298,3.521188736,7.49222517
LK001,base,1002,raw,1,0.001,2,base,30000,True,0.62289375,0.9625000358,0.9625000358,0,0,-48.27988434,16.67378044,-98.55980682,0.01082499884,52.26555584,0,0,-5.32275629,3.071218491,-15.65155983,0.0380499959,46.43958053,16.16555977,3.250029325,7.737161636
LK001,base,1003,raw,2,0.001,2,base,30000,True,0.6189916667,0.9183333516,0.9183333516,0,0,-47.90922928,16.09045029,-77.13002777,0.01082499884,45.13226399,0,0,-5.396672249,2.951921225,-11.68680859,0.04052500054,48.40920876,16.13904953,3.282583237,7.390716076
LK001,base,1004,raw,3,0.001,2,base,30000,True,0.5843833333,0.9200000167,0.9200000167,0,0,-43.87694168,16.48256874,-75.35987091,0.01082499884,47.21601105,0,0,-6.764300346,3.699052334,-14.63143635,0.05124999583,50.79265777,16.46342659,3.232096672,6.939785957
LK001,base,1005,raw,4,0.001,2,base,30000,True,0.57346875,0.9600000381,0.9600000381,0,0,-46.57168198,16.50791931,-92.5941391,0.0116499979,45.30018633,0,0,-6.019491673,3.376198053,-19.75533295,0.03392500058,46.00675083,16.74150085,3.578365326,9.055541992
