arm,mode,seed,task,step,global_step,window_start,window_steps,loss,acc,advantage,confidence,online_acc_window,initial_positive_count,observed,down,up,net,conf,hist,label,correction,roundoff,conf_common,correction_common,zmean_l1,zsd_l1,outputsd_l1,gain_l1,ppos_l1,dead_l1,output_sd_ratio_l1,output_sd_ratio_n_l1,eff_rank_l1,zmean_l2,zsd_l2,outputsd_l2,gain_l2,ppos_l2,dead_l2,output_sd_ratio_l2,output_sd_ratio_n_l2,eff_rank_l2
LK001,base,1001,1,0,0,0,0,2.309202433,0.1024999991,-0.001861917204,2.307340622,nan,3285,True,0,0,0,0,0,0,0,0,0,0,0.002915133024,0.1344939023,0.07730508596,0.5083824992,0.5099416375,0,1,100,38.16594907,-0.02061393298,0.05288221315,0.02194114774,0.3475652635,0.4654833376,0,1,100,28.33727951
LK001,base,1002,1,0,0,0,0,2.305850744,0.1075000018,-0.001402531052,2.304448366,nan,2812,True,0,0,0,0,0,0,0,0,0,0,-0.07532576472,0.1381797642,0.05103451759,0.2792387605,0.4403500259,0,1,100,39.15787917,0.01962523162,0.04936269671,0.03068669885,0.6933640838,0.5425167084,0,1,100,29.7252516
LK001,base,1003,1,0,0,0,0,2.304639339,0.09666667134,0.0007754924009,2.305414677,nan,3529,True,0,0,0,0,0,0,0,0,0,0,0.06789471209,0.1295589507,0.08772963285,0.7158618569,0.5523416996,0,1,100,38.76061087,-0.02292073891,0.05572621152,0.02555441111,0.3367330134,0.4749583304,0,1,100,28.95404938
LK001,base,1004,1,0,0,0,0,2.304908514,0.09833333641,-0.0007240815903,2.304184198,nan,2895,True,0,0,0,0,0,0,0,0,0,0,-0.02965964749,0.1370248497,0.06284862012,0.4092257917,0.4538916647,0,1,100,39.87093197,-0.02517838962,0.04667285457,0.01898551174,0.2984035313,0.4369750023,0,1,100,32.46353457
LK001,base,1005,1,0,0,0,0,2.303627729,0.1041666716,0.0007260431885,2.304353952,nan,3581,True,0,0,0,0,0,0,0,0,0,0,0.02931751311,0.1314351708,0.08205105364,0.5842083097,0.5594667196,0,1,100,41.39143889,-0.02002810687,0.05428622663,0.0199963171,0.3608972728,0.4315000176,0,1,100,30.79813627
LK001,base,1001,1,1,1,0,1,2.335593224,0.100833334,0.002837728243,2.33843112,0,3285,True,4.462945938,4.040081501,-0.4228649139,0.3070932329,0,-0.7299582362,0,5.960464478e-08,0.03360066935,0,-0.4009291232,0.3677974343,0.01902059093,0.0167650003,0.4696666598,0,1.8638376,100,,0.03279358521,0.1133807003,0.03984772414,0.7616904974,0.5304333568,0,2.049330473,100,
LK001,base,1002,1,1,1,0,1,2.406532049,0.09166666865,-0.01781242713,2.388719559,0.125,2812,True,4.183282852,4.326451778,0.1431691051,-0.8295294046,0,0.9726982713,0,2.384185791e-07,-0.1392204314,0,0.2936765552,0.34436813,0.1775446087,0.9241743088,0.5359999537,0,2.266317844,100,,0.1005549207,0.134101212,0.05875385925,0.9466719627,0.5662333369,0,2.712016106,100,
LK001,base,1003,1,1,1,0,1,2.321543932,0.100833334,-0.002274851548,2.31926918,0,3529,True,4.217654228,4.644627571,0.4269739985,0.6867217422,0,-0.2597480416,0,2.980232239e-07,0.04691768065,0,0.2469923943,0.3538518846,0.1572642475,0.9466719627,0.5541417003,0,1.997885942,100,,-0.1741592139,0.1197693795,0.003848943627,0.005932750646,0.3333999813,0,1.155049324,100,
LK001,base,1004,1,1,1,0,1,2.322995901,0.1075000018,-0.001219294849,2.321776628,0.125,2895,True,4.809920311,3.303851604,-1.506067991,-0.1658931524,0,-1.340174079,0,-7.152557373e-07,-0.02716383897,0,-0.2481244504,0.361361146,0.02694385126,0.07342600822,0.4727833569,0,1.579534173,100,,-0.1323401928,0.1031555235,0.008734266274,0.04592875391,0.4147000015,0,1.561064959,100,
LK001,base,1005,1,1,1,0,1,2.366521358,0.09666667134,-0.004592124838,2.361929178,0.0625,3581,True,4.346841812,4.849116325,0.5022745132,-2.930282831,0,3.432557106,0,2.384185791e-07,-0.3262230754,0,0.4973473251,0.3721000552,0.1946808994,0.9908342957,0.5366916656,0,1.931092143,100,,0.02344046719,0.123318471,0.03728390858,0.7083625197,0.5211749673,0,2.577750444,100,
