act,reg,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,two_alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,two_alpha_W_med_l2,reg_loss,pen_l2_total,pen_l2init_total,pen_shell_total
SNA,shell,0.001,0.001,7,1,0.9590833333,1,1,0,0,-0.1189415902,0.6953836679,-0.9915044308,0.8656070828,67.66238954,0,0,0.4744568467,0.4922897816,0.1385717988,1.428014517,44.01818466,1.135402083,0.8293898106,1.694765091,0.8863525987,0.5238528848,3,0.1199999973,1.200000048,1.248067379,0.6071382761,3,0.009999999776,1.200000048,0.0473098366,0.2215562223,0.2376851421,0.0473098366
SNA,shell,0.001,0.001,7,2,0.9630520833,1,1,0,0,-0.8219836354,1.086126924,-3.081944942,0.6406030059,71.56066555,0,0,0.02613664232,1.018186569,-3.708352089,0.9944356084,58.1566293,1.512041092,0.9870316982,1.904681563,0.5713816881,0.3380793631,2.033998728,0,1.200000048,0.6056928635,0.1991022676,3,0.03999999911,1.200000048,0.1114996758,0.3473290412,0.3840225628,0.1114996758
SNA,shell,0.001,0.001,7,3,0.96540625,0.8349999785,0.8349999785,0,0,-0.9546861053,1.243605137,-6.579325199,0.6812403798,64.0470351,0,0,-1.435411334,1.778644085,-5.674089909,0.6409962177,62.25329382,1.433135748,1.051584005,2.0679214,0.5092630982,0.3123053014,3,0.009999999776,1.200000048,0.3375639319,0.1472987384,3,0.01999999955,1.200000048,0.1181140061,0.3613672996,0.4052246435,0.1181140061
SNA,shell,0.001,0.001,7,4,0.96709375,1,1,0,0,-0.5778927207,1.286251545,-8.505882263,0.7903174758,62.60084074,0,0,-1.332149267,2.384627819,-7.785424709,0.7065212131,62.40202701,1.419486046,1.100103259,2.072891474,0.4768325388,0.2526299357,1.846813321,0,1.200000048,0.258004874,0.1209865883,3,0.009999999776,1.200000048,0.1239740182,0.3726200002,0.4235720278,0.1239740182
SNA,shell,0.001,0.001,7,5,0.9661208333,0.9816666842,0.9816666842,0,0,-0.681491673,1.372190237,-13.34819508,0.7165033221,61.93317639,0,0,-2.375856638,2.412597895,-6.687568188,0.609865725,64.59569632,1.531037092,1.162395597,2.125424147,0.4527648687,0.1675850302,1.789453149,0,1.200000048,0.2583690584,0.1440347284,2.628533125,0,1.200000048,0.1488481035,0.4147631518,0.469830218,0.1488481035
SNA,shell,0.001,0.001,7,6,0.96734375,0.9524999857,0.9524999857,0,0,-0.6234964728,1.330628514,-11.12571907,0.7573722601,64.87862702,0,0,-2.128000021,2.592285156,-5.672852993,0.6295118332,66.36477472,1.530009747,1.156664133,2.133379936,0.4762170315,0.1981136054,1.653045774,0,1.200000048,0.2340512425,0.133447364,1.340191841,0,1.200000048,0.151233181,0.4194701914,0.4778112275,0.151233181
SNA,shell,0.001,0.001,7,7,0.9676916667,1,1,0,0,-0.5197142363,1.233673573,-11.56626129,0.8701678514,59.70458599,0,0,-2.109993458,2.601029634,-8.045441628,0.6921283603,62.75216338,1.319246769,1.101533294,2.123146057,0.4900754094,0.1886161119,3,0.009999999776,1.200000048,0.2342676073,0.1273447424,3,0.009999999776,1.200000048,0.1136748995,0.3543253498,0.4127539672,0.1136748995
SNA,shell,0.001,0.001,7,8,0.9690208333,1,1,0,0,-0.6019779444,1.266930103,-9.999919891,0.7553746104,63.6965083,0,0,-1.148632884,2.14162302,-8.165802002,0.7173900604,62.0440332,1.350828052,1.123553276,2.11281848,0.4714815021,0.211092934,1.839036465,0,1.200000048,0.2896924913,0.1544024199,3,0.02999999933,1.200000048,0.1181984131,0.3622095719,0.4231579243,0.1181984131
SNA,shell,0.001,0.001,7,9,0.9674666667,1,1,0,0,-0.7405567169,1.344371319,-12.92531776,0.7486307025,62.67437663,0,0,-1.988580585,2.685698986,-6.819768906,0.6155213118,62.54153894,1.490683079,1.163143396,2.14279151,0.4569323957,0.1665880233,2.509136915,0,1.200000048,0.229460597,0.1249537244,3,0.02999999933,1.200000048,0.149456262,0.4161970833,0.478318221,0.149456262
SNA,shell,0.001,0.001,7,10,0.9669979167,1,1,0,0,-0.5048661828,1.330537915,-12.06848717,0.8063006997,59.95746255,0,0,-2.112483025,2.824985266,-7.462726116,0.6391814947,62.7615548,1.387475252,1.14180553,2.155887127,0.4571976066,0.1789294928,3,0.009999999776,1.200000048,0.2174687982,0.112408638,3,0.01999999955,1.200000048,0.133337143,0.3894189553,0.4519843909,0.133337143
SNA,shell,0.001,0.001,7,11,0.9681791667,1,1,0,0,-0.3545561731,1.264333725,-10.86844254,0.8812717795,62.18451803,0,0,-1.840414405,2.529517174,-6.99842453,0.6442098022,62.54765091,1.392709255,1.106263518,2.144123554,0.4843254685,0.1972412616,2.152685165,0,1.200000048,0.24312599,0.1254803389,3,0.01999999955,1.200000048,0.124976864,0.3744865473,0.4378935863,0.124976864
SNA,shell,0.001,0.001,7,12,0.9675895833,1,1,0,0,-0.6209208965,1.447413206,-13.5144825,0.7993306518,61.32228162,0,0,-2.474383831,3.078438759,-8.249948502,0.6331728697,61.48829594,1.540979624,1.197113872,2.189405203,0.4204205871,0.1630828083,2.678150654,0,1.200000048,0.2038979232,0.1106761843,2.854267597,0,1.200000048,0.1571275075,0.4297677905,0.4926129854,0.1571275075
SNA,shell,0.001,0.001,7,13,0.9671395833,1,1,0,0,-0.6175580621,1.324829221,-10.52411938,0.8021144867,62.70329926,0,0,-2.085492611,2.662805319,-7.1284585,0.6423422694,64.70455573,1.410074472,1.19502902,2.185317516,0.4600107372,0.2018767744,2.525019884,0,1.200000048,0.2309720516,0.1166693345,3,0.01999999955,1.200000048,0.1408930201,0.4023225522,0.4697934022,0.1408930201
SNA,shell,0.001,0.001,7,14,0.96978125,1,1,0,0,-0.5535874367,1.291029453,-11.00434589,0.7789966464,62.08192953,0,0,-2.089763165,2.517361641,-7.700666428,0.654504776,65.5022032,1.499856591,1.148122787,2.195687771,0.4724774361,0.1950238496,3,0.03999999911,1.200000048,0.2475572079,0.1322411746,3,0.009999999776,1.200000048,0.1419079217,0.4035997632,0.4703909823,0.1419079217
SNA,shell,0.001,0.001,7,15,0.968275,1,1,0,0,-0.3854770958,1.342863679,-11.82716656,0.8957728148,62.02907248,0,0,-2.619482517,2.91836381,-7.821429253,0.6369110346,66.13774698,1.445356965,1.17281878,2.225603104,0.4572012126,0.1818551868,2.062770844,0,1.200000048,0.2092600316,0.1071415916,0.590277195,0,1.200000048,0.1497056454,0.4173833354,0.4840519448,0.1497056454
SNA,shell,0.001,0.001,7,16,0.96805625,1,1,0,0,-0.2784958482,1.318961978,-10.27746582,0.9297887087,60.00429964,0,0,-2.147189379,2.887011528,-7.548580647,0.6527309418,64.29812316,1.366016626,1.131723166,2.200452805,0.4631711245,0.2053957433,3,0.01999999955,1.200000048,0.2127919048,0.09502544999,3,0.009999999776,1.200000048,0.1305176195,0.3846544877,0.4526212798,0.1305176195
SNA,shell,0.001,0.001,7,17,0.9688208333,1,1,0,0,-0.3253822327,1.303128362,-13.05832386,0.8610238433,60.38710266,0,0,-2.621976376,2.766820908,-7.24630022,0.6227201223,64.4568829,1.492322564,1.129537582,2.15730691,0.4719950557,0.1642774045,3,0.009999999776,1.200000048,0.2228440195,0.133168593,3,0.009999999776,1.200000048,0.1401979507,0.401031418,0.4690694116,0.1401979507
SNA,shell,0.001,0.001,7,18,0.96868125,1,1,0,0,-0.5067101121,1.349797726,-10.11549187,0.8530731201,61.41196701,0,0,-1.323355198,2.327830315,-6.482254982,0.7532894611,63.89447264,1.39394474,1.085937381,2.116421223,0.4584418833,0.1955634505,3,0.009999999776,1.200000048,0.264339596,0.1250435859,1.73716712,0,1.200000048,0.1189218906,0.3636565571,0.4329815645,0.1189218906
SNA,shell,0.001,0.001,7,19,0.9686354167,0.9966666698,0.9966666698,0,0,-0.6506357193,1.409003496,-12.02892685,0.7515023351,63.60695504,0,0,-2.008851767,2.634016275,-6.406680584,0.6463749409,65.85183438,1.528629303,1.162398458,2.142753124,0.4430110455,0.1697483361,2.397740602,0,1.200000048,0.237496227,0.1442928761,1.277843356,0,1.200000048,0.1550250461,0.4255286714,0.4944216327,0.1550250461
SNA,shell,0.001,0.001,7,20,0.96775625,1,1,0,0,-0.2363685668,1.32032454,-12.15973759,0.9561891556,58.81554594,0,0,-2.766356707,3.210818529,-6.911654472,0.6297649145,64.87162387,1.39897716,1.184846044,2.200615644,0.4591795802,0.172262907,3,0.009999999776,1.200000048,0.1919941604,0.1248212084,2.466647625,0,1.200000048,0.1340836678,0.3911307857,0.4591092495,0.1340836678
SNA,shell,0.001,0.001,7,21,0.9682083333,1,1,0,0,-0.8029952049,1.325853586,-10.007967,0.7359790802,65.67893469,0,0,-1.801858068,2.45159626,-6.058789253,0.6614082456,65.03427758,1.530201077,1.180724025,2.160885096,0.4683541656,0.206313476,1.687431455,0,1.200000048,0.2569827139,0.1388891339,3,0.02999999933,1.200000048,0.1528713105,0.4217497853,0.4899732607,0.1528713105
SNA,shell,0.001,0.001,7,22,0.9686520833,0.9491666555,0.9491666555,0,0,-0.618735373,1.361178517,-11.9069128,0.8172511458,59.19461829,0,0,-2.027997732,2.506913185,-7.06397438,0.6585530639,61.34937104,1.339338779,1.074836135,2.157265425,0.4592525065,0.1826387942,2.990548611,0,1.200000048,0.2374771833,0.1344432384,3,0.009999999776,1.200000048,0.1162811382,0.358985151,0.4289885808,0.1162811382
SNA,shell,0.001,0.001,7,23,0.969,0.9658333063,0.9658333063,0,0,-0.9099423289,1.347045422,-9.705545425,0.6606390476,65.44735759,0,0,-1.633953691,2.194466114,-6.104846001,0.6121828556,64.73718205,1.533141136,1.158491135,2.126579285,0.4697680175,0.21781528,2.216126919,0,1.200000048,0.2732694447,0.1384672076,3,0.009999999776,1.200000048,0.1498422751,0.4165986038,0.4867836238,0.1498422751
SNA,shell,0.001,0.001,7,24,0.967125,1,1,0,0,-0.6710745096,1.359619498,-10.69128609,0.7862281799,63.78584895,0,0,-1.604401708,2.322623253,-6.508172989,0.6816945672,63.26486842,1.511019111,1.134655356,2.10821104,0.4501160979,0.1992909461,2.909527302,0,1.200000048,0.2633020878,0.128118217,3,0.01999999955,1.200000048,0.1436006269,0.4063812677,0.4754912815,0.1436006269
