arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_c1,zeroout_c1,zbar_c1,zsd_c1,zbar_min_c1,mob_c1,mob_pool_c1,eff_rank_c1,dead_frac_c2,zeroout_c2,zbar_c2,zsd_c2,zbar_min_c2,mob_c2,mob_pool_c2,eff_rank_c2,dead_frac_f1,zeroout_f1,zbar_f1,zsd_f1,zbar_min_f1,mob_f1,eff_rank_f1,dead_frac_f2,zeroout_f2,zbar_f2,zsd_f2,zbar_min_f2,mob_f2,eff_rank_f2,w_norm_c1,w_norm_c2,w_norm_f1,w_norm_f2,w_norm_f3
SW3,2,0.001,1,none,0.96860625,1,1,0,0,-1.147525191,0.6526463628,-1.875123739,-0.01576798782,-0.005959753878,6.912907796,0,0,-0.9508521557,1.455991864,-1.857914925,0.2408440411,0.4370843172,13.85421489,0,0,-1.87178719,5.283195496,-9.198831558,0.3555368781,82.23218546,0,0,2.594193935,3.657004118,-0.351513207,0.7813241482,52.1568686,0.8190987706,2.290043592,3.000139475,1.252156377,1.639109373
SW3,2,0.001,2,none,0.498125,0.7350000143,0.7350000143,0,0,-2.148775578,1.263030171,-5.944597721,0.01357508823,0.03965925053,6.947523415,0,0,-4.635064602,2.359667063,-6.695196152,0.009549421258,0.02850253507,7.736791387,0,0,-7.90428257,2.524618626,-12.76557064,-1.533120212e-06,25.16611917,0,0,-0.04564598575,2.150671721,-2.241554499,0.8158240318,34.75810062,1.389198303,4.10504961,6.182406902,6.203658104,7.15607357
SW3,2,0.001,3,none,0.1030104167,0.1125000045,0.1125000045,0,0,-2.039394379,1.203011155,-6.042726994,-0.0007380697061,0.005090236198,4.18277092,0,0,-13.67408276,4.319135666,-20.8100338,-2.472623601e-05,7.376491703e-05,1.346753337,1,0.1400000006,-60.42064667,12.85067558,-96.38684845,-3.69779813e-32,1.055433462,0,0,0.3085972667,0,-1.086286068,0.9043866396,1.000002252,1.546549916,4.268788338,6.190244675,6.202169418,6.836069107
SW3,2,0.001,4,none,0.09730625,0.09666667134,0.09666667134,0,0,-2.021610022,1.261582732,-5.566361427,-5.397530913e-05,0.006833412219,3.992239991,0,0,-17.80737305,6.181312084,-29.5546093,-3.783116699e-05,5.062714081e-06,1.305968799,1,0.6100000143,-96.97789764,20.99429893,-154.0963593,0,1.536713854,0,0,0.2381363809,0,-1.158706784,0.8289951682,1.000002412,1.500321388,4.265307903,6.190244675,6.188681602,6.629211426
SW3,2,0.001,5,none,0.11076875,0.1150000021,0.1150000021,0,0,-2.021662712,1.262503624,-5.565170288,-3.980410838e-05,0.006855808198,3.985666701,0,0,-17.85079193,6.199374199,-29.65028381,-3.763753557e-05,5.91667731e-06,1.304918397,1,0.6100000143,-97.57115173,21.11450005,-155.0521698,0,1.905507796,0.009999999776,0,0.1523419917,0,-1.249503851,0.7208004594,1.000002129,1.500294328,4.265305996,6.190244675,6.188681602,6.358191013
SW3,2,0.001,6,none,0.1163458333,0.1208333373,0.1208333373,0,0,-1.620542407,1.297676206,-5.513499737,0.01856290177,0.03866741434,3.270581394,0,0,-22.61189079,9.897179604,-46.23757172,-1.338780385e-05,0.000158656374,1.677366572,1,0.8399999738,-158.3520355,35.6968689,-258.7146606,0,1.000612223,0.009999999776,0,0.06568362564,0,-1.337500453,0.5978914499,1.000001808,1.469018817,4.305012226,6.190244675,6.188561916,5.941528797
SW3,2,0.001,7,none,0.1158916667,0.1208333373,0.1208333373,0,0,-1.620542407,1.297676206,-5.513499737,0.01856290177,0.03866741434,3.270581394,0,0,-22.61189079,9.897179604,-46.23757172,-1.338780385e-05,0.000158656374,1.677366572,1,0.8399999738,-158.3520355,35.6968689,-258.7146606,0,1.000612223,0.009999999776,0,0.003055774141,0,-1.474933505,0.5045834184,1.000001712,1.469018817,4.305012226,6.190244675,6.188561916,5.226905823
SW3,2,0.001,8,none,0.1015125,0.1108333394,0.1108333394,0,0,-1.620542407,1.297676206,-5.513499737,0.01856290177,0.03866741434,3.270581394,0,0,-22.61189079,9.897179604,-46.23757172,-1.338780385e-05,0.000158656374,1.677366572,1,0.8399999738,-158.3520355,35.6968689,-258.7146606,0,1.000612223,0,0,7.37893015e-06,0,-1.612293482,0.5000112653,1.000001284,1.469018817,4.305012226,6.190244675,6.188561916,4.490785122
SW3,2,0.001,9,none,0.1080166667,0.113333337,0.113333337,0,0,-1.620542407,1.297676206,-5.513499737,0.01856290177,0.03866741434,3.270581394,0,0,-22.61189079,9.897179604,-46.23757172,-1.338780385e-05,0.000158656374,1.677366572,1,0.8399999738,-158.3520355,35.6968689,-258.7146606,0,1.000612223,0,0,-6.362525892e-05,0,-1.738358378,0.4999046028,1.000000777,1.469018817,4.305012226,6.190244675,6.188561916,3.861519814
SW3,2,0.001,10,none,0.1044520833,0.1075000018,0.1075000018,0,0,-1.620542407,1.297676206,-5.513499737,0.01856290177,0.03866741434,3.270581394,0,0,-22.61189079,9.897179604,-46.23757172,-1.338780385e-05,0.000158656374,1.677366572,1,0.8399999738,-158.3520355,35.6968689,-258.7146606,0,1.000612223,0,0,-0.0001322765311,0,-1.85284853,0.4998016059,1.000000781,1.469018817,4.305012226,6.190244675,6.188561916,3.427679777
