task,phase,zbar_cur,sigma_cur,between_cur,pos_frac,zbar_inv,sigma_inv,between_inv,cnorm,cnorm2,rowmean,bias,w2col,sat,gate_mean,dead_units,arm,iv,alpha,seed,acc,r_W1b1,r_W2,E,E_pred,E_pred_wrong,r_scale,ce_loss,wd_radial
1,start,0.017754172577613234,0.1470639537174322,0.01492543444079601,0.53455078125,0.010852423356776825,0.14785244782347204,0.006670811442605916,0.5767626825802897,0.3327448627869192,0.00011044525494720699,3.2118180533871055e-05,0.57041784362722,0.0,0.5810957038185733,0,LR,none,0.0,1,,,,,,,,,
1,end,0.6707528644003935,1.0133690251396708,0.29464669164364626,0.70724609375,0.24133172687561782,0.3293416585352491,0.2643446909857714,1.1423046624917501,1.3116541872446046,0.002123234984796907,0.016719155711180066,0.7702042758191583,0.0,0.7365214848112374,0,LR,none,0.0,1,0.909600019454956,,,,,,,,
2,start,0.25298525649327647,0.3345202685197133,0.2834582966240626,0.65248046875,0.24133172687561782,0.3293416585352491,0.2643446909857714,1.1423046624917501,1.3116541872446046,0.002123234984796907,0.016719155711180066,0.7702042758191583,0.0,0.6872324223928444,0,LR,none,0.0,1,,,,,,,,,
2,end,-0.06014364647078906,1.1664834771349797,1.1588715271844832,0.46716796875,0.02219900095805005,0.4545731877077622,0.6234413099130964,1.5275877916908243,2.3540579912223785,0.00016193375324321258,0.015352547818329185,0.8402085946462592,0.0,0.5204511726689816,0,LR,none,0.0,1,0.9114999771118164,,,,,,,,
3,start,0.04676368063400446,0.4880458328380197,0.6232918424363341,0.49615234375,0.02219900095805005,0.4545731877077622,0.6234413099130964,1.5275877916908243,2.3540579912223785,0.00016193375324321258,0.015352547818329185,0.8402085946462592,0.0,0.5465371101257915,0,LR,none,0.0,1,,,,,,,,,
3,end,-0.3833169592146899,1.2391724867974585,1.2650351081533948,0.3776171875,-0.28506204700668275,0.5298919199318848,0.6899994892990153,1.803232204567807,3.2864377196892316,-0.0027219260257016513,0.012772587218787521,0.897309909276529,0.0,0.4398554696774227,0,LR,none,0.0,1,0.9204999804496765,,,,,,,,
4,start,-0.22406553912623778,0.5260659734527768,0.7146648618437216,0.40517578125,-0.28506204700668275,0.5298919199318848,0.6899994892990153,1.803232204567807,3.2864377196892316,-0.0027219260257016513,0.012772587218787521,0.897309909276529,0.0,0.46465820401135716,0,LR,none,0.0,1,,,,,,,,,
4,end,-0.7540309950276098,1.253895436481739,1.5831739057166505,0.2890234375,-0.5778984610038865,0.6090546217748167,0.8178602635568414,2.0021592651713784,4.057057706669595,-0.005459262318358704,0.01042773637920618,0.9564345729685454,0.0,0.36012109480943766,0,LR,none,0.0,1,0.920799970626831,,,,,,,,
5,start,-0.5972081568181968,0.6097477608131612,0.8648360177589034,0.26357421875,-0.5778984610038865,0.6090546217748167,0.8178602635568414,2.0021592651713784,4.057057706669595,-0.005459262318358704,0.01042773637920618,0.9564345729685454,0.0,0.3372167979723599,0,LR,none,0.0,1,,,,,,,,,
5,end,-0.8140402829110479,1.2613784174322942,1.6017123459145526,0.2705859375,-0.7407931798086602,0.6694767003262869,0.9675106967326608,2.1633196257931844,4.742485375771669,-0.006979763556343328,0.012671340385568329,1.0100473019857703,0.0,0.34352734483691166,0,LR,none,0.0,1,0.9217000007629395,,,,,,,,
