task,phase,zbar_cur,sigma_cur,between_cur,pos_frac,zbar_inv,sigma_inv,between_inv,cnorm,cnorm2,rowmean,bias,w2col,sat,gate_mean,dead_units,arm,iv,alpha,seed,acc,r_W1b1,r_W2,E,E_pred,E_pred_wrong,r_scale,ce_loss,wd_radial
1,start,-0.02188783815697956,0.15153646121608383,0.014775860059294477,0.45609375,-0.009089337528083347,0.1489740139453167,0.006164610147101484,0.5757877160145358,0.33159565164815724,-0.00010879748362032107,0.002249065590440296,0.5773942759447376,0.0,0.922701399580692,0,ELU1,l2,1.0,0,,,,,,,,,
1,end,0.21385539594236916,0.8158333592064438,0.19408987613865744,0.5807421875,0.06777456639058511,0.22137413561389352,0.08138915004671982,0.7577083672387138,0.5814058815740916,0.000656953275184632,0.006118539086164674,0.6817314595997075,0.00078125,0.8271042459327691,0,ELU1,l2,1.0,0,0.9074000120162964,,,,,,,,
2,start,0.06256045183494174,0.21605939600126572,0.0777119722897346,0.57412109375,0.06777456639058511,0.22137413561389352,0.08138915004671982,0.7577083672387138,0.5814058815740916,0.000656953275184632,0.006118539086164674,0.6817314595997075,0.0,0.9132780644920422,0,ELU1,l2,1.0,0,,,,,,,,,
2,end,0.015331584220487034,0.9194351440061853,0.28563746013206975,0.501171875,0.015134179237281766,0.2761083176554222,0.1969868965882891,0.8965941612222477,0.8130820394305246,0.00021586296980661296,0.00499059576599393,0.654663564194289,0.00525390625,0.7621233811225931,0,ELU1,l2,1.0,0,0.9176999926567078,,,,,,,,
3,start,0.02407561263141176,0.25868123180617464,0.21311352743089185,0.561015625,0.015134179237281766,0.2761083176554222,0.1969868965882891,0.8965941612222477,0.8130820394305246,0.00021586296980661296,0.00499059576599393,0.654663564194289,0.0003125,0.8665131543737152,0,ELU1,l2,1.0,0,,,,,,,,,
3,end,-0.035128539246889974,0.9652377958242081,0.21468461736222758,0.47162109375,-0.02145669492345541,0.2979140507424761,0.1929601859403387,0.9657771611332318,0.9450115670670333,-0.00018313564900630276,0.005925645705428906,0.6421925110125548,0.0046484375,0.7439561297687532,0,ELU1,l2,1.0,0,0.901199996471405,,,,,,,,
4,start,0.021455229366203678,0.30657134912652634,0.2153662541308751,0.52876953125,-0.02145669492345541,0.2979140507424761,0.1929601859403387,0.9657771611332318,0.9450115670670333,-0.00018313564900630276,0.005925645705428906,0.6421925110125548,0.00015625,0.8559823044866789,0,ELU1,l2,1.0,0,,,,,,,,,
4,end,-0.041594931259189546,0.9520244501282421,0.2565188618616677,0.46287109375,-0.025212415988827216,0.3121932693415289,0.22383712502000497,0.9855261073531966,0.9893804283442915,-0.00032702090346327915,0.007273203623481095,0.621964200510182,0.00369140625,0.7400678370310152,0,ELU1,l2,1.0,0,0.917900025844574,,,,,,,,
5,start,-0.037718611943523474,0.2931386667041769,0.25572531597760717,0.4703125,-0.025212415988827216,0.3121932693415289,0.22383712502000497,0.9855261073531966,0.9893804283442915,-0.00032702090346327915,0.007273203623481095,0.621964200510182,0.0,0.8237027816537011,0,ELU1,l2,1.0,0,,,,,,,,,
5,end,-0.0626680430061973,0.9598706780298012,0.18300392330821505,0.4451953125,-0.038755210538209496,0.32234555227291695,0.22448571146717733,1.0042133898310266,1.0332653702226637,-0.00037983201133086884,0.008615935374982654,0.6251320152754051,0.003359375,0.7358420431896161,0,ELU1,l2,1.0,0,0.91839998960495,,,,,,,,
6,start,-0.04438730635211715,0.2837748163554352,0.1052231441847543,0.4525390625,-0.038755210538209496,0.32234555227291695,0.22448571146717733,1.0042133898310266,1.0332653702226637,-0.00037983201133086884,0.008615935374982654,0.6251320152754051,0.0,0.8569637249824882,0,ELU1,l2,1.0,0,,,,,,,,,
6,end,-0.1473698570027574,0.9712682866485359,0.2177723084583981,0.41951171875,-0.05965887175486118,0.3284155529068034,0.2678861617220494,1.0215357858715652,1.0682887262298948,-0.0005210564897375633,0.011090241847196012,0.6193126821520437,0.0047265625,0.7090665388311436,0,ELU1,l2,1.0,0,0.9207000136375427,,,,,,,,
7,start,-0.060906634864022785,0.33510663065674423,0.40840637986336825,0.44939453125,-0.05965887175486118,0.3284155529068034,0.2678861617220494,1.0215357858715652,1.0682887262298948,-0.0005210564897375633,0.011090241847196012,0.6193126821520437,0.00056640625,0.791800508905435,0,ELU1,l2,1.0,0,,,,,,,,,
7,end,-0.04858842784487116,0.9729932968123443,0.2879362227301901,0.45287109375,-0.024083523241391333,0.3195623036141757,0.23073557583694307,1.035085019112195,1.0921951598880444,-0.0002219463738142396,0.015505076182453194,0.6255749515473614,0.00421875,0.7344144117850329,0,ELU1,l2,1.0,0,0.9169999957084656,,,,,,,,
8,start,0.016879073032607782,0.30415590013620436,0.2169377161652727,0.51103515625,-0.024083523241391333,0.3195623036141757,0.23073557583694307,1.035085019112195,1.0921951598880444,-0.0002219463738142396,0.015505076182453194,0.6255749515473614,1.953125e-05,0.8534693691275242,0,ELU1,l2,1.0,0,,,,,,,,,
8,end,-0.0644152928153729,0.9594584705547202,0.20830128196007272,0.4457421875,-0.02928960787056332,0.3180065172152936,0.2295547786944933,1.0417665222594414,1.1050322204647314,-0.00023122581129158694,0.01675151625648141,0.622129858829987,0.00236328125,0.7301142403264385,0,ELU1,l2,1.0,0,0.92330002784729,,,,,,,,
