task,phase,zbar_cur,sigma_cur,between_cur,pos_frac,zbar_inv,sigma_inv,between_inv,cnorm,cnorm2,rowmean,bias,w2col,sat,gate_mean,dead_units,arm,iv,alpha,seed,acc,r_W1b1,r_W2,E,E_pred,E_pred_wrong,r_scale,ce_loss,wd_radial
1,start,0.017754172577613234,0.1470639537174322,0.01492543444079601,0.53455078125,0.010852423356776825,0.14785244782347204,0.006670811442605916,0.5767626825802897,0.3327448627869192,0.00011044525494720699,3.2118180533871055e-05,0.57041784362722,0.0,1.020511450074846,0,SNA,none,0.0,1,,,,,,,,,
1,end,0.287544706884824,0.7874401075585705,0.2215501047707491,0.60419921875,0.06014146633195239,0.2741974272312516,0.18635299120969592,0.9793016314388542,0.9630907741184258,0.00043833715572599857,0.008381430775625632,0.693382883916822,0.07732421875,1.1101837981364224,0,SNA,none,0.0,1,0.9162999987602234,,,,,,,,
2,start,0.06837881702480852,0.2785613864583184,0.2106363802675032,0.53935546875,0.06014146633195239,0.2741974272312516,0.18635299120969592,0.9793016314388542,0.9630907741184258,0.00043833715572599857,0.008381430775625632,0.693382883916822,0.047578125,1.0587883448041975,0,SNA,none,0.0,1,,,,,,,,,
2,end,-0.23722606615452413,0.9997347982597501,0.6897158344020791,0.40796875,-0.12720571418978624,0.3839018419097202,0.371663293797069,1.3281057236406093,1.7763516569997722,-0.0012112870721929488,0.006206900847610086,0.7414298217739733,0.1209375,0.9086505390319508,0,SNA,none,0.0,1,0.9246000051498413,,,,,,,,
3,start,-0.13127941339708163,0.41530039734162205,0.39652411238020824,0.40052734375,-0.12720571418978624,0.3839018419097202,0.371663293797069,1.3281057236406093,1.7763516569997722,-0.0012112870721929488,0.006206900847610086,0.7414298217739733,0.08572265625,0.8687961833458394,0,SNA,none,0.0,1,,,,,,,,,
3,end,-0.4083321179510388,1.0332837825613455,0.7076552606824197,0.35181640625,-0.30733185757287834,0.4483215139015141,0.41141528873749594,1.5651460130596015,2.4686425491886763,-0.0028827711543007515,0.0037151523516513406,0.7765492308631741,0.13259765625,0.8487685943394899,0,SNA,none,0.0,1,0.9171000123023987,,,,,,,,
4,start,-0.2807603295163989,0.45030051653604325,0.420867861521481,0.34017578125,-0.30733185757287834,0.4483215139015141,0.41141528873749594,1.5651460130596015,2.4686425491886763,-0.0028827711543007515,0.0037151523516513406,0.7765492308631741,0.12060546875,0.7634638857771643,0,SNA,none,0.0,1,,,,,,,,,
4,end,-0.5257856397333246,1.0749125645051334,0.7203779420452036,0.30921875,-0.4283966383131475,0.5052274371399397,0.4862661978587521,1.7375650934325881,3.0481463964636397,-0.004033427256971731,0.002689285785309039,0.8126814308068756,0.1487109375,0.7923062638391275,0,SNA,none,0.0,1,0.9289000034332275,,,,,,,,
5,start,-0.45595745177348573,0.5160105027478751,0.5230901402655175,0.284765625,-0.4283966383131475,0.5052274371399397,0.4862661978587521,1.7375650934325881,3.0481463964636397,-0.004033427256971731,0.002689285785309039,0.8126814308068756,0.144296875,0.7056435306125786,0,SNA,none,0.0,1,,,,,,,,,
5,end,-0.4148056897157315,1.068425048611327,0.7115404812983323,0.34107421875,-0.4644303127637804,0.5425645583509592,0.5225408409325394,1.8743543724672886,3.5523933357219084,-0.004331848833128148,0.004189741335867438,0.8404804774682694,0.1361328125,0.829332183378283,0,SNA,none,0.0,1,0.9200999736785889,,,,,,,,
6,start,-0.414066545958095,0.5591992622450195,0.4708033719100884,0.293203125,-0.4644303127637804,0.5425645583509592,0.5225408409325394,1.8743543724672886,3.5523933357219084,-0.004331848833128148,0.004189741335867438,0.8404804774682694,0.14037109375,0.7157196075282991,0,SNA,none,0.0,1,,,,,,,,,
6,end,-0.4627533621031343,1.0959140614370235,0.5197851574002273,0.32287109375,-0.5388681095677484,0.5748359503552849,0.4810079303287385,2.0090350052687183,4.0766823157057575,-0.004921140405853745,0.004423950557684293,0.8655717175848107,0.1483984375,0.7877081392484251,0,SNA,none,0.0,1,0.9271000027656555,,,,,,,,
7,start,-0.5500595216030679,0.5780360629947856,0.4683107207734684,0.2640625,-0.5388681095677484,0.5748359503552849,0.4810079303287385,2.0090350052687183,4.0766823157057575,-0.004921140405853745,0.004423950557684293,0.8655717175848107,0.15330078125,0.6728849368006923,0,SNA,none,0.0,1,,,,,,,,,
7,end,-0.6097041853892801,1.149481088210868,0.8339554136420537,0.309375,-0.6212118155360425,0.6124150401108885,0.5634475385141335,2.130877377642083,4.579702631221672,-0.0056140758063883,0.004791634762659669,0.8881077160910118,0.14546875,0.7949427636724431,0,SNA,none,0.0,1,0.9269000291824341,,,,,,,,
8,start,-0.4888972688738052,0.6031924931779828,0.48725991612811387,0.282265625,-0.6212118155360425,0.6124150401108885,0.5634475385141335,2.130877377642083,4.579702631221672,-0.0056140758063883,0.004791634762659669,0.8881077160910118,0.13974609375,0.7048706301790663,0,SNA,none,0.0,1,,,,,,,,,
8,end,-0.6683116275431249,1.1188586290790887,0.7049742990571874,0.2849609375,-0.7258212916722926,0.6466909463036399,0.6579489875035748,2.235559030461745,5.031865425432224,-0.006680385942020751,0.005629710453504231,0.9080580446194447,0.149453125,0.7590979043848347,0,SNA,none,0.0,1,0.9221000075340271,,,,,,,,
9,start,-0.6845508933216193,0.6636098591732006,0.6544213887216155,0.240625,-0.7258212916722926,0.6466909463036399,0.6579489875035748,2.235559030461745,5.031865425432224,-0.006680385942020751,0.005629710453504231,0.9080580446194447,0.15548828125,0.6692183525674045,0,SNA,none,0.0,1,,,,,,,,,
9,end,-0.6418198775934232,1.1653115170802448,0.8761075987806598,0.313359375,-0.7363000271824981,0.6695796163194404,0.6189798824008842,2.3412370962863926,5.511350341242266,-0.00670199025078084,0.006361537260236218,0.9307384863277633,0.14498046875,0.7853177989996039,0,SNA,none,0.0,1,0.9348999857902527,,,,,,,,
10,start,-0.7561759054590432,0.6887949069988588,0.6017242274758288,0.226484375,-0.7363000271824981,0.6695796163194404,0.6189798824008842,2.3412370962863926,5.511350341242266,-0.00670199025078084,0.006361537260236218,0.9307384863277633,0.16640625,0.6322133849537931,0,SNA,none,0.0,1,,,,,,,,,
10,end,-0.6871613263587136,1.139466785425723,0.5771784729095851,0.2743359375,-0.7522508785261437,0.6873860946040714,0.5553695789526099,2.4285837789784583,5.925970182981992,-0.006783617419710739,0.008273528194113169,0.9448180445696446,0.15953125,0.740639548470499,0,SNA,none,0.0,1,0.9221000075340271,,,,,,,,
11,start,-0.6089881253775812,0.6841440336161292,0.7495686361082698,0.28966796875,-0.7522508785261437,0.6873860946040714,0.5553695789526099,2.4285837789784583,5.925970182981992,-0.006783617419710739,0.008273528194113169,0.9448180445696446,0.13173828125,0.7532502489804755,0,SNA,none,0.0,1,,,,,,,,,
11,end,-0.7405704736667904,1.1797112742792168,0.8770076028771576,0.2812109375,-0.80492629751198,0.7101239124494932,0.5382401206175353,2.513775232159547,6.345934709163223,-0.007314800941985606,0.009012484136910644,0.9626880973203282,0.14578125,0.767502292493591,0,SNA,none,0.0,1,0.9228000044822693,,,,,,,,
12,start,-0.6939524958870039,0.6979406960894621,0.6032291648381142,0.244140625,-0.80492629751198,0.7101239124494932,0.5382401206175353,2.513775232159547,6.345934709163223,-0.007314800941985606,0.009012484136910644,0.9626880973203282,0.15767578125,0.6578767963405698,0,SNA,none,0.0,1,,,,,,,,,
12,end,-0.7566075055953528,1.1532561447000342,0.5878367932319003,0.26099609375,-0.8224664157653285,0.7320049259684335,0.5212014666550473,2.592255530046706,6.747113253726656,-0.007530450141014715,0.010684015292790719,0.9761554653407617,0.15533203125,0.7266630547260866,0,SNA,none,0.0,1,0.9194999933242798,,,,,,,,
13,start,-0.8384768152041157,0.7404035341065961,0.6407937838548534,0.21076171875,-0.8224664157653285,0.7320049259684335,0.5212014666550473,2.592255530046706,6.747113253726656,-0.007530450141014715,0.010684015292790719,0.9761554653407617,0.1662109375,0.6395998722047079,0,SNA,none,0.0,1,,,,,,,,,
13,end,-0.7364355609810422,1.1630981619594252,0.7213847021760929,0.273046875,-0.7885265919849094,0.7447933216282779,0.48353251191532565,2.6662221697209048,7.1344260729139615,-0.0072995306552784325,0.011425177700584755,0.9902959378110873,0.14880859375,0.7534669216070324,0,SNA,none,0.0,1,0.9212999939918518,,,,,,,,
14,start,-0.7073383380120158,0.724868414943016,0.5999533879305105,0.24931640625,-0.7885265919849094,0.7447933216282779,0.48353251191532565,2.6662221697209048,7.1344260729139615,-0.0072995306552784325,0.011425177700584755,0.9902959378110873,0.14603515625,0.6838314110785723,0,SNA,none,0.0,1,,,,,,,,,
14,end,-0.7810150514509658,1.1533432100966088,0.7777829907225408,0.26296875,-0.8018125461574764,0.7664847062912702,0.5067766880571396,2.738513603807898,7.524416718426385,-0.007508831185728124,0.01235903225839138,1.002522282758794,0.15818359375,0.73614201444434,0,SNA,none,0.0,1,0.9248999953269958,,,,,,,,
15,start,-0.8062262976797614,0.7539656353141618,0.6487980688648424,0.2274609375,-0.8018125461574764,0.7664847062912702,0.5067766880571396,2.738513603807898,7.524416718426385,-0.007508831185728124,0.01235903225839138,1.002522282758794,0.1583203125,0.6692014051193838,0,SNA,none,0.0,1,,,,,,,,,
15,end,-0.8090283361109303,1.1953429973559442,0.6802611497104424,0.26275390625,-0.8119101466809656,0.7841877350731419,0.46629334821361257,2.8116615700959717,7.929617328866329,-0.007602639028501076,0.012671030345372855,1.0180707295760443,0.15837890625,0.7308855754032265,0,SNA,none,0.0,1,0.9053999781608582,,,,,,,,
16,start,-0.7960488299070724,0.7924438657840276,0.788603535016775,0.24380859375,-0.8119101466809656,0.7841877350731419,0.46629334821361257,2.8116615700959717,7.929617328866329,-0.007602639028501076,0.012671030345372855,1.0180707295760443,0.14841796875,0.6952088835579343,0,SNA,none,0.0,1,,,,,,,,,
16,end,-0.8367503996578469,1.1955140070902297,0.7867598465508273,0.25798828125,-0.8283159204185486,0.801851731064673,0.45731358220954954,2.8803764238568728,8.321346862416709,-0.007938324468573031,0.013499557254835964,1.0257469594591506,0.15595703125,0.7352368383295834,0,SNA,none,0.0,1,0.9230999946594238,,,,,,,,
17,start,-0.8012986665569545,0.8105416237338173,0.7833105703647605,0.2528515625,-0.8283159204185486,0.801851731064673,0.45731358220954954,2.8803764238568728,8.321346862416709,-0.007938324468573031,0.013499557254835964,1.0257469594591506,0.15552734375,0.7002325777790975,0,SNA,none,0.0,1,,,,,,,,,
17,end,-0.7837146645257489,1.20962053928876,0.7850446437794975,0.27021484375,-0.8291189997472164,0.8135120082421439,0.4451607351260556,2.9443217286217207,8.692950165118274,-0.00793905123082187,0.013583098336821421,1.032120944999132,0.15646484375,0.7368093573581427,0,SNA,none,0.0,1,0.9192000031471252,,,,,,,,
18,start,-0.8465586618337656,0.8244241585188695,0.688477338041238,0.22978515625,-0.8291189997472164,0.8135120082421439,0.4451607351260556,2.9443217286217207,8.692950165118274,-0.00793905123082187,0.013583098336821421,1.032120944999132,0.15638671875,0.6661543882207479,0,SNA,none,0.0,1,,,,,,,,,
18,end,-0.8073902911913532,1.2117526352896448,0.876476996695896,0.27208984375,-0.7826776713760389,0.8265972288158149,0.5176713277674179,3.0086412650683614,9.075258326027493,-0.007570811484193413,0.01536526116236928,1.041720707649269,0.1573046875,0.7359838213317562,0,SNA,none,0.0,1,0.9269000291824341,,,,,,,,
19,start,-0.7030166871363751,0.8456229873346401,0.8538024091899353,0.2874609375,-0.7826776713760389,0.8265972288158149,0.5176713277674179,3.0086412650683614,9.075258326027493,-0.007570811484193413,0.01536526116236928,1.041720707649269,0.1434375,0.7428967129916418,0,SNA,none,0.0,1,,,,,,,,,
19,end,-0.8382295735799832,1.2563025000498025,0.9380568759314503,0.26638671875,-0.8371734264314348,0.8511810840208596,0.5849543166052983,3.0727060779136712,9.462186352646766,-0.008080605690901329,0.013864877598825842,1.0522450464286377,0.15484375,0.7397551570297218,0,SNA,none,0.0,1,0.923799991607666,,,,,,,,
20,start,-0.8841104628614741,0.867059738245497,0.7516556592103556,0.22318359375,-0.8371734264314348,0.8511810840208596,0.5849543166052983,3.0727060779136712,9.462186352646766,-0.008080605690901329,0.013864877598825842,1.0522450464286377,0.1626953125,0.651295852662297,0,SNA,none,0.0,1,,4.0053608299631245,3.1748003613899356,0.8305604685731889,0.830560537598532,0.0,154.28206259649937,4.201170444488525,1.9126840520696056
20,end,-0.8347311145110834,1.2596490245001548,1.05852489976092,0.27271484375,-0.8282569721253791,0.8702371887374876,0.7022315256895384,3.1256405190991643,9.790473931000951,-0.008026751354603446,0.014690327394346241,1.056076472926174,0.1549609375,0.7466104279935826,0,SNA,none,0.0,1,0.9143999814987183,0.08520740156832805,0.07123587468335388,0.013971526884974175,0.0139715276376795,0.0,11.180596097052527,0.2828810214996338,1.9795160611269957
21,start,-0.777202882207058,0.8740703243797564,0.9998611284040005,0.2628125,-0.8282569721253791,0.8702371887374876,0.7022315256895384,3.1256405190991643,9.790473931000951,-0.008026751354603446,0.014690327394346241,1.056076472926174,0.15447265625,0.703717368056532,0,SNA,none,0.0,1,,,,,,,,,
21,end,-0.762138896769452,1.2469696495877813,0.9240699995353533,0.28484375,-0.842419142361493,0.8870690790211332,0.7351668343167874,3.179828731565179,10.132158601257997,-0.008115031491117815,0.013554641511291265,1.062295072278436,0.15130859375,0.7449168625066522,0,SNA,none,0.0,1,0.9103000164031982,,,,,,,,
22,start,-0.7669741901193433,0.8720964174267964,0.9657105794933633,0.2573828125,-0.842419142361493,0.8870690790211332,0.7351668343167874,3.179828731565179,10.132158601257997,-0.008115031491117815,0.013554641511291265,1.062295072278436,0.15197265625,0.685841490868479,0,SNA,none,0.0,1,,,,,,,,,
22,end,-0.7122139081349288,1.2342400111339358,1.0028339795322812,0.28666015625,-0.8590175854617832,0.9032507631380295,0.7763421451027176,3.233184798975046,10.475355377638794,-0.008168865926807076,0.014261996352579444,1.0686373616166733,0.1541015625,0.741991837809328,0,SNA,none,0.0,1,0.9205999970436096,,,,,,,,
23,start,-0.8089430693167374,0.8857596447637403,1.0686855125234331,0.260625,-0.8590175854617832,0.9032507631380295,0.7763421451027176,3.233184798975046,10.475355377638794,-0.008168865926807076,0.014261996352579444,1.0686373616166733,0.14384765625,0.7182770540448837,0,SNA,none,0.0,1,,,,,,,,,
23,end,-0.7607700295410055,1.264029256023024,1.378725775053097,0.28560546875,-0.8397807511675197,0.9259803668885334,1.0010838347068272,3.2841307498490573,10.809613691409814,-0.007985969056234965,0.016019820105284452,1.0791057653181226,0.15365234375,0.7450533505727072,0,SNA,none,0.0,1,0.9221000075340271,,,,,,,,
