task,phase,zbar_cur,sigma_cur,between_cur,pos_frac,zbar_inv,sigma_inv,between_inv,cnorm,cnorm2,rowmean,bias,w2col,sat,gate_mean,dead_units,arm,iv,alpha,seed,acc,r_W1b1,r_W2,E,E_pred,E_pred_wrong,r_scale,ce_loss,wd_radial
1,start,-0.0018847283035951633,0.15101653823541522,0.01802265320357281,0.5096484375,-0.006087979975573307,0.150204083154418,0.007926519178759608,0.5765007270842627,0.3324551772289275,1.007529404549358e-05,-0.0025904551535495556,0.5769610312196457,0.0,0.6358943223007373,0,ELU03,none,0.3,2,,,,,,,,,
1,end,0.48155370653387564,1.0054359633875962,0.37328480677783044,0.66494140625,0.12354634306731542,0.3426642739585177,0.3091844393339763,1.1473348572180646,1.3220717141327225,0.0010963662360519908,0.010520390635356307,0.7758931731492403,0.03044921875,0.7211087605190891,0,ELU03,none,0.3,2,0.911899983882904,,,,,,,,
2,start,0.10428491423633542,0.34149041284109294,0.27098764139384973,0.56416015625,0.12354634306731542,0.3426642739585177,0.3091844393339763,1.1473348572180646,1.3220717141327225,0.0010963662360519908,0.010520390635356307,0.7758931731492403,0.00412109375,0.653969141820362,0,ELU03,none,0.3,2,,,,,,,,,
2,end,-0.15354059912611973,1.2408706178384898,1.021237628805883,0.43380859375,-0.05390705799293258,0.4688155237199021,0.6321298475165463,1.537671378812278,2.38690201154027,-0.00042739004262195136,0.011190170070331079,0.8489243977007448,0.14205078125,0.49922319940588794,0,ELU03,none,0.3,2,0.9276000261306763,,,,,,,,
3,start,-0.028712456167505635,0.4699951700171254,0.7729297159094652,0.49921875,-0.05390705799293258,0.4688155237199021,0.6321298475165463,1.537671378812278,2.38690201154027,-0.00042739004262195136,0.011190170070331079,0.8489243977007448,0.0437109375,0.5779559953545527,0,ELU03,none,0.3,2,,,,,,,,,
3,end,-0.39287877240442304,1.2719955757232366,1.4340810576929914,0.37787109375,-0.2912404565686202,0.5587268392408428,0.907153788438071,1.8228059266353482,3.363349962127084,-0.002596499564751143,0.008450573357986286,0.9084713388205313,0.206953125,0.44074466138594587,0,ELU03,none,0.3,2,0.921999990940094,,,,,,,,
4,start,-0.2943614271335387,0.5851101327682904,0.9959234264826152,0.3801171875,-0.2912404565686202,0.5587268392408428,0.907153788438071,1.8228059266353482,3.363349962127084,-0.002596499564751143,0.008450573357986286,0.9084713388205313,0.0859375,0.4681878914166456,0,ELU03,none,0.3,2,,,,,,,,,
4,end,-0.695250496282128,1.319395287336498,1.519364680842301,0.304375,-0.5515864503605615,0.6353404236327811,1.1192292940595474,2.027503496424948,4.166476275650858,-0.005059183847365789,0.005490241185525519,0.9635497918659053,0.2797265625,0.3658914646448618,0,ELU03,none,0.3,2,0.9194999933242798,,,,,,,,
5,start,-0.5403922595980055,0.6652050263070058,1.3837732066905908,0.32021484375,-0.5515864503605615,0.6353404236327811,1.1192292940595474,2.027503496424948,4.166476275650858,-0.005059183847365789,0.005490241185525519,0.9635497918659053,0.151015625,0.39948283558529807,0,ELU03,none,0.3,2,,,,,,,,,
5,end,-0.9675815573523543,1.3698682883851192,2.2083661256132565,0.2678125,-0.7889772631608344,0.7078467132555746,1.394688408092486,2.189418563144793,4.869236033166074,-0.007314598864350776,0.002272667746874504,1.015200679554693,0.364140625,0.32296953058456956,0,ELU03,none,0.3,2,0.9207000136375427,,,,,,,,
