task,phase,zbar_cur,sigma_cur,between_cur,pos_frac,zbar_inv,sigma_inv,between_inv,cnorm,cnorm2,rowmean,bias,w2col,sat,gate_mean,dead_units,arm,iv,alpha,seed,acc,r_W1b1,r_W2,E,E_pred,E_pred_wrong,r_scale,ce_loss,wd_radial
1,start,-0.02188783815697956,0.15153646121608383,0.014775860059294477,0.45609375,-0.009089337528083347,0.1489740139453167,0.006164610147101484,0.5757877160145358,0.33159565164815724,-0.00010879748362032107,0.002249065590440296,0.5773942759447376,0.0,0.5104843758104834,0,LR,none,0.0,0,,,,,,,,,
1,end,0.5368837855985334,1.013470061775567,0.3815812065370335,0.6803125,0.13382243722668202,0.35075984991583503,0.27350612310045425,1.1550821915930285,1.3421115221807813,0.001150017831942806,0.021320101527962834,0.7810126908527433,0.0,0.7122812504763715,0,LR,none,0.0,0,0.9156000018119812,,,,,,,,
2,start,0.12159841165473204,0.3457027131172981,0.29319139535640876,0.57876953125,0.13382243722668202,0.35075984991583503,0.27350612310045425,1.1550821915930285,1.3421115221807813,0.001150017831942806,0.021320101527962834,0.7810126908527433,0.0,0.6208925787526823,0,LR,none,0.0,0,,,,,,,,,
2,end,-0.1529411520524447,1.2150664883416549,1.0646789272599544,0.4366015625,-0.09341164329371937,0.4792589331207333,0.6163620839605948,1.542061179725819,2.397348387845861,-0.0009641205111922026,0.023920956121291966,0.857610330785922,0.0,0.4929414070895291,0,LR,none,0.0,0,0.9275000095367432,,,,,,,,
3,start,-0.11650302542281724,0.4666932964878237,0.6486550040899801,0.46044921875,-0.09341164329371937,0.4792589331207333,0.6163620839605948,1.542061179725819,2.397348387845861,-0.0009641205111922026,0.023920956121291966,0.857610330785922,0.0,0.5144042976789933,0,LR,none,0.0,0,,,,,,,,,
3,end,-0.49512159058223176,1.2549633489259429,1.3109428962230358,0.339140625,-0.3206241620327652,0.5698309653604078,0.7390226210976307,1.808209004958435,3.3028111372471125,-0.003134298999268729,0.02516183417988941,0.9212122459925596,0.0,0.4052265634847572,0,LR,none,0.0,0,0.9093000292778015,,,,,,,,
4,start,-0.24961087063121007,0.5955930151477415,0.9161447565153409,0.38541015625,-0.3206241620327652,0.5698309653604078,0.7390226210976307,1.808209004958435,3.3028111372471125,-0.003134298999268729,0.02516183417988941,0.9212122459925596,0.0,0.44686914154081026,0,LR,none,0.0,0,,,,,,,,,
4,end,-0.8404073883032744,1.2556882376955114,1.5598641522619439,0.2519921875,-0.5956529325567715,0.64523701917528,0.836284254941225,1.9945769649980998,4.02989078394408,-0.005961482165623381,0.023928767014294864,0.9673884784063296,0.0,0.3267929698646185,0,LR,none,0.0,0,0.9194999933242798,,,,,,,,
5,start,-0.5706302738974577,0.6288351340324807,0.8405114792636869,0.25865234375,-0.5956529325567715,0.64523701917528,0.836284254941225,1.9945769649980998,4.02989078394408,-0.005961482165623381,0.023928767014294864,0.9673884784063296,0.0,0.3327871104796941,0,LR,none,0.0,0,,,,,,,,,
5,end,-0.9955944155429479,1.2889864369215989,1.391777117807963,0.22455078125,-0.7980602265055371,0.7169977468323241,0.9116814775828911,2.1545030586277445,4.716486658597539,-0.0078934499845135,0.025282838923449163,1.018691004103692,0.0,0.30209570428050936,0,LR,none,0.0,0,0.9193999767303467,,,,,,,,
