task,phase,zbar_cur,sigma_cur,between_cur,pos_frac,zbar_inv,sigma_inv,between_inv,cnorm,cnorm2,rowmean,bias,w2col,sat,gate_mean,dead_units,arm,iv,alpha,seed,acc,r_W1b1,r_W2,E,E_pred,E_pred_wrong,r_scale,ce_loss,wd_radial
1,start,-0.0018847283035951633,0.15101653823541522,0.01802265320357281,0.5096484375,-0.006087979975573307,0.150204083154418,0.007926519178759608,0.5765007270842627,0.3324551772289275,1.007529404549358e-05,-0.0025904551535495556,0.5769610312196457,0.0,0.930468035901431,0,ELU1,l2,1.0,2,,,,,,,,,
1,end,0.17531975705086494,0.8110881933604135,0.15744406800452965,0.56095703125,0.06553166610968338,0.2157663880735836,0.08081969691742778,0.7659471566731821,0.5907482119494909,0.0006060969160623144,-0.0009432247884979005,0.6797427426012195,0.0010546875,0.8196427117257644,0,ELU1,l2,1.0,2,0.9068999886512756,,,,,,,,
2,start,0.04907492897492549,0.21348719004800004,0.06447554603925056,0.57013671875,0.06553166610968338,0.2157663880735836,0.08081969691742778,0.7659471566731821,0.5907482119494909,0.0006060969160623144,-0.0009432247884979005,0.6797427426012195,0.0,0.9117764213282499,0,ELU1,l2,1.0,2,,,,,,,,,
2,end,-0.023648310549127135,0.9019247821598432,0.2313544972801899,0.4878125,-0.009833621506209504,0.25977012758984186,0.13666120394377987,0.9027796833550245,0.8202350164180154,6.968140026494634e-05,-0.0034352258266153513,0.6506471734560972,0.00447265625,0.7546193732559686,0,ELU1,l2,1.0,2,0.9182999730110168,,,,,,,,
3,start,-0.021851981887926142,0.2615993948848419,0.1612367375158036,0.51353515625,-0.009833621506209504,0.25977012758984186,0.13666120394377987,0.9027796833550245,0.8202350164180154,6.968140026494634e-05,-0.0034352258266153513,0.6506471734560972,0.0,0.8539871384197614,0,ELU1,l2,1.0,2,,,,,,,,,
3,end,-0.0472787032803587,0.9455696284865748,0.26073401764104703,0.47427734375,-0.021898910407673132,0.2854049608069684,0.1784614745801596,0.9805976237223802,0.9709060451956886,-8.612266996738089e-05,-0.0035372918515349737,0.6358982903706659,0.0060546875,0.7385003282160415,0,ELU1,l2,1.0,2,0.9194999933242798,,,,,,,,
4,start,-0.04998673174975112,0.29959976943802785,0.19253492261641805,0.47970703125,-0.021898910407673132,0.2854049608069684,0.1784614745801596,0.9805976237223802,0.9709060451956886,-8.612266996738089e-05,-0.0035372918515349737,0.6358982903706659,7.8125e-05,0.8420845858516987,0,ELU1,l2,1.0,2,,,,,,,,,
4,end,-0.09995289772794465,0.9764598789528679,0.2932215332375248,0.45447265625,-0.06701330155245175,0.3002545953963459,0.20545650926158987,1.0125314735064985,1.0377495579072906,-0.0005250557567435414,-0.005307172875036486,0.6256238090426035,0.00814453125,0.7203058121774643,0,ELU1,l2,1.0,2,0.9121999740600586,,,,,,,,
5,start,-0.05636447558780036,0.30170383647471577,0.30200100256971074,0.49283203125,-0.06701330155245175,0.3002545953963459,0.20545650926158987,1.0125314735064985,1.0377495579072906,-0.0005250557567435414,-0.005307172875036486,0.6256238090426035,0.00025390625,0.8191684508442632,0,ELU1,l2,1.0,2,,,,,,,,,
5,end,-0.060166602189286864,0.9831705483427687,0.2325209254781865,0.46904296875,-0.08549410088218756,0.30051410053095934,0.2037870124198869,1.023928979853807,1.069389386496539,-0.0007022445983403669,-0.006576522733957972,0.6181820169721115,0.0062109375,0.7339784695810784,0,ELU1,l2,1.0,2,0.9114999771118164,,,,,,,,
6,start,-0.03015144998992966,0.2917600008991891,0.1973759408217142,0.48671875,-0.08549410088218756,0.30051410053095934,0.2037870124198869,1.023928979853807,1.069389386496539,-0.0007022445983403669,-0.006576522733957972,0.6181820169721115,0.00013671875,0.839946829988512,0,ELU1,l2,1.0,2,,,,,,,,,
6,end,-0.03673931106837655,0.977508523921161,0.22868180415950046,0.4715625,-0.06111784982572977,0.3002555598462761,0.19412369285975756,1.0209901851663412,1.0699287524270114,-0.0005040966558808447,-0.006246892792405561,0.6178088181158967,0.00451171875,0.7374877807769644,0,ELU1,l2,1.0,2,0.9161999821662903,,,,,,,,
