arm,iv,seed,task,bin,window,mean,star,star_W,bias
LR,none,2,5,2-6,20-100,0.24615243428308964,0.08294190655615341,0.08056563765108993,0.0023762689050636256
LR,none,2,5,2-6,0-100,-0.3386569497871649,-0.1426060311715977,-0.14072596555124461,-0.0018800656203529793
LR,none,2,5,2-6,100-625,-0.05189768057323252,-0.07417454675775781,-0.07462332330765031,0.0004487765498924993
LR,none,2,5,2-6,0-625,-0.3905546303603974,-0.2167805779293555,-0.21534928885889493,-0.00143128907046048
LR,none,2,6,2-6,0-20,-0.29895782044342545,-0.11731419295037293,-0.11553646200534096,-0.0017777309450320898
LR,none,2,6,2-6,20-100,0.24356295250552495,0.10458470449928459,0.10213588034006571,0.0024488241592189293
LR,none,2,6,2-6,0-100,-0.055394867937900494,-0.012729488451088344,-0.013400581665275246,0.0006710932141868395
LR,none,2,6,2-6,100-625,-0.1672599246565123,-0.08740163464046768,-0.08643433005962275,-0.0009673045808449385
LR,none,2,6,2-6,0-625,-0.2226547925944128,-0.10013112309155603,-0.099834911724898,-0.00029621136665809907
LR,none,2,7,7-11,0-20,-0.16443692038376123,-0.05754518578333667,-0.0562128214344092,-0.0013323643489275118
LR,none,2,7,7-11,20-100,0.10172458987239963,0.05243330800406354,0.05076597280184458,0.0016673352022189636
LR,none,2,7,7-11,0-100,-0.0627123305113616,-0.005111877779273133,-0.005446848632564616,0.0003349708532914518
LR,none,2,7,7-11,100-625,-0.10595054500863677,-0.07475516272330551,-0.07454643710021758,-0.00020872562308795611
LR,none,2,7,7-11,0-625,-0.16866287551999837,-0.07986704050257865,-0.0799932857327822,0.00012624523020349568
LR,none,2,8,7-11,0-20,-0.3621742613867408,-0.12385499278504719,-0.12098139423599774,-0.0028735985490493483
LR,none,2,8,7-11,20-100,0.19002976993789522,0.10578846425511523,0.1035815847443381,0.002206879510777071
LR,none,2,8,7-11,0-100,-0.17214449144884558,-0.018066528529931958,-0.017399809491659646,-0.0006667190382722774
LR,none,2,8,7-11,100-625,-0.04535792425535523,-0.06239793166442076,-0.06332709438731654,0.0009291627228958533
LR,none,2,8,7-11,0-625,-0.2175024157042008,-0.08046446019435272,-0.08072690387897619,0.00026244368462357594
LR,none,2,9,7-11,0-20,-0.1707087037260786,-0.07016178429942421,-0.06787508020876765,-0.0022867040906567127
LR,none,2,9,7-11,20-100,0.14577052791795753,0.05807576057606967,0.055716363416908,0.0023593971591617446
LR,none,2,9,7-11,0-100,-0.024938175808121077,-0.012086023723354544,-0.012158716791859647,7.269306850503192e-05
LR,none,2,9,7-11,100-625,-0.15152040261061117,-0.08765824353780804,-0.08661633988849693,-0.0010419036493112804
LR,none,2,9,7-11,0-625,-0.17645857841873225,-0.09974426726116259,-0.09877505668035658,-0.0009692105808062484
LR,none,2,10,7-11,0-20,-0.1374464419801018,-0.036497319657588845,-0.03612939224834588,-0.00036792740924283807
LR,none,2,10,7-11,20-100,-0.11716170055004627,-0.03164017969488264,-0.03156033025567506,-7.984943920746456e-05
LR,none,2,10,7-11,0-100,-0.2546081425301481,-0.06813749935247149,-0.06768972250402094,-0.0004477768484503026
LR,none,2,10,7-11,100-625,0.028905694369174117,-0.028823806015409792,-0.02974619957558655,0.0009223935601767154
LR,none,2,10,7-11,0-625,-0.22570244816097396,-0.09696130536788128,-0.0974359220796075,0.0004746167117264128
LR,none,2,11,7-11,0-20,0.006151029663179042,0.0025980449714306797,0.002694700524491944,-9.665555306128185e-05
LR,none,2,11,7-11,20-100,-0.23705234592627544,-0.07462025145243256,-0.07401785737296329,-0.0006023940794693773
LR,none,2,11,7-11,0-100,-0.2309013162630964,-0.07202220648100188,-0.07132315684847135,-0.0006990496325306591
LR,none,2,11,7-11,100-625,-0.06786444245334233,-0.05325341044651544,-0.05337868220946951,0.00012527176295407116
LR,none,2,11,7-11,0-625,-0.29876575871643873,-0.12527561692751732,-0.12470183905794086,-0.000573777869576588
LR,none,2,12,12-20,0-20,0.15132183116862752,0.057649154832041916,0.05656199917096205,0.001087155661080033
LR,none,2,12,12-20,20-100,-0.19655939073041617,-0.0601841845840867,-0.06018863893697968,4.454352892934582e-06
LR,none,2,12,12-20,0-100,-0.045237559561788654,-0.0025350297520447818,-0.0036266397660176253,0.0010916100139729676
LR,none,2,12,12-20,100-625,-0.19019409481237526,-0.09745438252724403,-0.09555343907242331,-0.0019009434548206625
LR,none,2,12,12-20,0-625,-0.2354316543741639,-0.09998941227928881,-0.09918007883844093,-0.0008093334408476949
LR,none,2,13,12-20,0-20,0.1280311776720886,0.04159376473068366,0.04101455540182175,0.0005792093288619071
LR,none,2,13,12-20,20-100,-0.08576666982065162,-0.015105805726748578,-0.015627068297731306,0.000521262570982799
LR,none,2,13,12-20,0-100,0.04226450785143698,0.02648795900393508,0.025387487104090445,0.0011004718998447061
LR,none,2,13,12-20,100-625,-0.09301343606370316,-0.07511671816766219,-0.07326769884977447,-0.0018490193178877234
LR,none,2,13,12-20,0-625,-0.050748928212266176,-0.04862875916372711,-0.04788021174568402,-0.0007485474180430173
LR,none,2,14,12-20,0-20,-0.1203045519392163,-0.04919996650826852,-0.04876064604609498,-0.00043932046217378274
LR,none,2,14,12-20,20-100,0.01376385249962997,0.015049752637149583,0.013540129579358684,0.0015096230577910322
LR,none,2,14,12-20,0-100,-0.10654069943958633,-0.03415021387111894,-0.035220516466736296,0.0010703025956172495
LR,none,2,14,12-20,100-625,-0.033244468355217105,-0.015089251984814034,-0.01235067535037615,-0.002738576634437777
LR,none,2,14,12-20,0-625,-0.13978516779480343,-0.04923946585593297,-0.047571191817112446,-0.0016682740388205275
LR,none,2,15,12-20,0-20,-0.042478870543515734,-0.009086338849470854,-0.008646675629157441,-0.00043966322031337764
LR,none,2,15,12-20,20-100,-0.06816591095442104,-0.0035564185837939633,-0.004150495399553922,0.0005940768157597625
LR,none,2,15,12-20,0-100,-0.11064478149793677,-0.012642757433264817,-0.012797171028711363,0.00015441359544638485
LR,none,2,15,12-20,100-625,-9.945861411053691e-05,-0.02413769403845567,-0.021966447651158294,-0.0021712463872972875
LR,none,2,15,12-20,0-625,-0.11074424011204731,-0.03678045147172049,-0.03476361867986966,-0.0020168327918509026
LR,none,2,16,12-20,0-20,0.0757682775534465,0.03861793066438035,0.037911410704885906,0.0007065199594944718
LR,none,2,16,12-20,20-100,-0.03205474941426356,-0.021683510045398036,-0.023248313200595394,0.0015648031551972964
LR,none,2,16,12-20,0-100,0.043713528139182944,0.016934420618982315,0.014663097504290512,0.0022713231146917682
LR,none,2,16,12-20,100-625,-0.21265504206132735,-0.10256896647650837,-0.09977482661718362,-0.002794139859324787
LR,none,2,16,12-20,0-625,-0.1689415139221444,-0.08563454585752606,-0.08511172911289311,-0.0005228167446330188
LR,none,2,17,12-20,0-20,0.05368846344738465,0.02897863206973672,0.028593516864892088,0.0003851152048446238
LR,none,2,17,12-20,20-100,-0.05265366966991669,0.0016727029281546901,-0.0007109475657116615,0.0023836504938662983
LR,none,2,17,12-20,0-100,0.0010347937774679572,0.03065133499789141,0.027882569299180426,0.002768765698710922
LR,none,2,17,12-20,100-625,-0.19866103568848592,-0.09948177262506608,-0.09783248377649945,-0.001649288848566357
LR,none,2,17,12-20,0-625,-0.19762624191101796,-0.06883043762717467,-0.06994991447731902,0.001119476850144565
LR,none,2,18,12-20,0-20,0.023920102020954292,0.000409993348226001,8.740843034060752e-05,0.0003225849178852512
LR,none,2,18,12-20,20-100,0.07177208480992836,0.03630572842577928,0.032441823893442745,0.0038639045323361648
LR,none,2,18,12-20,0-100,0.09569218683088265,0.03671572177400528,0.03252923232378335,0.0041864894502214155
LR,none,2,18,12-20,100-625,-0.06702587264866655,-0.048226179189065244,-0.04819812139771407,-2.805779135087519e-05
LR,none,2,18,12-20,0-625,0.0286663141822161,-0.01151045741505996,-0.015668889073930714,0.00415843165887054
LR,none,2,19,12-20,0-20,0.1645021858243274,0.04989075804401755,0.04861374171082944,0.0012770163331879292
LR,none,2,19,12-20,20-100,-0.12302353534905985,-0.04671074908626438,-0.04691065446873344,0.00019990538246929777
LR,none,2,19,12-20,0-100,0.04147865047526755,0.0031800089577531665,0.001703087242096002,0.001476921715657227
LR,none,2,19,12-20,100-625,-0.026701012287050796,-0.03503073345978547,-0.032871482342812675,-0.002159251116972883
LR,none,2,19,12-20,0-625,0.014777638188216757,-0.0318507245020323,-0.031168395100716673,-0.0006823294013156558
LR,none,2,20,12-20,0-20,0.030119156400208125,-0.00676147708784125,-0.007284913643072599,0.0005234365552314558
LR,none,2,20,12-20,20-100,0.055601346781420036,0.016460132794374305,0.0149506115423641,0.0015095212520100168
LR,none,2,20,12-20,0-100,0.08572050318162816,0.009698655706533055,0.0076656978992915015,0.0020329578072414726
LR,none,2,20,12-20,100-625,-0.07148852234591185,-0.06633849221971566,-0.06392359148818727,-0.0024149007315281768
LR,none,2,20,12-20,0-625,0.014231980835716307,-0.056639836513182606,-0.05625789358889577,-0.00038194292428670416
SNA,l2,0,2,2-6,0-20,-0.03196905389433873,-0.007141932896988723,-0.007360090285214997,0.00021815738822624636
SNA,l2,0,2,2-6,20-100,0.001773665476806137,-0.01567443154527274,-0.01565207922162363,-2.23523236491021e-05
SNA,l2,0,2,2-6,0-100,-0.030195388417532595,-0.022816364442261462,-0.023012169506838626,0.00019580506457714426
SNA,l2,0,2,2-6,100-625,-0.08623275292064608,-0.05720125579637026,-0.057720151876982005,0.0005188960806117391
SNA,l2,0,2,2-6,0-625,-0.11642814133817866,-0.08001762023863172,-0.08073232138382064,0.0007147011451888834
SNA,l2,0,3,2-6,0-20,-0.27465844469491746,-0.08845337566604795,-0.08697770290722329,-0.0014756727588246567
SNA,l2,0,3,2-6,20-100,0.2800228760922538,0.10831533386255471,0.10544418614735915,0.002871147715195546
SNA,l2,0,3,2-6,0-100,0.005364431397336377,0.01986195819650675,0.01846648324013587,0.0013954749563708894
SNA,l2,0,3,2-6,100-625,-0.05825792922718155,-0.022678641229825935,-0.02450102869533459,0.0018223874655086542
SNA,l2,0,3,2-6,0-625,-0.052893497829845176,-0.0028166830333191863,-0.006034545455198721,0.0032178624218795436
SNA,l2,0,4,2-6,0-20,-0.4929955127703999,-0.1895039574689418,-0.1857713141645491,-0.003732643304392694
SNA,l2,0,4,2-6,20-100,0.21608945646143174,0.0789188215767716,0.07583451437367317,0.0030843072030984336
SNA,l2,0,4,2-6,0-100,-0.27690605630896814,-0.1105851358921702,-0.10993679979087592,-0.0006483361012942605
SNA,l2,0,4,2-6,100-625,0.08597753940139999,0.04494295881819685,0.041814788175456974,0.003128170642739861
SNA,l2,0,4,2-6,0-625,-0.19092851690756815,-0.06564217707397335,-0.06812201161541895,0.0024798345414456004
SNA,l2,0,5,2-6,0-20,-0.2890237515020926,-0.10914044272794893,-0.10719789813796562,-0.0019425445899832992
SNA,l2,0,5,2-6,20-100,0.14758164584134412,0.055325381943052254,0.05321551196605859,0.0021098699769936495
SNA,l2,0,5,2-6,0-100,-0.1414421056607485,-0.05381506078489667,-0.05398238617190704,0.00016732538701035027
SNA,l2,0,5,2-6,100-625,0.03188146326494057,0.014470836713433147,0.012303169779613737,0.0021676669338194197
SNA,l2,0,5,2-6,0-625,-0.10956064239580791,-0.03934422407146353,-0.0416792163922933,0.00233499232082977
SNA,l2,0,6,2-6,0-20,-0.18840475056594758,-0.059551253423840725,-0.05864515435226003,-0.0009060990715806863
SNA,l2,0,6,2-6,20-100,0.04670763678356804,0.026012350655498145,0.024148205245716703,0.0018641454097814876
SNA,l2,0,6,2-6,0-100,-0.14169711378237954,-0.03353890276834258,-0.03449694910654333,0.0009580463382008013
SNA,l2,0,6,2-6,100-625,0.00644126839440437,0.022049359371215604,0.019825366135540423,0.00222399323567515
SNA,l2,0,6,2-6,0-625,-0.1352558453879752,-0.011489543397126975,-0.014671582971002906,0.0031820395738759513
SNA,l2,0,7,7-11,0-20,-0.19123304621598672,-0.06439897490901705,-0.06296609689805263,-0.0014328780109644848
SNA,l2,0,7,7-11,20-100,0.08522940426357001,0.029752308498812913,0.02790622763607059,0.0018460808627423844
SNA,l2,0,7,7-11,0-100,-0.10600364195241671,-0.03464666641020414,-0.03505986926198204,0.0004132028517778996
SNA,l2,0,7,7-11,100-625,0.029211426966722687,0.031236446673177487,0.02887636026706203,0.0023600864061154407
SNA,l2,0,7,7-11,0-625,-0.07679221498569402,-0.003410219737026654,-0.006183508994920012,0.0027732892578933403
SNA,l2,0,8,7-11,0-20,-0.22531716163836346,-0.08228029763648029,-0.08074272302010305,-0.0015375746163772408
SNA,l2,0,8,7-11,20-100,0.12100880793346955,0.04142682579357121,0.038494174012705384,0.0029326517808658525
SNA,l2,0,8,7-11,0-100,-0.10430835370489391,-0.04085347184290908,-0.04224854900739766,0.0013950771644886117
SNA,l2,0,8,7-11,100-625,0.008925010873708283,0.03922251983314454,0.03804874378861964,0.0011737760445248574
SNA,l2,0,8,7-11,0-625,-0.09538334283118563,-0.0016309520097645414,-0.004199805218778024,0.002568853209013469
SNA,l2,0,9,7-11,0-20,-0.1413692869562333,-0.03806863615584741,-0.037994564272783526,-7.40718830638809e-05
SNA,l2,0,9,7-11,20-100,-0.027422270873341648,-0.00652286500351712,-0.007766938080767588,0.0012440730772505064
SNA,l2,0,9,7-11,0-100,-0.16879155782957495,-0.04459150115936453,-0.045761502353551115,0.0011700011941866255
SNA,l2,0,9,7-11,100-625,0.07950420350597934,0.050970706020951856,0.05039469352049197,0.0005760125004599104
SNA,l2,0,9,7-11,0-625,-0.0892873543235956,0.006379204861587329,0.004633191166940859,0.0017460136946465359
SNA,l2,0,10,7-11,0-20,-0.18416317844709645,-0.05138278950210409,-0.05006218766030546,-0.0013206018417986354
SNA,l2,0,10,7-11,20-100,0.06236175427409066,0.03959122462912626,0.038166082567345994,0.0014251420617802067
SNA,l2,0,10,7-11,0-100,-0.1218014241730058,-0.011791564872977833,-0.011896105092959464,0.00010454021998157134
SNA,l2,0,10,7-11,100-625,0.11119351051195114,0.04315762503483475,0.04155748400491341,0.00160014102992136
SNA,l2,0,10,7-11,0-625,-0.010607913661054652,0.03136606016185692,0.029661378911953945,0.0017046812499029312
SNA,l2,0,11,7-11,0-20,-0.20985731081275727,-0.06182598944389134,-0.060478136631713614,-0.0013478528121777349
SNA,l2,0,11,7-11,20-100,0.10586519287929735,0.03969506223495402,0.03853254424843172,0.0011625179865222927
SNA,l2,0,11,7-11,0-100,-0.10399211793345993,-0.02213092720893732,-0.021945592383281892,-0.00018533482565544213
SNA,l2,0,11,7-11,100-625,-0.03162066134325092,-0.007223412167265117,-0.007817756469927717,0.0005943443026626485
SNA,l2,0,11,7-11,0-625,-0.13561277927671084,-0.029354339376202437,-0.02976334885320961,0.0004090094770072064
SNA,l2,0,12,12-20,0-20,-0.24770748083537042,-0.06912485394621676,-0.06760737419297866,-0.0015174797532381545
SNA,l2,0,12,12-20,20-100,0.050177744694786475,0.030036282777401502,0.02951208086389759,0.0005242019135039341
SNA,l2,0,12,12-20,0-100,-0.19752973614058394,-0.039088571168815256,-0.03809529332908107,-0.0009932778397342204
SNA,l2,0,12,12-20,100-625,0.07732371872562602,0.04578481957302741,0.045180973932010426,0.0006038456410169604
SNA,l2,0,12,12-20,0-625,-0.12020601741495793,0.006696248404212152,0.007085680602929356,-0.00038943219871726
SNA,l2,0,13,12-20,0-20,-0.14112248535918925,-0.03965016654345571,-0.03846454915127148,-0.0011856173921842156
SNA,l2,0,13,12-20,20-100,0.02723615648817382,0.02317753685980109,0.022190922456573503,0.00098661440322758
SNA,l2,0,13,12-20,0-100,-0.11388632887101544,-0.01647262968365462,-0.01627362669469798,-0.00019900298895663554
SNA,l2,0,13,12-20,100-625,0.022536609376063027,0.020871621921264114,0.019612625050226012,0.001258996871038108
SNA,l2,0,13,12-20,0-625,-0.09134971949495241,0.004398992237609492,0.0033389983555280334,0.0010599938820814725
SNA,l2,0,14,12-20,0-20,-0.259020604522492,-0.07469497497512388,-0.07284704584467003,-0.0018479291304538542
SNA,l2,0,14,12-20,20-100,0.05227430635369673,0.024913552045936177,0.02465474116996974,0.00025881087596645036
SNA,l2,0,14,12-20,0-100,-0.20674629816879525,-0.049781422929187705,-0.04819230467470029,-0.0015891182544874038
SNA,l2,0,14,12-20,100-625,0.06399884443896317,0.03485724604741297,0.03360205110331624,0.0012551949440967256
SNA,l2,0,14,12-20,0-625,-0.14274745372983208,-0.014924176881774734,-0.014590253571384049,-0.0003339233103906783
SNA,l2,0,15,12-20,0-20,-0.20516173711552207,-0.06452057953471715,-0.06400946114749581,-0.000511118387221357
SNA,l2,0,15,12-20,20-100,0.10179998397539122,0.04579091990706627,0.04455991263433945,0.0012310072727268542
SNA,l2,0,15,12-20,0-100,-0.10336175314013085,-0.018729659627650885,-0.01944954851315636,0.0007198888855054972
SNA,l2,0,15,12-20,100-625,-0.017455798575024634,0.026458546412838374,0.026911139956870778,-0.0004525935440324244
SNA,l2,0,15,12-20,0-625,-0.12081755171515549,0.007728886785187489,0.007461591443714416,0.00026729534147307277
SNA,l2,0,16,12-20,0-20,-0.253700009936721,-0.07674594629969636,-0.07532582277147287,-0.0014201235282234811
SNA,l2,0,16,12-20,20-100,0.03668268331600533,0.01999132136686599,0.019442494984137693,0.0005488263827282888
SNA,l2,0,16,12-20,0-100,-0.21701732662071566,-0.05675462493283037,-0.05588332778733518,-0.0008712971454951923
SNA,l2,0,16,12-20,100-625,0.048545424968658046,0.030357998336510567,0.029275780712448823,0.0010822176240617432
SNA,l2,0,16,12-20,0-625,-0.1684719016520576,-0.026396626596319805,-0.026607547074886356,0.00021092047856655083
SNA,l2,0,17,12-20,0-20,-0.12621170865884854,-0.030777186145490604,-0.03008045012429042,-0.0006967360212001908
SNA,l2,0,17,12-20,20-100,0.1163925777238432,0.05579706897115086,0.05434183030622064,0.0014552386649302196
SNA,l2,0,17,12-20,0-100,-0.009819130935005332,0.025019882825660256,0.02426138018193022,0.0007585026437300288
SNA,l2,0,17,12-20,100-625,-0.002254947268739399,0.005443925121469281,0.006170837255374262,-0.0007269121339049944
SNA,l2,0,17,12-20,0-625,-0.012074078203744731,0.030463807947129537,0.030432217437304482,3.159050982503436e-05
SNA,l2,0,18,12-20,0-20,-0.21517111372646947,-0.07135012753768445,-0.06993044779594551,-0.0014196797417389412
SNA,l2,0,18,12-20,20-100,0.03489675217285387,0.023634904826088238,0.022154804508230097,0.0014801003178581545
SNA,l2,0,18,12-20,0-100,-0.1802743615536156,-0.047715222711596214,-0.047775643287715414,6.0420576119213365e-05
SNA,l2,0,18,12-20,100-625,0.06390989838063013,0.033531305261283645,0.0343072663540151,-0.0007759610927314461
SNA,l2,0,18,12-20,0-625,-0.11636446317298546,-0.01418391745031257,-0.013468376933700316,-0.0007155405166122328
SNA,l2,0,19,12-20,0-20,-0.1026251688494415,-0.0329089595131761,-0.0317537120457807,-0.0011552474673953844
SNA,l2,0,19,12-20,20-100,0.024830345381682467,0.013951602960687759,0.01277501388550284,0.0011765890751848918
SNA,l2,0,19,12-20,0-100,-0.07779482346775904,-0.01895735655248834,-0.018978698160277863,2.1341607789507333e-05
SNA,l2,0,19,12-20,100-625,-0.008757699998108132,-0.010117296148585031,-0.010185225331426906,6.792918284190957e-05
SNA,l2,0,19,12-20,0-625,-0.08655252346586717,-0.029074652701073372,-0.02916392349170477,8.927079063141691e-05
SNA,l2,0,20,12-20,0-20,-0.27065783694333695,-0.08575176762361472,-0.08367847803866424,-0.0020732895849505453
SNA,l2,0,20,12-20,20-100,0.14399865902558368,0.0688194866258405,0.06778050335775931,0.0010389832680812103
SNA,l2,0,20,12-20,0-100,-0.12665917791775327,-0.01693228099777422,-0.015897974680904925,-0.001034306316869335
SNA,l2,0,20,12-20,100-625,0.04249573155862668,0.030235644326211564,0.03004143847084295,0.00019420585536863988
SNA,l2,0,20,12-20,0-625,-0.08416344635912659,0.013303363328437345,0.014143463789938027,-0.0008401004615006952
SNA,l2,1,2,2-6,0-20,-0.18763280829106763,-0.08293388292005581,-0.08104367104680457,-0.0018902118732512466
SNA,l2,1,2,2-6,20-100,0.15188288110537299,0.06204280593798179,0.061060959872284756,0.0009818460656970274
SNA,l2,1,2,2-6,0-100,-0.03574992718569464,-0.020891076982074028,-0.019982711174519815,-0.0009083658075542192
SNA,l2,1,2,2-6,100-625,-0.08188043107456569,-0.041621823982272,-0.04296555712891317,0.0013437331466411712
SNA,l2,1,2,2-6,0-625,-0.11763035826026033,-0.06251290096434603,-0.06294826830343299,0.00043536733908695197
SNA,l2,1,3,2-6,0-20,-0.3318179458270611,-0.1362580758378359,-0.13358873998237378,-0.002669335855462123
SNA,l2,1,3,2-6,20-100,0.16832636381353808,0.05360662370326781,0.05240128005115866,0.001205343652109149
SNA,l2,1,3,2-6,0-100,-0.16349158201352298,-0.08265145213456808,-0.08118745993121511,-0.0014639922033529741
SNA,l2,1,3,2-6,100-625,0.009489023897120641,-0.007715740761957322,-0.008666322728274577,0.0009505819663172595
SNA,l2,1,3,2-6,0-625,-0.15400255811640234,-0.0903671928965254,-0.08985378265948968,-0.0005134102370357146
SNA,l2,1,4,2-6,0-20,-0.36214811523365,-0.14047176228391717,-0.13811441017976275,-0.002357352104154415
SNA,l2,1,4,2-6,20-100,0.1544130827341869,0.058448307987967546,0.056852678905382315,0.0015956290825852185
SNA,l2,1,4,2-6,0-100,-0.20773503249946307,-0.08202345429594962,-0.08126173127438044,-0.0007617230215691967
SNA,l2,1,4,2-6,100-625,0.0737788746413563,0.03155232526580541,0.029216542902434875,0.002335782363370528
SNA,l2,1,4,2-6,0-625,-0.13395615785810677,-0.05047112903014422,-0.052045188371945564,0.0015740593418013312
SNA,l2,1,5,2-6,0-20,-0.1968716722333399,-0.07066484739465888,-0.06941274796540163,-0.0012520994292572144
SNA,l2,1,5,2-6,20-100,0.1123149088236173,0.04720231203748074,0.04611289846485406,0.0010894135726266536
SNA,l2,1,5,2-6,0-100,-0.08455676340972261,-0.02346253535717814,-0.023299849500547573,-0.00016268585663056084
SNA,l2,1,5,2-6,100-625,0.08140492581738223,0.03792950018426405,0.03496756032866895,0.0029619398555951193
SNA,l2,1,5,2-6,0-625,-0.0031518375923403757,0.014466964827085912,0.011667710828121375,0.0027992539989645585
SNA,l2,1,6,2-6,0-20,-0.2663901258411222,-0.09005929763975648,-0.08794529128842617,-0.002114006351330317
SNA,l2,1,6,2-6,20-100,0.06672615616028976,0.011331926482202992,0.010290153191422152,0.001041773290780838
SNA,l2,1,6,2-6,0-100,-0.19966396968083241,-0.07872737115755349,-0.07765513809700401,-0.0010722330605494792
SNA,l2,1,6,2-6,100-625,0.09509368665739695,0.044032027844052996,0.04375499170198313,0.0002770361420698468
SNA,l2,1,6,2-6,0-625,-0.10457028302343546,-0.03469534331350049,-0.03390014639502088,-0.0007951969184796324
SNA,l2,1,7,7-11,0-20,-0.21808957327909073,-0.09135828756500988,-0.09026628367318326,-0.0010920038918266067
SNA,l2,1,7,7-11,20-100,0.025588353772931727,0.004299338356340887,0.003293660931212944,0.0010056774251279415
SNA,l2,1,7,7-11,0-100,-0.192501219506159,-0.087058949208669,-0.08697262274197032,-8.632646669866524e-05
SNA,l2,1,7,7-11,100-625,0.08258174423612927,0.05193972815533124,0.050268810641492745,0.001670917513838504
SNA,l2,1,7,7-11,0-625,-0.10991947527002972,-0.03511922105333776,-0.03670381210047757,0.0015845910471398387
SNA,l2,1,8,7-11,0-20,-0.14180714685648987,-0.04652056374116059,-0.046467593929283485,-5.2969811877119286e-05
SNA,l2,1,8,7-11,20-100,-0.04775075989669331,-0.027397396093100573,-0.02802943719524484,0.0006320411021442842
SNA,l2,1,8,7-11,0-100,-0.18955790675318318,-0.07391795983426117,-0.07449703112452832,0.0005790712902671649
SNA,l2,1,8,7-11,100-625,0.1323601819273309,0.07620267498511091,0.07415836903558079,0.0020443059495301
SNA,l2,1,8,7-11,0-625,-0.05719772482585228,0.002284715150849742,-0.00033866208894753336,0.002623377239797265
SNA,l2,1,9,7-11,0-20,-0.1672794487597003,-0.05032249175215428,-0.049444104928693805,-0.0008783868234604614
SNA,l2,1,9,7-11,20-100,0.09891241090790892,0.05006276567244722,0.04811863617167628,0.0019441295007709414
SNA,l2,1,9,7-11,0-100,-0.06836703785179138,-0.0002597260797070622,-0.0013254687570175283,0.00106574267731048
SNA,l2,1,9,7-11,100-625,0.08017301450882394,0.04030893201166777,0.03793990501069941,0.002369027000968346
SNA,l2,1,9,7-11,0-625,0.011805976657032563,0.04004920593196071,0.03661443625368188,0.003434769678278826
SNA,l2,1,10,7-11,0-20,-0.14334085151641887,-0.04077235472270366,-0.039825205327343044,-0.0009471493953606136
SNA,l2,1,10,7-11,20-100,0.06406910391209691,0.014130566556374013,0.01233584618744854,0.0017947203689254836
SNA,l2,1,10,7-11,0-100,-0.07927174760432196,-0.026641788166329644,-0.027489359139894504,0.00084757097356487
SNA,l2,1,10,7-11,100-625,0.04886528756443728,0.04136475605728587,0.04061253371923479,0.0007522223380510701
SNA,l2,1,10,7-11,0-625,-0.030406460039884675,0.014722967890956229,0.013123174579340285,0.00159979331161594
SNA,l2,1,11,7-11,0-20,-0.24397345499955425,-0.08834070269083458,-0.08631271922647574,-0.00202798346435884
SNA,l2,1,11,7-11,20-100,0.10474741092370238,0.03568112265448625,0.03400605853660574,0.0016750641178805356
SNA,l2,1,11,7-11,0-100,-0.13922604407585187,-0.052659580036348325,-0.05230666068987,-0.00035291934647830453
SNA,l2,1,11,7-11,100-625,0.013131057000847851,0.03561125591601841,0.03444932872051967,0.0011619271954987215
SNA,l2,1,11,7-11,0-625,-0.12609498707500402,-0.017048324120329916,-0.017857331969350326,0.000809007849020417
SNA,l2,1,12,12-20,0-20,-0.3077601222867154,-0.09761744803715153,-0.09560721511802292,-0.0020102329191286107
SNA,l2,1,12,12-20,20-100,0.12848313020376068,0.03663189197096034,0.03527420805205583,0.0013576839189045134
SNA,l2,1,12,12-20,0-100,-0.17927699208295472,-0.06098555606619119,-0.06033300706596709,-0.0006525490002240973
SNA,l2,1,12,12-20,100-625,0.11316470788836808,0.07738182069090255,0.07507695967357433,0.0023048610173282205
SNA,l2,1,12,12-20,0-625,-0.06611228419458665,0.01639626462471136,0.014743952607607247,0.0016523120171041232
SNA,l2,1,13,12-20,0-20,-0.3458000449825341,-0.11459457681055268,-0.11271926927532391,-0.0018753075352287846
SNA,l2,1,13,12-20,20-100,0.11630613961051511,0.04793222806270614,0.04563054794299795,0.002301680119708178
SNA,l2,1,13,12-20,0-100,-0.22949390537201897,-0.06666234874784654,-0.06708872133232596,0.0004263725844793932
SNA,l2,1,13,12-20,100-625,0.12608472650386565,0.07947599929671369,0.07823369779945451,0.0012423014972591795
SNA,l2,1,13,12-20,0-625,-0.1034091788681533,0.012813650548867142,0.011144976467128545,0.0016686740817385727
SNA,l2,1,14,12-20,0-20,-0.2776399869558531,-0.09425959229698343,-0.09280629552547755,-0.0014532967715058485
SNA,l2,1,14,12-20,20-100,0.1408979029811794,0.07666461245802117,0.07489930858025678,0.0017653038777643813
SNA,l2,1,14,12-20,0-100,-0.13674208397467372,-0.017594979838962257,-0.017906986945220763,0.0003120071062585328
SNA,l2,1,14,12-20,100-625,-0.010836906437749844,-0.00434281285238243,-0.004471252777411394,0.00012843992502894336
SNA,l2,1,14,12-20,0-625,-0.14757899041242356,-0.021937792691344687,-0.022378239722632157,0.00044044703128747614
SNA,l2,1,15,12-20,0-20,-0.12438158428280054,-0.039072536287263385,-0.03840736221186106,-0.0006651740754023208
SNA,l2,1,15,12-20,20-100,0.07604477370989554,0.03505921370759765,0.034217959525728786,0.0008412541818688633
SNA,l2,1,15,12-20,0-100,-0.048336810572904995,-0.004013322579665732,-0.004189402686132271,0.0001760801064665425
