arm,iv,seed,task,bin,step,mean,star,star_W,bias
SNA,none,0,19,12-20,55,-0.6699709530820612,-0.6467392968703518,-0.6707744791734024,0.02403518230305053
SNA,none,0,19,12-20,60,-0.6709363135468993,-0.6472799658184942,-0.6713233443434422,0.024043378524947912
SNA,none,0,19,12-20,65,-0.6702627262906442,-0.6466261115721617,-0.6707254512356784,0.02409933966351673
SNA,none,0,19,12-20,70,-0.672781959581931,-0.6467268782234319,-0.6708671868694515,0.02414030864601955
SNA,none,0,19,12-20,75,-0.6806859968606017,-0.648832044320089,-0.6729327527949597,0.02410070847487077
SNA,none,0,19,12-20,80,-0.6489244604788058,-0.6382115752823738,-0.6625254530288367,0.024313877746462823
SNA,none,0,19,12-20,85,-0.6113109326707754,-0.6254133963001043,-0.6500339218786069,0.024620525578502566
SNA,none,0,19,12-20,90,-0.6073186898660208,-0.6235773252123922,-0.648277154904646,0.024699829692253844
SNA,none,0,19,12-20,95,-0.600039095145694,-0.6205109077081911,-0.6452580029722199,0.024747095264028757
SNA,none,0,19,12-20,100,-0.6052389281806121,-0.622085486627404,-0.6468140772755596,0.02472859064815566
SNA,none,0,19,12-20,625,-0.5931206766675747,-0.6459177268435821,-0.6719269359856486,0.026009209142066538
SNA,none,0,20,12-20,0,-0.5387672047637259,-0.6459177268435821,-0.6719269359856486,0.026009209142066538
SNA,none,0,20,12-20,20,-0.689104515490903,-0.7042173625054475,-0.729502353611466,0.025284991106018423
SNA,none,0,20,12-20,25,-0.7225630076191062,-0.7166998642982431,-0.741783929532066,0.02508406523382291
SNA,none,0,20,12-20,30,-0.7300319487179121,-0.7194312145621511,-0.744590500587597,0.02515928602544591
SNA,none,0,20,12-20,35,-0.7190778105745271,-0.7139798680177549,-0.7393325502073052,0.025352682189550252
SNA,none,0,20,12-20,40,-0.6971991616703742,-0.7045182902336368,-0.7300494739680565,0.025531183734419757
SNA,none,0,20,12-20,45,-0.691194991967028,-0.7020038751114503,-0.7275614541795682,0.025557579068117776
SNA,none,0,20,12-20,50,-0.6808009030646555,-0.6965325891237287,-0.7221420040981892,0.025609414974460377
SNA,none,0,20,12-20,55,-0.6861951105432883,-0.6966365848874385,-0.722176885946229,0.025540301058790647
SNA,none,0,20,12-20,60,-0.691708148834428,-0.6970974951320104,-0.7226276360392231,0.025530140907212628
SNA,none,0,20,12-20,65,-0.7087754052700062,-0.704691920465618,-0.7301134584827261,0.025421538017108104
SNA,none,0,20,12-20,70,-0.7082133957531971,-0.7050154582048431,-0.7304856998192275,0.025470241614384576
SNA,none,0,20,12-20,75,-0.6978104132543409,-0.7017382139604965,-0.7272895979983227,0.02555138403782621
SNA,none,0,20,12-20,80,-0.6956544262858978,-0.701319191320072,-0.7268678301414186,0.025548638821346684
SNA,none,0,20,12-20,85,-0.6840416383309585,-0.697684530156144,-0.7232919320457182,0.02560740188957425
SNA,none,0,20,12-20,90,-0.670175423293323,-0.6935399065471516,-0.7191816875305754,0.025641780983423814
SNA,none,0,20,12-20,95,-0.6793101373230893,-0.6975039338441765,-0.72298347056077,0.02547953671659343
SNA,none,0,20,12-20,100,-0.7090355609936074,-0.7085055011119706,-0.733661246363075,0.025155745251104235
SNA,none,0,20,12-20,625,-0.606584795233594,-0.6904980263534626,-0.7171216744465445,0.02662364809308201
SNA,none,1,2,2-6,0,0.06837881702480848,0.05328372986140776,0.04490229908578213,0.008381430775625632
SNA,none,1,2,2-6,20,-0.2925742936272552,-0.09880349196142685,-0.10364664519727863,0.004843153235851787
SNA,none,1,2,2-6,25,-0.23515360872848107,-0.07698697578355278,-0.08208237168601555,0.005095395902462769
SNA,none,1,2,2-6,30,-0.20785684455164713,-0.06951237864636696,-0.07470515062367539,0.005192771977308439
SNA,none,1,2,2-6,35,-0.18335218559433764,-0.06155549849323836,-0.06685756476943754,0.005302066276199184
SNA,none,1,2,2-6,40,-0.1479075742762493,-0.0475552891792681,-0.0530636931893018,0.005508404010033701
SNA,none,1,2,2-6,45,-0.11210313769676748,-0.03296881566832266,-0.03869542909586411,0.005726613427541451
SNA,none,1,2,2-6,50,-0.09092431887195626,-0.024671263615886722,-0.030503146781551926,0.005831883165665203
SNA,none,1,2,2-6,55,-0.0829029484608779,-0.021115637548999873,-0.02701952122521914,0.005903883676219266
SNA,none,1,2,2-6,60,-0.07542057702471093,-0.017305358035272434,-0.023265526862131874,0.005960168826859445
SNA,none,1,2,2-6,65,-0.07292685269680897,-0.015913357389730015,-0.021858084597264037,0.0059447272075340155
SNA,none,1,2,2-6,70,-0.07025107756912916,-0.014589672805143148,-0.020514687311935797,0.00592501450679265
SNA,none,1,2,2-6,75,-0.06754470584718736,-0.013310640800383142,-0.019233640743524037,0.005922999943140894
SNA,none,1,2,2-6,80,-0.06114030410241659,-0.009423389739030516,-0.015372326170408178,0.00594893643137766
SNA,none,1,2,2-6,85,-0.07758649961982868,-0.015640869584565197,-0.021449942376163933,0.005809072791598737
SNA,none,1,2,2-6,90,-0.09132397463729952,-0.021491866563662452,-0.027181797396840093,0.005689930833177641
SNA,none,1,2,2-6,95,-0.09250640892226893,-0.02232014088605622,-0.028015511114551667,0.005695370228495449
SNA,none,1,2,2-6,100,-0.0966825102003903,-0.024637045217300767,-0.030313874787157403,0.005676829569856636
SNA,none,1,2,2-6,625,-0.23722606615452413,-0.11787469635184727,-0.12408159719945737,0.006206900847610086
SNA,none,1,3,2-6,0,-0.13127941339708163,-0.11787469635184727,-0.12408159719945737,0.006206900847610086
SNA,none,1,3,2-6,20,-0.5375286609660367,-0.2848785549235163,-0.2879140102638031,0.0030354553402867166
SNA,none,1,3,2-6,25,-0.5182037113728047,-0.2782989725220865,-0.2814331248374107,0.0031341523153241724
SNA,none,1,3,2-6,30,-0.4608774207861249,-0.2568665825119424,-0.2604032816092549,0.0035366990973125212
SNA,none,1,3,2-6,35,-0.41367506705585216,-0.2398417286339631,-0.24369167042101111,0.00384994178704801
SNA,none,1,3,2-6,40,-0.39172671664812425,-0.2331944601887199,-0.23727105956354083,0.004076599374820944
SNA,none,1,3,2-6,45,-0.3573103971274411,-0.2224941775429381,-0.22684564104823784,0.004351463505299762
SNA,none,1,3,2-6,50,-0.32427994661520143,-0.21043943091129103,-0.21494016563702523,0.0045007347257342185
SNA,none,1,3,2-6,55,-0.3102634236983992,-0.20590197501534455,-0.21044951590015878,0.0045475408848142254
SNA,none,1,3,2-6,60,-0.3319842732901192,-0.21560183135311844,-0.21996368904612054,0.0043618576930020934
SNA,none,1,3,2-6,65,-0.3692027408414917,-0.23036903692664537,-0.2343780510141417,0.004009014087496325
SNA,none,1,3,2-6,70,-0.3737092778332999,-0.23196188968350992,-0.23589559563558662,0.003933705952076707
SNA,none,1,3,2-6,75,-0.373304906698243,-0.23175153978840285,-0.23567469451200054,0.00392315472359769
SNA,none,1,3,2-6,80,-0.3720727727473039,-0.23125894438860556,-0.23520729179064362,0.003948347402038053
SNA,none,1,3,2-6,85,-0.372617822571165,-0.2327945702259403,-0.23674541408470573,0.003950843858765438
SNA,none,1,3,2-6,90,-0.38692289711374284,-0.23952032047126537,-0.24332942686923176,0.0038091063979663886
SNA,none,1,3,2-6,95,-0.41090075607640847,-0.24994722976687123,-0.25352971772222593,0.0035824879553547364
SNA,none,1,3,2-6,100,-0.4237711403661396,-0.2563743293786452,-0.2598357677317604,0.003461438353115227
SNA,none,1,3,2-6,625,-0.4083321179510388,-0.2915896167635448,-0.29530476911519615,0.0037151523516513406
SNA,none,1,4,2-6,0,-0.2807603295163989,-0.2915896167635448,-0.29530476911519615,0.0037151523516513406
SNA,none,1,4,2-6,20,-0.7318233094920354,-0.46748928783495236,-0.4681605746160962,0.0006712867811438628
SNA,none,1,4,2-6,25,-0.7319309608645562,-0.4681671805306118,-0.4689537952319674,0.0007866147013555747
SNA,none,1,4,2-6,30,-0.7075902418482306,-0.45827872235232514,-0.4593455438082224,0.0010668214558972977
SNA,none,1,4,2-6,35,-0.6775533831919722,-0.44634542266383986,-0.44772985589643693,0.0013844332325970753
SNA,none,1,4,2-6,40,-0.6547256003911454,-0.4372148532853114,-0.43877038392956613,0.001555530644254759
SNA,none,1,4,2-6,45,-0.6620514318450708,-0.4390184650230376,-0.44056515130629215,0.0015466862832545303
SNA,none,1,4,2-6,50,-0.6789946827451794,-0.4458646883623668,-0.44737400548942324,0.00150931712705642
SNA,none,1,4,2-6,55,-0.6735025943696051,-0.4454905021076165,-0.4471164480883935,0.0016259459807770327
SNA,none,1,4,2-6,60,-0.648333654410364,-0.43624674798675195,-0.4381909058285419,0.0019441578417900018
SNA,none,1,4,2-6,65,-0.6419061590718828,-0.43263089942031885,-0.4346672982546349,0.00203639883431606
SNA,none,1,4,2-6,70,-0.6402279656761973,-0.4299753253618409,-0.4320492310271519,0.002073905665311031
SNA,none,1,4,2-6,75,-0.6280192659395698,-0.42328719674718795,-0.4254245237283618,0.002137326981173828
SNA,none,1,4,2-6,80,-0.5805114838563277,-0.40382866953777197,-0.40627805914192505,0.0024493896041531114
SNA,none,1,4,2-6,85,-0.5765821531590418,-0.4021445777013443,-0.4045717518930334,0.002427174191689119
SNA,none,1,4,2-6,90,-0.5904790316188179,-0.4081016911941693,-0.41041777353195313,0.0023160823377838826
SNA,none,1,4,2-6,95,-0.5993974898179283,-0.41234783947655484,-0.41454011079577285,0.0021922713192179797
SNA,none,1,4,2-6,100,-0.5893315758462895,-0.4096890126145562,-0.4118825861625491,0.0021935735479928554
SNA,none,1,4,2-6,625,-0.5257856397333246,-0.4104861766810789,-0.4131754624663879,0.002689285785309039
SNA,none,1,5,2-6,0,-0.45595745177348584,-0.4104861766810789,-0.4131754624663879,0.002689285785309039
SNA,none,1,5,2-6,20,-0.6035728565329255,-0.46742064421674895,-0.4691836070504944,0.001762962833745405
SNA,none,1,5,2-6,25,-0.5978619183965005,-0.46776113892491994,-0.46971809444302776,0.001956955518107861
SNA,none,1,5,2-6,30,-0.5682924413403775,-0.45901352037593185,-0.46130229424748265,0.002288773871550802
SNA,none,1,5,2-6,35,-0.5413023314989619,-0.44933467485326617,-0.4519155425561934,0.0025808677029272075
SNA,none,1,5,2-6,40,-0.5269547040434911,-0.4453977015474001,-0.448217525727151,0.0028198241797508673
SNA,none,1,5,2-6,45,-0.5133131141922525,-0.43982396271409796,-0.44291679312281185,0.0030928304087137802
SNA,none,1,5,2-6,50,-0.4869913027514749,-0.43031668268427853,-0.4337004939390313,0.0033838112547528
SNA,none,1,5,2-6,55,-0.485638177431534,-0.4288657129469998,-0.43226583447146416,0.003400121524464339
SNA,none,1,5,2-6,60,-0.4802530315503833,-0.42707812899201825,-0.43048974266336015,0.003411613671341911
SNA,none,1,5,2-6,65,-0.4638417127667309,-0.42127159571303535,-0.4247646446499789,0.0034930489369435235
SNA,none,1,5,2-6,70,-0.47322485078334287,-0.42578662196840816,-0.42916688931753816,0.0033802673491300085
SNA,none,1,5,2-6,75,-0.4873213733976337,-0.43263919166415304,-0.43602060665560727,0.0033814149914542214
SNA,none,1,5,2-6,80,-0.4959535188880135,-0.43822238762860666,-0.4416797652863666,0.003457377657759935
SNA,none,1,5,2-6,85,-0.4973009575860515,-0.4412258934499262,-0.4447629091084384,0.0035370156585122457
SNA,none,1,5,2-6,90,-0.5107451957138455,-0.44862910831104125,-0.45203146501346814,0.003402356702426914
SNA,none,1,5,2-6,95,-0.49283970958679235,-0.4428232877472803,-0.4464064534746032,0.003583165727322921
SNA,none,1,5,2-6,100,-0.4783446574503703,-0.4376320188736724,-0.44129483971858346,0.003662820844911039
SNA,none,1,5,2-6,625,-0.4148056897157315,-0.43955537440125986,-0.4437451157371273,0.004189741335867438
SNA,none,1,6,2-6,0,-0.4140665459580951,-0.43955537440125986,-0.4437451157371273,0.004189741335867438
SNA,none,1,6,2-6,20,-0.5514864781431791,-0.4978504442471744,-0.5004398951518083,0.0025894509046338497
SNA,none,1,6,2-6,25,-0.5187563213386224,-0.4850532349793173,-0.48794527695401824,0.002892041974700987
SNA,none,1,6,2-6,30,-0.5419851103276361,-0.4938451982413708,-0.4965975902796081,0.0027523920382373033
SNA,none,1,6,2-6,35,-0.5187544099276536,-0.48477264750830557,-0.48779536525800554,0.0030227177496999504
SNA,none,1,6,2-6,40,-0.47615342323165877,-0.4679283225498838,-0.4713959057579959,0.003467583208112046
SNA,none,1,6,2-6,45,-0.5179011983240877,-0.4830613778161539,-0.4863436250762213,0.003282247260067379
SNA,none,1,6,2-6,50,-0.5475790709410285,-0.4930051331205946,-0.49616670409987684,0.00316157097928226
SNA,none,1,6,2-6,55,-0.5526502843500387,-0.49435402367889353,-0.49756095016796775,0.0032069264890742487
SNA,none,1,6,2-6,60,-0.545064978481872,-0.4919778730787761,-0.49537046561605114,0.00339259253727505
SNA,none,1,6,2-6,65,-0.5516504353097078,-0.497888750889463,-0.5013492106288985,0.003460459739435464
SNA,none,1,6,2-6,70,-0.5277942966876341,-0.4902159473971608,-0.49390166317076933,0.0036857157736085357
SNA,none,1,6,2-6,75,-0.5047601049835475,-0.47937719061367334,-0.4831779302642879,0.0038007396506145597
SNA,none,1,6,2-6,80,-0.48717509561430883,-0.47277955025360574,-0.4765354505159369,0.0037559002623311242
SNA,none,1,6,2-6,85,-0.453685477332381,-0.4596766736558496,-0.46368342749679897,0.004006753840949387
SNA,none,1,6,2-6,90,-0.4385031319788665,-0.4538558267665392,-0.45802971531900744,0.00417388855246827
SNA,none,1,6,2-6,95,-0.4193173357401501,-0.4463870351799937,-0.4507657067323975,0.00437867155240383
SNA,none,1,6,2-6,100,-0.40919850417102055,-0.442134906859745,-0.4466211821447617,0.004486275285016745
SNA,none,1,6,2-6,625,-0.4627533621031343,-0.4996869044319832,-0.5041108549896675,0.004423950557684293
SNA,none,1,7,7-11,0,-0.5500595216030679,-0.4996869044319832,-0.5041108549896675,0.004423950557684293
SNA,none,1,7,7-11,20,-0.6218443892105333,-0.5401699763894761,-0.544427314811361,0.004257338421884924
SNA,none,1,7,7-11,25,-0.6852612426790731,-0.5635250232247807,-0.5674811329641551,0.003956109739374369
SNA,none,1,7,7-11,30,-0.6607754653831838,-0.5537457467367483,-0.5580888493390364,0.004343102602288127
SNA,none,1,7,7-11,35,-0.6110161183930453,-0.5347871320634924,-0.5396644481945161,0.00487731613102369
SNA,none,1,7,7-11,40,-0.6108334260934295,-0.5358863299117401,-0.5408501552847192,0.004963825372979045
SNA,none,1,7,7-11,45,-0.6587475067431918,-0.5548874832812282,-0.5594867054355848,0.004599222154356539
SNA,none,1,7,7-11,50,-0.7024903968381628,-0.5712717490085694,-0.5754902657413682,0.0042185167327988896
SNA,none,1,7,7-11,55,-0.702072777284373,-0.5723447922515268,-0.5766345096999365,0.004289717448409646
SNA,none,1,7,7-11,60,-0.6709127524832064,-0.5613162856481931,-0.5659331445328852,0.0046168588846921925
SNA,none,1,7,7-11,65,-0.6557611210427862,-0.553597275388943,-0.5583965802868399,0.004799304897896945
SNA,none,1,7,7-11,70,-0.6661284365334368,-0.5547045870915676,-0.5594413368495801,0.004736749758012593
SNA,none,1,7,7-11,75,-0.6559503187644729,-0.5481760904417046,-0.5529733622484513,0.004797271806746721
SNA,none,1,7,7-11,80,-0.6560607479621876,-0.5474113441625829,-0.5522657107509892,0.004854366588406264
SNA,none,1,7,7-11,85,-0.6567202150800554,-0.5474337448100285,-0.5523780280924128,0.004944283282384276
SNA,none,1,7,7-11,90,-0.6682121418045321,-0.5530609289392862,-0.5579202363802153,0.004859307440929115
SNA,none,1,7,7-11,95,-0.6653606335807509,-0.5526891190899323,-0.5575751523082864,0.0048860332183539865
SNA,none,1,7,7-11,100,-0.6746201139127479,-0.557005192298275,-0.5618166144106729,0.00481142211239785
SNA,none,1,7,7-11,625,-0.6097041853892801,-0.5703020064122114,-0.575093641174871,0.004791634762659669
SNA,none,1,8,7-11,0,-0.48889726887380525,-0.5703020064122114,-0.575093641174871,0.004791634762659669
SNA,none,1,8,7-11,20,-0.5854433652208602,-0.6081679728126111,-0.6130931787669617,0.004925205954350531
SNA,none,1,8,7-11,25,-0.5988339596895973,-0.6140138238783308,-0.6191435388701118,0.00512971499178093
SNA,none,1,8,7-11,30,-0.6010426778107063,-0.6164193181543408,-0.6217324547386408,0.005313136584300082
SNA,none,1,8,7-11,35,-0.6389004770587331,-0.6349750377635605,-0.6400379658444393,0.005062928080878919
SNA,none,1,8,7-11,40,-0.659423799165996,-0.6454963330306477,-0.6503478557365147,0.004851522705866956
SNA,none,1,8,7-11,45,-0.6764317881867272,-0.6519061161797981,-0.656472996436114,0.004566880256315926
SNA,none,1,8,7-11,50,-0.6368920293681286,-0.6371653327095606,-0.6420682121289479,0.004902879419387318
SNA,none,1,8,7-11,55,-0.6008534497063267,-0.6246588356865805,-0.6299109010180228,0.005252065331442282
SNA,none,1,8,7-11,60,-0.6393187902720697,-0.6405166883171008,-0.6454833313890671,0.004966643071966246
SNA,none,1,8,7-11,65,-0.6799068617671193,-0.655064793012849,-0.6596744029174316,0.0046096099045826126
SNA,none,1,8,7-11,70,-0.7035819420620737,-0.6636935932763319,-0.668194720612739,0.00450112733640708
SNA,none,1,8,7-11,75,-0.6858069563588757,-0.6566013095320455,-0.6615128799425226,0.0049115704104769975
SNA,none,1,8,7-11,80,-0.6463118099248919,-0.6426703467870367,-0.6481277999804125,0.005457453193375841
SNA,none,1,8,7-11,85,-0.6158673673117604,-0.6312936212414413,-0.6372265597200955,0.00593293847865425
SNA,none,1,8,7-11,90,-0.5976459775896454,-0.6232899251770213,-0.6293733326978035,0.006083407520782203
SNA,none,1,8,7-11,95,-0.6024842528641818,-0.6235629169880391,-0.6294819421947156,0.005919025206676452
SNA,none,1,8,7-11,100,-0.6141700176954507,-0.6254623169261655,-0.6310670750061005,0.005604758079934982
SNA,none,1,8,7-11,625,-0.6683116275431247,-0.678694407770633,-0.6843241182241371,0.005629710453504231
SNA,none,1,9,7-11,0,-0.6845508933216193,-0.678694407770633,-0.6843241182241371,0.005629710453504231
SNA,none,1,9,7-11,20,-0.7096400483629398,-0.6967625423201809,-0.7019829437516146,0.005220401431433857
SNA,none,1,9,7-11,25,-0.7379157846185171,-0.7076460919161233,-0.7127582650158925,0.005112173099769279
SNA,none,1,9,7-11,30,-0.7134380155391696,-0.6973613657339008,-0.7026790671576744,0.005317701423773542
SNA,none,1,9,7-11,35,-0.6827878343370156,-0.685400955463568,-0.6909750435136206,0.005574088050052523
SNA,none,1,9,7-11,40,-0.6921591317895468,-0.6876333848673672,-0.6932615829406129,0.005628198073245585
SNA,none,1,9,7-11,45,-0.6902552438853026,-0.6876565158243776,-0.6934192221977301,0.0057627063733525575
SNA,none,1,9,7-11,50,-0.6791931201634759,-0.6841150792781283,-0.6900705683561702,0.005955489078041864
SNA,none,1,9,7-11,55,-0.7132496568875226,-0.6983022106916899,-0.7040574974282201,0.005755286736530252
SNA,none,1,9,7-11,60,-0.7207539074444849,-0.6999336662709666,-0.7057173942246427,0.005783727953676134
SNA,none,1,9,7-11,65,-0.6855346341447457,-0.6844714839268943,-0.6906752277877183,0.006203743860824034
SNA,none,1,9,7-11,70,-0.645682278810867,-0.6675042824024322,-0.6741936546411935,0.00668937223876128
SNA,none,1,9,7-11,75,-0.6306392734513444,-0.6605617642865567,-0.6673492635504392,0.006787499263882637
SNA,none,1,9,7-11,80,-0.6916912918415247,-0.6815223038916333,-0.6877200048228582,0.006197700931224972
SNA,none,1,9,7-11,85,-0.7263773106857218,-0.6929107327384996,-0.6987579670308047,0.005847234292305075
SNA,none,1,9,7-11,90,-0.7240857827621976,-0.69396422591803,-0.699752773566147,0.005788547648116946
SNA,none,1,9,7-11,95,-0.6786787145446229,-0.6775364183079933,-0.6836090121049915,0.006072593796998263
SNA,none,1,9,7-11,100,-0.6973030109668504,-0.6843335323768356,-0.6902917899464179,0.0059582575695822015
SNA,none,1,9,7-11,625,-0.6418198775934232,-0.6801756790798485,-0.6865372163400848,0.006361537260236218
SNA,none,1,10,7-11,0,-0.7561759054590432,-0.6801756790798485,-0.6865372163400848,0.006361537260236218
SNA,none,1,10,7-11,20,-0.69985998746466,-0.6595133185901213,-0.6664339295222598,0.0069206109321385155
SNA,none,1,10,7-11,25,-0.7254572649452061,-0.6721560071802376,-0.6790441839691629,0.006888176788925194
SNA,none,1,10,7-11,30,-0.7037406464563456,-0.6641934581836237,-0.6714221468214662,0.007228688637842424
SNA,none,1,10,7-11,35,-0.6770958009836896,-0.6530408108451136,-0.6605753206887945,0.007534509843681008
SNA,none,1,10,7-11,40,-0.6917760776863776,-0.6580892161587528,-0.6655441139780143,0.007454897819261532
SNA,none,1,10,7-11,45,-0.7257415231420882,-0.6697543758952701,-0.6769075160017995,0.007153140106529463
SNA,none,1,10,7-11,50,-0.7353142919040871,-0.6720008676121568,-0.6790507776354997,0.007049910023342818
SNA,none,1,10,7-11,55,-0.733829912759354,-0.6719178785393519,-0.6790017328723839,0.007083854333031923
SNA,none,1,10,7-11,60,-0.6885877300414753,-0.6567470015315913,-0.6643437807364962,0.007596779204905033
SNA,none,1,10,7-11,65,-0.6755321675140362,-0.6544059109015201,-0.6622682988163128,0.007862387914792634
SNA,none,1,10,7-11,70,-0.6732132785987313,-0.6542809231517017,-0.6621853217960156,0.007904398644313915
SNA,none,1,10,7-11,75,-0.6717731365204311,-0.6542192641889217,-0.6621245953609999,0.00790533117207815
SNA,none,1,10,7-11,80,-0.674225767974098,-0.6559848279656916,-0.6638708072469643,0.007885979281272739
SNA,none,1,10,7-11,85,-0.6788759187535044,-0.659821681264475,-0.6676960120728836,0.007874330808408558
SNA,none,1,10,7-11,90,-0.7039723725808175,-0.6718856451068836,-0.6795297278512566,0.0076440827443730085
SNA,none,1,10,7-11,95,-0.6967168822906351,-0.6715983582580256,-0.6793398042559883,0.0077414459979627285
SNA,none,1,10,7-11,100,-0.6673395233437457,-0.6614181115555203,-0.6694542853878903,0.008036173832369969
SNA,none,1,10,7-11,625,-0.6871613263587137,-0.6866253967187835,-0.6948989249128966,0.008273528194113169
SNA,none,1,11,7-11,0,-0.6089881253775812,-0.6866253967187835,-0.6948989249128966,0.008273528194113169
SNA,none,1,11,7-11,20,-0.8245480339303302,-0.7761163455770245,-0.7828524710655571,0.006736125488532707
SNA,none,1,11,7-11,25,-0.8058802084945503,-0.7666221278617347,-0.7735556605370555,0.006933532675320748
SNA,none,1,11,7-11,30,-0.8062227674307614,-0.763981320882917,-0.7709424228810846,0.006961101998167578
SNA,none,1,11,7-11,35,-0.781411991761314,-0.7533048143740138,-0.7605153751941083,0.007210560820094542
SNA,none,1,11,7-11,40,-0.7505992098549215,-0.7417970748897155,-0.7493302668381752,0.007533191948459717
SNA,none,1,11,7-11,45,-0.733733614674853,-0.735728170703048,-0.743539008347113,0.0078108376440650315
SNA,none,1,11,7-11,50,-0.7462600207219581,-0.7397553275435539,-0.7475955642017843,0.007840236658230424
SNA,none,1,11,7-11,55,-0.7129603047366883,-0.7263562159620826,-0.7346313706199773,0.008275154657894745
SNA,none,1,11,7-11,60,-0.6786207140934899,-0.7125179900485168,-0.7211420236795751,0.00862403363105841
SNA,none,1,11,7-11,65,-0.6811784544257344,-0.7138903342896902,-0.7225374251987614,0.008647090909071266
SNA,none,1,11,7-11,70,-0.6982161964049977,-0.7224072380437186,-0.7309436896934253,0.008536451649706577
SNA,none,1,11,7-11,75,-0.7059268425141809,-0.7271819631080544,-0.7356919375648832,0.008509974456828787
SNA,none,1,11,7-11,80,-0.7168902850876053,-0.732058791525254,-0.740466023097309,0.008407231572055024
SNA,none,1,11,7-11,85,-0.6953681948570198,-0.7227138322986959,-0.7313283990963193,0.00861456679762341
SNA,none,1,11,7-11,90,-0.6663601666617471,-0.7103415990963741,-0.7192046242861589,0.008863025189784822
SNA,none,1,11,7-11,95,-0.6497172636512807,-0.7036382060615197,-0.7126921883761734,0.009053982314653694
SNA,none,1,11,7-11,100,-0.6717995236001619,-0.71161470319823,-0.7205088278707453,0.008894124672515318
SNA,none,1,11,7-11,625,-0.7405704736667903,-0.7402997184893964,-0.7493122026263069,0.009012484136910644
SNA,none,1,12,12-20,0,-0.6939524958870039,-0.7402997184893964,-0.7493122026263069,0.009012484136910644
SNA,none,1,12,12-20,20,-0.8722030750694297,-0.8012829555740801,-0.8091115480412019,0.00782859246712178
SNA,none,1,12,12-20,25,-0.864930259558157,-0.7979390626862736,-0.80592318511066,0.007984122424386442
SNA,none,1,12,12-20,30,-0.8444019789646259,-0.7900266712544689,-0.7982987482439929,0.008272076989524067
SNA,none,1,12,12-20,35,-0.8530551653502445,-0.7935999884337988,-0.8019396945564411,0.008339706122642383
SNA,none,1,12,12-20,40,-0.8681745286101895,-0.7996612012452837,-0.807945066191854,0.008283864946570248
SNA,none,1,12,12-20,45,-0.8679491744732255,-0.7982929624656464,-0.8066886279620014,0.008395665496354923
SNA,none,1,12,12-20,50,-0.8600036125338554,-0.7936123575607913,-0.802167356187724,0.008554998626932502
SNA,none,1,12,12-20,55,-0.8538486315035957,-0.7913002099094573,-0.7999163951850622,0.008616185275604949
SNA,none,1,12,12-20,60,-0.8755852139499213,-0.7994331413938602,-0.8078847179902772,0.008451576596416998
SNA,none,1,12,12-20,65,-0.8701464925466006,-0.7973004034050597,-0.8058889577154683,0.008588554310408654
SNA,none,1,12,12-20,70,-0.8876819536007148,-0.8063937104571807,-0.8149132403390678,0.008519529881887138
SNA,none,1,12,12-20,75,-0.8978426500223393,-0.8118030946962906,-0.8203457346796429,0.008542639983352274
SNA,none,1,12,12-20,80,-0.8915076879289044,-0.8111716995391899,-0.8197753956626539,0.008603696123464033
SNA,none,1,12,12-20,85,-0.8468549265584313,-0.795008559048908,-0.8039372363835328,0.008928677334624808
SNA,none,1,12,12-20,90,-0.8195720563916392,-0.7858437836006115,-0.794948701299908,0.009104917699296493
SNA,none,1,12,12-20,95,-0.821918659491859,-0.7882133077637719,-0.7971903453592404,0.008977037595468574
SNA,none,1,12,12-20,100,-0.837472229222654,-0.7948881173043557,-0.8036143391966399,0.00872622189228423
SNA,none,1,12,12-20,625,-0.7566075055953531,-0.7607188194095872,-0.7714028347023779,0.010684015292790719
SNA,none,1,13,12-20,0,-0.8384768152041155,-0.7607188194095872,-0.7714028347023779,0.010684015292790719
SNA,none,1,13,12-20,20,-0.9471843363188261,-0.7976155657314056,-0.8081535381362599,0.010537972404854372
SNA,none,1,13,12-20,25,-0.9610677177532665,-0.801035979641343,-0.8115529438306437,0.01051696418930078
SNA,none,1,13,12-20,30,-0.9359802093031669,-0.7897042373558736,-0.8004798863586268,0.010775649002753199
SNA,none,1,13,12-20,35,-0.8982238425199981,-0.7738931122045688,-0.7850788053965152,0.011185693191946485
SNA,none,1,13,12-20,40,-0.9229909676682277,-0.7830003396516105,-0.7941064875681906,0.011106147916580085
SNA,none,1,13,12-20,45,-0.9333564414804535,-0.7874682845799441,-0.7985647613451772,0.011096476765233091
SNA,none,1,13,12-20,50,-0.8814768855521158,-0.7688217832374555,-0.7803801875042897,0.011558404266834259
SNA,none,1,13,12-20,55,-0.8765744059164235,-0.7692325648619276,-0.7808148979454249,0.01158233308349736
SNA,none,1,13,12-20,60,-0.9087322068227567,-0.7845729858549869,-0.7958387589873139,0.011265773132327012
SNA,none,1,13,12-20,65,-0.9119281742489243,-0.7881005234612826,-0.799358216292851,0.01125769283156842
SNA,none,1,13,12-20,70,-0.905110198981896,-0.7857491671325252,-0.7970859318973809,0.011336764764855616
SNA,none,1,13,12-20,75,-0.8753554918555508,-0.7751097195810278,-0.7867454155648873,0.011635695983859478
SNA,none,1,13,12-20,80,-0.8508870036181599,-0.7671432170560528,-0.7789212524515987,0.011778035395545885
SNA,none,1,13,12-20,85,-0.8855084548343157,-0.7812108972108334,-0.7926240468338008,0.011413149622967467
