seed,arm,k,s,neffT2,zero2,gtr2,zarm2,dmean2,effbar2
15,S2dyn_10r,1,0,0.006887090503450623,0.9428833333333333,0.0058141675775249795,0.011132585602694114,-48.821968682381076,-48.81083609677838
15,S2dyn_10r,1,750,0.002708928541625061,0.9804666666666667,0.0019488007714351019,0.849814513403268,-62.66450195267697,-61.814687439273705
15,S2dyn_10r,1,1500,0.00422671841545156,0.9745583333333333,0.003353752401471138,0.40252092643961174,-61.0618477281784,-60.659326801738786
15,S2dyn_10r,1,2250,0.006497327441681054,0.966575,0.005508229784170786,0.9611131720635443,-60.231602616472294,-59.27048944440875
15,S2dyn_10r,1,3000,0.008736817961914587,0.959875,0.007661871603131294,0.5764362366775414,-58.90765416971843,-58.33121793304088
15,S2dyn_10r,1,3750,0.010124100166605783,0.951125,0.008963801308969656,0.29759883907868645,-56.774480857796966,-56.47688201871828
15,S2dyn_10r,1,4500,0.012339745203839897,0.9436166666666667,0.011179725969334444,0.5538834784170225,-55.93385667579522,-55.3799731973782
15,S2dyn_10r,1,5250,0.016076011664644476,0.929475,0.0147676015223066,0.7871210432928483,-54.51284377217703,-53.72572272888418
15,S2dyn_10r,1,6000,0.02194580883242703,0.9154166666666667,0.020272652864456175,0.8160094471026135,-53.02378975784915,-52.207780310746536
15,S2dyn_10r,2,0,0.02194580883242703,0.9154166666666667,0.020272652864456175,0.8160094471026135,-53.02378975784915,-52.207780310746536
15,S2dyn_10r,2,750,0.001267398654731221,0.9914416666666667,0.000692674636344115,-3.3830996509669853,-69.14012609467979,-72.52322574564677
15,S2dyn_10r,2,1500,0.0021823141437798065,0.9862166666666666,0.0015432654907306036,-2.692795773582013,-68.30091322630396,-70.99370899988597
15,S2dyn_10r,2,2250,0.0029908804738183648,0.9809833333333333,0.0023267168353001276,-2.5375859929954476,-67.53594512274216,-70.07353111573761
15,S2dyn_10r,2,3000,0.004469012338312711,0.9749833333333333,0.003711256662507852,-2.340047894784393,-67.29775957978516,-69.63780747456956
15,S2dyn_10r,2,3750,0.006381419052906925,0.9691083333333333,0.005500481737653415,-2.4830994422767194,-66.58284335811088,-69.0659428003876
15,S2dyn_10r,2,4500,0.0066101904802366605,0.9682333333333333,0.005807663926978906,-3.425980811435958,-65.9487539971405,-69.37473480857646
15,S2dyn_10r,2,5250,0.008535142233576341,0.96125,0.007692622691889604,-3.561797113762016,-64.79751856331204,-68.35931567707405
15,S2dyn_10r,2,6000,0.01102339639471661,0.9557333333333333,0.010055922135710717,-3.6702140509611385,-63.95773049330454,-67.62794454426567
15,S2dyn_c1,1,0,0.006887090503450623,0.9428833333333333,0.0058141675775249795,0.011132585602694114,-48.821968682381076,-48.81083609677838
15,S2dyn_c1,1,750,0.003231185714569542,0.9788916666666667,0.0024079696665207546,0.9218503066839335,-62.66450195267697,-61.742651645993035
15,S2dyn_c1,1,1500,0.004372475627265646,0.973975,0.0034964147448539734,0.5209387999055728,-61.0618477281784,-60.54090892827283
15,S2dyn_c1,1,2250,0.0064415918130233275,0.9668583333333334,0.0053837809716661775,0.9320027480002347,-60.231602616472294,-59.29959986847206
15,S2dyn_c1,1,3000,0.009029378279692569,0.960575,0.00784043009976546,0.8021651294252176,-58.90765416971843,-58.10548904029321
15,S2dyn_c1,1,3750,0.01050722561440342,0.9510916666666667,0.00926975392003854,0.7240023235610396,-56.774480857796966,-56.05047853423593
15,S2dyn_c1,1,4500,0.012139645003448978,0.9431,0.01095723017056783,1.182490929968448,-55.93385667579522,-54.751365745826774
