task,perm_task,cnorm2,dnorm2,align,cos,zbar_cur,sigma_cur,between_cur,zbar_inv,sigma_inv,between_inv,rowmean,cnorm,bias,star,var_off,var_wid,pos_frac,acc,arm,iv,seed,cond
21,21,1.1859756787748665,0.5651858543562631,-0.5782573895283762,-0.46542502087294624,-0.20847597626089204,0.9002486010202005,0.4704250561724466,-0.15347315220988336,0.32120291888856767,0.23529205305394982,-0.0017318868660752154,1.0170422444934852,0.03638273264747113,-0.1410279682876283,0.02557306485202198,0.0787062376759019,0.31728515625,0.9247000217437744,LR,l2,1,FRESH
22,22,1.1891903104151422,0.5490092975533943,-0.5457946659131185,-0.4345967571308681,-0.18303231912919493,0.906324748391834,0.48237687053529144,-0.13901460657875261,0.3255103066235568,0.26401912930065974,-0.0016291210918148876,1.0260975856521757,0.03725636801565997,-0.12962723187098613,0.025808563534258484,0.07907804598675189,0.343359375,0.9225000143051147,LR,l2,1,FRESH
23,23,1.1755449594526415,0.5542353068836668,-0.5678806578461677,-0.4696967073443686,-0.175750644304945,0.8976801869914617,0.4692556320538492,-0.10211014760511608,0.31889707791596883,0.23897344181197336,-0.0012805973808625124,1.0148491961548842,0.038702233506483025,-0.09247936005183659,0.022988225033836348,0.07767838337221383,0.339921875,0.932699978351593,LR,l2,1,FRESH
24,24,1.197593354273994,0.5491779214420616,-0.5271295266207089,-0.4250120018944196,-0.26206657519884535,0.9322383065385411,0.5394442406938147,-0.11435746749193612,0.32671867655398823,0.2548927770378392,-0.0013067398037736966,1.030693302140994,0.03924120192299597,-0.09461836423484189,0.025592221513823593,0.07954910027254179,0.31564453125,0.9348999857902527,LR,l2,1,FRESH
25,25,1.1872205084014873,0.5398214912926167,-0.5501943371651236,-0.4461882468799673,-0.17452462639539426,0.9016911439202909,0.4822586832785955,-0.14234022703967564,0.32545175146276223,0.275303388091845,-0.0015457194096777011,1.0266263061670187,0.040476171614136545,-0.11786394244964167,0.027812254302057443,0.07736087397413245,0.3403515625,0.9366999864578247,LR,l2,1,FRESH
26,26,1.1634500381831396,0.5274970092733607,-0.5512674794917083,-0.43177743649527917,-0.1354862110426168,0.8893989720085617,0.43845646369470015,-0.09333620931875297,0.3223948034541749,0.26564391788713604,-0.0011188709932937928,1.017954500252465,0.04108505125128431,-0.07352964504584783,0.025497624685967092,0.0777852603431784,0.34935546875,0.9194999933242798,LR,l2,1,FRESH
27,27,1.162959822018364,0.5149043324475548,-0.5153945486123308,-0.42310540769589766,-0.07386050054183152,0.9052465624318918,0.4600873228397532,-0.07438659463438542,0.31861448536347947,0.2440624542069784,-0.0009798483759780802,1.0161045158002577,0.04315513674140675,-0.05721838684003513,0.023340160368202186,0.0767724302738178,0.3783203125,0.9305999875068665,LR,l2,1,FRESH
28,28,1.1665376227810866,0.5337370098159748,-0.530159209053252,-0.41922029017650386,-0.08736841387858585,0.8998429933103966,0.4902037323769172,-0.0732169259357646,0.32065544431740955,0.27321515452893536,-0.0010094675485151099,1.0218844091781962,0.042900959181715735,-0.06050668762327152,0.02658762411607099,0.07430896520746684,0.37560546875,0.9233999848365784,LR,l2,1,FRESH
29,29,1.1376039921780778,0.51778096368059,-0.5467145942835987,-0.47617195827647973,-0.26966911369564384,0.8918785295098065,0.6132472107757174,-0.11996393229666243,0.3263625365030686,0.31732002630317085,-0.0014628253692922813,0.9929831231305897,0.0441019414018956,-0.10574668854927027,0.03143811662398388,0.07323283294160034,0.29298828125,0.9352999925613403,LR,l2,1,FRESH
30,30,1.126927647829187,0.5108444369432814,-0.5215207812921723,-0.4668653119514125,-0.1668570951568635,0.8789686206939602,0.5219852497377461,-0.09625748776078828,0.3210975022052855,0.3068597027954861,-0.001334182885340114,0.9878473777172918,0.042564375245710835,-0.09410640013825311,0.029350965107202587,0.07335128209204918,0.329453125,0.9312000274658203,LR,l2,1,FRESH
