task,perm_task,cnorm2,dnorm2,align,cos,zbar_cur,sigma_cur,between_cur,zbar_inv,sigma_inv,between_inv,rowmean,cnorm,bias,star,var_off,var_wid,pos_frac,acc,arm,iv,seed,cond
21,21,14.373947285802695,0.9012532869779523,-0.377812324185568,-0.05586928328535186,-1.8569660531113072,1.694994937576816,2.5274950554698448,-1.8607194306592603,1.2693412813592846,1.9883641074814369,-0.018152031071680504,3.7848937040911492,0.041247938700253145,-1.8182064049431625,0.656659638608005,0.9514698221442908,0.19103515625,0.9230999946594238,LR,none,0,FRESH
22,22,15.006839533013581,0.9820429955928374,-0.34915074838195137,-0.048381522793214095,-1.9276103493189007,1.735941556433637,2.8173928417313796,-1.8713702757222435,1.298983772623434,2.1863529942634417,-0.01836849772308115,3.8685996059357075,0.03802194866351783,-1.8436067650882024,0.6965145389622026,0.9947394769209295,0.18580078125,0.9168999791145325,LR,none,0,FRESH
23,23,15.571703163314794,0.9450158453795251,-0.3801522150783134,-0.053817864117619914,-1.9287390051640372,1.762870709985588,3.1518033881025684,-1.8613766029478933,1.3088037890966282,2.1798203563035834,-0.01841796829745591,3.9411902945036985,0.03945457781199366,-1.8472417933297138,0.6992312363882267,1.0218107192384551,0.1994140625,0.9241999983787537,LR,none,0,FRESH
24,24,16.202887658547905,0.9997554136978463,-0.36857091846473566,-0.04925749110888345,-1.933294152951714,1.782069046725536,2.4331329146873566,-1.8809886944104306,1.3129150734915318,1.9492022537465976,-0.018667870694508343,4.020510456389786,0.03598851592309074,-1.876307309949113,0.6847793711455682,1.05780558068402,0.186015625,0.9122999906539917,LR,none,0,FRESH
25,25,16.80442480668754,0.9621964002514887,-0.3606592521118537,-0.04746745168612529,-2.014935925906215,1.7910677231296213,2.9934126380500685,-1.9422737000129744,1.3399364981200468,2.037263764384578,-0.019130397588155622,4.094549145639231,0.033969329751562326,-1.9257067390283407,0.7140445504188827,1.0947555959826187,0.187109375,0.9157000184059143,LR,none,0,FRESH
26,26,17.379661217650504,0.9013287667552166,-0.3260923557922506,-0.04659287565259802,-2.030283319567227,1.814243216887585,3.3051269474865808,-2.0280810863008067,1.369761445355931,2.009074488343546,-0.019903739223611824,4.163888228529803,0.032663005380891265,-2.0062324883488065,0.7548701919204287,1.132190100655789,0.19498046875,0.9083999991416931,LR,none,0,FRESH
27,27,17.94889025930061,0.9350429388878315,-0.36581389723772406,-0.04811778530556623,-2.0182215619012145,1.8621707820666702,3.3431274388761905,-2.000146574975628,1.3895888780666186,2.250404751253507,-0.01964106133651513,4.231633952266112,0.0336221268447116,-1.978365218909025,0.778449389611201,1.1707738925579543,0.1945703125,0.9172000288963318,LR,none,0,FRESH
28,28,18.586694941147815,1.028311079595992,-0.39050639774878687,-0.04707676967413091,-2.225386425497108,1.8895609161930718,3.2136669051872206,-2.0827960366098033,1.4141748297271088,2.152952599347367,-0.020485048108919605,4.3067681764940255,0.03227443792973645,-2.0661690660207257,0.8150050507444716,1.2055576805919508,0.1775,0.9147999882698059,LR,none,0,FRESH
29,29,19.140799274049744,0.8890880016724697,-0.33498366877054125,-0.041924500365264544,-2.1429087931377118,1.9079309077655406,3.959273612556734,-2.140291297625889,1.4433653701924913,2.258603072340781,-0.020842800754494156,4.370583274935552,0.029540466158650816,-2.1055504359885546,0.8492215978779228,1.2490352761873882,0.2022265625,0.9158999919891357,LR,none,0,FRESH
30,30,19.713488193872223,1.058741264730404,-0.48605234490792554,-0.05692987725403375,-2.3326299881481334,1.9694337130232282,3.616713915869498,-2.2683500670887886,1.4835532442664026,2.348682963537659,-0.02237257503388452,4.435915844260719,0.02799604777348577,-2.2638015841811754,0.9465554838482504,1.2873828069783582,0.176171875,0.917900025844574,LR,none,0,FRESH
31,31,20.29965570883772,1.029370526302679,-0.4432030113371813,-0.051862086053745794,-2.196196828280338,1.9017813662840013,3.2342658145302376,-2.216086492447031,1.4675089288112306,1.873776254209859,-0.021788099714026926,4.501604168687848,0.028484322647564113,-2.203440936459679,0.8542547494494017,1.3234878002363692,0.1794921875,0.9143000245094299,LR,none,0,FRESH
32,32,20.832866813951306,0.9700673989812543,-0.4368562938676685,-0.051153665730593885,-2.471136698456839,1.905154436090593,3.7206377680228364,-2.3923602402024637,1.5167800715293076,2.040008150708377,-0.023269957721533254,4.560844223217133,0.026710882753977785,-2.3570126681168393,0.954476057536413,1.3604624285460332,0.158125,0.914900004863739,LR,none,0,FRESH
33,33,21.343067147019447,0.936145602600216,-0.42594526953207695,-0.049678650641430996,-2.3041589168556755,1.9401801535175969,3.8012972300388834,-2.451607931263133,1.5535750452866692,2.4880581682183007,-0.02378709983892144,4.616415974527825,0.02542340875719674,-2.4112750490351185,1.0356858776063098,1.3905898449503005,0.186171875,0.9144999980926514,LR,none,0,FRESH
34,34,21.888423005167287,0.9350525248788246,-0.38969666673098524,-0.045255376149076695,-2.4256219855026755,1.9969993371091725,4.09775864232297,-2.448650516967388,1.5632403874430776,2.5207340172716517,-0.023613996313071296,4.674995404964713,0.024285566762555392,-2.394680544617892,1.0228279085624994,1.4211860969601509,0.171796875,0.9174000024795532,LR,none,0,FRESH
35,35,22.516793712141727,1.0395648475649943,-0.4111941405905501,-0.04606146987758967,-2.516789944340063,2.0174504605933388,3.7190631650051547,-2.412878035393726,1.564489571124601,2.2929964180484093,-0.023646379632884535,4.741910150648745,0.02421198889031075,-2.398071398912291,0.993742432623361,1.4626004878365382,0.1640625,0.8974999785423279,LR,none,0,FRESH
36,36,23.156795719688052,1.061192902548032,-0.4211908950017125,-0.04660637481267736,-2.6683228674732162,2.1046337147453373,4.188105966656711,-2.442062398816495,1.5771477240064111,2.155218798441262,-0.023788354174901768,4.809310765797986,0.0219076682603918,-2.414919280965074,0.9889684897592539,1.4997883999209067,0.16060546875,0.9178000092506409,LR,none,0,FRESH
37,37,23.749457163232606,1.078630278997549,-0.48596883545299563,-0.04975765294302969,-2.7019700744662605,2.1032971221011993,3.854777307650338,-2.4852962727805283,1.6010612706224692,2.3690157758124037,-0.02418516837496564,4.870491875999137,0.018340872827684505,-2.459134854763929,1.0364145919775012,1.5306185361400395,0.15353515625,0.9164999723434448,LR,none,0,FRESH
38,38,24.343694673715557,1.0805204060499376,-0.4862828955669842,-0.051335222082031395,-2.561611347235711,2.0889338779371687,4.057024304541346,-2.5169245217063776,1.6134559407266136,2.2985393877840803,-0.02442921095321658,4.93110322081559,0.018416265868581833,-2.484058649437657,1.0454220631099296,1.5676175044935865,0.16578125,0.9135000109672546,LR,none,0,FRESH
39,39,24.894881717704983,1.039990629319377,-0.4888035853299432,-0.050757054413980665,-2.6482165030427027,2.0991212150100758,3.5796388554709906,-2.564207850209265,1.6301304318824668,2.2213270730828634,-0.02487950628895846,4.9863875689236465,0.018068899764912202,-2.530533284421662,1.065588631855184,1.6086706242473596,0.1541796875,0.9136000275611877,LR,none,0,FRESH
40,40,25.532142600551857,1.1719389243183427,-0.5346780414714786,-0.049442641009525216,-2.584259733701056,2.120988931069313,3.5848069511778777,-2.642326783150655,1.6602155761952166,2.2076294666313556,-0.025739890908469523,5.050040155744699,0.01531070622964762,-2.621427395730326,1.128670762054638,1.6501133289070882,0.1603125,0.9168000221252441,LR,none,0,FRESH
21,21,14.373947285802695,0.9012532869779523,-0.377812324185568,-0.05586928328535186,-1.8569660531113072,1.694994937576816,2.5274950554698448,-1.8607194306592603,1.2693412813592846,1.9883641074814369,-0.018152031071680504,3.7848937040911492,0.041247938700253145,-1.8182064049431625,0.656659638608005,0.9514698221442908,0.19103515625,0.9230999946594238,LR,none,0,CYCLE1
22,21,14.596295313143326,0.1432164657002895,0.07913156164034041,0.02210068599927267,-1.9267278202626528,1.8218219573844128,2.86647991773813,-1.9005386650711154,1.2901269522750343,2.1786980592178105,-0.018425222326576573,3.814117551673101,0.03770039441296831,-1.8497390635989661,0.6893642615757385,0.9710928775465212,0.198203125,0.9399999976158142,LR,none,0,CYCLE1
23,21,14.819737922022627,0.1186557226911625,0.10478688618814014,0.03595893814824591,-1.8914067644801875,1.8904750256616316,2.8204608921966265,-1.9010423159419096,1.2984041598772942,2.2656313349216566,-0.018353807477810073,3.8433641476168905,0.035619451156817375,-1.8445044260137715,0.6938403630275962,0.9868940432112161,0.20369140625,0.9458000063896179,LR,none,0,CYCLE1
24,21,15.061728091070773,0.11443106029794034,0.12755910875020382,0.04466301993854532,-1.9763538464269552,1.9617035189729297,2.654950005335386,-1.9450267165846151,1.3084006193931852,2.1847683194528336,-0.018734516757395167,3.874703313464934,0.03148077606689185,-1.8876421266559549,0.7022523833952873,1.0026122061239404,0.19693359375,0.9430000185966492,LR,none,0,CYCLE1
25,21,15.296962559760168,0.12813794768311024,0.10709652100628393,0.03572834218863982,-1.896654446563662,2.0354216691882487,2.4795869837370046,-1.9199120811901849,1.3104883823756248,2.20405280214306,-0.01846063818079487,3.9048269841536465,0.030493693463504314,-1.860573687159405,0.6915817780608091,1.0171527545393422,0.2091015625,0.9519000053405762,LR,none,0,CYCLE1
26,21,15.571759264072268,0.13755982982847917,0.13723687448362146,0.04593369054088637,-1.9700550278603695,2.081774484013355,2.2623542254874205,-1.9222758980866914,1.3190453681269272,2.1999166933560135,-0.018550991765323297,3.9398253308412454,0.028323104958981275,-1.8719998991559592,0.6967266203481363,1.0373559827963232,0.195234375,0.9510999917984009,LR,none,0,CYCLE1
27,21,15.846525631212552,0.14384798810595725,0.13091837903432918,0.039174701009671464,-1.9072776255543533,2.141986007898168,2.352798725072675,-1.9147136319221199,1.322662708234489,2.219673250679483,-0.018417635778000117,3.974076946469513,0.025927925958676497,-1.8607343826175815,0.6882223245162952,1.0574685055100557,0.21142578125,0.9606000185012817,LR,none,0,CYCLE1
28,21,16.121808662958685,0.14405415714981815,0.13122887459631527,0.042680845041835974,-1.9870769769966734,2.2213049327687915,2.416764479428203,-1.966727779098954,1.338257777321774,2.2325193519695485,-0.018953577105541308,4.008344944470369,0.023230062760412694,-1.9183329026899534,0.7168884783386273,1.0720029148324648,0.20994140625,0.9610000252723694,LR,none,0,CYCLE1
