task,perm_task,cnorm2,dnorm2,align,cos,zbar_cur,sigma_cur,between_cur,zbar_inv,sigma_inv,between_inv,rowmean,cnorm,bias,star,var_off,var_wid,pos_frac,acc,arm,iv,seed,cond
21,21,14.422851114257574,1.0100819189502015,-0.45134706387910045,-0.06428994181286182,-1.9639735569640604,1.670645254585865,2.243020061048828,-1.94404184005758,1.1835528678907261,1.320682118466635,-0.01861632296227462,3.790552744584969,0.01711780179757625,-1.8898975871786976,0.4508358763052243,0.9517075250847019,0.17205078125,0.9215999841690063,LR,none,1,FRESH
22,22,15.014084172545797,0.8870755983397879,-0.29584254005156685,-0.04323319516617606,-1.8956626848758595,1.6707555777253655,2.023185835139982,-1.9406472274370872,1.2023733351508161,1.446686615782379,-0.018522485148398396,3.8693704907875257,0.018395264646969736,-1.8790075840068952,0.4551423217307768,0.9833316826768186,0.1766015625,0.9199000000953674,LR,none,1,FRESH
23,23,15.548228791575308,0.922570518232287,-0.3884258992027727,-0.05568327206231102,-1.9582365601474694,1.6496676226851483,1.783571226957897,-1.944373413626386,1.2225763843404096,1.5133260861429891,-0.018613970085102682,3.9377952579799302,0.020091803916729985,-1.8866825614704954,0.4613526873880137,1.0207948071212354,0.15525390625,0.9196000099182129,LR,none,1,FRESH
24,24,16.152419325145214,0.9363698024868607,-0.33217926891695926,-0.04574283679441716,-2.108804227003902,1.756585380578908,2.5658442914893125,-2.0602583400444923,1.259442504936532,1.6673951698528173,-0.019575146483083332,4.014225923255805,0.018860457215778295,-1.9863747151838929,0.5152182043118986,1.0534616262743182,0.1748046875,0.9259999990463257,LR,none,1,FRESH
25,25,16.718727975424773,0.9370974230324808,-0.3707887727529188,-0.048381011921309884,-2.0918644240056175,1.7043221115605578,2.2098533375958738,-2.0731376489044,1.2772500213079623,1.7821656461537514,-0.019734139378371894,4.08387910328073,0.020399435898289086,-2.001122620794677,0.5375991919260419,1.086269137092144,0.16216796875,0.9246000051498413,LR,none,1,FRESH
26,26,17.26363864613986,0.8731856496829477,-0.3282749789678583,-0.04399869682368332,-2.161047970058547,1.7549638809493147,2.8420842063897407,-2.178714762965773,1.3163701709299114,1.9123703242029,-0.0207376459516647,4.150582054994512,0.017522456927690656,-2.106796617311989,0.5917796189788782,1.1268791950913153,0.1755078125,0.9132999777793884,LR,none,1,FRESH
27,27,17.783706693178296,0.8317701555930828,-0.31170210855464936,-0.042979884539501134,-2.171360610062807,1.7540713352031887,2.9307004846093374,-2.160040635336344,1.323687986787109,1.9185405367662218,-0.020517796914089614,4.212943253933073,0.01898042915010592,-2.082817790742723,0.5799470132003148,1.1565223686342696,0.17244140625,0.9120000004768372,LR,none,1,FRESH
28,28,18.377693858024248,0.9460864284160659,-0.35209926357011556,-0.045929450341205665,-2.0308176814453107,1.779123542559019,3.224912665989525,-2.1811687010069143,1.343386077388817,1.97048123844288,-0.020768578294032367,4.282976777696451,0.018132477593026122,-2.109355238114239,0.5943693182425056,1.1902147417951234,0.198359375,0.9241999983787537,LR,none,1,FRESH
29,29,18.93514507710997,0.8816881963763447,-0.32423697729062306,-0.041998703146402985,-2.201843210470163,1.7927922220921377,3.388985033871217,-2.2007874090958164,1.362975531854372,2.0684040939677653,-0.0209066436415391,4.34730389468196,0.01797395255183801,-2.1236568752465335,0.6081629785810285,1.2245450696035247,0.17966796875,0.9182999730110168,LR,none,1,FRESH
30,30,19.435630496522357,0.9355267580608608,-0.43504133864847216,-0.05382083094173431,-2.286919544347145,1.8158571075391279,2.6872598281823,-2.279071961654704,1.3743584460624927,1.8427563956087527,-0.021752466303917632,4.404501983122097,0.015095254389452748,-2.2131797961573874,0.6219789181892267,1.2536300284691793,0.161328125,0.9147999882698059,LR,none,1,FRESH
31,31,20.001788840964572,0.8877144517436557,-0.32155610730144163,-0.03952336697164001,-2.0424682150204463,1.8242211927137006,3.442215280940542,-2.2339601936164133,1.388204902611815,2.1271654242090845,-0.021423888435954358,4.468224612183651,0.016306108422577383,-2.178310144307273,0.6343018064190892,1.2898276436771396,0.20267578125,0.9172000288963318,LR,none,1,FRESH
32,32,20.526552110798903,0.9235708639824395,-0.398807594148108,-0.0488668143316469,-2.3326980699128317,1.8261314845823342,3.5978070709111076,-2.3671960832750885,1.4222722541849808,2.26057655751849,-0.022818182273075242,4.526701928942043,0.01707435786665883,-2.3203703046158886,0.7059372595514798,1.323402355799459,0.16802734375,0.9125000238418579,LR,none,1,FRESH
33,33,21.02669279987902,0.9095384082902682,-0.4093977192101525,-0.04968621281403217,-2.3417095546194058,1.8794878388442415,3.4153358173212562,-2.3682592459339897,1.4408734201495106,2.4414856141678745,-0.02275936705132767,4.581652057976266,0.014133706993889064,-2.3172860528692762,0.7126855254735743,1.3622790364556936,0.1716015625,0.9185000061988831,LR,none,1,FRESH
34,34,21.584041551045598,0.9950089896842913,-0.4376602385177112,-0.05015066881633768,-2.427121639064401,1.9195363707444384,2.9315217721055284,-2.39688907208347,1.4568027505895336,2.4079204928113582,-0.02308636378814897,4.6422080769488705,0.013925972322467714,-2.3509906177432534,0.723078923220276,1.3929069066577322,0.1530859375,0.9169999957084656,LR,none,1,FRESH
35,35,22.195575532145,1.0327472242383309,-0.4212132431389308,-0.04634923513036134,-2.439340249030447,1.899462409395934,3.3937594327938383,-2.3568929828914538,1.4677873526790366,2.523748425436104,-0.022782568895610176,4.708064772973416,0.013767760012997314,-2.3200287460093874,0.7205340328790507,1.4311635465605983,0.16349609375,0.910099983215332,LR,none,1,FRESH
36,36,22.772810936676606,0.9895566335826991,-0.412321229051088,-0.04469277246372259,-2.356189415719311,1.8844179308856046,3.0808746358671777,-2.4063728213413804,1.4758139673770017,2.1253587451690437,-0.023340403857821643,4.769083104864649,0.01374102796195075,-2.3771988709636416,0.7184884050332678,1.4630058977180844,0.16431640625,0.9215999841690063,LR,none,1,FRESH
37,37,23.38545306705956,1.0033406525997897,-0.3906985222168366,-0.042826169031357865,-2.7080856160234474,1.9808236167429845,3.306459151499027,-2.4921985483798035,1.5040579772715243,2.2768687324976766,-0.024039095945315937,4.833147400283117,0.013401428621727973,-2.449110958904738,0.7648348167612329,1.5042262819743641,0.14515625,0.9157000184059143,LR,none,1,FRESH
38,38,23.990650849799923,1.0630633801554217,-0.45786559741506205,-0.04723015136218787,-2.5424283479954863,1.9853653108895308,4.325381707234653,-2.5326260576230952,1.5224095748174578,2.2584891064675516,-0.024540850169249607,4.895235221178343,0.011703853071667254,-2.5022071392418117,0.7898781637407533,1.5444138362383901,0.17953125,0.9225999712944031,LR,none,1,FRESH
39,39,24.515590774354113,0.9691134580452139,-0.444173533491022,-0.04923742031548196,-2.7195279509207015,2.0154796316933083,4.694612537578297,-2.5816721998962886,1.5425936783755643,2.412733641285943,-0.025086508448764634,4.948501348029593,0.01084871282451786,-2.5589583196611354,0.8259223781727628,1.5745377796592004,0.16111328125,0.9211999773979187,LR,none,1,FRESH
40,40,25.13581444896839,1.0999404834301583,-0.4797168088158806,-0.04750247820217709,-2.485549703591907,2.029580425246718,4.378612484786313,-2.5981844977568387,1.56525644456294,2.5797508571106444,-0.025290258996053243,5.010822962961097,0.009450638242997229,-2.5812281544704474,0.8455127257060405,1.6240510679974443,0.18623046875,0.9125000238418579,LR,none,1,FRESH
21,21,14.422851114257574,1.0100819189502015,-0.45134706387910045,-0.06428994181286182,-1.9639735569640604,1.670645254585865,2.243020061048828,-1.94404184005758,1.1835528678907261,1.320682118466635,-0.01861632296227462,3.790552744584969,0.01711780179757625,-1.8898975871786976,0.4508358763052243,0.9517075250847019,0.17205078125,0.9215999841690063,LR,none,1,CYCLE1
22,21,14.666858678851886,0.15261928915415243,0.0913882754401598,0.02564842796900503,-1.9412587867443512,1.7942436700347573,2.0420455946212344,-1.9725906665349708,1.1962273677977542,1.4011383623615403,-0.018925180105851078,3.822557707383205,0.014993267433601432,-1.9236607715053498,0.47095531965990534,0.9662996955464045,0.17826171875,0.9405999779701233,LR,none,1,CYCLE1
23,21,14.930923131538465,0.14050579078216907,0.12355866190441031,0.038476149132820214,-1.896120456623847,1.8814688648978517,1.9897573206200547,-1.9691613285776037,1.200166315264867,1.3736139750222411,-0.018835710677041328,3.856875952725486,0.012800132115371525,-1.9166888543087053,0.46387973872250554,0.9823095382828672,0.191640625,0.9477999806404114,LR,none,1,CYCLE1
24,21,15.167664076506673,0.11872058605173574,0.11802035891647082,0.04089337486520911,-1.9961539395849364,1.9763511922870236,1.9506351180812689,-2.013007762759084,1.2161652758219499,1.4453233631974975,-0.019288359102975914,3.8874052367103276,0.0077321182773448524,-1.9681251824374977,0.4868685381149692,0.9984303304095579,0.18375,0.949400007724762,LR,none,1,CYCLE1
25,21,15.413698739629856,0.12172803208356417,0.12430663103961953,0.04208653366620798,-2.0198641407366087,2.0450084410341827,1.8475249304442765,-2.050854480094795,1.225805350158849,1.4357118966566043,-0.019669707445601595,3.9187806780508305,0.005067909645149484,-2.0098538808414643,0.49904266726649427,1.0121881690908114,0.18603515625,0.9559000134468079,LR,none,1,CYCLE1
26,21,15.623849201617222,0.1274587742504432,0.08269168773692147,0.02646324971385651,-2.12293983756206,2.109223497330687,1.948792643525981,-2.1073316181910453,1.2437620257142779,1.5510773072364716,-0.02015154507483672,3.9453419124327276,-0.0025010710721835496,-2.0667812539653583,0.5303296891481302,1.0288230870234443,0.18173828125,0.9574999809265137,LR,none,1,CYCLE1
27,21,15.886731499191704,0.13621668318010496,0.12666561439437862,0.04080841175628004,-2.0937155267722103,2.163232860988527,1.7680124145325273,-2.1031851039702127,1.2492620883547794,1.532078402248183,-0.02016826963913367,3.9783750240503433,-0.005902386016678065,-2.071895796680602,0.5266627371576665,1.0455005244649156,0.18359375,0.9592000246047974,LR,none,1,CYCLE1
28,21,16.19452210279929,0.15811148006074588,0.14967912354683907,0.0457974988060942,-2.0271952055999933,2.226023189356685,1.787666119512427,-2.099463168937117,1.2576958244485807,1.5338825730355024,-0.020144227374432735,4.0168654508595285,-0.008496740008704365,-2.0720273136847105,0.5261931307769369,1.068043851842925,0.194609375,0.9593999981880188,LR,none,1,CYCLE1
