task,perm_task,cnorm2,dnorm2,align,cos,zbar_cur,sigma_cur,between_cur,zbar_inv,sigma_inv,between_inv,rowmean,cnorm,bias,star,var_off,var_wid,pos_frac,acc,alpha_med,arm,iv,seed,cond
21,21,10.132158601257997,0.6435783385028455,-0.30189366824579744,-0.0647106618179255,-0.762138896769452,1.2469696495877813,0.9240699995353533,-0.842419142361493,0.8870690790211332,0.7351668343167874,-0.008115031491117815,3.179828731565179,0.013554641511291265,-0.8177314275448448,0.12533114374244142,0.6645321702801168,0.28484375,0.9103000164031982,0.5496969223022461,SNA,none,1,FRESH
22,22,10.475355377638794,0.5889007077167616,-0.24570393133596632,-0.05454467897477496,-0.7122139081349288,1.2342400111339358,1.0028339795322812,-0.8590175854617832,0.9032507631380295,0.7763421451027176,-0.008168865926807076,3.233184798975046,0.014261996352579444,-0.822538754497825,0.12820902760693953,0.6856970858811703,0.28666015625,0.9205999970436096,0.5370184779167175,SNA,none,1,FRESH
23,23,10.809613691409814,0.5937544646712509,-0.2594961509002294,-0.0567555975874715,-0.7607700295410055,1.264029256023024,1.378725775053097,-0.8397807511675197,0.9259803668885334,1.0010838347068272,-0.007985969056234965,3.2841307498490573,0.016019820105284452,-0.8020453755292257,0.143073060319882,0.7096616297760496,0.28560546875,0.9221000075340271,0.5387987494468689,SNA,none,1,FRESH
24,24,11.178314700456506,0.6105610268934519,-0.24186001784676064,-0.05129099044298174,-0.9118860578977057,1.313908795897082,1.4805605472217116,-0.8424758252023534,0.9446782201251075,1.079518849788752,-0.007973217329564752,3.340031963318669,0.016721519039128906,-0.800037417617956,0.1487013456753165,0.7358002277173026,0.27544921875,0.9222000241279602,0.5271507501602173,SNA,none,1,FRESH
25,25,11.537591136575811,0.6396352711893111,-0.2803588350700069,-0.05670601405096975,-0.7743301210122325,1.3046933289693907,1.4232896787289442,-0.8467031370220849,0.9536855779643223,1.0545599056286665,-0.00795322543613622,3.393703445935662,0.018626528452150525,-0.7960844823873475,0.14819210203036548,0.7568232528390303,0.29533203125,0.9332000017166138,0.5083000659942627,SNA,none,1,FRESH
26,26,11.859689997806283,0.5962813344910299,-0.2741824732605571,-0.05567587993113629,-0.9324439126918872,1.3308293931213906,1.1823779583940357,-0.934832919556328,0.9737803451254429,1.0330595652517658,-0.008764284146308228,3.440791777448215,0.017303709647385403,-0.880490380745234,0.16003597068015538,0.7805980792246205,0.2553125,0.9175999760627747,0.5041907429695129,SNA,none,1,FRESH
27,27,12.20165655050027,0.5941573555996227,-0.2521908029056366,-0.051607424597052386,-0.8518856588599851,1.3276060939432317,1.579054019506708,-0.8751951570910893,0.9863808597230892,1.2176171684567343,-0.008164209255556922,3.4901590398606506,0.018539362759329377,-0.8177843688776973,0.16674740479841116,0.8007389674140083,0.28478515625,0.9211999773979187,0.4929923713207245,SNA,none,1,FRESH
28,28,12.51262690360053,0.5786700793331463,-0.26769972623288557,-0.053375942499197075,-0.7407649394085074,1.3307797526873528,1.396766721315928,-0.8590050763418294,0.9999971668977539,1.350603185609292,-0.008015371201507537,3.53452559839379,0.019308602875098585,-0.8017684841848737,0.17765095510781767,0.817853169822239,0.30220703125,0.9262999892234802,0.5166133046150208,SNA,none,1,FRESH
29,29,12.853479323417922,0.5861919164703938,-0.245339496653004,-0.04919829462592624,-0.7113542697006713,1.3007814452108952,1.4734748014621601,-0.7740243894016907,1.0009965059341914,1.2261591016977644,-0.007211147941857443,3.582264235176913,0.023974926486844197,-0.7147192896144907,0.1557884068937185,0.8407556380146497,0.30798828125,0.9233999848365784,0.511347770690918,SNA,none,1,FRESH
30,30,13.173477496242183,0.5965427184018917,-0.2765445455776279,-0.0539324097409916,-0.7951518967734802,1.347102267697004,1.254465551689374,-0.7722007085714417,1.0085474185789565,1.1997996120834562,-0.007252055946307061,3.6267590321790215,0.023889942509122193,-0.718994800055243,0.15544794757333658,0.859043259158054,0.29349609375,0.9208999872207642,0.48843851685523987,SNA,none,1,FRESH
31,31,13.526990061749288,0.6223851214163914,-0.26887255590928555,-0.05200878305428439,-0.7956908651056864,1.3923525212497425,1.631407629027061,-0.802017989209954,1.0216117645017044,1.2335331459477283,-0.007571833020461487,3.6750368412519783,0.02338930081226863,-0.7522527055087512,0.16367172488508622,0.8795683146067436,0.29625,0.9259999990463257,0.469238817691803,SNA,none,1,FRESH
