task,perm_task,cnorm2,dnorm2,align,cos,zbar_cur,sigma_cur,between_cur,zbar_inv,sigma_inv,between_inv,rowmean,cnorm,bias,star,var_off,var_wid,pos_frac,acc,alpha_med,arm,iv,seed,cond
21,21,10.161150308027514,0.5940809479433673,-0.25067940260273663,-0.05689524681210419,-0.7687867170850402,1.279026130229737,0.9421765667014494,-0.7810486255383451,0.8969367931577359,0.8915198452655945,-0.007138781461707382,3.1839623212783397,0.012071624709351454,-0.719209527514016,0.1460282571702667,0.6620448215856587,0.28,0.9150999784469604,0.5212617516517639,SNA,none,2,FRESH
22,22,10.528131863773806,0.6466406803230131,-0.2796591245767212,-0.05771204619171069,-0.9109960913534656,1.3001863736146466,1.066559939099474,-0.8699891620888721,0.9192082781535775,0.8850522727081628,-0.008026285432505907,3.2409510123539116,0.010806177561171353,-0.8113889394403158,0.15937892826627792,0.686029348139225,0.2472265625,0.919700026512146,0.5429908633232117,SNA,none,2,FRESH
23,23,10.912459358685366,0.6133868492696363,-0.2290593543580755,-0.049010602670219325,-0.904490707663528,1.3083655688166953,1.1926731200629164,-0.9071901927996529,0.9379431165767539,0.8787048683860378,-0.008343470374606393,3.2994670661607444,0.011025995331001468,-0.8436608530915047,0.1643770253812546,0.7151982237241645,0.257265625,0.92330002784729,0.53880375623703,SNA,none,2,FRESH
24,24,11.25444859122806,0.6358428522610626,-0.2938536197183696,-0.057917562965048096,-0.8702166528200389,1.3151093880860594,1.425704219038795,-0.8751442058590483,0.955021102008502,1.0304275367021547,-0.008045070918192575,3.351329344127561,0.013125487723154947,-0.8109939733266424,0.17440129529246856,0.7395117178666982,0.27015625,0.9193000197410583,0.5075621008872986,SNA,none,2,FRESH
25,25,11.600257691615997,0.6311253991899565,-0.2853162988020196,-0.05753833161464627,-0.9651683192760875,1.3412945903748263,1.4428821204207918,-0.9485865301072942,0.9773459778171025,1.0730600674890127,-0.008775904215379954,3.4029018204868224,0.010798908522119746,-0.8881855163197705,0.19374323157256326,0.7626684461842301,0.24556640625,0.920799970626831,0.5004531145095825,SNA,none,2,FRESH
26,26,11.98353197060482,0.6302970638852515,-0.24702278489642754,-0.04796851085994005,-0.996855572844666,1.360674320704852,1.4058392150776302,-0.9859946432384463,0.9943301565910557,1.1249893421215913,-0.009102322818659674,3.4590756014621125,0.012178921536542476,-0.9202431107729455,0.20016398095797602,0.7881941769740678,0.24994140625,0.9276000261306763,0.4933805763721466,SNA,none,2,FRESH
27,27,12.289040344868512,0.606108838763672,-0.3006004644999796,-0.06135603235685798,-0.8845217494998642,1.3580568470980214,1.8203155015617316,-1.0259213425984302,1.0144779898636858,1.2905930596977115,-0.009433760116775098,3.5028803501710524,0.010084449402347673,-0.9562892944920582,0.22460197452687752,0.805260672976146,0.27326171875,0.9266999959945679,0.5272047519683838,SNA,none,2,FRESH
28,28,12.658414217222512,0.6201675664653935,-0.25079369411139474,-0.04868436949818106,-0.9669697241781211,1.3972008970651282,1.8296782124260382,-1.0506143645923551,1.0342765943377388,1.3785155925211818,-0.009704312451735841,3.5554710434815173,0.011225417086388917,-0.9828631159927101,0.23970746078301908,0.8309813731908937,0.26400390625,0.9269000291824341,0.5042970180511475,SNA,none,2,FRESH
29,29,12.962835204494986,0.5731389921288814,-0.26871800485640646,-0.054865281513261116,-0.811347295201363,1.3364372027791516,1.6661162846429138,-0.9786390721693847,1.0520880902207732,1.6868656453283994,-0.00904284067625277,3.5978801383791392,0.013390870062285103,-0.9129379417348004,0.2505272267838125,0.8525855836198588,0.28154296875,0.9236999750137329,0.5196880102157593,SNA,none,2,FRESH
30,30,13.27119069342832,0.5915820582552953,-0.28322656932196083,-0.05549907221703228,-1.0196599762658207,1.4143079456115497,2.0718491122273726,-0.9757593896590961,1.063437526440516,1.7693485655373744,-0.00907619536129689,3.640582243565459,0.0120125514495885,-0.9177330412984128,0.2621889040411929,0.8705454745845772,0.25265625,0.9262999892234802,0.48169901967048645,SNA,none,2,FRESH
31,31,13.629584275406499,0.6164441765766377,-0.2580505945984601,-0.048664035153337115,-1.0250405385195065,1.4260754275457408,2.5747440016121357,-0.9843019294812467,1.0874606542015022,2.0645412558781446,-0.009274655638511148,3.6896111556972526,0.012175175299635157,-0.9379002539856371,0.292070198128615,0.8941834677769556,0.26263671875,0.92330002784729,0.4859364330768585,SNA,none,2,FRESH
32,32,13.927233342527888,0.6234941531233978,-0.3258450860020096,-0.06149577798016145,-1.0588091375251765,1.4134316516653975,2.4375427864720454,-1.046452801305494,1.1052918392621742,2.110890678525534,-0.00990083658564764,3.7295806008645225,0.010279333665966988,-1.0039407016670678,0.3121330243135929,0.9156658894265759,0.25203125,0.9222000241279602,0.5016282200813293,SNA,none,2,FRESH
33,33,14.19618425718687,0.6056934865937265,-0.33674257193474283,-0.061823387206354476,-1.1011312644618492,1.4243456442603348,2.523615786125402,-1.1335336296243343,1.1280079312986007,2.1878997243519596,-0.010615942461370518,3.7654539756814684,0.007660401813918725,-1.0798135146703196,0.3322742534378144,0.9415653229830917,0.249921875,0.9283999800682068,0.47850775718688965,SNA,none,2,FRESH
34,34,14.522139543401249,0.6320769809538086,-0.3061216947394309,-0.055691812229726544,-1.008177696663788,1.4555891737020235,2.3714478935305676,-1.0766512944878177,1.1262758173193097,2.0794405092551673,-0.010017728905385903,3.8083938445165804,0.008044613386737183,-1.0181496154025316,0.3083151544998348,0.9637678472634001,0.26654296875,0.9254000186920166,0.48209646344184875,SNA,none,2,FRESH
35,35,14.818646352844699,0.5935772871696203,-0.29707047772616824,-0.05407678955030052,-1.081975410874853,1.4675751724880763,2.918161307420711,-1.0858423596889197,1.1418090195662918,2.2372471855878406,-0.010134996545199953,3.8472304953440606,0.006121695079782512,-1.032085174133028,0.3214612139242874,0.9811065364583991,0.2580859375,0.9248999953269958,0.4898982346057892,SNA,none,2,FRESH
36,36,15.114005975807645,0.6164437321991323,-0.32108410923618785,-0.05604916726817246,-1.1387924586650435,1.4591072536568106,3.1488429392313795,-1.1270729549272438,1.1653011225074867,2.454039579030342,-0.01056682194538843,3.8854339583046933,0.006426275386475027,-1.0760158429235416,0.35560108104295735,1.0020412786590496,0.24373046875,0.9276999831199646,0.48203030228614807,SNA,none,2,FRESH
37,37,15.404845867479889,0.6223860852652034,-0.3315461935929587,-0.058273448231152,-1.0158527058552558,1.465035011434582,2.760785045674227,-1.1238779325104182,1.1771669408074443,2.5160753297814544,-0.010564432232714764,3.9226190503097937,0.006960465703741647,-1.075236855669031,0.35983997334180584,1.0239626483919284,0.25822265625,0.920199990272522,0.4790444076061249,SNA,none,2,FRESH
38,38,15.704717406845988,0.6366375509727331,-0.33676601160663183,-0.058325080117183105,-0.9692057067365601,1.4941613785359407,3.0312814783996784,-1.1055947139472289,1.190826623063254,2.732969907161565,-0.010335596580195956,3.9607816796917983,0.005517360279336572,-1.0532385375757989,0.3702295280256813,1.0442530205472798,0.2789453125,0.9233999848365784,0.4769965708255768,SNA,none,2,FRESH
39,39,16.04377655064789,0.6826353857405194,-0.3435762419386211,-0.05690877733578585,-1.0889202686270747,1.5367747895653856,3.0662471721868,-1.1475602808724066,1.207160483916627,2.8040615370655195,-0.010761486718452572,4.003364248492195,0.0035080284776631745,-1.0988751232296134,0.38908762800073454,1.064925881448412,0.26076171875,0.9251999855041504,0.4488716423511505,SNA,none,2,FRESH
40,40,16.349803747343834,0.6428480006504111,-0.3368208039544667,-0.05666443414477696,-0.9640719430250649,1.4980866716300139,2.91978559162506,-1.122298381499935,1.21013225835218,2.739306408487335,-0.010520273069494983,4.041318816967503,0.003514352827332914,-1.0741594004920119,0.37916154654377193,1.0872372814268356,0.281640625,0.9200999736785889,0.46173667907714844,SNA,none,2,FRESH
21,21,10.161150308027514,0.5940809479433673,-0.25067940260273663,-0.05689524681210419,-0.7687867170850402,1.279026130229737,0.9421765667014494,-0.7810486255383451,0.8969367931577359,0.8915198452655945,-0.007138781461707382,3.1839623212783397,0.012071624709351454,-0.719209527514016,0.1460282571702667,0.6620448215856587,0.28,0.9150999784469604,0.5212617516517639,SNA,none,2,CYCLE1
22,21,10.312776940079647,0.12455346599348024,0.027073166058655576,0.00697561545254977,-0.8442668090488021,1.3801980482463334,0.8896140666400134,-0.8182635752038564,0.9060508444712881,0.8816337609700574,-0.007499200183462401,3.2075999966597926,0.010809206180274486,-0.7573924512499921,0.15244860213719666,0.6721143415984148,0.26888671875,0.9283999800682068,0.4861856997013092,SNA,none,2,CYCLE1
23,21,10.468630770671826,0.10079478616883769,0.05505904442333942,0.02329557598874078,-0.918397005154297,1.4678741918243277,0.9498954939159655,-0.8689319468366395,0.9163225485953357,0.8833526615927618,-0.008003051680847573,3.2316906132401293,0.010674214430036955,-0.8091408878904693,0.1609718545069457,0.6819775076849643,0.2653125,0.9397000074386597,0.4498268663883209,SNA,none,2,CYCLE1
24,21,10.612107906341206,0.09963170218263741,0.043845433486739784,0.01918881864588283,-0.895211239672322,1.5176493880247481,1.0663379819212784,-0.8532213386677693,0.9264994001828433,1.0008856828108719,-0.00785270970573497,3.2537236048801157,0.011887552316256916,-0.7925268470442812,0.16918823074091904,0.6926108369146451,0.27982421875,0.9491000175476074,0.4431983530521393,SNA,none,2,CYCLE1
25,21,10.770622775588857,0.1094794713417344,0.04903539790591498,0.022187208222036382,-0.9556382549877026,1.5598842638986754,1.0044238639453789,-0.8808480349293519,0.934102790856056,1.0023036672963785,-0.008149250158178585,3.2778473542366053,0.00971732681413414,-0.8250740276201824,0.17538345182406367,0.7024822655632756,0.26462890625,0.9521999955177307,0.43392255902290344,SNA,none,2,CYCLE1
26,21,10.941856148783373,0.12238165951048342,0.04885171368403611,0.019171253515519304,-0.9374975977758045,1.599182747416858,0.9595621416838259,-0.8696594155572162,0.9430513519223824,1.0670962718000654,-0.008086284611126407,3.3036057810726747,0.010658103170571849,-0.8176831984016869,0.1800499580150722,0.7137985894432102,0.273359375,0.9545999765396118,0.43376708030700684,SNA,none,2,CYCLE1
27,21,11.120356300229139,0.11448640136361664,0.06401375008214921,0.027059486095878393,-0.9666866313330087,1.647824267097041,1.0157924321566394,-0.8620991936591917,0.9479851032522127,1.07325554052574,-0.008015937658210015,3.3303127516977584,0.008850506368034985,-0.8122846072770478,0.17989689517935542,0.7241932079155515,0.275390625,0.9617999792098999,0.41654592752456665,SNA,none,2,CYCLE1
28,21,11.305634640074363,0.13860153020569052,0.04667680963953175,0.018617233880078833,-0.9535183034990843,1.6694502133295592,0.9273916446332112,-0.8478958050449825,0.9517822715976861,1.0081827979856886,-0.007866880126186339,3.358005255565427,0.009631505287252366,-0.79623448093734,0.1705903702882565,0.7380357629777728,0.2800390625,0.9550999999046326,0.39746853709220886,SNA,none,2,CYCLE1
29,21,11.515548924386408,0.1441406963479787,0.06577358796406578,0.024501014617627086,-1.004558710718428,1.7186960594317877,0.9397005092541655,-0.9163231543724076,0.9715084458578301,1.1209669858460787,-0.00844602945083053,3.38859892488858,0.009249151230033021,-0.855943624546385,0.19327772857713157,0.7520033642479319,0.275859375,0.9606999754905701,0.3908887207508087,SNA,none,2,CYCLE1
30,21,11.684691659985404,0.13893042189581814,0.0302123137031792,0.01127377173561074,-0.9848164267240184,1.747877765855562,1.1598037415373326,-0.8736366487158803,0.9734243178929641,1.161576263371723,-0.008033094925806245,3.4133169871437077,0.007899461610941216,-0.81499320498405,0.18805517566555735,0.7613936665520149,0.2844140625,0.9646999835968018,0.38706228137016296,SNA,none,2,CYCLE1
31,21,11.921210139939472,0.13669213090026977,0.09982634905379957,0.03879660970343191,-1.1006097923738658,1.8070549583721351,1.2731922756479268,-0.9387309419489795,0.993609850797836,1.2620452044255257,-0.008658244630854774,3.4475754771680354,0.006759169773431495,-0.8801724646863427,0.21072032352281445,0.7785364787766902,0.26880859375,0.9635000228881836,0.371807724237442,SNA,none,2,CYCLE1
32,21,12.140206241038364,0.16135458552626938,0.05764151557262116,0.019754457946267477,-1.0071168373452004,1.8132665821446252,1.057828788662617,-0.8729280315811897,0.9874724432196255,1.1134179876508359,-0.008080375001641637,3.478770554502747,0.0072354401438497005,-0.820500493963892,0.18767288107253427,0.7915371258612649,0.2875390625,0.9623000025749207,0.3644196689128876,SNA,none,2,CYCLE1
33,21,12.338885147330732,0.15763250236237897,0.04104640392998828,0.015424764924451287,-1.2025809887266021,1.8604265146496104,1.2524060045891248,-0.9822720891570771,1.0068940330364082,1.173171444284657,-0.009028416057832521,3.50710256412313,0.0034948025626363234,-0.9213563828866859,0.2101977863854789,0.8040736638090189,0.25685546875,0.9661999940872192,0.3497162461280823,SNA,none,2,CYCLE1
34,21,12.55013636732909,0.1600411262367519,0.05121009376160794,0.016799370466205686,-1.0985422741913884,1.8699415127154821,1.4982355533099838,-0.9064924640029716,1.0103438765420876,1.2687329968093755,-0.008320559594035805,3.5367526935773252,0.005073092586535495,-0.8472668256065096,0.20282805325883824,0.818934352424537,0.2782421875,0.963699996471405,0.3503851592540741,SNA,none,2,CYCLE1
35,21,12.78317928068854,0.1782206434038045,0.054822269955643196,0.018365233901684302,-1.1324219579615062,1.888122261958215,1.3027062870238308,-0.9038324796120447,1.0181981698204945,1.2908222234559077,-0.008370131081952593,3.569490204495153,0.0035957887780386955,-0.8538221241674254,0.2070816903161478,0.8331087981053191,0.2766015625,0.9659000039100647,0.3501748740673065,SNA,none,2,CYCLE1
36,21,12.970274099160498,0.15339982994974777,0.033694988522213025,0.011297103789648455,-1.1328779729350067,1.9123939152544982,1.34394889903192,-0.9224663451757348,1.0311861226337535,1.3988881550386965,-0.008507634358337504,3.595350901982312,0.002197608760907315,-0.8693058389398394,0.2193422185183232,0.8460782845852673,0.272578125,0.9675999879837036,0.3481020927429199,SNA,none,2,CYCLE1
37,21,13.20321105768524,0.15040691187989189,0.08253004664485056,0.02870404643792178,-1.0848467566922129,1.9285956944571827,1.2782119185306862,-0.8876104766660613,1.0351245374435047,1.3870063794380665,-0.00812337584670023,3.627281560387234,0.0032600165804615245,-0.8288808300028481,0.21046090886388163,0.8614270604755327,0.2816796875,0.9686999917030334,0.33381354808807373,SNA,none,2,CYCLE1
38,21,13.462505391588895,0.15233076776457452,0.10696356613907952,0.03781635482034164,-1.1633524045565924,1.9584302419694626,1.2082600512355253,-0.9221271179480497,1.0450797088428594,1.3557510111694535,-0.008440585673478204,3.6627156285396643,0.0018442455469630658,-0.8627908815892761,0.21241523617192898,0.8794034525736748,0.2716015625,0.9646000266075134,0.3398282527923584,SNA,none,2,CYCLE1
39,21,13.685322550737617,0.18105738417328762,0.04175977497543481,0.013322634188841515,-1.2081603333268165,1.9675650075448936,1.3802791580957625,-0.9253276197069772,1.0563942578965737,1.444960131651259,-0.008415592251973872,3.6929863602020263,0.0002506665897089988,-0.8618241891369443,0.22200154186654825,0.8941234314005458,0.26236328125,0.9610000252723694,0.3349475562572479,SNA,none,2,CYCLE1
40,21,13.941584942358165,0.1768726950972292,0.07938969652331807,0.024369997027838073,-1.2023701804852203,1.9974422444758457,1.2463982209155502,-0.9354038156067742,1.068166543656753,1.4833767226745829,-0.00854773087741999,3.7272359097439254,0.00037191027484368534,-0.8752389371035748,0.22882597565394275,0.912732289194119,0.2663671875,0.9649999737739563,0.3282971978187561,SNA,none,2,CYCLE1
21,21,10.161150308027514,0.5940809479433673,-0.25067940260273663,-0.05689524681210419,-0.7687867170850402,1.279026130229737,0.9421765667014494,-0.7810486255383451,0.8969367931577359,0.8915198452655945,-0.007138781461707382,3.1839623212783397,0.012071624709351454,-0.719209527514016,0.1460282571702667,0.6620448215856587,0.28,0.9150999784469604,0.5212617516517639,SNA,none,2,CYCLE2
22,22,10.528131863773806,0.6466406803230131,-0.2796591245767212,-0.05771204619171069,-0.9109960913534656,1.3001863736146466,1.066559939099474,-0.8699891620888721,0.9192082781535775,0.8850522727081628,-0.008026285432505907,3.2409510123539116,0.010806177561171353,-0.8113889394403158,0.15937892826627792,0.686029348139225,0.2472265625,0.919700026512146,0.5429908633232117,SNA,none,2,CYCLE2
23,21,10.7326114565632,0.15812612946180338,0.04635346332759117,0.014765007307032315,-0.8774401872520907,1.4091681957401918,0.7989122938100928,-0.8883020765954303,0.9242385477727489,0.8031454049246236,-0.008234855464604816,3.2722862583128625,0.011605554117122665,-0.831955020590374,0.15762614327679286,0.699229322111455,0.2673046875,0.9326000213623047,0.46921584010124207,SNA,none,2,CYCLE2
24,22,10.936000900167414,0.15993864126518414,0.0434508023390298,0.014705620309622835,-0.9151759947327439,1.4030699338675707,1.262810000884137,-0.8711146485354888,0.9357191941382303,0.9423908956622007,-0.008130390261072156,3.3031961777286494,0.012577840591184213,-0.8202815472518051,0.16722928307591545,0.7116222039224499,0.26138671875,0.9448999762535095,0.4859498143196106,SNA,none,2,CYCLE2
25,21,11.13882386122305,0.14634034354932365,0.056482617506309805,0.02052668748907757,-0.9108897054454278,1.493144050994931,0.9871782551225524,-0.8790198249118089,0.9498551690118217,1.0539307083584486,-0.00825481824708273,3.333657614637426,0.01185964955133386,-0.8337458689116677,0.18269961669764267,0.7256116132512116,0.26912109375,0.9460999965667725,0.45536160469055176,SNA,none,2,CYCLE2
26,22,11.38386054104675,0.1582543782075106,0.08678230161619263,0.030591465558699706,-0.9379157549919738,1.5174103015442109,1.539741384275752,-0.903708592805225,0.9662448630604961,1.1594843434443067,-0.008519613551011048,3.370146602335855,0.013199589987634682,-0.8595309799983373,0.19848437196856236,0.7405748855676244,0.27560546875,0.9484999775886536,0.4569675624370575,SNA,none,2,CYCLE2
27,21,11.605578789545241,0.1567750897694002,0.0649431587290889,0.023391781351924452,-0.8997307905771469,1.5713866543681756,1.2346903505523898,-0.8740670791795826,0.9736829349026893,1.2321519019858775,-0.008241549746650732,3.4027534807429265,0.012121986420825124,-0.8321243358913719,0.19981028536132342,0.7544066352809482,0.2875,0.9509999752044678,0.42651423811912537,SNA,none,2,CYCLE2
28,22,11.853104528436502,0.1662902775721804,0.0812354613190828,0.027070783548933792,-0.9473522619843766,1.5918947058624686,1.4946923388304318,-0.8833279401568284,0.9796121878456913,1.1938666055078138,-0.008306689231040615,3.438601184934041,0.013680747975595296,-0.8372383205826364,0.1941915616873427,0.7704096934454162,0.27345703125,0.949400007724762,0.42687761783599854,SNA,none,2,CYCLE2
29,21,12.092883415062012,0.18786263563629435,0.05191625098921559,0.015263502563236424,-0.9379791902816342,1.612523045367383,1.325795500457591,-0.9310673415868439,1.0000843239691088,1.3389852726597673,-0.008757229349820097,3.47294177318482,0.012490074783563614,-0.8845813376937539,0.2174486164798121,0.7870688760594191,0.2843359375,0.9559999704360962,0.40213561058044434,SNA,none,2,CYCLE2
30,22,12.311868926946357,0.1696611800199912,0.04932433186435132,0.01635682235021902,-1.0640372563358633,1.6655899357806092,1.7167090202835646,-0.9636627680058533,1.011725157451193,1.3716762888745704,-0.009090645863658783,3.504153239016844,0.01233730260282755,-0.9188885679872808,0.22829961616675398,0.8009387838340707,0.25474609375,0.9574000239372253,0.4115758240222931,SNA,none,2,CYCLE2
31,21,12.562287843350127,0.17539747883732282,0.07502143756644766,0.024080287929444843,-0.9756524063357377,1.6945055577346337,1.8008859482185988,-0.9375999233857593,1.0272680313052585,1.5233035080414974,-0.00884281143910679,3.539512621871891,0.012861469099298119,-0.8929767853382282,0.24030872595779226,0.8204827415849055,0.28271484375,0.9581999778747559,0.39573803544044495,SNA,none,2,CYCLE2
32,22,12.860909888629516,0.19087683802585637,0.10774520725353329,0.03270953165592513,-1.1234393732134456,1.7283611270204038,2.0455892658304995,-0.9225840446616894,1.0346624296875284,1.5084322174577847,-0.008668272791819021,3.5811673764479632,0.01327114719490055,-0.8746877501309456,0.2388717113463704,0.8401420538644198,0.25677734375,0.9573000073432922,0.40354999899864197,SNA,none,2,CYCLE2
33,21,13.134327563148435,0.19949416578980064,0.07392350872911942,0.021552733095306295,-1.0590017457818388,1.7385550880519274,1.598312970682094,-0.9948333899675765,1.04802084374136,1.5204350314660708,-0.009280398465786375,3.6186834372708567,0.010403412100276909,-0.9402602998449109,0.25071489563321636,0.8554779841477308,0.269609375,0.955299973487854,0.3804093301296234,SNA,none,2,CYCLE2
34,22,13.408912835190684,0.18193466604994163,0.09265060599230644,0.028965477174589686,-1.1607618922324596,1.787858432697364,1.9486149168003521,-0.9918001542207119,1.0520143056893827,1.4800531098506744,-0.009209150645382578,3.656399593182641,0.010293991737853503,-0.9330712493859804,0.24338461672344813,0.8711894596740916,0.2548046875,0.9592999815940857,0.3932020366191864,SNA,none,2,CYCLE2
35,21,13.64098083894222,0.18482798403126086,0.04724001972027402,0.014392777634547596,-1.119321968122337,1.7599256594775865,1.657561891593432,-0.9976086150109077,1.0608830534941072,1.4963710181430232,-0.009282295770432004,3.6878358254790906,0.008867760499415454,-0.9419903071820859,0.2440160418051146,0.8869986098226509,0.26130859375,0.9625999927520752,0.3766169846057892,SNA,none,2,CYCLE2
36,22,13.889796275465635,0.195519213571517,0.053296222951897905,0.015071091222841098,-1.1554704005374958,1.8223970624206587,2.1119273685690256,-0.9755376117072052,1.071288831128095,1.602701304745818,-0.009089349500244499,3.7210318778420293,0.008504324606037698,-0.9225887493525472,0.2509429779683098,0.9034470055514747,0.25822265625,0.9623000025749207,0.3775114119052887,SNA,none,2,CYCLE2
37,21,14.172524189547465,0.1771658951413293,0.10556201894050066,0.033034867629283135,-0.99894136635811,1.8068315074370416,1.956646891501592,-0.9337359747751393,1.0834784957574415,1.7611162171141934,-0.008607235528955995,3.7586487987714827,0.01000419068383053,-0.8717021829929223,0.25619278541700624,0.921216019931338,0.28931640625,0.9648000001907349,0.38064250349998474,SNA,none,2,CYCLE2
