task,perm_task,cnorm2,dnorm2,align,cos,zbar_cur,sigma_cur,between_cur,zbar_inv,sigma_inv,between_inv,rowmean,cnorm,bias,star,var_off,var_wid,pos_frac,acc,arm,iv,seed,cond
21,21,1.1491600316355246,0.5337559317623983,-0.5367197939174887,-0.45385300665155076,-0.14536624295611392,0.8961549566419632,0.48524203779508485,-0.10211348066617418,0.3398801055444428,0.2909716902496984,-0.001247504124157901,0.9922057025199986,0.037665137294243325,-0.09012645546021587,0.036419349849647,0.076653277618431,0.33919921875,0.9359999895095825,LR,l2,0,FRESH
22,22,1.1595883555470214,0.5454965512596411,-0.5350682273481446,-0.4617161987323627,-0.1642592850406105,0.8956201056875525,0.5316887439237896,-0.09737784524386126,0.34140795806194146,0.29116947222267053,-0.0012476357544086915,0.9918390926747324,0.03596864376566373,-0.09183643290365989,0.0382737257630126,0.0774274827020038,0.34107421875,0.9205999970436096,LR,l2,0,FRESH
23,23,1.1625209805863583,0.5386778688564102,-0.5357452438170731,-0.4487097464134391,-0.14626524655119205,0.8963845174457427,0.44172241157976827,-0.08293086673146903,0.3312379074892925,0.2567841709192453,-0.0011078632452186635,0.9965955277520047,0.036684414895717055,-0.07680267177518624,0.03457469670215604,0.0749724399755633,0.3382421875,0.9318000078201294,LR,l2,0,FRESH
24,24,1.1738666550249406,0.5372625028245137,-0.5259168283859317,-0.4690541440280118,-0.25149725845012955,0.9017020751387097,0.6785482693418348,-0.11415847374876022,0.3350388809625689,0.26326916727599087,-0.001454957031173136,1.0085916989964128,0.035586498843622395,-0.11345611576771049,0.0372345130393608,0.0754226899312237,0.30263671875,0.9164999723434448,LR,l2,0,FRESH
25,25,1.1935086893277258,0.5578353597595948,-0.5381933254568092,-0.4444296396653914,-0.10129032326051217,0.9167873355477526,0.4592003377548442,-0.07484924364092423,0.332667614810149,0.25843525102125864,-0.0010629882547936267,1.0173064013538244,0.03551143459277228,-0.07337875625213316,0.03462249073884414,0.07655371632987999,0.36033203125,0.920799970626831,LR,l2,0,FRESH
26,26,1.2082287160463867,0.5482985735256469,-0.5335785468069861,-0.44366570220381407,-0.26383202691652924,0.9203090345852787,0.5353886017134329,-0.10073351438535971,0.33409879752610927,0.2549536684168014,-0.0013331302410484502,1.0319111532271104,0.03496527705501649,-0.10159766775105142,0.03508545109111241,0.07710696085238404,0.30865234375,0.9253000020980835,LR,l2,0,FRESH
27,27,1.1895947895511967,0.5346154029259297,-0.5532493294211196,-0.45282545706167737,-0.17282271781964006,0.8938693157228979,0.4302922299631109,-0.08074103826050077,0.32805341697846135,0.22707561309003957,-0.0011601327839814474,1.014796875478995,0.03632388068828732,-0.0825175831599628,0.031532627751469276,0.07679120171922298,0.324375,0.9318000078201294,LR,l2,0,FRESH
28,28,1.1874416811775004,0.5485959011481734,-0.5507490095218693,-0.4615613256610925,-0.1801213006042007,0.9263430445723675,0.6032430514521694,-0.08744472158176218,0.33431532705855005,0.27038497040888065,-0.001231913563649018,1.0140802499310442,0.03449593247438315,-0.09169859737600759,0.0384323442968366,0.07603852061668136,0.325625,0.9258999824523926,LR,l2,0,FRESH
29,29,1.147716736506242,0.504400013189965,-0.5441249578612236,-0.46477822637228583,-0.11653741160213257,0.882539421949005,0.507954787405364,-0.07845126252965531,0.33043711456952113,0.2695259245377195,-0.0011245590397382529,0.9874985488517322,0.03487997375894338,-0.08031739356966894,0.037726615925770625,0.07418539212882315,0.34794921875,0.9329000115394592,LR,l2,0,FRESH
30,30,1.1715507113401749,0.553102524579767,-0.5292685497458341,-0.4546408888931425,-0.19653873225533858,0.9191044531354851,0.4953377612789741,-0.08766553074967481,0.3328557054304441,0.26664234433056433,-0.0013434749251487732,1.0092081525260832,0.03556247945089126,-0.1020601521587088,0.038128071787564534,0.07611763521909466,0.3151171875,0.9269999861717224,LR,l2,0,FRESH
31,31,1.155066939158635,0.5298423247507564,-0.5463260969322961,-0.4759313307777861,-0.1404201251653516,0.8798287445882208,0.5357098195647736,-0.07150750415364901,0.3246287303472222,0.2319709836168301,-0.0011028116137405404,0.9897712517857232,0.03527388209695346,-0.07769572649905072,0.03127293880938554,0.07510497265048492,0.33083984375,0.9286999702453613,LR,l2,0,FRESH
