task,perm_task,cnorm2,dnorm2,align,cos,zbar_cur,sigma_cur,between_cur,zbar_inv,sigma_inv,between_inv,rowmean,cnorm,bias,star,var_off,var_wid,pos_frac,acc,arm,iv,seed,cond
21,21,1.172885580740168,0.5411257066397893,-0.566246514420244,-0.4660543890776653,-0.2042054521093936,0.9146577752775975,0.5788178829220765,-0.0852145372332669,0.3287791544340975,0.27718492316742843,-0.0012059788238367125,1.0128698811509727,0.037605546502309156,-0.08593228535077102,0.030113950868991005,0.07739438074350742,0.31126953125,0.919700026512146,LR,l2,2,FRESH
22,22,1.194044020228025,0.5745773959105855,-0.5534189564227289,-0.4312973044508837,-0.24386310978009443,0.9432366162862784,0.5992222445263446,-0.10336907551257672,0.332206978365162,0.2840295442950098,-0.0014740850194599204,1.0339998137723936,0.03783159924816573,-0.11317044462838646,0.03247013977624806,0.07920145883349003,0.32626953125,0.9240000247955322,LR,l2,2,FRESH
23,23,1.1884239635365326,0.5672082611084439,-0.5728283177999361,-0.4671678806958194,-0.16966016719171023,0.9258116596660255,0.5580702850833272,-0.10100795173332922,0.3332849638044795,0.2752402083451444,-0.001382646072469977,1.0293722982815985,0.037791910725063646,-0.10384332750383335,0.03266835451373723,0.07988276164428257,0.32751953125,0.92330002784729,LR,l2,2,FRESH
24,24,1.1718259721926036,0.5319313827439509,-0.54852937408788,-0.4494526583913588,-0.17652909802649053,0.9152973267764691,0.5787134897563448,-0.08929149456080633,0.3375916037241876,0.31073609594966656,-0.0012758659087825789,1.013492623512179,0.0381279519063537,-0.09256896000526105,0.03584391712540799,0.07916398877952482,0.336484375,0.9211999773979187,LR,l2,2,FRESH
25,25,1.1695902187709657,0.555108370210659,-0.5573441236322967,-0.4400040988945287,-0.1680086094055951,0.927663505510423,0.5841139653669799,-0.08872915918017776,0.33606233218932174,0.2871186623119942,-0.0012598370932321529,1.018304915067948,0.03971837880162639,-0.0893365763184314,0.034171157293683176,0.07912399003875403,0.33193359375,0.927299976348877,LR,l2,2,FRESH
26,26,1.1678408246956713,0.5546562085833234,-0.5564056026586182,-0.4566097886656982,-0.2237631295730801,0.9359998878341506,0.5863926151820081,-0.07148610131557281,0.3356073522190292,0.29946322039949036,-0.0010795653043809122,1.0078247145689119,0.03899622880213428,-0.0715920787294465,0.033391125954296434,0.07803185076111101,0.3225,0.9366000294685364,LR,l2,2,FRESH
27,27,1.1683987194771714,0.5459884412381103,-0.54543054645661,-0.4437367351909192,-0.16544021772325407,0.9277704472648822,0.57434602216663,-0.0772111589899869,0.33570816981970547,0.2992107263024581,-0.0011419849386148909,1.0083398350678627,0.03884029122826178,-0.07814214705081886,0.03477445642402787,0.07863827181147202,0.3376953125,0.9355999827384949,LR,l2,2,FRESH
28,28,1.1568450316123435,0.5307219403501251,-0.542275628214953,-0.4801478849804046,-0.16787126088089865,0.906687549908648,0.5030889238252613,-0.07229689511240316,0.32712896749758874,0.25110682677795604,-0.0011341795194363675,0.989048268755736,0.03878610876854509,-0.0773967594493039,0.03019215953195788,0.07769002742913739,0.31771484375,0.9289000034332275,LR,l2,2,FRESH
29,29,1.1764103113479925,0.5443633316999257,-0.5247980519642766,-0.4298083478059685,-0.14432500004733442,0.9118388704568099,0.5244026511579508,-0.08314357590033523,0.3350060579651241,0.28260027611825117,-0.0011406936943098402,1.0129723990388582,0.0404324024397647,-0.07641776359814084,0.03209718910355769,0.08090484011910043,0.351171875,0.925599992275238,LR,l2,2,FRESH
30,30,1.1878510260557216,0.5673033868512509,-0.5558626721435218,-0.4306258339108453,-0.15750174726871238,0.9270756007500812,0.5563605996773449,-0.05022623316627058,0.3295715991686065,0.267622640012917,-0.0009528497435941793,1.0396218167797615,0.041471703675342725,-0.056136139081709224,0.03126443815933045,0.07891354159806434,0.3420703125,0.932200014591217,LR,l2,2,FRESH
31,31,1.200537968019805,0.5579894410632859,-0.5453024990992024,-0.42653525193715597,-0.10252691069434244,0.9437039352209928,0.5143890143970516,-0.037619257908982885,0.3326037862336973,0.28816761693500853,-0.0008463118462689645,1.0442692123148745,0.04185779238920077,-0.04483654128659627,0.03245112278098629,0.07874019172286312,0.38119140625,0.930400013923645,LR,l2,2,FRESH
32,32,1.1902323091618112,0.5616314473651598,-0.5719371062231535,-0.46498521593049497,-0.20849503424345842,0.9175717455645654,0.4595734913253282,-0.06117312522444536,0.3269427235448186,0.24871403267500358,-0.001107708574483226,1.0268575123529757,0.04269741165684536,-0.07077383088236221,0.02981681675626776,0.0773175647432454,0.319140625,0.9323999881744385,LR,l2,2,FRESH
33,33,1.1602732034159702,0.5214995323113228,-0.5514586380571637,-0.45951417461162625,-0.20710005811913532,0.8941815315315911,0.5366227725840463,-0.09085963813421895,0.3319244350721791,0.2635122226090256,-0.001354371324368181,1.0021909202626398,0.04261123923584819,-0.09612759566684836,0.03141884879474047,0.0787587727571288,0.32296875,0.9311000108718872,LR,l2,2,FRESH
34,34,1.164847552733284,0.5400066261826346,-0.5354322768653208,-0.441024971436682,-0.22650607448881815,0.9270779544543796,0.5316890718655463,-0.11200995496799317,0.3313107827159302,0.26980665247293667,-0.0014850561336872163,1.0103560999593046,0.04393000889220275,-0.1081958919193665,0.031086444694661822,0.07812000829361343,0.31318359375,0.9296000003814697,LR,l2,2,FRESH
35,35,1.1481055593424117,0.5197826105206559,-0.5365246039115283,-0.44055905003293655,-0.13419199907270304,0.9045926814809209,0.5133551684505142,-0.06786396470725109,0.3270683818927061,0.26189084601838436,-0.001074667494465489,0.9998045747543063,0.043587395310169086,-0.06649919129081118,0.02939222183382562,0.07630617979604898,0.34826171875,0.9273999929428101,LR,l2,2,FRESH
