arm,iv,seed,FRESH_g,FRESH_cnorm2_40,FRESH_cos,FRESH_dz_26_40,FRESH_dsig_26_40,CYCLE1_g,CYCLE1_cnorm2_40,CYCLE1_cos,CYCLE1_dz_26_40,CYCLE1_dsig_26_40,CYCLE2_g,CYCLE2_cnorm2_40,CYCLE2_cos,CYCLE2_dz_26_40,CYCLE2_dsig_26_40,CYCLE5_g,CYCLE5_cnorm2_40,CYCLE5_cos,CYCLE5_dz_26_40,CYCLE5_dsig_26_40,CYCLE1_g_ratio,CYCLE2_g_ratio,CYCLE5_g_ratio,CYCLE2_a_same,CYCLE2_a_diff,CYCLE5_a_same,CYCLE5_a_diff,FRESH_a_diff,CYCLE5_dz_ratio
LR,none,0,0.5840818138770772,25.532142600551857,-0.049367280747823414,-0.7000530831376808,0.32027907807516987,0.3055254929118039,20.17893165112697,0.045488549514054,-0.19505252577326315,0.16640166469433026,0.38557288092789604,21.94715138971571,0.044802584847362416,-0.22496312607725644,0.19500344102615164,0.44409742955412124,23.46588624999936,0.03284059322034714,-0.3144584429751762,0.21436355777087712,0.5230868101914626,0.6601350560266573,0.760334287085993,0.10101714357367413,-0.007531957538021785,0.2732513224534228,-0.025564769700138636,-0.01291779184835693,0.44919228348478124
LR,none,1,0.5635849094890959,25.13581444896839,-0.0476061556494274,-0.5250468488524387,0.2880064232549775,0.29992711698909463,20.12146633705037,0.04427285404269909,-0.2368240121628622,0.17292078370502773,0.374102610240418,21.74793115687332,0.04295128575800595,-0.31607476936858436,0.18807544836866974,0.4366334337301325,23.268229481376764,0.032713786836330944,-0.3287178398919721,0.19864765777306959,0.532177338213307,0.6637910347520688,0.7747429471203405,0.10150183264509166,-0.008337536316298957,0.26667343567111235,-0.022891596941686056,-0.012019468403543855,0.6260733506170538
LR,none,2,0.5782546131877674,25.524126292892344,-0.0505027402137598,-0.6271097461845256,0.32779167671192355,0.3114028597257733,20.408545389818048,0.04387068633355128,-0.1293644840188568,0.1639424270379688,0.3916109437281034,22.191972678700367,0.04597997402650016,-0.28016875544544995,0.1871327829967262,0.4618844050623101,23.94189320841021,0.035035535946404114,-0.45652402478464094,0.24432404654877193,0.5385220500171892,0.6772292599089769,0.7987561093824421,0.10386491901285479,-0.006437972546057692,0.277073983100274,-0.02569221609624255,-0.013361180923879556,0.7279810711956465
SNA,none,0,0.3459396395293024,16.68608019620071,-0.053997110553935114,-0.11190951357752954,0.16815103664943376,0.20358527821928107,13.97915022897364,0.021958559191038906,-0.095649248387359,0.1405325062718189,0.26585146138329835,15.259651244070795,0.026286213625302042,-0.07247920575512568,0.16549201978898798,0.2844982943361691,15.859616708673247,0.011647945710272913,-0.06972394661478021,0.13373567929504093,0.5884994228943706,0.7684908897547131,0.8223928738645488,0.07442782334986542,-0.01089023585925279,0.24420279495249736,-0.030412422997867266,-0.01078716022996294,0.6230385995420873
SNA,none,1,0.33585772822307214,16.50762849546239,-0.05402145317391258,-0.1722312984389297,0.2042097700119626,0.19747441038692837,13.88417239860964,0.020078872590985297,-0.1572115469748936,0.1329068606351147,0.2419366825333469,14.83021566323904,0.019828183141352585,-0.23317404414749643,0.1729761439288765,0.2736642643505166,15.642555101833562,0.0090177015132708,-0.2105492204699383,0.17502704326862129,0.5879704225706206,0.7203546686668941,0.814821995606284,0.0688441995402995,-0.010321040787342297,0.23981933442145395,-0.02928143247675679,-0.010551827403278221,1.2224794353773945
SNA,none,2,0.32660274923284754,16.349803747343834,-0.05577098829579752,-0.17371185139264078,0.23278628053507766,0.19897024391213938,13.941584942358164,0.020890555334766064,-0.05455578067742228,0.13406375280069693,0.2533478249673215,15.088392713185591,0.02312117460701437,-0.13676685459040505,0.1750411750580071,0.274796616155148,15.722206933943216,0.007608144876142293,-0.13267038711629242,0.1725339714026889,0.6092117852023528,0.7757063452846203,0.8413787599786401,0.07184591241451331,-0.01211574311086042,0.23507661784934927,-0.030256767940661056,-0.011327066095110057,0.7637382599556644
LR,l2,0,0.0013232629684944708,1.178589153160504,-0.45233521381941,0.049732210679698394,0.0010521470499094132,-0.024862749919953065,0.6767677831564168,-0.3562945252683939,-0.046181024864103,-0.008683376090393297,-0.01898661928086636,0.8178292084914269,-0.39162371113604183,-0.0193339095047279,-0.023399293553434952,-0.013757466993106576,0.9871466844311272,-0.4379100594789486,0.0253619088338536,-0.03818204939472952,-18.788971286818683,-14.348334180671735,-10.396623589307419,0.2565153928713791,-0.2703190701025435,0.4669554409199232,-0.12003020105299941,-0.02962730597141929,0.5099694642009308
LR,l2,1,-0.0009524745572743742,1.1799977228014922,-0.4432648866033141,0.09928260145204071,0.001966835356372043,-0.025743271487408327,0.6968535205141079,-0.3585728203157627,-0.07529452195431768,-0.009361281304080898,-0.019680543958920868,0.8349405191545671,-0.37742312647675463,-0.02474180838706809,-0.018321100141276303,-0.012205457636701868,1.0041386438509594,-0.41591550939715394,-0.00685978644210708,-0.03290628532621509,27.02777863282347,20.662540336236614,12.81447104648057,0.2659842912785093,-0.28006148914311174,0.5019541478756259,-0.12765169208900165,-0.031423037100062834,-0.06909354047718781
LR,l2,2,-0.00046540451468165547,1.1886982982269894,-0.44997456406261566,0.022854961203432,-0.0066191183661297726,-0.025439547178588533,0.6895341843469859,-0.37050269667621316,-0.069039728695517,-0.005401062600925183,-0.020338427222963876,0.8279523302146748,-0.368994164209439,-0.020902874659047402,-0.016682401241388922,-0.012473024474394726,0.9824948516550448,-0.43588871030951315,0.026274057417487097,-0.03680982517139669,54.6611525588436,43.70053701966278,26.800394239678756,0.2712284520860108,-0.28546112075877805,0.4707219081592001,-0.11942444852248321,-0.02996403052524725,1.149599738263466
