task,unit,pos0,e_0_0,eS_0_0,n_0_0,e_0_1,eS_0_1,n_0_1,e_0_2,eS_0_2,n_0_2,e_1_0,eS_1_0,n_1_0,e_1_1,eS_1_1,n_1_1,e_1_2,eS_1_2,n_1_2
21,0,0.3828125,-0.1953584604198113,-21.111673091771316,131.0,0.26295476432937903,20.240082847987146,547.0,0.348332987479111,10.153746667176202,3647.0,-0.010607811840600334,16.779347774124243,189.0,0.0032677680451342894,0.0039358762361659805,733.0,0.18167139868539195,-0.4774274664449025,4753.0
21,1,0.005859375,-0.13051627621462103,17.002154988733643,320.0,-0.3398219953723327,-29.242139787634592,1280.0,0.6433278211974125,8.137777496024794,8396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034671298490138724,2.786207376698508,4.0
21,2,0.0,-0.38129608601957443,-54.830047196959114,320.0,0.17484891420508575,18.857073230456127,1280.0,-0.3323305802240828,-28.909827686813557,8397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02895580348558724,2.101234684216821,3.0
21,3,0.025390625,0.3052523824496802,18.534464550882262,317.0,-0.4268292516493375,-34.767059432537216,1277.0,-0.3873492823478137,-17.53072898622978,8397.0,0.10818079300224781,6.665129511528101,3.0,0.011317636002786458,0.6918697575212198,3.0,-0.0006446553452406079,-0.06420486288268465,3.0
21,4,0.0,-0.42349040536146276,-50.233779358804476,320.0,0.7793708728521551,67.64255116029899,1276.0,0.007246507593050566,-61.9696121852696,8387.0,0.0,0.0,0.0,0.029826763478922658,2.8061034794826276,4.0,0.01498800580338866,1.9316854330784534,13.0
21,5,0.0,0.10402647327646264,-25.63138253179384,320.0,0.6324294433893698,43.72829099504298,1280.0,-0.7392247412839112,-63.15766897609427,8395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047773425467312336,3.0863653575460566,5.0
21,6,0.0,-0.16058407980017364,-43.695583053762725,320.0,0.21975800799268086,14.114907761643865,1280.0,-0.36360418429081776,-22.68505021843341,8399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003720346838235855,0.1602667073492868,1.0
21,7,0.0,-0.40573449474140943,-70.67360563723184,320.0,0.5223747313266927,41.53571801000964,1280.0,-0.510658143776541,-52.51950511769392,8398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020954296924173832,1.232174366230298,2.0
21,8,0.021484375,-0.10115406360273482,-16.691532235279336,308.0,-0.29290208908173554,-16.627896163078994,1271.0,-0.30843099210136904,-23.906456562874908,8386.0,0.2601084569469094,27.246039442559564,12.0,0.04177998623345047,3.440353799223196,9.0,-0.06758847765740938,-3.698760176452001,14.0
21,9,0.9921875,0.0028445657808333635,0.08697942741044924,3.0,0.008921722896047868,0.3102725067208443,5.0,0.03952062037592441,1.2430050715383232,594.0,-0.2312489725263731,-25.71300844438492,317.0,-0.04842758999175345,-3.0452149111953632,1275.0,-0.2387003279484019,6.455702674980183,7806.0
21,10,0.001953125,-0.2353397017268435,-30.021291356955167,320.0,0.7389954478841361,53.99062075396742,1280.0,0.0126624326458451,-71.95520917857105,8389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0756771901887987,6.630955386370907,11.0
21,11,0.736328125,-0.11526667825091863,-7.15669771068379,39.0,0.41955651181251596,42.10195837300291,347.0,-0.17612268310862866,-25.757384624472277,2021.0,-0.04113415308893309,1.6704014667208318,281.0,0.003979917880485573,-9.741494776524421,933.0,0.1479636716745586,9.601503778641861,6379.0
21,12,0.001953125,-0.03285503691222402,14.01687664783564,320.0,0.08661539438571708,14.275041877699854,1277.0,0.45399488465274374,23.078945255312206,8393.0,0.0,0.0,0.0,0.016901171300560236,1.6260003451961245,3.0,0.09150276069703978,5.945785665116267,7.0
21,13,0.240234375,-0.2675848224644142,-32.30037512987256,281.0,0.28137399351505366,33.82678479249604,1231.0,-0.43389410000837325,-42.70781598703119,8193.0,0.38816640552249737,45.15799164421944,39.0,-0.019408357260545017,0.9588669158170171,49.0,0.3090889410523232,25.947417376888236,207.0
21,14,0.193359375,0.6636625138374219,56.28677508334821,221.0,-0.05209041905698086,4.484203643631379,625.0,-0.20741158735401166,2.703803172414476,4602.0,-0.05555023978013196,-14.395357564829933,99.0,0.004003317817748098,-18.098005192639366,655.0,0.3359359930222787,13.199184747606662,3798.0
