task,unit,pos0,e_0_0,eS_0_0,n_0_0,e_0_1,eS_0_1,n_0_1,e_0_2,eS_0_2,n_0_2,e_1_0,eS_1_0,n_1_0,e_1_1,eS_1_1,n_1_1,e_1_2,eS_1_2,n_1_2
21,56,0.677734375,-0.14174109845043859,-12.669636720243425,128.0,0.6230441825726647,79.93488418659706,647.0,0.3089871546363665,43.57060353476842,2928.0,0.4423735090022092,31.234608622395626,192.0,-0.22362718011544302,-27.703100523534545,633.0,-0.7673940031305055,-11.268278342340494,5472.0
21,57,1.0,-0.049135342764202505,-3.4704383953731535,18.0,0.12304593061298874,3.490112954612231,187.0,0.13167328709477744,9.017731636890774,722.0,0.7026402418014186,46.91061787220179,302.0,-0.0016034188961384643,-24.824010644234235,1093.0,-0.5874232689033971,-30.757809762728776,7678.0
21,58,0.0,-0.24460306338824012,-11.489090559512007,320.0,-0.11410119806802754,24.156603260034704,1280.0,0.19599513210176234,2.7874158992624682,8400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,59,0.873046875,-0.18327108942321502,-19.28962558194534,47.0,0.09849721516229692,6.160888947140931,279.0,0.409761939015425,27.612341407374664,1618.0,0.3359576721632038,17.454934976070362,273.0,-0.1918105521230018,-30.457043348846614,1001.0,-0.19861216375084545,-5.431723421788401,6782.0
21,60,0.0,0.12604790443947422,10.269421917513899,320.0,0.03856018951810114,18.179473796485183,1280.0,0.2645026113542772,18.875742029154324,8400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,61,0.0,-0.2935033889971237,-10.085273579532466,320.0,0.32982765863823715,54.213584196531,1280.0,0.44204442079511996,42.00427665221674,8400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,62,0.0,0.39813208486521035,31.429230162580787,320.0,-0.18617510272341065,-4.691873892169455,1280.0,0.619971998152314,7.665876286838586,8398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019377751043066382,1.078318086302763,2.0
21,63,0.009765625,0.9373570939642377,101.37965691107439,319.0,-0.3923415454435144,-20.260828943743473,1161.0,0.6836983134373309,74.86943602274079,6041.0,-0.00702655129134655,-0.2697369074074236,1.0,-0.11530904826213373,-7.010112254557231,119.0,0.25366586814157976,-12.923991400224175,2359.0
21,64,0.265625,0.623997614604832,38.20606460866956,301.0,-0.49500652814376167,-61.3554194162602,1280.0,-0.0872576918921883,25.212212378577224,8395.0,0.4318987652659416,42.3156732141149,19.0,0.0,0.0,0.0,0.023866076953709126,1.4594717742720755,5.0
21,65,0.0,-0.12048403066728497,-9.598064280435437,320.0,0.0668241998098722,10.251782554944782,1280.0,-0.06812758655385326,-11.984454428642561,8400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,66,0.0,-0.9119252181590127,-94.3834610751249,320.0,0.6999353526172172,60.31870536429919,1275.0,-0.0804363381519202,7.986944995197454,8391.0,0.0,0.0,0.0,-0.006453035573940724,-0.961987645660574,5.0,0.10379679241759732,10.457746602115147,9.0
21,67,0.251953125,-0.7786009761621244,-89.34895033586642,257.0,0.5848140567148903,45.645879145970326,1147.0,-0.6943956445097491,-63.99811025127672,7812.0,0.21118579240282997,19.196949090410488,63.0,-0.08855547409029896,-5.292576813180716,133.0,0.23235610834447584,42.623341147090755,588.0
21,68,0.0,-0.2885104565357324,-24.38658466901773,320.0,0.13412873778828072,8.8286291075067,1280.0,-0.019645086965591613,-13.42879909253586,8400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,69,0.091796875,1.0498334987278213,93.30039985169415,309.0,-0.6584361894658741,-69.72873199265271,1279.0,-0.2131448975675453,-7.994260712934912,8380.0,0.13290764519479126,9.758334871904692,11.0,-0.004073113668709993,-0.31712784225843776,1.0,0.0009665045508882031,1.6944609808872322,20.0
21,70,0.0,-0.41115388834441546,-47.69440839264402,320.0,0.3009254952349849,22.183220729017464,1280.0,-0.021077416852671504,0.19701028460653225,8400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,71,0.931640625,-0.014133132433926221,-2.361037670118686,24.0,0.33803153930057306,27.667608315792794,221.0,0.2127401902393693,17.342056714808052,427.0,0.14877436707320157,16.758737417252863,296.0,-0.07426205084838955,-10.605490366800481,1059.0,-0.1302528072103426,-17.576403960479,7973.0
21,72,0.0,0.27013138883557986,30.426885762998328,320.0,-0.0019788913714933187,5.847913458528055,1280.0,0.12757293121011837,17.23897759199496,8400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,73,0.390625,0.22730934168430394,16.253980396505813,164.0,0.33887356373566035,26.55110685429761,689.0,0.15457463480267863,41.170348981325894,3420.0,-0.257407544151647,-11.61184209091947,156.0,-0.3145091987853448,-2.9459172877136988,591.0,0.13920520476969944,-1.964936763806214,4980.0
21,74,0.0,0.6503803712803347,61.46992305360541,320.0,-0.38665670370878047,-39.949674471363394,1278.0,0.21742370095319985,24.382508500994096,8398.0,0.0,0.0,0.0,-0.010338486059481511,-0.6617808035176677,2.0,0.016812186047900468,1.3693878457102824,2.0
21,75,0.0,-0.05885159493118408,-6.070131973600709,320.0,-0.03169523103426641,6.953341128848898,1279.0,-0.0680263466751938,13.468563497783878,8399.0,0.0,0.0,0.0,0.00010543551616137847,0.004236440423591219,1.0,0.0001450539130019024,0.005352205019847595,1.0
21,76,0.0,-0.030468618833310757,4.014882903991305,320.0,0.0005623808526777907,8.906303358732803,1280.0,-0.12065802542022763,6.334634905940523,8400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,77,0.015625,0.7596005085215438,76.79022223739422,316.0,-0.7222976927078832,-72.91034442406074,1269.0,-0.2976264793003769,-20.42543953208885,8308.0,0.00772765971487388,0.48708839364583323,4.0,0.03240021615056321,3.420579590680567,11.0,0.14952714710079817,7.306420639493214,92.0
21,78,0.052734375,0.023816514698410174,22.262191913197768,311.0,0.22064327780253734,50.62239773777787,1277.0,0.4407062447672545,37.215759451212605,8384.0,0.22298349332413636,18.31773260776922,9.0,0.024760356172919273,1.3677448148997893,3.0,0.020948941556525824,1.0855435395563409,16.0
21,79,0.0,-0.3092984552040434,-6.0834130446669406,320.0,-0.030513631520548756,8.992821948098863,1280.0,0.047777946766298096,6.097393614122984,8400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,80,0.01171875,0.8926247250346933,92.18878478406367,316.0,-0.443903851381549,-23.372974774364817,1208.0,0.49350488022477124,33.15397778228504,6751.0,-0.0041027438710443676,0.11223791775463071,4.0,-0.0010050178643723484,0.4214390107490392,72.0,0.01001388275695625,-7.99929748766031,1649.0
21,81,0.138671875,0.14317538011528086,21.38062468509196,293.0,0.18846337429158666,27.09553102648021,979.0,0.9837182285199271,74.97013399422109,6839.0,-0.09793377411551774,-3.4665736000621536,27.0,-0.025712095401104307,7.9079097622815215,301.0,-0.10064500416167732,3.7407477452437243,1561.0
21,82,0.75390625,0.04603807342937216,4.347724684873504,69.0,0.7202517086025182,46.22234139687977,398.0,-0.20120664551234135,-17.26250483678266,3085.0,0.2601938517218514,0.6285916340089845,251.0,-0.351454540195391,-33.938498818762994,882.0,0.17959055825166637,32.0198154993127,5315.0
21,83,0.0,0.058784190818641946,-4.1561349433628685,320.0,0.10916454820633703,10.699132094704206,1280.0,-0.09791727881985263,-7.115740267855468,8400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,84,0.98828125,-0.007046556391287595,-0.3624133125764263,2.0,-0.00859174714423716,-0.27329674398125864,4.0,0.08957277934922558,7.164116497517529,151.0,-0.32523371876413876,-32.586864827407624,318.0,0.014147810702638708,24.307790731077098,1276.0,-0.03028647333285084,10.041757920106885,8249.0
21,85,0.98046875,0.059146380866877735,4.755924423259858,29.0,0.020246108334504243,-3.959465575549008,114.0,-0.08260016387171731,-18.55679661649144,664.0,0.6481113560839731,47.89841460668795,291.0,-0.06914276260209817,-30.512689105623863,1166.0,0.24495042684101687,-14.30996228158293,7736.0
21,86,0.0,-0.517839765343524,-21.87816597053659,320.0,0.10708995092954865,38.73620060964687,1280.0,0.5817802108199668,26.095589796582683,8400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,87,0.0,-0.6153811219355703,-26.88908087831074,320.0,-0.05625857285917846,29.379803610368654,1280.0,0.534442952190115,34.118652210141356,8400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,88,0.001953125,-0.44137617802334717,-4.194081465444512,320.0,-0.15636743848182277,23.234846455172782,1280.0,0.6318727705133758,46.71564799543603,8388.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011566651053726673,0.4387350267326963,12.0
21,89,0.06640625,0.36598084328579716,51.417862065297804,311.0,-0.4039361225064795,-7.540398800200254,1278.0,0.7718920750143168,38.728094732017475,8390.0,0.11688096087891608,13.141224283752326,9.0,0.01432907790876925,0.997844163964104,2.0,0.025380305411090376,2.8560420401214626,10.0
21,90,0.0,-1.2083116990870622,-87.64783931099356,320.0,0.6021730521262043,56.142736401341836,1280.0,0.23757506988843247,-10.533198357603457,8388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005965825785096968,1.343447346270968,12.0
21,91,0.0078125,-0.7397275183466263,-79.44593887973707,316.0,0.5102817115214293,50.21853497145541,628.0,0.8518388252313998,69.12088008564805,2047.0,-0.05291402665898204,-2.901292364363699,4.0,-0.027011926921204577,-2.042015432533436,652.0,0.18449802589516923,-10.972739539862623,6353.0
21,92,1.0,-0.02704215608537197,-1.4426725316111935,1.0,0.00380354119988624,0.26328451217933135,4.0,-0.03215919571090353,-0.09524866114052108,152.0,0.21649823912230204,-7.987841819043501,319.0,0.4627491112903499,17.987257828071716,1276.0,0.04143197567276535,29.680593699016008,8248.0
21,93,0.021484375,0.40132239305239636,25.152594084128797,317.0,-0.30261534618847463,-18.70100528383314,1275.0,0.3938275917151701,23.740692045791373,8391.0,0.007279116660356522,0.8598803406023383,3.0,0.02304244408151135,1.9046230425479023,5.0,0.017818386331782676,0.9100994265987753,9.0
21,94,0.064453125,0.7755978939312627,83.88710681018965,273.0,0.057706667467300576,4.691285616881571,159.0,0.29142800452575557,24.840651124335576,1040.0,-0.1895295344220358,-19.077422825043673,47.0,-0.4995664013538885,-29.18412028567876,1121.0,0.3650696519497152,23.006423121540728,7360.0
21,95,0.333984375,-0.23745003470685333,-15.18857668581839,75.0,0.24152900742012662,28.004398057180065,304.0,0.6830862503969726,44.732328356870724,2201.0,-0.6014665512452666,-49.55568755580071,245.0,0.10628798394805017,13.1185231124429,976.0,0.09968110320373214,-16.637837198701874,6199.0
21,96,0.0390625,0.40632013406866463,45.06813160207808,296.0,-0.04487874000142256,10.01389956045333,1132.0,0.1356994897945123,3.0504325118288977,7054.0,0.022387839388102293,4.882941138898955,24.0,-0.20621809843578376,-8.31430146747457,148.0,0.29468813772998814,9.98264752697492,1346.0
21,97,0.001953125,-1.4828779940435197,-103.31738804727948,320.0,0.49072981769938906,94.4447312187178,1278.0,0.9209154415733458,27.733678096439633,8398.0,0.0,0.0,0.0,0.02327016554772854,1.9385020413051823,2.0,0.001203581050503999,0.08631900117486674,2.0
21,98,1.0,0.0,0.0,0.0,-0.009022992104291916,-0.37184108792324744,2.0,0.008461568530037766,0.8901045468095945,32.0,-0.069741407467518,-1.5270667218626888,320.0,-0.2603370451471392,-30.528763264497567,1278.0,0.3569056974969298,6.769347739956187,8368.0
21,99,0.00390625,1.059475800517248,80.38952801207658,320.0,-0.3303550406801605,-35.23811107341055,1273.0,-0.602152728893083,-5.611941714925241,8305.0,0.0,0.0,0.0,0.0013350036460906267,-0.510132462326383,7.0,0.019211367120533396,1.131745394759494,95.0
22,0,0.13671875,0.6893848510117095,29.6710354394652,311.0,-0.30164946960749006,-10.47712761824511,1280.0,-0.8312380641431771,-25.03433781448773,8395.0,0.1734397318214178,14.01592819804462,9.0,0.0,0.0,0.0,-0.0023644795546715613,-0.18663361004368348,5.0
22,1,0.0078125,0.017727313761650265,9.333288750077159,317.0,-0.036447416603394345,32.07761423608517,1242.0,-0.07147902812675144,-11.507046877402285,7994.0,-0.014130281750112772,-0.84198922863432,3.0,0.022152101589199447,3.2405099960967396,38.0,-0.1643918960310593,2.06059498647835,406.0
22,2,0.0,-0.09107026399215101,8.417190986045338,320.0,-0.03452718162082391,-6.970131575914092,1280.0,0.11881781979439321,-4.543397752252831,8400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,3,0.10546875,-0.13508562512015487,10.405716129244333,225.0,-0.3369129346522186,-16.16444248223262,505.0,-0.002387095381174875,-9.908406848601102,4169.0,-0.06875494944688398,-2.5448156080670263,95.0,-0.31065317520810254,-16.076148050112575,775.0,-0.42369903707504886,20.633440093033286,4231.0
