task,unit,pos0,e_0_0,eS_0_0,n_0_0,e_0_1,eS_0_1,n_0_1,e_0_2,eS_0_2,n_0_2,e_1_0,eS_1_0,n_1_0,e_1_1,eS_1_1,n_1_1,e_1_2,eS_1_2,n_1_2
21,0,0.0,-0.13597960335027892,-13.042659122369237,320.0,0.8033143206870932,68.46378961175641,1274.0,-0.8149239553309799,-89.963745005524,8363.0,0.0,0.0,0.0,0.019984992482932284,1.1419980901381552,6.0,0.0619177774151467,4.414489855776115,37.0
21,1,0.03125,0.13019332787052917,24.762655150369763,290.0,0.1002769615726038,13.208034190203522,667.0,1.2282781506124891,67.50572761801178,3353.0,0.007782046566717327,-0.3673865632870985,30.0,-0.2655912394197628,-23.2676745972793,613.0,-0.497861248921879,-38.75716608092162,5047.0
21,2,0.0,-0.5728087982279249,-54.33633493981617,320.0,-0.35857172823341443,-35.81103947105215,1280.0,0.5385629269701369,-9.046118710369655,8400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,3,0.0,-0.6130152294645086,-44.43853661449055,320.0,-0.10392165998106861,-25.341681962522777,1280.0,0.04685360164009289,9.11309031666264,8400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,4,0.52734375,0.29649855764364474,27.688694351772217,221.0,-0.0718168128008756,1.7328869231424964,1028.0,0.1580957418794835,12.5214811506802,6520.0,0.1665018658095505,17.831940612143008,99.0,-0.2147364818774804,-21.774139776547777,252.0,0.1346123674849622,4.510694564329558,1880.0
21,5,0.015625,0.6073025362566113,22.933998279279724,313.0,-0.10633237032681109,-9.421843078835296,1278.0,-0.34200898488316933,4.072686368444796,8114.0,-0.04395057610236108,-2.583522749089345,7.0,0.03894430445507169,1.6415416479618488,2.0,-0.14943683478006164,-18.39541970004878,286.0
21,6,0.005859375,0.15055506311546196,-9.676021791622876,320.0,-0.27424293075853257,-20.497344831368853,1280.0,0.010564640082956434,-41.641974232555874,8399.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002488283207640052,-0.013506986912066313,1.0
21,7,0.0,0.49882501735555707,23.676352313063674,320.0,-0.7628370205898136,-57.016193075681166,1280.0,0.1162480959704344,3.942254663293557,8397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05130687146447599,2.9106222910212294,3.0
21,8,0.0,0.6883834404843583,49.09781627915866,320.0,-0.10236337238120718,2.484130790590199,1280.0,-0.4554531047836168,-21.331479495327773,8400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,9,0.9765625,-0.106649780049338,-9.379564897273658,24.0,-0.00970348720511538,-0.3261410168414324,88.0,0.10309381993839395,2.7381292237496186,236.0,0.2332833640757599,31.342843200328055,296.0,0.011073425780509183,-4.245668220858722,1192.0,-0.22456469412349933,-8.787955504269936,8164.0
21,10,0.0,0.179859487297108,-2.548564008868594,320.0,0.07034217404648757,20.607510175590626,1280.0,-0.10000027042063886,-35.49800242942736,8400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,11,0.0,-0.504707622276328,-26.635525157224006,320.0,0.4638053726260125,28.954425602405664,1280.0,0.2881155365792596,27.413278089354783,8400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,12,0.0,-0.624025540339062,-30.737177651903036,320.0,1.0191495475650072,87.53676598415636,1280.0,-0.10070189153045384,-25.324646823966333,8399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009058513096533716,0.05471341991920076,1.0
21,13,0.015625,-0.4303841103173909,-32.14297073690059,319.0,0.4176021336310214,37.035806219576486,1280.0,-0.05128266402474174,-31.497583533661906,8395.0,0.03272990137338638,2.604144996689644,1.0,0.0,0.0,0.0,0.00566189623077662,0.24266887468733395,5.0
21,14,0.009765625,0.07767924848303664,2.8334648923609382,313.0,0.14009884986705856,19.81225853469165,1272.0,0.018074392059357125,14.280558714965444,8328.0,-0.07768606673926115,-5.367594610530557,7.0,-0.01789291191380471,-1.7485572832610363,8.0,-0.16088562813592944,-5.064475407145064,72.0
21,15,0.0,0.12572514165913162,-11.074176998547536,320.0,0.0360284000875879,3.8230136246105983,1277.0,-0.9168913231356717,-44.50348652901472,8399.0,0.0,0.0,0.0,0.000918710371479392,0.0438271320083338,3.0,-0.00011052379704779014,-0.004392779209270274,1.0
21,16,0.0,0.4867237514918088,42.37489170401813,320.0,-0.07147798924427207,6.619058400112101,1279.0,0.22300675299489736,16.61543565422368,8395.0,0.0,0.0,0.0,-9.115841385209933e-05,-0.00481173437642732,1.0,0.0333494826045353,1.8043702678883862,5.0
21,17,0.400390625,-0.22342005160317058,-40.77204620627509,243.0,-0.4838324638405709,-46.743849494883314,1167.0,0.43964302661111254,30.203667165823518,7945.0,0.13932379853213206,24.90069743540509,77.0,-0.1003426289298659,-2.0689919209027847,113.0,0.035050975075023416,1.3038096016976444,455.0
21,18,0.00390625,-0.6126321719493717,-33.176686005188444,318.0,0.9873630389670893,77.91064901531016,1276.0,-0.3708408487903624,-42.85981554477789,8011.0,0.040869127959012985,2.8980812011576833,2.0,0.029580515387351625,3.490719214567141,4.0,-0.07481659767802284,-2.5283625859352448,389.0
21,19,0.0,0.17095618516214017,-6.090526923721576,320.0,-0.819688330907042,-65.11847914586424,1280.0,-0.2424298871901268,-26.265232471668597,8387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021551413639826933,1.0988989137094274,13.0
21,20,0.068359375,0.18322722823359072,14.061192908161054,306.0,0.010941840911527834,17.12088836202144,1107.0,0.342353602556992,20.001527172135628,6725.0,-0.04267086388426833,-1.6005713731524949,14.0,0.017824827295953583,2.7876115604650766,173.0,-0.24483401170098773,-32.21557643132367,1675.0
21,21,0.0,-0.09402543159376364,-21.12463263699624,320.0,0.8464621164863502,73.87230871330583,1247.0,-0.9997446802476571,-96.45374215420084,8356.0,0.0,0.0,0.0,-0.0781443029991351,-8.312976504773816,33.0,0.23659836105798604,20.293021626690816,44.0
21,22,0.521484375,-0.6017431447362469,-68.53448779225737,206.0,0.18236852367687106,3.1919282723732136,986.0,-0.016554190427405135,9.544040066415505,7100.0,0.23450452723409398,29.52315191492064,114.0,-0.030413523155630173,-5.84978992030371,294.0,-0.006872980670793005,15.328929856970298,1300.0
