seed,arm,k,s,neffT2,zero2,gtr2,zarm2,dmean2,effbar2
7,NC_r,1,0,0.4474038297625624,0.0,0.3447975846077005,-2.044245274925294,0.0,-2.044245274925294
7,NC_r,1,750,0.15988271967133388,0.001325,0.062249495222171145,-4.945630924402053,0.0,-4.945630924402053
7,NC_r,1,1500,0.24498051338462068,0.0006,0.1468173931842049,-3.859497425746483,0.0,-3.859497425746483
7,NC_r,1,2250,0.32760478687924066,0.00038333333333333334,0.2289106352696816,-3.1030162373478833,0.0,-3.1030162373478833
7,NC_r,1,3000,0.3731720835377075,0.00015,0.2747026132379969,-2.6986136549224455,0.0,-2.6986136549224455
7,NC_r,1,3750,0.372563905453865,0.00018333333333333334,0.2733662971392274,-2.6885260577019925,0.0,-2.6885260577019925
7,NC_r,1,4500,0.41009913489711614,0.00015833333333333332,0.3116232428361972,-2.4014765705347063,0.0,-2.4014765705347063
7,NC_r,1,5250,0.3774979687132067,0.0002,0.27948066254208487,-2.6710271807298684,0.0,-2.6710271807298684
7,NC_r,1,6000,0.4230702447216765,7.5e-05,0.32240283187876145,-2.2882793965453283,0.0,-2.2882793965453283
7,NC_r,2,0,0.4230702447216765,7.5e-05,0.32240283187876145,-2.2882793965453283,0.0,-2.2882793965453283
7,NC_r,2,750,0.20390064202791433,0.0009,0.10753237639516593,-4.234636672016916,0.0,-4.234636672016916
7,NC_r,2,1500,0.31873869444904973,0.0003,0.21623405044972896,-3.1102798246820145,0.0,-3.1102798246820145
7,NC_r,2,2250,0.3874687869233964,9.166666666666667e-05,0.28541693383504946,-2.537063485146997,0.0,-2.537063485146997
7,NC_r,2,3000,0.41078304512750136,5e-05,0.3106411387408773,-2.363745428702049,0.0,-2.363745428702049
7,NC_r,2,3750,0.416008514597526,7.5e-05,0.315483318425715,-2.3202867798836904,0.0,-2.3202867798836904
7,NC_r,2,4500,0.4249744151899361,4.1666666666666665e-05,0.32389415408919253,-2.2575897694260503,0.0,-2.2575897694260503
7,NC_r,2,5250,0.4333855349252197,4.1666666666666665e-05,0.33439593685269353,-2.1975902918122707,0.0,-2.1975902918122707
7,NC_r,2,6000,0.39315281598348994,6.666666666666667e-05,0.28975692313313484,-2.4889074271975087,0.0,-2.4889074271975087
