arm,seed,task,cap_on,major_frac,med_K_l1,med_K_l2,med_U_l1,med_U_l2,med_a1mean_l1,med_b1,med_b2,med_d_l1,med_d_l2,med_gate_mean_l1,med_gate_mean_l2,med_gate_rms_l1,med_gate_rms_l2,med_lowgate_l1,med_lowgate_l2,med_pplus_l1,med_pplus_l2,med_q_l1,med_q_l2,med_row_mean_l1,med_row_mean_l2,med_row_norm_l1,med_row_norm_l2,med_sigma_l1,med_sigma_l2,med_v_norm_l1,med_v_norm_l2,med_wt_norm_l1,med_wt_norm_l2,med_zbar_l1,med_zbar_l2,memo_acc,online_acc,rem_par,rem_perp,rows_par,rows_perp
ref,3,1,0,0.12333333333333334,2.961328821247741,3.7848412706962726,2.738215923309326,4.990045785903931,-0.21005696636420906,0.004060030449181795,0.04471969231963158,-0.5488296526797625,0.25780830462550836,0.5956368017043375,0.8032509213573455,0.6914293132095857,0.8556955802902388,0.025416666666666667,0.002916666666666667,0.30041666666666667,0.5875,-0.10509019032440427,0.11427688682771853,-0.001407336863271481,-0.006143545063096098,3.414334884511306,1.569726853041245,1.132283756388789,1.1866972168410885,3.4134435891782218,1.5654842921215955,3.408875146331078,1.5678113626563785,-0.6094309488321111,0.3098786639651129,1.0,0.7920208333333333,0.0,0.0,0,0
ref,3,2,0,0.1175,3.0135644028715607,3.715487885239,4.079218149185181,5.700182199478149,-0.5077856545207395,0.011962713208049536,0.04215359687805176,-0.9651477084517668,-0.011749421861391395,0.3399580176426389,0.6944894614283111,0.4968295744055924,0.7811405998139989,0.27249999999999996,0.027916666666666666,0.15958333333333335,0.48916666666666664,-0.32536188041765113,-0.013079165488306396,-0.006078690244787223,0.0014283664854883682,4.531937940285989,1.9149339377235624,1.8888091375313665,1.5534999046331845,4.523432800357879,1.9123591752997064,4.517066363580488,1.8941675897812553,-1.925850520034631,-0.02119065479938096,1.0,0.7827708333333333,0.0,0.0,0,0
ref,3,3,0,0.1075,3.1751609763148294,3.578667889903098,5.976033926010132,8.771483898162842,-0.3369202507669494,0.01269949832931161,0.047289904206991196,-0.7574554261804132,-0.2799064684682335,0.3875574545245036,0.5362960770072884,0.5492429873965805,0.6804702666159811,0.27208333333333334,0.1745833333333333,0.21958333333333335,0.38416666666666666,-0.293111281206359,-0.10786123629767516,-0.004266447291417201,0.014323666961863636,5.35789969822507,2.2361718903577437,2.3927260322173174,2.583636802435354,5.345553114011905,2.2354817604215507,5.338862966081834,2.225693723907911,-1.6996597315270143,-0.660393338080806,1.0,0.7810104166666667,0.0,0.0,0,0
ref,3,4,0,0.11583333333333333,3.3121620155243963,3.352346797653541,7.892424821853638,12.169012546539307,-0.05704961424480037,0.03137448523193598,0.014326265547424555,-0.5353895169771972,-0.7086342082772212,0.4407867548490136,0.29415849734254024,0.6093036333430797,0.5038309314499554,0.29333333333333333,0.5208333333333333,0.28791666666666665,0.21708333333333335,-0.27912937754052214,-0.28664169989902444,-0.0021516686703706702,0.0232180340285413,6.295467238043022,2.604214475575068,2.92253787111153,4.398422452648071,6.273463120117755,2.586824417991584,6.278384240870389,2.584195387544598,-1.5521983150144418,-3.1108310836173283,1.0,0.7723958333333333,0.0,0.0,0,0
ref,3,5,0,0.1225,3.1359378443272994,3.313584263824419,9.594334602355957,13.518756866455078,-0.08933609787665772,0.04278320632874966,-0.029067925177514553,-0.6307827792405338,-1.2638564675314858,0.37780716079024734,0.12072850260707671,0.5702144236240543,0.32643050061391915,0.40166666666666667,0.7916666666666667,0.2729166666666667,0.09,-0.3777084123095361,-0.4439824459445052,-0.003588362720935892,0.024987256429158153,7.539984193602228,2.963194103660989,3.560778376585322,6.405366356029601,7.522368049682747,2.940155216981846,7.529639387277625,2.9532670143168427,-2.2408792719578683,-7.883173186903198,0.9991666674613953,0.6950625,0.0,0.0,0,0
ref,3,6,0,0.11416666666666667,3.2943736484675377,3.1786942593660816,11.797195434570312,17.317593574523926,0.28656451442511754,0.04256104864180088,-0.039733536541461945,-0.42956585123185537,-1.4635158294242592,0.43662060485289506,0.07763674063103804,0.6215883658192786,0.26247158596790093,0.36583333333333334,0.8816666666666666,0.32916666666666666,0.06208333333333334,-0.2820637628832262,-0.5023947959323976,0.0024711154774009554,0.01974785776808858,8.41858209775874,3.390761719926605,4.033490643698817,9.718459247922784,8.398162053778393,3.326522334327394,8.376973541241544,3.3563967207039784,-1.663381472521772,-14.114285067273304,0.9325000047683716,0.5435104166666667,0.0,0.0,0,0
ref,3,7,0,0.10916666666666666,3.2611331503248335,3.0092570065291544,12.143337726593018,10.470219612121582,0.2026386089880119,0.05242165923118591,-0.057576948776841164,-0.5144914935644715,-2.2181309109653267,0.39699279979213603,0.009105472211089993,0.5949512923473408,0.08781199462501191,0.41791666666666666,0.9858333333333333,0.3075,0.006666666666666667,-0.4130801626874433,-0.6583790745697307,0.0030667848929104885,0.020753660003028924,9.223329834328034,3.6119459212613436,4.479396980178629,12.57112791718123,9.171284793432173,3.5615161920208713,9.1785556240077,3.5749995556565346,-2.275884539280087,-27.478399805016814,0.5766666531562805,0.2990729166666667,0.0,0.0,0,0
ref,3,8,0,0.11166666666666666,3.181640117727496,2.996928677334031,11.989958763122559,11.012937068939209,0.12566838825820015,0.06561198830604553,-0.07699060812592506,-0.6056764992327932,-2.44768691098473,0.3438658717729098,0.0034821391021282798,0.549456535205159,0.053054422515038634,0.4791666666666667,0.9945833333333334,0.26416666666666666,0.0025,-0.5401167372028568,-0.6902313260449872,0.0020662006569015217,0.016386556104698684,9.587552116292388,3.72720527918958,4.718661923220504,15.108432332916845,9.52842337559537,3.6474319193626394,9.563970169226662,3.6909393355819073,-3.1080558723645906,-36.557737585411715,0.3725000023841858,0.18364583333333334,0.0,0.0,0,0
ref,3,9,0,0.11166666666666666,3.206673086009549,2.962114855270193,12.680406093597412,6.283955097198486,0.0064497078728163616,0.055370667949318886,-0.08223294094204903,-0.7266451491798187,-2.606425544140749,0.3070336149769274,0.0008950426586213263,0.5189214262663364,0.028928740991946707,0.5175000000000001,0.9983333333333333,0.23583333333333334,0.0008333333333333334,-0.5818131846446682,-0.7492778715585618,0.004389125097262952,0.01901721987989731,10.049482588598444,3.8647072906963627,5.110620402436078,17.22807302127779,9.955400354872225,3.7644593462389655,9.999047674343856,3.7947944450794715,-3.310997559471677,-46.32129093289375,0.3799999952316284,0.195,0.0,0.0,0,0
ref,3,10,0,0.1125,3.1945751411080314,3.0030398698719365,13.432528018951416,9.52590036392212,0.2388810979698125,0.047712717205286026,-0.06734449416399002,-0.5348670175932875,-2.6320488487879974,0.370854709392726,0.0008817342684827294,0.5746186314601643,0.028895195884654147,0.49083333333333334,0.99875,0.2866666666666667,0.0008333333333333334,-0.46914182244240565,-0.7228566178329399,0.0010136296391186877,0.020705335870152337,10.373591167493109,3.908979597040333,5.342541217956672,19.10526076474298,10.288504922692164,3.826829227737182,10.323721175171332,3.8713321908002065,-2.7504971205679856,-51.57806069391469,0.2691666781902313,0.15613541666666667,0.0,0.0,0,0
