act,arm,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,reg_loss,wt_q10_l1,wt_med_l1,wt_q90_l1,wt_max_l1,wt_ratio0_med_l1,rowmean_abs_med_l1,b_med_l1,exceed_t1_frac_l1,exceed_2x0_frac_l1,bind_frac_l1,proj_rows_l1,proj_removed_l1,wt_q10_l2,wt_med_l2,wt_q90_l2,wt_max_l2,wt_ratio0_med_l2,rowmean_abs_med_l2,b_med_l2,exceed_t1_frac_l2,exceed_2x0_frac_l2,bind_frac_l2,proj_rows_l2,proj_removed_l2,pen_wt_total,pen_rest_total
R,l2rest,0,0.001,0,1,0.12,0.1683333367,0.1683333367,0.1400000006,0.1400000006,-0.1280038655,0.3299678862,-1.25514555,0.3258333206,37.08411806,0,0,-0.009722646326,0.1861524135,-0.4470923841,0.4416666627,32.3625437,0.6952214837,0.6036813855,0.510121882,0.003076782826,0.6039348755,0.6959149082,0.7970252395,0.9471816111,1.201425484,0.0001671875398,0.005472556455,0,0,nan,nan,nan,0.5567960048,0.6017989144,0.6560213602,0.7136774345,1.052025076,0.001811798178,0.004867155338,0,0,nan,nan,nan,0.08646621462,0.003076782826
R,l2rest,0,0.001,0,2,0.1302777778,0.1958333403,0.1958333403,0.200000003,0.200000003,-0.4375922084,0.4631507397,-1.40248704,0.1449999958,36.78117992,0.05000000075,0.05000000075,-0.03306430951,0.2163131386,-0.451025486,0.3849999905,35.71916151,0.7842895389,0.6315982342,0.5200144053,0.003098901697,0.6050405663,0.7913638073,0.9534432344,1.137479948,1.374893637,7.260812708e-05,0.001557526179,0.8,0,nan,nan,nan,0.5834278452,0.6313986446,0.698666024,0.8497943906,1.099326129,0.0009653649552,0.001884076977,0.93,0,nan,nan,nan,0.1056057278,0.003098901697
