arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,steps,stop_step,tc,hit99,hit999,correct_at_hit_plus_500,hit_plus_500_observed,min_correct_after_hit
LR,std,0,0,0.001,1,none,0.9229861111,1,1,0,0,-8.534798622,42.26832199,-18.73438835,0.4667500854,78.11916864,0,0,-66.42586517,51.0660553,-110.4065399,0.1637499481,75.62548654,14.33674622,2.080732822,0.9082357287,900,900,600900,300,400,1200,1,1200
LR,std,1,1,0.001,1,none,0.9220138889,1,1,0,0,-10.72981834,44.27305603,-24.65829086,0.4570001364,76.36179847,0,0,-69.28199768,53.27929306,-103.713501,0.150249958,75.92509084,14.38641357,2.131658554,0.9008350968,900,900,600900,300,400,1200,1,1200
LR,std,2,2,0.001,1,none,0.9218055556,1,1,0,0,-12.85214329,44.3050766,-27.68418694,0.4435000718,71.75571309,0,0,-66.54349518,53.33917999,-111.2936783,0.1569999456,75.91859218,14.36445808,2.152149677,0.9484648705,900,900,600900,300,400,1200,1,1200
LR,std,3,3,0.001,1,none,0.9181944444,1,1,0,0,-10.11525726,42.83095932,-21.65179443,0.4585001171,76.11013146,0,0,-69.21318054,54.03413391,-107.0043411,0.1599999666,77.28403884,14.42001247,2.167972326,0.9455682635,900,900,600900,300,400,1200,1,1200
LR,std,4,4,0.001,1,none,0.9235416667,1,1,0,0,-7.059010506,41.4940567,-18.40842056,0.4757500887,76.43711437,0,0,-65.25123596,51.22150421,-117.6420212,0.1644999683,79.55191175,14.16696167,2.120963335,0.9823536873,900,900,600900,300,400,1200,1,1200
LR,std,5,5,0.001,1,none,0.9234722222,1,1,0,0,-8.792074203,43.71183014,-22.97717476,0.4705001414,75.08504435,0,0,-64.83295441,52.14473343,-113.7574234,0.1607499421,77.47177252,14.35993004,2.150456905,0.9667035937,900,900,600900,300,400,1200,1,1200
LR,std,6,6,0.001,1,none,0.9248611111,1,1,0,0,-7.474647999,42.95490646,-18.59062195,0.4765000939,76.28345399,0,0,-68.13334656,50.13248825,-110.3276825,0.1532499492,76.59225709,14.25306511,2.062906027,0.8943129182,900,900,600900,300,400,1200,1,1200
LR,std,7,7,0.001,1,none,0.9202777778,1,1,0,0,-10.20217323,44.50285721,-20.8386097,0.4600001276,76.07889829,0,0,-65.16116333,54.08075333,-117.589798,0.1592499614,75.25987162,14.62054729,2.155435324,0.915858686,900,900,600900,300,400,1200,1,1200
LR,std,8,8,0.001,1,none,0.9185416667,1,1,0,0,-9.003567696,45.01389313,-20.57381439,0.4645001292,78.52693432,0,0,-71.84594727,53.90273666,-116.6112518,0.1592499614,76.07423694,14.60753727,2.138391495,0.9684233069,900,900,600900,300,400,1200,1,1200
LR,std,9,9,0.001,1,none,0.9239583333,1,1,0,0,-7.732496738,43.68877792,-21.52527046,0.48025015,75.1906695,0,0,-72.96369934,54.58662033,-115.9258118,0.153249979,75.31693675,14.36970711,2.106921434,0.9605438709,900,800,600900,300,300,1200,1,1192
