arm,mode,seed,cond,slot,lr,task,iv,steps,complete_task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3
GELU,late,1001,raw,0,0.001,1,late,30000,True,0.14164375,0.1700000018,0.1700000018,0.8599999547,0.8299999833,-28.19876289,8.496179581,-65.83840179,-1.110493943e-16,1.422208284,0.969999969,0.969999969,-64.60702515,17.34870338,-223.7027588,0,1.000001991,1.519960403,0.6954405308,1.03474009
GELU,late,1002,raw,1,0.001,1,late,30000,True,0.1155166667,0.113333337,0.113333337,0,0,-31.0868721,11.94537926,-62.18808746,-5.118744753e-07,1.562056659,0.9799999595,0.9799999595,-145.5920868,39.1283493,-939.4019165,-1.086034669e-24,1,2.143340349,0.81967628,0.6292181015
GELU,late,1003,raw,2,0.001,1,late,30000,True,0.1625416667,0.174999997,0.174999997,0.8999999762,0.8700000048,-32.78108978,9.026748657,-81.9302597,-3.191596428e-15,1.162769799,0.6699999571,0.6200000048,-24.49098778,6.195129395,-212.4472504,-6.473787652e-12,2.379502603,1.643805027,0.7336115241,1.155632615
GELU,late,1004,raw,3,0.001,1,late,30000,True,0.1019020833,0.1075000018,0.1075000018,0.07999999821,0.07999999821,-29.8206234,9.447396278,-70.05441284,-3.071750498e-08,1.619264805,1,1,-86.97146606,24.23764992,-287.0018921,-5.388172665e-26,0,1.658744097,0.8405054808,0.5790670514
GELU,late,1005,raw,4,0.001,1,late,30000,True,0.1182770833,0.1125000045,0.1125000045,0.6100000143,0.5899999738,-26.9531517,7.682834625,-59.90845871,-3.463926368e-11,1.135186014,0.719999969,0.6999999881,-49.28150558,13.94771004,-154.3598175,-7.720238784e-18,1.000005857,1.370025039,0.7048870325,0.8119542599
GELU,late,1001,raw,0,0.001,2,late,30000,True,0.1097104167,0.1099999994,0.1099999994,0.8700000048,0.8499999642,-28.80311584,8.496179581,-107.0950928,-1.110493943e-16,1.447172267,1,1,-79.10717773,20.85692215,-251.1611481,0,0,1.519960403,0.6955762506,1.048246384
GELU,late,1002,raw,1,0.001,2,late,30000,True,0.12230625,0.1225000024,0.1225000024,0.3700000048,0.349999994,-39.25223541,16.96225739,-89.9651413,-1.064598149e-11,1.574842605,1,1,-188.9029541,48.4866066,-1040.466919,-5.888207942e-38,0,2.716917992,0.821192503,0.6214629412
GELU,late,1003,raw,2,0.001,2,late,30000,True,0.1103916667,0.1241666675,0.1241666675,0.9499999881,0.9300000072,-33.61154938,9.119891167,-81.93088531,-1.950921648e-15,1.774535951,0,0,-7.060402393,3.16133666,-35.97719193,-0.002360918326,9.001855579,1.658174872,0.7720108628,5.607980251
GELU,late,1004,raw,3,0.001,2,late,30000,True,0.1064916667,0.1066666692,0.1066666692,0.09999999404,0.09999999404,-31.03038406,10.36841965,-70.05441284,-2.834677737e-08,1.552985903,1,1,-94.54541016,25.25758934,-330.6555786,-2.873295519e-32,0,1.714514375,0.8542509079,0.5821577311
GELU,late,1005,raw,4,0.001,2,late,30000,True,0.1184729167,0.1266666651,0.1266666651,0.9199999571,0.8700000048,-32.70027161,9.192213058,-145.5252838,-4.075518677e-13,1.320600848,0.75,0.75,-43.76109695,11.5625658,-135.2554016,-1.353974411e-18,1.929364814,1.579273939,0.7270948291,3.701932192
