task,step,mean,star,star_W,bias,within,between,pre_switch_mean,arm,iv,seed
26,0,-0.1561379609204323,-0.15707956967296946,-0.1886173294810945,0.031537759808124975,0.12348541716977937,0.5545318334822679,-0.2619536519050598,SNA,l2,1
26,20,-0.34095411403719905,-0.21704040817641984,-0.24707868926243723,0.030038281086017377,0.24314163343879402,0.6293955294102178,-0.2619536519050598,SNA,l2,1
26,300,-0.24258794457309704,-0.16628503760382163,-0.19876808573522,0.03248304813139839,0.6442210682253373,0.7201818577659895,-0.2619536519050598,SNA,l2,1
26,625,-0.31187880092215864,-0.17665771974843406,-0.20787765840311945,0.031219938654685392,0.7304283730686708,0.8190273637192415,-0.2619536519050598,SNA,l2,1
27,0,-0.2049341081992249,-0.17665771974843406,-0.20787765840311945,0.031219938654685392,0.12816708109386768,0.5896795061804149,-0.3118787705898285,SNA,l2,1
27,20,-0.27173646255706285,-0.2108971215879495,-0.24203321727029042,0.031136095682340964,0.2583990371542433,0.6110943190238692,-0.3118787705898285,SNA,l2,1
27,300,-0.2133400533740931,-0.17779746774096164,-0.21037381536188654,0.032576347620924935,0.6609143410395845,0.7929335536828636,-0.3118787705898285,SNA,l2,1
27,625,-0.13999836936601232,-0.1372793766372352,-0.17054745890905998,0.033268082271824824,0.7593764351777385,0.8247863480773278,-0.3118787705898285,SNA,l2,1
28,0,-0.14676994569129118,-0.1372793766372352,-0.17054745890905998,0.033268082271824824,0.12079534453750398,0.5860350645064123,-0.13999837636947632,SNA,l2,1
28,20,-0.3190081083704591,-0.19411455127490687,-0.2265507453255856,0.03243619405067875,0.2595829585248509,0.7969945288564161,-0.13999837636947632,SNA,l2,1
28,300,-0.20384474331038377,-0.14503889015823396,-0.1779711357594936,0.03293224560125964,0.6500529270675861,0.9238576307011098,-0.13999837636947632,SNA,l2,1
28,625,-0.15356161193665874,-0.11808397982480612,-0.15151257156663717,0.03342859174183104,0.7664319025962633,1.0017253195547402,-0.13999837636947632,SNA,l2,1
29,0,-0.11377861368786883,-0.11808397982480612,-0.15151257156663717,0.03342859174183104,0.1257253112248867,0.6292553382016491,-0.15356160700321198,SNA,l2,1
29,20,-0.36663238888728045,-0.2022917441782482,-0.2337776176558981,0.031485873477649876,0.28553364169611783,0.8763493205317616,-0.15356160700321198,SNA,l2,1
29,300,-0.28925857971655305,-0.16188718365159377,-0.19517731459858273,0.03329013094698894,0.6933388810408325,0.8995319068644341,-0.15356160700321198,SNA,l2,1
29,625,-0.30178825850187574,-0.15924802901444973,-0.19287988317653554,0.0336318541620858,0.7709622312768609,0.9422550939350366,-0.15356160700321198,SNA,l2,1
30,0,-0.17706048968988278,-0.15924802901444973,-0.19287988317653554,0.0336318541620858,0.12284699671727338,0.6070493072677485,-0.3017882704734802,SNA,l2,1
30,20,-0.36781890934374056,-0.21305775362651794,-0.2456384383074971,0.032580684680979174,0.2824460939574223,0.7976090232750811,-0.3017882704734802,SNA,l2,1
30,300,-0.2981465227913972,-0.17400002753001526,-0.20713035526150264,0.033130327731487344,0.6959804080333087,0.9785512105007907,-0.3017882704734802,SNA,l2,1
30,625,-0.2201073146016872,-0.13820799211773951,-0.17143324015115316,0.03322524803341367,0.7735219460466598,0.9710944559412499,-0.3017882704734802,SNA,l2,1
31,0,-0.17754506098720918,-0.13820799211773951,-0.17143324015115316,0.03322524803341367,0.137119226724789,0.7184866349051569,-0.2201072871685028,SNA,l2,1
31,20,-0.3917218865739273,-0.2052115696295056,-0.23660411494075168,0.031392545311246065,0.2624732694210966,0.8492394330268457,-0.2201072871685028,SNA,l2,1
31,300,-0.21905391894972875,-0.118056815233462,-0.1511228639015774,0.0330660486681154,0.703120248644707,1.0250928556597272,-0.2201072871685028,SNA,l2,1
31,625,-0.24186510189730467,-0.12658558320973992,-0.15974370932984625,0.03315812612010632,0.791089214504138,1.0179025201395757,-0.2201072871685028,SNA,l2,1
32,0,-0.11453138228039811,-0.12658558320973992,-0.15974370932984625,0.03315812612010632,0.12522216895091812,0.6808117257549705,-0.24186508357524872,SNA,l2,1
32,20,-0.41936748919767525,-0.2249143911683252,-0.25595603555845925,0.031041644390134026,0.28027440994831454,0.9008946347334377,-0.24186508357524872,SNA,l2,1
32,300,-0.2548938941919959,-0.16174250127687614,-0.19520490630193293,0.0334624050250568,0.7009182167690159,1.116076638495916,-0.24186508357524872,SNA,l2,1
32,625,-0.32500718524014016,-0.18572280686735682,-0.21764187761096326,0.03191907074360643,0.817352105430637,1.0954200843740327,-0.24186508357524872,SNA,l2,1
33,0,-0.16732165067781415,-0.18572280686735682,-0.21764187761096326,0.03191907074360643,0.1272788746493597,0.5853907504660893,-0.3250071704387665,SNA,l2,1
33,20,-0.20513570121403604,-0.18281846925646625,-0.2148622332124922,0.03204376395602594,0.2835173206389526,0.7474590788725729,-0.3250071704387665,SNA,l2,1
33,300,-0.2787678810683765,-0.19532649326811627,-0.2272161481801999,0.03188965491208364,0.720756211921925,1.079605908544721,-0.3250071704387665,SNA,l2,1
33,625,-0.3066367787282331,-0.2015847203529994,-0.2337222336112028,0.032137513258203396,0.7971560307288715,1.1061451344501771,-0.3250071704387665,SNA,l2,1
34,0,-0.2513644571178023,-0.2015847203529994,-0.2337222336112028,0.032137513258203396,0.1292339560799313,0.6833794049344424,-0.3066368103027344,SNA,l2,1
34,20,-0.3676944165869186,-0.24929230084027384,-0.2808745353525899,0.031582234512316065,0.28074150688452476,0.7130667192871967,-0.3066368103027344,SNA,l2,1
34,300,-0.2327885659712816,-0.1789043679804868,-0.2120371101523611,0.03313274217187427,0.7015863290574563,1.0205258850980572,-0.3066368103027344,SNA,l2,1
34,625,-0.26231715564581354,-0.18191567926686844,-0.21449984590309326,0.032584166636224834,0.8046384558912795,1.0768237260432807,-0.3066368103027344,SNA,l2,1
35,0,-0.17833272932369088,-0.18191567926686844,-0.21449984590309326,0.032584166636224834,0.13238183644385942,0.7458704898365087,-0.26231715083122253,SNA,l2,1
35,20,-0.24162487498803087,-0.19736374746218022,-0.22989791204450116,0.03253416458232095,0.26800254834166004,0.8833608149142462,-0.26231715083122253,SNA,l2,1
35,300,-0.19903331887889114,-0.15541858628737926,-0.1886975726146566,0.03327898632727738,0.6856790019914781,1.046438440620037,-0.26231715083122253,SNA,l2,1
35,625,-0.19654382446701849,-0.1467491019626532,-0.17901309152528758,0.032263989562634376,0.7724344961377382,1.2284765348626239,-0.26231715083122253,SNA,l2,1
36,0,-0.11576583432734693,-0.1467491019626532,-0.17901309152528758,0.032263989562634376,0.1375575326943114,0.8227894688070708,-0.1965438425540924,SNA,l2,1
36,20,-0.22936898333760944,-0.1654340885567767,-0.19732549074919045,0.031891402192413806,0.26210449804259883,0.8444164299792896,-0.1965438425540924,SNA,l2,1
36,300,-0.19461171988670187,-0.14309367585294766,-0.1774433227687458,0.034349646915798074,0.6517502878907154,0.9404878559992332,-0.1965438425540924,SNA,l2,1
36,625,-0.20581115221201948,-0.1348591405918533,-0.16916017610316067,0.03430103551130742,0.760692765362792,1.0635268642887568,-0.1965438425540924,SNA,l2,1
37,0,-0.19409747961797058,-0.1348591405918533,-0.16916017610316067,0.03430103551130742,0.13374048693997653,0.799553402986821,-0.20581115782260895,SNA,l2,1
37,20,-0.293503561576402,-0.16326163572528493,-0.19704653487111534,0.033784899145830424,0.27997404893249594,1.061738175820799,-0.20581115782260895,SNA,l2,1
37,300,-0.2216845816089264,-0.13038966488266315,-0.1659865754732019,0.03559691059053875,0.6864131534375933,1.1223097437751632,-0.20581115782260895,SNA,l2,1
37,625,-0.20683711011956477,-0.10076336987952883,-0.1374101302510425,0.03664676037151367,0.7860498028599392,1.0472876066003067,-0.20581115782260895,SNA,l2,1
38,0,-0.04033398268014655,-0.10076336987952883,-0.1374101302510425,0.03664676037151367,0.12475259226854953,0.6622611111892415,-0.20683711767196655,SNA,l2,1
38,20,-0.5127886367040878,-0.2729540285805017,-0.3065604664070309,0.03360643782652915,0.2861098822941578,0.8954648385076477,-0.20683711767196655,SNA,l2,1
38,300,-0.3316913716898152,-0.19307202639866258,-0.2281405139352904,0.0350684875366278,0.7246637709342179,1.0340004927809088,-0.20683711767196655,SNA,l2,1
38,625,-0.26794463268036756,-0.16261898543579179,-0.19813144058813947,0.03551245515234768,0.7997439895847979,1.0951727463254803,-0.20683711767196655,SNA,l2,1
39,0,-0.15235067762114302,-0.16261898543579179,-0.19813144058813947,0.03551245515234768,0.12092867730627978,0.639453240165643,-0.26794469356536865,SNA,l2,1
39,20,-0.2688231763372758,-0.20670640457419054,-0.2427119704930853,0.03600556591889472,0.26318205004361717,0.8010985928664089,-0.26794469356536865,SNA,l2,1
39,300,-0.1708361427076207,-0.16124700829272734,-0.19758184863955358,0.03633484034682624,0.6807732128582106,0.9103226138934162,-0.26794469356536865,SNA,l2,1
39,625,-0.23007748766832015,-0.19157213697088035,-0.226807564770515,0.035235427799634636,0.7863832901810436,1.0278753019786928,-0.26794469356536865,SNA,l2,1
40,0,-0.17591122961318156,-0.19157213697088035,-0.226807564770515,0.035235427799634636,0.12051399141633472,0.6918607566958641,-0.23007749021053314,SNA,l2,1
40,20,-0.2358918373106291,-0.20487880227872587,-0.24018678523851045,0.035307982959784566,0.25126075486375615,0.8141839679844494,-0.23007749021053314,SNA,l2,1
40,300,-0.17571171221597592,-0.17743399127772616,-0.2138218523425942,0.03638786106486805,0.6795128205973239,0.887030252073741,-0.23007749021053314,SNA,l2,1
40,625,-0.19483177439761576,-0.17752067558098317,-0.213319840939168,0.03579916535818484,0.7994471652351599,0.9147016089453275,-0.23007749021053314,SNA,l2,1
