arm,iv,seed,task,step,jump,mean,star,since20_mean,since20_star,within,between
LR,none,0,34,625,-0.13790970383110546,0.0164466443385618,0.016594504417226652,-0.0423441013500363,-0.007190999108745544,1.654911781773908,1.3112638226812474
LR,none,0,35,20,-0.05628798057629014,0.3815837027301354,0.12349774525098223,0.0,0.0,0.9730235415734901,0.7358991394071456
LR,none,0,35,300,-0.05628798057629014,0.015059527001036077,0.006513876998987644,-0.36652417572909934,-0.11698386825199458,1.518114754266911,1.1925588721000995
LR,none,0,35,625,-0.05628798057629014,-0.0348799773746129,-0.00339085429439967,-0.4164636801047483,-0.1268885995453819,1.6395709226592912,1.2392529621136632
LR,none,0,36,20,-0.1771539753596083,0.03140044033784051,0.010446185366548288,0.0,0.0,0.9822879495825126,0.8042318989052716
LR,none,0,36,300,-0.1771539753596083,0.00824177397881476,-0.015336438564135246,-0.023158666359025748,-0.025782623930683535,1.4702131185619038,1.1858834234556177
LR,none,0,36,625,-0.1771539753596083,0.025621021063882754,-0.016847882052783092,-0.005779419273957753,-0.02729406741933138,1.5671147571448816,1.1681264239573088
LR,none,0,37,20,0.049885017134696064,0.036959456107304334,0.024007052572237786,0.0,0.0,1.014705552048382,0.8677408304396524
LR,none,0,37,300,0.049885017134696064,-0.14565892093560118,-0.04921143965183816,-0.1826183770429055,-0.07321849222407595,1.5511812008921948,1.4777098226420242
LR,none,0,37,625,0.049885017134696064,-0.08353205159241117,-0.044215573798854546,-0.1204915076997155,-0.06822262637109233,1.6753694237929033,1.5537417183550353
LR,none,0,38,20,0.1879522243581202,0.07208663627292067,0.050882892413285585,0.0,0.0,0.9927788642800977,0.7735177288090974
LR,none,0,38,300,0.1879522243581202,-0.0628430003585132,-0.0014644302081103788,-0.13492963663143387,-0.052347322621395964,1.507365448809426,1.3594326196271926
LR,none,0,38,625,0.1879522243581202,-0.047593471190999104,-0.02492379467372796,-0.11968010746391977,-0.07580668708701355,1.6386989211764733,1.198724804093949
LR,none,0,39,20,-0.0662355960298493,0.029912370197882954,-0.023386612619419545,0.0,0.0,1.0274893473319782,0.8254942725586922
LR,none,0,39,300,-0.0662355960298493,0.035410005586032245,-0.027434130814810054,0.005497635388149291,-0.004047518195390509,1.5590452177666296,1.2437833831741143
LR,none,0,39,625,-0.0662355960298493,-0.02036925463858541,-0.04647463498400528,-0.050281624836468364,-0.023088022364585736,1.712867372213688,1.20136946543903
LR,none,0,40,20,0.06096642594687518,0.03496422672817534,-0.0018818836478118328,0.0,0.0,0.96275586335291,0.571000383281305
LR,none,0,40,300,0.06096642594687518,-0.052498349155302826,-0.09260180280234165,-0.08746257588347817,-0.09071991915452982,1.4868107851697283,0.9777540508249383
LR,none,0,40,625,0.06096642594687518,0.002990326329241011,-0.09089411130866365,-0.03197390039893433,-0.08901222766085182,1.624904522328695,1.1492895359661377
LR,none,1,21,20,0.1405659061633444,0.10436062402208979,0.030798254103034273,0.0,0.0,1.03191519889825,0.9318620562545077
LR,none,1,21,300,0.1405659061633444,-0.11338986269085427,-0.06121270406852375,-0.21775048671294406,-0.09201095817155802,1.7889631523007923,1.4769992973641468
LR,none,1,21,625,0.1405659061633444,-0.09715611656978806,-0.06277935743005036,-0.20151674059187785,-0.09357761153308464,2.016111327428016,1.517755987064694
LR,none,1,22,20,0.07910279883588811,0.2933203660689452,0.13797879033298477,0.0,0.0,1.0700808015870178,1.222416074235473
LR,none,1,22,300,0.07910279883588811,-0.09632935902122797,-0.017264069490130707,-0.38964972509017315,-0.15524285982311548,1.8231927049140737,1.5464263731287564
LR,none,1,22,625,0.07910279883588811,-0.010791842316178801,0.010890003171802443,-0.304112208385124,-0.12708878716118233,2.0363733959175363,1.556177044434852
LR,none,1,23,20,-0.07167658876400029,0.18218433066313722,0.08162387006023475,0.0,0.0,1.0384496060317232,0.8522789298984963
LR,none,1,23,300,-0.07167658876400029,-0.0394980824235569,-0.0015793516905484584,-0.22168241308669412,-0.08320322175078321,1.6918527520303277,1.1956332103698835
LR,none,1,23,625,-0.07167658876400029,0.00910281319294759,-0.007674977463599575,-0.17308151747018963,-0.08929884752383432,1.8928852994298098,1.218933283250192
LR,none,1,24,20,-0.0585725162251618,0.09847800003157436,0.014884124592235759,0.0,0.0,1.0472561910681948,0.9351529082128369
LR,none,1,24,300,-0.0585725162251618,0.008299105978395893,-0.0533944046703525,-0.09017889405317847,-0.06827852926258826,1.8238539101216698,1.5062033132962889
LR,none,1,24,625,-0.0585725162251618,-0.09199501644280339,-0.09969215371339812,-0.19047301647437775,-0.11457627830563388,2.035740927748349,1.5469963812880942
LR,none,1,25,20,0.02410924020590466,0.0829980374394581,0.021501017101132947,0.0,0.0,1.0144357871943968,0.8298295751259367
LR,none,1,25,300,0.02410924020590466,0.006995003374208331,-0.008281224769892237,-0.07600303406524977,-0.029782241871025183,1.6826687949224066,1.1491594727826453
LR,none,1,25,625,0.02410924020590466,-0.007169438289890806,-0.014747905610784207,-0.09016747572934891,-0.03624892271191715,1.8485540628839874,1.1082277757910124
LR,none,1,26,20,0.16127544494486012,-0.019814066324510105,-0.006857082939796921,0.0,0.0,1.044020649977588,0.8463427241014624
LR,none,1,26,300,0.16127544494486012,-0.16948833104880623,-0.07492621968664404,-0.14967426472429612,-0.06806913674684711,1.745886676857457,1.2999011409049157
LR,none,1,26,625,0.16127544494486012,-0.2304588291269425,-0.10567399651731213,-0.21064476280243238,-0.09881691357751521,1.9339979959218048,1.1975366443001985
LR,none,1,27,20,-0.1550711041999837,0.3598048082598373,0.12719463287551647,0.0,0.0,1.0119910611982557,0.8831966722174908
LR,none,1,27,300,-0.1550711041999837,0.18693371607987963,0.04535678789813247,-0.17287109217995766,-0.081837844977384,1.5099272094554634,1.131909725031927
LR,none,1,27,625,-0.1550711041999837,0.14475819120443756,0.023978826569265088,-0.21504661705539974,-0.10321580630625138,1.6846830678687457,1.1207165796022003
LR,none,1,28,20,0.11891119342240009,0.15390045480636072,0.05354639714598752,0.0,0.0,1.0381476347847451,0.8479948312093325
LR,none,1,28,300,0.11891119342240009,0.0709100903381834,0.0034650375449118975,-0.08299036446817731,-0.050081359601075626,1.6520441501690812,1.2325750843961636
LR,none,1,28,625,0.11891119342240009,0.021631856257167126,-0.02653744737151431,-0.1322685985491936,-0.08008384451750183,1.8272245302928862,1.3267835848146674
LR,none,1,29,20,-0.09898008247636314,0.05221918788491697,0.010478107748363996,0.0,0.0,1.0981452155178637,0.8525847547806589
LR,none,1,29,300,-0.09898008247636314,-0.05682925851293197,-0.011094623480696786,-0.10904844639784894,-0.021572731229060782,1.6974042820645818,1.1514373404029306
LR,none,1,29,625,-0.09898008247636314,-0.07204538087771084,-0.014301637132294598,-0.12426456876262781,-0.024779744880658594,1.8600576694867343,1.1837779003312008
LR,none,1,30,20,0.04273563883404741,0.10985752711403762,0.030241963525598603,0.0,0.0,1.0071811184889257,0.6933742076614712
LR,none,1,30,300,0.04273563883404741,-0.08927380159529719,-0.06065310846357308,-0.1991313287093348,-0.09089507198917168,1.5828968195174629,1.0200564985164948
LR,none,1,30,625,0.04273563883404741,-0.1278119214624418,-0.08952292091085479,-0.23766944857647943,-0.11976488443645339,1.765272557045089,0.9741879437093126
LR,none,1,31,20,0.05488495093690693,0.27450575533738464,0.10019466794105902,0.0,0.0,1.0222240713357666,0.9961687590187449
LR,none,1,31,300,0.05488495093690693,0.1345018464854384,0.03541048933345481,-0.14000390885194625,-0.06478417860760421,1.6761321489011505,1.3949004285146303
LR,none,1,31,625,0.05488495093690693,0.18956618943510284,0.03486965185011526,-0.0849395659022818,-0.06532501609094377,1.8150177458905623,1.478264405309536
LR,none,1,32,20,-0.17175969523552626,-0.05745562249484859,-0.03938818491241447,0.0,0.0,1.0259639740070403,0.8225942428442303
LR,none,1,32,300,-0.17175969523552626,-0.019499333944402952,-0.06903834450045654,0.03795628855044564,-0.02965015958804207,1.601948401565619,1.3565671298424007
LR,none,1,32,625,-0.17175969523552626,-0.11847006527484005,-0.14206016030861646,-0.06101444277999146,-0.10267197539620199,1.79297138648708,1.3194725140316454
LR,none,1,33,20,0.060937028975305285,0.08321127005081408,0.030393236947253044,0.0,0.0,1.069484058982358,1.0368172656212435
LR,none,1,33,300,0.060937028975305285,-0.0889654760031755,0.007831208160041125,-0.17217674605398958,-0.02256202878721192,1.546101207614029,1.3281789246118103
LR,none,1,33,625,0.060937028975305285,-0.06994847682896399,0.00308425174661231,-0.15315974687977807,-0.027308985200640734,1.688766848790307,1.2275878255309287
LR,none,1,34,20,-0.13314152454123063,-0.06528160189014054,-0.047667340992537444,0.0,0.0,1.083819833341495,0.8011554827747686
LR,none,1,34,300,-0.13314152454123063,0.01939903263038545,-0.036418746455637585,0.08468063452052599,0.011248594536899859,1.6188717344310235,1.1089721601650955
LR,none,1,34,625,-0.13314152454123063,0.047729260858299316,-0.03370456487397622,0.11301086274843986,0.013962776118561226,1.7860599730325717,1.108621023165091
LR,none,1,35,20,-0.18746791223736858,0.23278890313177847,0.0790302729545087,0.0,0.0,0.9938380504795641,0.951051144639558
LR,none,1,35,300,-0.18746791223736858,0.2744641373290726,0.09037732853340863,0.04167523419729413,0.011347055578899923,1.5197868328184458,1.1527849178398917
LR,none,1,35,625,-0.18746791223736858,0.17524930245863057,0.03096187173386511,-0.057539600673147895,-0.0480684012206436,1.6641111582723631,1.1712096333694046
LR,none,1,36,20,0.17025461054085156,-0.09880759282654727,-0.02905168308093531,0.0,0.0,1.0238537452499008,0.7224578129061174
LR,none,1,36,300,0.17025461054085156,-0.062127017638209825,-0.02118332041356119,0.03668057518833745,0.007868362667374118,1.5490107377375661,0.8935225742177766
LR,none,1,36,625,0.17025461054085156,-0.08710343482949856,-0.057170124954253776,0.011704157997048714,-0.028118441873318467,1.707414246496811,0.9061778699871191
LR,none,1,37,20,-0.21663476260435788,-0.0055234680478646325,-0.0069122391102949265,0.0,0.0,1.0426518099451914,0.8233603106375487
LR,none,1,37,300,-0.21663476260435788,-0.055483662690753555,-0.026776537870916606,-0.04996019464288892,-0.01986429876062168,1.5263283941213366,1.0875405841778671
LR,none,1,37,625,-0.21663476260435788,-0.13526160247304508,-0.07191208794109638,-0.12973813442518045,-0.06499984883080145,1.6956684580418016,1.132534422944517
LR,none,1,38,20,0.2776143007518952,-0.06834095242665761,-0.03785790577392234,0.0,0.0,1.0466357844244765,0.9015612526497511
LR,none,1,38,300,0.2776143007518952,-0.09036646732663245,-0.02808129019524852,-0.02202551489997484,0.00977661557867382,1.5424172069451931,1.1067554253716803
LR,none,1,38,625,0.2776143007518952,-0.11195735020917397,-0.053096180337074195,-0.04361639778251636,-0.015238274563151855,1.7224806229881022,1.184004832258792
LR,none,1,39,20,-0.06951095283690512,0.13327450536015695,0.045059962527123076,0.0,0.0,1.0351330950989843,0.9019331556850549
LR,none,1,39,300,-0.06951095283690512,0.09204916581195688,0.048934604415619365,-0.04122533954820007,0.0038746418884962885,1.4945666018416974,1.2302371168322035
LR,none,1,39,625,-0.06951095283690512,-0.10758850458404012,-0.05675118041932281,-0.24086300994419707,-0.10181114294644589,1.6857005538906544,1.2847264511032903
LR,none,1,40,20,0.15399040153984744,-0.01769000256162956,-0.02411139636849935,0.0,0.0,1.0103524136879143,0.856881608904799
LR,none,1,40,300,0.15399040153984744,0.11106485290920887,0.025023662069940222,0.12875485547083843,0.04913505843843957,1.5385923730529885,1.2444135337698705
LR,none,1,40,625,0.15399040153984744,0.07998809311043198,-0.02226983480931244,0.09767809567206154,0.0018415615591869106,1.7087753332748166,1.329631281015555
LR,none,2,21,20,0.1680379422395608,0.10219476945927286,0.039888170732596206,0.0,0.0,0.9971472816702655,0.8469524477780244
LR,none,2,21,300,0.1680379422395608,0.06521541113245632,0.02288552619924422,-0.036979358326816536,-0.017002644533351985,1.6774572415327236,1.3959853398078426
LR,none,2,21,625,0.1680379422395608,-0.021772396989765186,-0.030434274958335727,-0.12396716644903805,-0.07032244569093193,1.9172476681813762,1.4403504624554229
LR,none,2,22,20,-0.1126336457640773,-0.07990187224419465,-0.03880326108428411,0.0,0.0,1.0628118956713968,0.9014719505545297
LR,none,2,22,300,-0.1126336457640773,-0.14830945575121102,-0.09138153454628406,-0.06840758350701637,-0.05257827346199995,1.8664012526543996,1.5187789158355982
LR,none,2,22,625,-0.1126336457640773,-0.08974738428842954,-0.08165486341417161,-0.009845512044234894,-0.042851602329887495,2.063631380147509,1.5242867480356042
LR,none,2,23,20,-0.034126760430116976,0.01652153590203853,-0.011945358438010034,0.0,0.0,1.040484294163314,0.8149772723598098
LR,none,2,23,300,-0.034126760430116976,0.07172630778853328,0.002293399931999618,0.05520477188649475,0.014238758370009652,1.675099978762235,1.0377102496368853
LR,none,2,23,625,-0.034126760430116976,0.09212249772385328,-0.03845475967105938,0.07560096182181475,-0.026509401233049346,1.8713377336381485,1.150236553933154
LR,none,2,24,20,-0.14183172757330742,0.18778728914326037,0.06447093594988251,0.0,0.0,1.0048351244338747,0.8403516154365073
LR,none,2,24,300,-0.14183172757330742,0.03115510637984631,0.00046011438011883676,-0.15663218276341406,-0.06401082156976368,1.6844652160250844,1.2949167669250732
LR,none,2,24,625,-0.14183172757330742,-0.016984197032997805,-0.03089630156838319,-0.20477148617625818,-0.0953672375182657,1.9037842668838165,1.3754894727030582
LR,none,2,25,20,0.012265355893593455,0.10233113640454183,0.04100308538274655,0.0,0.0,1.0195092407591855,0.8538891200415475
LR,none,2,25,300,0.012265355893593455,0.0678241554803658,0.01562008166228046,-0.034506980924176034,-0.02538300372046609,1.7067540740073308,1.1429051102768404
LR,none,2,25,625,0.012265355893593455,-0.08202874947845151,-0.06396541125510025,-0.18435988588299335,-0.1049684966378468,1.906001753735625,1.1406444035122616
LR,none,2,26,20,0.12305696080268569,0.07318055106902777,0.021802271506117687,0.0,0.0,0.9806457191896258,0.7865179246494249
LR,none,2,26,300,0.12305696080268569,-0.12747358433880263,-0.06210284406850475,-0.2006541354078304,-0.08390511557462244,1.617696767822337,1.223065270835082
LR,none,2,26,625,0.12305696080268569,-0.28529729313599295,-0.13449698291909984,-0.3584778442050207,-0.15629925442521753,1.8614044885655907,1.258920818181019
LR,none,2,27,20,0.2722229856538827,0.0035677392992630175,0.005820660961275426,0.0,0.0,1.0060900853851915,0.8382197312463513
LR,none,2,27,300,0.2722229856538827,-0.14689512041808195,-0.06412543846436769,-0.15046285971734497,-0.06994609942564312,1.6357411966677284,1.4000298014650794
LR,none,2,27,625,0.2722229856538827,-0.1871649706772529,-0.098934432196645,-0.19073270997651592,-0.10475509315792042,1.8468949185686063,1.486419982494927
LR,none,2,28,20,-0.12575198811663935,0.14952003649401568,0.056451250932168406,0.0,0.0,1.040584315877528,0.9242884754601224
LR,none,2,28,300,-0.12575198811663935,-0.04346967815933356,-0.0376885689747275,-0.19298971465334924,-0.0941398199068959,1.6721433461321917,1.3093493113141639
LR,none,2,28,625,-0.12575198811663935,0.02499091170920975,-0.019666837324006092,-0.12452912478480593,-0.0761180882561745,1.8498948220160811,1.370500388437697
LR,none,2,29,20,0.0317401582542165,0.16957134233139648,0.052983468035219694,0.0,0.0,1.0227625879450792,0.8173772861927633
LR,none,2,29,300,0.0317401582542165,0.10230224631961882,0.041805730119622186,-0.06726909601177766,-0.011177737915597508,1.5844596123808188,1.4425362368771857
LR,none,2,29,625,0.0317401582542165,0.03362926446792702,-0.002252795665148355,-0.13594207786346946,-0.05523626370036805,1.7450490708663533,1.4440700373385091
LR,none,2,30,20,-0.09672239858635745,0.19637066514518642,0.08788664050396466,0.0,0.0,0.9566421758294432,0.8264113171483942
LR,none,2,30,300,-0.09672239858635745,0.15078442834713313,0.049968362961161805,-0.04558623679805329,-0.03791827754280286,1.5842181387461725,1.167602060331801
LR,none,2,30,625,-0.09672239858635745,0.03129116526823594,-0.012835329147302676,-0.16507949987695048,-0.10072196965126734,1.7919717826884636,1.1580034821175353
LR,none,2,31,20,0.045402869415747116,0.16156872966827196,0.05154467685326969,0.0,0.0,1.0378013178144034,0.7913344825193612
LR,none,2,31,300,0.045402869415747116,-0.07941398362111318,-0.03376412681604135,-0.24098271328938514,-0.08530880366931104,1.5953747078625944,1.0555948792616274
LR,none,2,31,625,0.045402869415747116,-0.040163171808372145,-0.03682253702219551,-0.2017319014766441,-0.0883672138754652,1.7812835675496674,1.2095701121719897
LR,none,2,32,20,0.08171608248779316,0.14137112946315167,0.042307948917537974,0.0,0.0,1.020416195261242,0.959602109583956
LR,none,2,32,300,0.08171608248779316,-0.1474028716157636,-0.061610992366277095,-0.28877400107891527,-0.10391894128381507,1.6331647255579107,1.464380299425867
LR,none,2,32,625,0.08171608248779316,-0.10911635450984614,-0.06309299411435143,-0.2504874839729978,-0.1054009430318894,1.8042204317200026,1.3441171691684461
LR,none,2,33,20,-0.057946048239676085,0.1496734557506576,0.05041694718100187,0.0,0.0,1.0393667326151015,0.8207502932109463
LR,none,2,33,300,-0.057946048239676085,0.10262330813562892,0.010275988817254778,-0.04705014761502868,-0.04014095836374709,1.5744428171260898,0.996349871142543
LR,none,2,33,625,-0.057946048239676085,0.018602531878033624,-0.03742671772101591,-0.13107092387262398,-0.08784366490201778,1.7295908578923693,1.0423716147033955
LR,none,2,34,20,-0.2770476461260065,0.007258510574037924,0.0033566455422806563,0.0,0.0,1.00643888850378,0.8140129740475245
LR,none,2,34,300,-0.2770476461260065,0.11709387907390711,0.03418535011069013,0.10983536849986919,0.03082870456840947,1.512082810069188,1.011669510788019
LR,none,2,34,625,-0.2770476461260065,0.11838458743056002,0.030059869649742055,0.1111260768565221,0.0267032241074614,1.624205456138069,0.9674395666540577
LR,none,2,35,20,-0.14799621416043074,0.31245623883114826,0.10466256477756808,0.0,0.0,0.9958802764900152,0.7618156132989223
LR,none,2,35,300,-0.14799621416043074,0.12284894986268435,0.0028893593555818775,-0.1896072889684639,-0.1017732054219862,1.4949508113228425,1.2865247359829761
LR,none,2,35,625,-0.14799621416043074,0.12644969036927556,0.007461493231869287,-0.1860065484618727,-0.09720107154569879,1.6369329401565,1.276561797402259
LR,none,2,36,20,-0.1096366191043292,0.17732460564305974,0.06293303387204041,0.0,0.0,0.9932786713785571,0.8752900803112514
LR,none,2,36,300,-0.1096366191043292,0.04227154222971041,-0.009804795664397847,-0.13505306341334933,-0.07273782953643826,1.5542635675016272,1.4565476814136598
LR,none,2,36,625,-0.1096366191043292,0.047713972033373686,-0.04477168790007724,-0.12961063360968605,-0.10770472177211765,1.6887202873131535,1.4106705530203762
LR,none,2,37,20,0.16197978238780397,-0.049157465773412845,-0.02587282685560144,0.0,0.0,1.0044963671236506,0.6842930519100436
LR,none,2,37,300,0.16197978238780397,-0.0028781279038589958,0.013887662629779918,0.04627933786955385,0.039760489485381356,1.4806505872350484,0.9969800457903741
LR,none,2,37,625,0.16197978238780397,0.03277747068931269,0.019319618824420903,0.08193493646272554,0.04519244568002234,1.6122245120578818,1.085507189472445
LR,none,2,38,20,-0.1391198832927869,0.05663653508873612,0.005549557850083708,0.0,0.0,1.0212002940727254,0.9686656445457332
LR,none,2,38,300,-0.1391198832927869,-0.10179956003779767,-0.06450274767951569,-0.15843609512653378,-0.0700523055295994,1.4681065574590477,1.2797845997051716
LR,none,2,38,625,-0.1391198832927869,-0.11143660280904566,-0.08334649513740944,-0.16807313789778178,-0.08889605298749315,1.6304160606113856,1.398552675989942
LR,none,2,39,20,0.23467362977305406,0.13206992373229287,0.03691407662844215,0.0,0.0,0.9992068327725553,0.8102269997891218
LR,none,2,39,300,0.23467362977305406,-0.1124103599941586,-0.07422766672846182,-0.24448028372645147,-0.11114174335690397,1.5082053165721339,1.1824365261571517
LR,none,2,39,625,0.23467362977305406,-0.18971828008900316,-0.10057922645975204,-0.321788203821296,-0.13749330308819419,1.6371144146585903,1.259277595433702
LR,none,2,40,20,0.03568532555623749,0.17911777081185276,0.06660827523355994,0.0,0.0,0.9934948800559994,0.7135933095961611
LR,none,2,40,300,0.03568532555623749,-0.04401838833057825,0.0010057572446400265,-0.223136159142431,-0.06560251798891992,1.411814772502999,1.048784806126914
LR,none,2,40,625,0.03568532555623749,-0.03556604348573522,-0.018082715360473234,-0.21468381429758798,-0.08469099059403318,1.5379106197205936,1.0366259998101515
LR,l2,0,21,20,0.04805816516221041,-0.1555663713801465,-0.059772517467077,0.0,0.0,1.9318513852868466,1.2608921660715924
LR,l2,0,21,300,0.04805816516221041,-0.06425082207164469,-0.022553229172125794,0.0913155493085018,0.037219288294951205,5.7859984932077335,1.576758894589443
LR,l2,0,21,625,0.04805816516221041,-0.05820014027793889,-0.0156246107601071,0.0973662311022076,0.0441479067069699,6.701514686337355,1.6189165002336967
LR,l2,0,22,20,0.04147672730236569,-0.24146349396090816,-0.0962625467800725,0.0,0.0,2.0300254191165177,1.2512889323722902
LR,l2,0,22,300,0.04147672730236569,-0.1167984066317209,-0.04330394301504449,0.12466508732918727,0.052958603765028006,6.768966936810843,2.490857318072957
LR,l2,0,22,625,0.04147672730236569,-0.06036977577547899,-0.0017099774434440052,0.1810937181854292,0.09455256933662849,7.538655392001717,1.8994305309471036
LR,l2,0,23,20,0.0743015834777651,-0.1768461524559083,-0.05197541125928219,0.0,0.0,2.025974206099203,1.364057873456644
LR,l2,0,23,300,0.0743015834777651,-0.0340347798911437,0.006827810984851607,0.14281137256476456,0.0588032222441338,6.104953267362237,1.953399478989956
LR,l2,0,23,625,0.0743015834777651,-0.056307545294231195,0.01503376112847371,0.12053860716167708,0.0670091723877559,6.982140735474154,1.4111894727079215
LR,l2,0,24,20,0.10198063179649938,-0.2901192280096162,-0.10019106411670979,0.0,0.0,2.4959464880070428,2.2353533779355765
LR,l2,0,24,300,0.10198063179649938,-0.23575129481874507,-0.0584680866400759,0.05436793319087113,0.04172297747663389,6.702711904264036,2.9735029669484447
