task,step,mean,star,star_W,bias,within,between,pre_switch_mean,arm,iv,seed
21,0,-1.7224245754987817,-1.7856207568517122,-1.7917849909984207,0.006164234146708623,1.479463682655195,1.9893445586800291,-1.8904625177383423,LR,none,2
21,20,-1.6202298060395088,-1.745732586119116,-1.752840849805066,0.007108263685950078,1.475243189489508,1.6848802434479442,-1.8904625177383423,LR,none,2
21,300,-1.6572091643663254,-1.762735230652468,-1.7688043884678317,0.006069157815363724,2.4817370680546276,2.7770958397438226,-1.8904625177383423,LR,none,2
21,625,-1.7441969724885467,-1.816055031810048,-1.8190408672666865,0.0029858354566385968,2.8364982957297036,2.865353355077959,-1.8904625177383423,LR,none,2
22,0,-1.8568305375487453,-1.816055031810048,-1.8190408672666865,0.0029858354566385968,1.427507590055854,1.6305692822839135,-1.744196891784668,LR,none,2
22,20,-1.9367324097929401,-1.8548582928943318,-1.857181910857452,0.0023236179631203413,1.5171720478725694,1.469912471414779,-1.744196891784668,LR,none,2
22,300,-2.0051399932999563,-1.9074365663563322,-1.9090943199669663,0.001657753610634245,2.6643019542539093,2.476474246741992,-1.744196891784668,LR,none,2
22,625,-1.9465779218371748,-1.8977098952242195,-1.9001567225737055,0.0024468273494858295,2.9458494582380066,2.4854551487392955,-1.744196891784668,LR,none,2
23,0,-1.980704667038698,-1.8977098952242195,-1.9001567225737055,0.0024468273494858295,1.6509330167272163,2.5259961844911327,-1.9465779066085815,LR,none,2
23,20,-1.9641831311366593,-1.9096552536622298,-1.9127513801802964,0.0030961265180667395,1.7177698746203283,2.0586294804278706,-1.9465779066085815,LR,none,2
23,300,-1.9089783592501652,-1.8954164952922197,-1.9008075143499348,0.005391019057715312,2.765477861257633,2.621252131190113,-1.9465779066085815,LR,none,2
23,625,-1.8885821693148452,-1.936164654895279,-1.940842425773467,0.004677770878188312,3.089453249910701,2.905493146497376,-1.9465779066085815,LR,none,2
24,0,-2.030413837978276,-1.936164654895279,-1.940842425773467,0.004677770878188312,1.631121905912105,1.9618514182478524,-1.8885821104049683,LR,none,2
24,20,-1.8426265488350153,-1.8716937189453964,-1.877683760523585,0.0059900415781885385,1.6390085832940087,1.6486450085709856,-1.8885821104049683,LR,none,2
24,300,-1.9992587315984296,-1.9357045405151598,-1.9417150379836834,0.006010497468523681,2.7475681136054813,2.5404342957048787,-1.8885821104049683,LR,none,2
24,625,-2.0473980350112737,-1.967060956463662,-1.9714712505694265,0.004410294105764478,3.1053042218450106,2.698505972807485,-1.8885821104049683,LR,none,2
