task,step,mean,star,star_W,bias,within,between,pre_switch_mean,arm,iv,seed
21,0,-0.1970366167492497,-0.15169076122082736,-0.18406276002963973,0.03237199880881235,0.14390246448861577,0.5207362919020903,-0.2557562589645386,SNA,l2,2
21,20,-0.4289736349952609,-0.2320348995048531,-0.2630680424832659,0.0310331429784128,0.26340173426616464,0.5928654834016984,-0.2557562589645386,SNA,l2,2
21,300,-0.2645579906241818,-0.1485845547598072,-0.1816528651855404,0.033068310425733216,0.6862234298160879,0.600813741319366,-0.2557562589645386,SNA,l2,2
21,625,-0.2847354632284341,-0.1498238847230481,-0.18197224520223468,0.032148360479186525,0.7856413515445613,0.7419478175537049,-0.2557562589645386,SNA,l2,2
22,0,-0.15568316743385605,-0.1498238847230481,-0.18197224520223468,0.032148360479186525,0.11145548862762804,0.4764846522191214,-0.28473544120788574,SNA,l2,2
22,20,-0.4072370413542022,-0.247839032418413,-0.27843938474703295,0.03060035232861992,0.3102807023464018,0.9246093333399463,-0.28473544120788574,SNA,l2,2
22,300,-0.266698205210589,-0.18849253999316265,-0.22019876040532385,0.0317062204121612,0.7327071867281503,0.851716568866207,-0.28473544120788574,SNA,l2,2
22,625,-0.2450965774137861,-0.1658444124505429,-0.1973420968627131,0.0314976844121702,0.8177337935980628,0.8584255164198321,-0.28473544120788574,SNA,l2,2
23,0,-0.19486989304783983,-0.1658444124505429,-0.1973420968627131,0.0314976844121702,0.12515412893804,0.49260043867429915,-0.24509656429290771,SNA,l2,2
23,20,-0.3416617764894566,-0.23317241279619175,-0.26384239072307375,0.030669977926881985,0.2793926109204221,0.6512324621627998,-0.24509656429290771,SNA,l2,2
23,300,-0.29037343617510564,-0.20424268702578746,-0.23591938208245455,0.031676695056667085,0.7355900382667087,0.9010187017320261,-0.24509656429290771,SNA,l2,2
23,625,-0.28085190680529826,-0.19823256829136038,-0.22945600344531225,0.03122343515395187,0.8411131617325515,0.8182219680714359,-0.24509656429290771,SNA,l2,2
24,0,-0.21492519740330707,-0.19823256829136038,-0.22945600344531225,0.03122343515395187,0.13519315273605664,0.5142105230546433,-0.28085190057754517,SNA,l2,2
24,20,-0.39145162968733743,-0.26971073083053293,-0.299318283639708,0.029607552809175104,0.2942708744767248,0.604356162569177,-0.28085190057754517,SNA,l2,2
24,300,-0.3029156097259681,-0.21714945124022672,-0.24864748710792522,0.03149803586769849,0.7025828128079266,0.7179703183115916,-0.28085190057754517,SNA,l2,2
24,625,-0.3070906046093322,-0.19744995838178914,-0.22847636814318725,0.0310264097613981,0.8024131837992027,0.8388104084382306,-0.28085190057754517,SNA,l2,2
25,0,-0.2276643006223434,-0.19744995838178914,-0.22847636814318725,0.0310264097613981,0.1349728197198677,0.5991643157020258,-0.3070905804634094,SNA,l2,2
25,20,-0.24127766755145566,-0.20096740259789062,-0.23240358384733686,0.031436181249446235,0.2859797662491963,0.7731453439912095,-0.3070905804634094,SNA,l2,2
25,300,-0.16792933630918278,-0.17177418225331134,-0.20447500461365933,0.03270082236034796,0.6954112703560987,0.8031977203075452,-0.3070905804634094,SNA,l2,2
25,625,-0.22921861193053433,-0.1842311807519994,-0.21610737955303677,0.03187619880103739,0.7948696903540556,0.8685312573346377,-0.3070905804634094,SNA,l2,2
26,0,-0.20063207805007163,-0.1842311807519994,-0.21610737955303677,0.03187619880103739,0.14000398357425356,0.5668771994268113,-0.22921860218048096,SNA,l2,2
26,20,-0.36004000787370566,-0.2323968137960369,-0.2631392438281514,0.0307424300321145,0.2919315344330884,0.6873193741739834,-0.22921860218048096,SNA,l2,2
26,300,-0.298456088088105,-0.20143603047626907,-0.2333915836991387,0.03195555322286964,0.7779346091317972,0.9320314010457993,-0.22921860218048096,SNA,l2,2
26,625,-0.28855454624227916,-0.16655779840167245,-0.19827682830747084,0.03171902990579838,0.8831530478520588,1.145598254757433,-0.22921860218048096,SNA,l2,2
27,0,-0.11177557602195178,-0.16655779840167245,-0.19827682830747084,0.03171902990579838,0.14190769809405826,0.6407235219309052,-0.2885545492172241,SNA,l2,2
