task,step,mean,star,star_W,bias,within,between,pre_switch_mean,arm,iv,seed
21,0,-1.7872787186303487,-1.766750139787949,-1.8086477766588027,0.0418976368708536,1.5726163121050256,2.272277183649282,-1.7325007915496826,LR,none,0
21,20,-1.6902732842586472,-1.7267655433548381,-1.7690430481135146,0.04227750475867651,1.5518628916927961,1.6943289462878326,-1.7325007915496826,LR,none,0
21,300,-1.8342818431783967,-1.8029438447009059,-1.8456783968896824,0.042734552188776434,2.611882330757536,2.708909457346051,-1.7325007915496826,LR,none,0
21,625,-1.8569660531113072,-1.8182064049431628,-1.8594543436434159,0.041247938700253145,2.873007838411034,2.5274950554698448,-1.7325007915496826,LR,none,0
22,0,-1.9568841558320589,-1.8182064049431628,-1.8594543436434159,0.041247938700253145,1.581612804369162,2.059759749577514,-1.8569658994674683,LR,none,0
22,20,-1.6813280264275932,-1.7330098292568084,-1.7756719122418518,0.04266208298504352,1.5575685432109074,1.827247196241445,-1.8569658994674683,LR,none,0
22,300,-1.8934367929875549,-1.801214102229204,-1.8413297547146052,0.04011565248540137,2.6786271266981947,2.591682117099568,-1.8569658994674683,LR,none,0
22,625,-1.9276103493189007,-1.843606765088202,-1.8816287137517198,0.03802194866351783,3.013493087353238,2.81739284173138,-1.8569658994674683,LR,none,0
23,0,-1.9673120895315686,-1.843606765088202,-1.8816287137517198,0.03802194866351783,1.7491593029371186,2.617095036018104,-1.9276102781295776,LR,none,0
23,20,-1.8035440501021365,-1.8013875860047914,-1.840541296650415,0.03915371064562351,1.8181611441296623,2.560171918086449,-1.9276102781295776,LR,none,0
23,300,-1.8617668052495804,-1.801761017641407,-1.8424407785298587,0.04067976088845171,2.7998901310217525,2.9659774048524725,-1.9276102781295776,LR,none,0
23,625,-1.9287390051640372,-1.8472417933297138,-1.8866963711417073,0.03945457781199366,3.107713140125091,3.151803388102569,-1.9276102781295776,LR,none,0
24,0,-1.7995675679042522,-1.8472417933297138,-1.8866963711417073,0.03945457781199366,1.7286929462383256,2.632690720675053,-1.9287388324737549,LR,none,0
24,20,-1.7458529828138005,-1.822085897009914,-1.8616238133004879,0.03953791629057377,1.657381158698388,1.648542298381223,-1.9287388324737549,LR,none,0
24,300,-1.8618909294425146,-1.8403388637904445,-1.8789177209413046,0.03857885715086013,2.8497695243413927,2.4279467216374964,-1.9287388324737549,LR,none,0
24,625,-1.9332941529517143,-1.8763073099491132,-1.9122958258722038,0.03598851592309074,3.17577008729726,2.4331329146873566,-1.9287388324737549,LR,none,0
25,0,-1.8398600340371554,-1.8763073099491132,-1.9122958258722038,0.03598851592309074,1.7324747148352568,2.08991481898088,-1.9332940578460693,LR,none,0
25,20,-1.7771743360619343,-1.847919294726731,-1.8844835976834164,0.036564302956685425,1.7552955058836313,1.8882368788896713,-1.9332940578460693,LR,none,0
25,300,-1.9874562230248332,-1.9042966340628087,-1.9401144706370874,0.03581783657427877,2.883884211232438,2.8098625386070704,-1.9332940578460693,LR,none,0
25,625,-2.014935925906215,-1.9257067390283407,-1.959676068779903,0.033969329751562326,3.207923588836725,2.9934126380500685,-1.9332940578460693,LR,none,0
26,0,-1.7659701429861507,-1.9257067390283407,-1.959676068779903,0.033969329751562326,1.7454295819950283,2.3062220023923756,-2.0149359703063965,LR,none,0
26,20,-1.88070352688413,-1.9648415329182425,-1.998535017688653,0.03369348477041058,1.8917747283712563,2.4262707240927757,-2.0149359703063965,LR,none,0
26,300,-1.8638082431828553,-1.9357063662635512,-1.9719666656993677,0.036260299435816705,2.977067421621436,3.296150752285284,-2.0149359703063965,LR,none,0
