task,step,mean,star,star_W,bias,within,between,pre_switch_mean,arm,iv,seed
21,0,-0.14339003784234708,-0.15157688857648816,-0.18383121582340742,0.032254327246919276,0.14169521060704288,0.5155208438843574,-0.2326851785182953,SNA,l2,0
21,20,-0.32963330518707906,-0.21131923899976043,-0.2420319074707842,0.030712668471023788,0.27505810012727056,0.5990993616037454,-0.2326851785182953,SNA,l2,0
21,300,-0.26941958676600236,-0.17936764840505312,-0.21189789360159303,0.03253024519653991,0.6795552718409741,0.7150153739242697,-0.2326851785182953,SNA,l2,0
21,625,-0.2119390676366146,-0.145402697304969,-0.17778960443044295,0.03238690712547396,0.7523685069077567,0.7173267201315288,-0.2326851785182953,SNA,l2,0
22,0,-0.1772412715085653,-0.145402697304969,-0.17778960443044295,0.03238690712547396,0.13088024911662652,0.4869857340472097,-0.21193905174732208,SNA,l2,0
22,20,-0.36088363002469676,-0.21367387794342718,-0.24447639764089032,0.03080251969746314,0.2676101403456499,0.575065321995532,-0.21193905174732208,SNA,l2,0
22,300,-0.31383259185923845,-0.18994679466444542,-0.22003874839372475,0.03009195372927934,0.692462170698634,0.8929991651360615,-0.21193905174732208,SNA,l2,0
22,625,-0.2702161767160784,-0.1565166765635055,-0.18709646683072573,0.03057979026722023,0.7894863126621604,0.8601307056569327,-0.21193905174732208,SNA,l2,0
23,0,-0.15219860729204962,-0.1565166765635055,-0.18709646683072573,0.03057979026722023,0.13972346233578065,0.5284425194066552,-0.270216166973114,SNA,l2,0
23,20,-0.3710846129778203,-0.2298561099251304,-0.25892025330493135,0.02906414337980095,0.2884536679569621,0.7576619669781083,-0.270216166973114,SNA,l2,0
23,300,-0.16168328710889626,-0.15132231030572768,-0.18285523455054828,0.031532924244820605,0.6974991091622996,0.7934923158663328,-0.270216166973114,SNA,l2,0
23,625,-0.16882506291730087,-0.1374600104322065,-0.16957189722228697,0.03211188679008046,0.7817188718785819,0.7517487936357492,-0.270216166973114,SNA,l2,0
24,0,-0.11920495962058032,-0.1374600104322065,-0.16957189722228697,0.03211188679008046,0.13387358576074926,0.49388089710271155,-0.16882503032684326,SNA,l2,0
24,20,-0.5081452490955125,-0.28430485254725957,-0.3132027410260826,0.028897888478823006,0.2918311948332551,0.715773758047316,-0.16882503032684326,SNA,l2,0
24,300,-0.25900190722490746,-0.1641193501854145,-0.19429992237774463,0.030180572192330148,0.6839168433077663,0.876976490082994,-0.16882503032684326,SNA,l2,0
24,625,-0.3463274364972767,-0.18944863489447988,-0.21800207428485982,0.028553439390379937,0.7974989849837837,1.0179107785906456,-0.16882503032684326,SNA,l2,0
25,0,-0.1964169774187581,-0.18944863489447988,-0.21800207428485982,0.028553439390379937,0.12610318861649772,0.506354777488295,-0.3463274836540222,SNA,l2,0
25,20,-0.31345410201836194,-0.2242873679079338,-0.2521042421461306,0.02781687423819676,0.2668879856059952,0.6951078165722838,-0.3463274836540222,SNA,l2,0
25,300,-0.17601727322801392,-0.16875917576639615,-0.1971789312750537,0.028419755508657545,0.68773096902392,0.8165412353051071,-0.3463274836540222,SNA,l2,0
25,625,-0.1890256712967699,-0.1622782498486977,-0.19063631201928913,0.028358062170591437,0.8328048519767397,0.9939020936817107,-0.3463274836540222,SNA,l2,0
26,0,-0.1557160803823705,-0.1622782498486977,-0.19063631201928913,0.028358062170591437,0.1390379766263826,0.6133100376927966,-0.1890256702899933,SNA,l2,0
26,20,-0.4457311471652946,-0.25676814178521623,-0.28295991937797393,0.026191777592757717,0.2807183132739553,0.6974308083291736,-0.1890256702899933,SNA,l2,0
26,300,-0.2628235989044216,-0.18670677623694215,-0.21413806129113216,0.027431285054190083,0.6851931317847229,0.9980037627016901,-0.1890256702899933,SNA,l2,0
26,625,-0.24610849164385062,-0.16575165764307684,-0.19270234304708508,0.026950685404008256,0.7878423792231237,1.0678867426512308,-0.1890256702899933,SNA,l2,0
27,0,-0.19660968501964418,-0.16575165764307684,-0.19270234304708508,0.026950685404008256,0.148702055410689,0.6581336053075597,-0.24610848724842072,SNA,l2,0
27,20,-0.3448716228666413,-0.21662317788033572,-0.2420521554516908,0.025428977571355062,0.2852344643011863,0.7363292328249014,-0.24610848724842072,SNA,l2,0
27,300,-0.25469320571312903,-0.17318668649374058,-0.19958744064397663,0.026400754150236027,0.6877358216199255,1.0859625967848305,-0.24610848724842072,SNA,l2,0
27,625,-0.30004050426065637,-0.17452227223720512,-0.20054337167702727,0.026021099439822136,0.7967534747903053,1.0843455022734887,-0.24610848724842072,SNA,l2,0
28,0,-0.21904986530248913,-0.17452227223720512,-0.20054337167702727,0.026021099439822136,0.14421383391765666,0.6677018577008215,-0.30004048347473145,SNA,l2,0
28,20,-0.3901173064786463,-0.2350150619796137,-0.259397041000741,0.024381979021127334,0.3055941430829278,0.9963773760896482,-0.30004048347473145,SNA,l2,0
28,300,-0.3029410627468981,-0.19596421126781485,-0.22109924016268911,0.02513502889487427,0.7022105359034302,0.9419630775998177,-0.30004048347473145,SNA,l2,0
28,625,-0.3309373629261063,-0.2003886504531195,-0.22461541143262845,0.02422676097950898,0.8290831548744352,1.1039057827781376,-0.30004048347473145,SNA,l2,0
29,0,-0.2073153645816398,-0.2003886504531195,-0.22461541143262845,0.02422676097950898,0.16149020996001692,0.7063309369348596,-0.33093738555908203,SNA,l2,0
29,20,-0.38886531961875465,-0.2663645358272801,-0.28911877570030936,0.02275423987302929,0.2990513418447112,0.705628830546037,-0.33093738555908203,SNA,l2,0
29,300,-0.2987652563009847,-0.2120507203270265,-0.2359247762728066,0.02387405594578013,0.7280002030427416,1.0221603152540757,-0.33093738555908203,SNA,l2,0
29,625,-0.29432191360408577,-0.20367888617327398,-0.22755665253845936,0.02387776636518538,0.7948603902961193,1.1102726774953262,-0.33093738555908203,SNA,l2,0
30,0,-0.21315131345740268,-0.20367888617327398,-0.22755665253845936,0.02387776636518538,0.15251170537087463,0.7099413406947793,-0.2943218946456909,SNA,l2,0
30,20,-0.4479579575308452,-0.2841333179686059,-0.30655522467897545,0.02242190671036951,0.29010716450152996,0.7503754147939568,-0.2943218946456909,SNA,l2,0
30,300,-0.3152091619983166,-0.2128394549583624,-0.23774817447969837,0.024908719521336026,0.7235337095339099,0.9442207972150227,-0.2943218946456909,SNA,l2,0
30,625,-0.2948233437463571,-0.19138731749542034,-0.21651452690176642,0.025127209406346083,0.8047245962031286,0.8726331435178118,-0.2943218946456909,SNA,l2,0
31,0,-0.19300036711758797,-0.19138731749542034,-0.21651452690176642,0.025127209406346083,0.14111074493746886,0.6355555770097844,-0.2948233485221863,SNA,l2,0
31,20,-0.4402894110777645,-0.2761795178043561,-0.2997624608803911,0.023582943076035007,0.27964312476320213,0.7645664503925426,-0.2948233485221863,SNA,l2,0
31,300,-0.27369626841434797,-0.1935949098190816,-0.21909231996420778,0.025497410145126197,0.7120392164964049,1.0217043674612674,-0.2948233485221863,SNA,l2,0
31,625,-0.29767465054708075,-0.18974107156195086,-0.2152661567802016,0.02552508521825075,0.794493747430051,0.9641048293060748,-0.2948233485221863,SNA,l2,0
32,0,-0.1687843316382021,-0.18974107156195086,-0.2152661567802016,0.02552508521825075,0.14314612473536564,0.5952792046732635,-0.29767462611198425,SNA,l2,0
32,20,-0.30521959031516643,-0.22298364159489686,-0.24775337084529864,0.024769729250401724,0.2804438640564181,0.6626650470066846,-0.29767462611198425,SNA,l2,0
32,300,-0.2237158755493673,-0.17839770058625823,-0.20491238192354314,0.026514681337284855,0.6693384201690524,0.8993374353643686,-0.29767462611198425,SNA,l2,0
32,625,-0.24357062977964666,-0.17091729585927193,-0.19639707296011719,0.02547977710084524,0.7847622783415844,0.961799023283472,-0.29767462611198425,SNA,l2,0
33,0,-0.16433321012107158,-0.17091729585927193,-0.19639707296011719,0.02547977710084524,0.15322290481859954,0.6002303901072805,-0.24357062578201294,SNA,l2,0
33,20,-0.2886626162201258,-0.20806711744234596,-0.23303309888500187,0.024965981442655903,0.28627365123690796,0.7766744593480839,-0.24357062578201294,SNA,l2,0
33,300,-0.22634940898766728,-0.18386635431108223,-0.2108407515330116,0.026974397221929392,0.7162485562129782,0.976479060786336,-0.24357062578201294,SNA,l2,0
33,625,-0.22362353443645094,-0.15680055982737792,-0.18391654493358914,0.027115985106211157,0.8167668656187612,1.0337552218864001,-0.24357062578201294,SNA,l2,0
34,0,-0.1515903799855223,-0.15680055982737792,-0.18391654493358914,0.027115985106211157,0.13398644840384352,0.6075773063458724,-0.22362354397773743,SNA,l2,0
34,20,-0.3026348568198469,-0.19265334748832913,-0.21896463869367666,0.026311291205347517,0.2832507905528793,0.7593943300835109,-0.22362354397773743,SNA,l2,0
34,300,-0.1611456716085997,-0.12374219059643952,-0.15171861476393975,0.027976424167500225,0.6601367675536047,0.7893898276673471,-0.22362354397773743,SNA,l2,0
34,625,-0.24956434215866757,-0.14104603217967154,-0.1683215412793804,0.02727550909970887,0.7808438357330961,0.9582957608312563,-0.22362354397773743,SNA,l2,0
35,0,-0.19970093607139497,-0.14104603217967154,-0.1683215412793804,0.02727550909970887,0.14326873080033362,0.674991315146313,-0.24956436455249786,SNA,l2,0
35,20,-0.33971476744183776,-0.18636027697449947,-0.21251692437193753,0.026156647397438063,0.2768564185535004,0.71367459899395,-0.24956436455249786,SNA,l2,0
35,300,-0.18576946424242216,-0.11512253729785567,-0.14323455192074885,0.028112014622893186,0.6589619171861554,0.8431241736421565,-0.24956436455249786,SNA,l2,0
35,625,-0.174037536498614,-0.10073827504008034,-0.1289045135144853,0.028166238474404963,0.7748190682192398,0.9552476910090907,-0.24956436455249786,SNA,l2,0
36,0,-0.08975682544545688,-0.10073827504008034,-0.1289045135144853,0.028166238474404963,0.1522385050255953,0.648149697028433,-0.17403751611709595,SNA,l2,0
36,20,-0.3948735734030868,-0.20076984108687282,-0.22722044362453414,0.026450602537661325,0.2911335246432532,0.7619327451034793,-0.17403751611709595,SNA,l2,0
36,300,-0.2392305580467027,-0.13753483586295018,-0.1651771850865565,0.02764234922360629,0.711468593937437,0.8958296886517831,-0.17403751611709595,SNA,l2,0
36,625,-0.2577339342000785,-0.13237770664924897,-0.1595495102899163,0.02717180364066735,0.7851273585194762,0.8702139576394126,-0.17403751611709595,SNA,l2,0
37,0,-0.14267723520067713,-0.13237770664924897,-0.1595495102899163,0.02717180364066735,0.1303496566121224,0.549266290906365,-0.25773394107818604,SNA,l2,0
37,20,-0.3581602375374413,-0.20770887323922974,-0.23388040920870876,0.02617153596947901,0.28669818401819175,0.6830800971018349,-0.25773394107818604,SNA,l2,0
37,300,-0.23894017938953302,-0.14301204640698492,-0.1709120364282361,0.027899990021251143,0.6733613053976671,0.8657854103815434,-0.25773394107818604,SNA,l2,0
37,625,-0.22135458327437454,-0.12449848196254262,-0.15285436737747315,0.028355885414930525,0.7720139321319366,0.856302321431575,-0.25773394107818604,SNA,l2,0
38,0,-0.17998551295358234,-0.12449848196254262,-0.15285436737747315,0.028355885414930525,0.14295357259498892,0.5639930391105007,-0.22135460376739502,SNA,l2,0
38,20,-0.3135610698425276,-0.1490438406518334,-0.17735431666046142,0.02831047600862803,0.30482908153854366,0.6620406531716454,-0.22135460376739502,SNA,l2,0
38,300,-0.29742601132465685,-0.12568625278082338,-0.15601107141012918,0.03032481862930581,0.7223954660025087,0.8513626050463552,-0.22135460376739502,SNA,l2,0
38,625,-0.2769581597858078,-0.10464247991226032,-0.13439659146952793,0.029754111557267607,0.8132409956468949,0.9125280024379685,-0.22135460376739502,SNA,l2,0
39,0,-0.11132651130901873,-0.10464247991226032,-0.13439659146952793,0.029754111557267607,0.1272788043362632,0.565653989647542,-0.276958167552948,SNA,l2,0
39,20,-0.38671261885178526,-0.21951323971300732,-0.24722202581967567,0.027708786106668413,0.2903453306395083,0.6723267083476558,-0.276958167552948,SNA,l2,0
39,300,-0.21908294094891206,-0.14453957263087808,-0.1747099804662722,0.030170407835394143,0.6644171704796359,0.8747851910562059,-0.276958167552948,SNA,l2,0
39,625,-0.2811214631519922,-0.1543262449115244,-0.18309178630460146,0.028765541393077,0.7674336246990876,0.8953240233174077,-0.276958167552948,SNA,l2,0
40,0,-0.1670395935719277,-0.1543262449115244,-0.18309178630460146,0.028765541393077,0.143419506411517,0.632300372567165,-0.28112146258354187,SNA,l2,0
40,20,-0.3924154381517519,-0.22569664423488794,-0.2528510419403414,0.02715439770545345,0.2738401434639506,0.6987739392518095,-0.28112146258354187,SNA,l2,0
40,300,-0.18017942211095048,-0.16347824797908778,-0.19335022230925042,0.02987197433016263,0.7099957870441996,0.8253756242843023,-0.28112146258354187,SNA,l2,0
40,625,-0.20698991255485624,-0.15966170587646608,-0.18956062270019733,0.02989891682373127,0.7704065204028357,0.8712812772875914,-0.28112146258354187,SNA,l2,0
