arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_c1,zeroout_c1,zbar_c1,zsd_c1,zbar_min_c1,mob_c1,mob_pool_c1,eff_rank_c1,dead_frac_c2,zeroout_c2,zbar_c2,zsd_c2,zbar_min_c2,mob_c2,mob_pool_c2,eff_rank_c2,dead_frac_f1,zeroout_f1,zbar_f1,zsd_f1,zbar_min_f1,mob_f1,eff_rank_f1,dead_frac_f2,zeroout_f2,zbar_f2,zsd_f2,zbar_min_f2,mob_f2,eff_rank_f2,w_norm_c1,w_norm_c2,w_norm_f1,w_norm_f2,w_norm_f3
SW3,3,0.001,1,none,0.9682625,1,1,0,0,-0.09669232368,0.5397247076,-2.028957129,0.4511214197,0.5355488062,7.978375557,0,0,-0.9296240211,1.593424201,-2.242625713,0.2322247326,0.4804659784,14.6343521,0,0,-1.935367942,5.378236771,-11.52249241,0.3329149187,82.1094934,0,0,2.88382411,3.630130529,-0.3666024506,0.7998025417,50.17408808,0.9579034448,2.211780071,2.873650551,1.212711453,1.560842276
SW3,3,0.001,2,none,0.91198125,0.9991666675,0.9991666675,0,0,-0.3462212384,1.162123442,-3.755656004,0.264490366,0.3248674273,5.392578092,0,0,-29.98410606,13.91791248,-51.82027817,0.006760282908,0.01383392327,9.777889009,0,0,-3.926752329,6.986531258,-7.886670113,0.2517224252,86.16367244,0,0,-0.2825919092,6.066994667,-9.159469604,0.4760454297,69.46175028,1.465988636,3.887638092,4.254002571,2.590505838,3.534390211
SW3,3,0.001,3,none,0.72015,0.9925000072,0.9925000072,0,0,-1.502597213,0.8999426961,-3.209272861,0.08264680207,0.140774563,7.484628502,0,0,-12.60401535,6.631342888,-24.7008152,0.005994160194,0.01261238102,12.26377803,0,0,-0.5828261971,2.714021206,-1.666732788,0.4832647443,81.78864836,0,0,-0.9967699647,4.985715866,-4.575562477,0.543582499,71.18141154,1.708833337,4.629580498,8.93162632,3.775694132,5.664843559
SW3,3,0.001,4,none,0.58125625,0.8575000167,0.8575000167,0,0,-2.118345261,1.104618311,-6.800194263,0.01082700398,0.02557234839,6.241614383,0,0,-12.34693241,5.979101181,-22.45679474,0.001327113598,0.00571732223,13.91877188,0,0,0.1925083995,1.23365891,-0.7392680645,0.7747198939,71.8376022,0,0,-2.506011248,4.45883131,-6.235570431,0.08997817338,64.69440182,2.036679506,5.536784172,12.02102375,4.705057621,9.198566437
SW3,3,0.001,5,none,0.5006625,0.8508333564,0.8508333564,0,0,-3.123599529,1.444557071,-9.668284416,-0.0007085515535,0.009891726077,5.613769243,0,0,-6.002554893,3.018551826,-12.62212276,-0.003355961759,0.001075107255,13.99370172,0,0,0.3972835243,0.602709949,-0.7362115979,0.8833361864,65.09745931,0,0,-2.860870838,3.17503643,-10.10118008,0.02653736062,54.97220631,2.200948,5.982882023,15.27303314,5.033504009,12.81105423
SW3,3,0.001,6,none,0.48846875,0.9399999976,0.9399999976,0,0,-3.679828405,1.836774707,-8.457603455,-0.002384389052,0.001611241372,4.93473424,0,0,-3.782124043,1.970173955,-11.91175842,-0.01185453031,-0.005513853859,12.47470357,0,0,0.2706133127,0.2288756967,-1.601528525,0.8221213222,56.48727464,0,0,-1.513029456,1.081457734,-5.492824078,-0.00578734884,62.14406405,2.434046268,6.453691959,17.94156647,5.245930672,25.29174423
SW3,3,0.001,7,none,0.7905645833,1,1,0,0,-3.803676844,1.55339241,-7.182181835,-0.001816672506,-0.0007671615458,5.038885409,0,0,-3.044244289,1.415590644,-9.426042557,-0.01980754174,-0.01038795989,11.60340727,0,0,0.05810005218,0.2292975932,-3.51331234,0.5961616039,61.7122347,0,0,-1.428845406,0.722109735,-4.290540695,-0.0230753161,61.02900141,2.256572962,7.086837769,19.78321457,5.713446617,41.12507629
SW3,3,0.001,8,none,0.780675,1,1,0,0,-3.43431735,1.371885657,-7.53695488,-0.005203660578,-0.001875433722,4.661723684,0,0,-2.074141979,1.024788618,-4.899160862,-0.03547414392,-0.02554395422,10.99731179,0,0,-0.3759024739,0.5111036301,-6.678889751,0.2211286724,60.04400597,0,0,-1.4348315,0.6858622432,-2.915737867,-0.03096697479,71.23603535,2.198806524,7.963877201,21.48682022,6.623086452,57.0423584
SW3,3,0.001,9,none,0.114425,0.113333337,0.113333337,0,0,-6.418148041,1.940625191,-11.02568436,-0.002859856701,-0.001415438484,8.530829654,0,0,-0.6131950021,0.1165716425,-0.7780787349,-0.06335899979,-0.07120894641,3.362105281,0.08999999613,0,-6.640800953,0.5739066601,-59.37166977,-5.720201557e-07,1.540252637,0.9599999785,0.01999999955,-33.35759354,2.146999836,-88.64768219,-6.064391875e-25,2.36147455,2.44224596,8.033245087,21.6524334,6.642185211,56.60816574
SW3,3,0.001,10,none,0.1080625,0.1091666669,0.1091666669,0,0,-5.566356659,2.244061232,-11.84223461,-0.003543963889,-0.001187952235,8.820916237,0,0,-0.6312724948,0.1239847317,-0.7536283135,-0.07119313627,-0.07668612152,3.167675165,0.1599999964,0,-7.055404663,0.617472291,-57.71136093,-9.712982774e-08,1.430326349,1,0.08999999613,-41.45157242,2.288787842,-115.9361725,-8.800687103e-28,1.065016141,2.442319632,8.127092361,21.80615234,6.632074356,56.58559799
SW3,3,0.001,11,none,0.1030354167,0.1083333343,0.1083333343,0,0,-7.026925564,2.79152298,-15.68065929,-0.001440411666,-0.0005017044023,9.154847524,0,0,-0.7221453786,0.1061758697,-0.8844884634,-0.09151043743,-0.09063984454,3.14414301,0.1199999973,0,-7.852283955,0.8912677169,-50.95353699,-4.373085005e-07,1.440707051,0.9899999499,0.01999999955,-40.3103714,3.479094267,-94.45613861,-4.399994034e-26,1.000039274,2.704735279,8.134505272,21.81501961,6.632074356,56.58250427
SW3,3,0.001,12,none,0.1178833333,0.1183333397,0.1183333397,0,0,-7.330219269,2.980318069,-17.00300026,-0.0009656298207,-0.0004425949883,8.558600605,0,0,-0.7856139541,0.1467983574,-1.066191673,-0.08938419074,-0.09009511024,3.402266948,0.03999999911,0,-7.338291168,0.9866783619,-43.74464417,-1.513714665e-06,1.501148468,0.9899999499,0.009999999776,-48.91916275,4.94338274,-98.72198486,-4.808701821e-25,1.157291365,3.031931639,8.301400185,21.86201477,6.655650616,56.62009048
SW3,3,0.001,13,none,0.1071958333,0.113333337,0.113333337,0,0,-6.969394684,3.052562237,-19.31637001,-0.0007968703867,-0.0003617155598,8.926199894,0,0,-0.8298181891,0.1727011055,-1.088327408,-0.09116068482,-0.09067330509,3.655423807,0.03999999911,0,-7.117575169,1.118956804,-40.8319664,-1.995451157e-06,1.549558995,1,0.01999999955,-53.19750595,6.59719944,-105.3947678,-1.641579292e-27,2.180453164,3.042193174,8.410030365,21.96636581,6.658778191,56.66936493
SW3,3,0.001,14,none,0.1122520833,0.1125000045,0.1125000045,0,0,-8.486261368,3.505798101,-21.67451286,-0.0008675912977,-0.0003172042489,8.637822807,0,0,-0.770595789,0.1429965794,-1.23661077,-0.09026183933,-0.08956240863,3.83641376,0.08999999613,0,-7.469790936,1.054295301,-38.97229767,-6.512613027e-07,1.513798557,1,0.08999999613,-59.02573013,6.898737431,-125.7575455,-4.250647382e-30,1.021491304,3.05630827,8.40538311,22.33348846,6.658778191,56.71023178
SW3,3,0.001,15,none,0.1191666667,0.1191666722,0.1191666722,0,0,-8.490073204,3.50894475,-21.6848011,-0.0008530801861,-0.0003182206128,8.616084125,0,0,-0.7767210603,0.1414055228,-1.241639376,-0.08979971707,-0.08906108141,3.919456697,0.1099999994,0,-7.39000845,1.076262593,-38.92988968,-1.185312613e-07,1.536880711,1,0.1299999952,-58.85595703,6.993166447,-125.3610153,-1.028937242e-31,1.18408207,3.057925701,8.405377388,22.33348846,6.658778191,56.71028519
SW3,3,0.001,16,none,0.1047916667,0.1066666692,0.1066666692,0,0,-10.22387218,3.321838379,-22.96926117,-0.0007460995694,-0.0003415464889,7.916875368,0,0,-0.8479540348,0.134289667,-1.108130097,-0.09273952991,-0.09242989123,3.387056396,0.08999999613,0,-6.686778545,0.8569127917,-38.78232193,-4.405916698e-08,1.45383013,1,0.05999999866,-60.51133728,5.181440353,-138.1944275,-9.4391915e-29,1.000009011,3.486038208,8.391357422,22.29149628,6.655650616,56.71260834
SW3,3,0.001,17,none,0.1107208333,0.1108333394,0.1108333394,0,0,-10.2275486,3.322148085,-22.96958351,-0.0007440943737,-0.0003492696269,7.917372631,0,0,-0.8481132388,0.1348098069,-1.108256698,-0.092516765,-0.09198725969,3.380857253,0.08999999613,0,-6.696009636,0.8564713001,-38.82894516,-4.45949766e-08,1.451801371,1,0.0700000003,-60.57426071,5.171899796,-138.3382874,-4.233898186e-29,1.000269857,3.486717224,8.391356468,22.29153061,6.655650616,56.71259308
SW3,3,0.001,18,none,0.1065354167,0.1066666692,0.1066666692,0,0,-11.23687649,3.599914312,-23.83724785,-0.0007503445377,-0.0002614679106,8.18295825,0,0,-0.8562240005,0.1236320436,-1.078020811,-0.09295662493,-0.09322148561,3.235986209,0.25,0,-7.363214493,0.9085446,-40.10431671,-3.54821128e-09,1.436316379,1,0.4799999893,-63.90273666,5.60958147,-149.3126678,-6.827674026e-39,1.478564673,3.697664499,8.40002346,22.24472618,6.655650616,56.71814346
