arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,two_alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,two_alpha_W_med_l2,hit99,hit999,acc_at_hit_plus_500,min_correct_after_hit
SNA,std,1,1,0.001,21,none,0.9960916667,1,1,0,0,-7.034725189,22.21990395,-14.16416359,0.8104838133,87.4989691,0,0,-12.02126122,21.49387932,-20.94991302,0.689548254,82.06865856,11.33088779,0.974442184,0.5118381977,0.02785426937,0.0180743169,0.03439605236,0,1.200000048,0.0285806451,0.01571344584,0.03979353234,0,1.200000048,300,400,1200,689
SNA,std,1,1,0.001,22,none,0.995825,1,1,0,0,-6.338586807,22.11672401,-14.7129755,0.8071881533,87.42353051,0,0,-13.3628912,21.27617455,-21.67267036,0.6729781032,82.48528442,11.52148914,0.9668668509,0.5269804597,0.02760907449,0.0157187935,0.03855509683,0,1.200000048,0.02887376398,0.01731702127,0.04147709906,0,1.200000048,300,400,1200,762
SNA,std,1,1,0.001,23,none,0.9960395833,1,1,0,0,-6.833796501,22.36465073,-13.60184479,0.8132497668,87.72373817,0,0,-12.30235863,21.43803024,-21.03765297,0.6877616644,81.47487968,11.71660423,0.9533492327,0.5254615545,0.02771902457,0.02011356689,0.03333929181,0,1.200000048,0.02896733023,0.01527726837,0.0490484871,0,1.200000048,400,400,1200,802
SNA,std,1,1,0.001,24,none,0.9960125,1,1,0,0,-7.242622852,22.32149696,-14.78859711,0.7872740626,87.71984792,0,0,-12.85652924,21.1957798,-21.47494125,0.6778839827,82.33403784,11.92417622,0.9554925561,0.5359473228,0.0277122017,0.01577405818,0.0391045846,0,1.200000048,0.02915298939,0.0165546611,0.04058364034,0,1.200000048,300,400,1200,784
SNA,std,1,1,0.001,25,none,0.99609375,1,1,0,0,-7.229674816,21.94428444,-14.59553719,0.8056997657,87.94127504,0,0,-12.54412651,21.50498009,-22.43165016,0.6832323074,81.55628592,12.08811378,0.9527129531,0.5398810506,0.02796494775,0.01738162898,0.03492088243,0,1.200000048,0.02893713303,0.01523936633,0.0395829007,0,1.200000048,300,400,1200,736
SNA,std,1,1,0.001,26,none,0.9960708333,1,1,0,0,-7.336813927,22.80292892,-18.48947334,0.7951409221,87.82391798,0,0,-13.75498772,21.97644234,-22.93551826,0.675860703,81.23801261,12.27682018,0.9564210176,0.5584490895,0.02724854276,0.01699401066,0.03459756449,0,1.200000048,0.02791129984,0.01431814209,0.04212170839,0,1.200000048,300,400,1200,858
SNA,std,1,1,0.001,27,none,0.9964270833,1,1,0,0,-7.220166206,22.57949638,-14.57030106,0.792542398,87.58437631,0,0,-13.91006184,21.80423737,-20.42462349,0.6760128736,81.14690833,12.47111893,0.9484342337,0.5431495309,0.02742784284,0.016269641,0.0362482518,0,1.200000048,0.02818964422,0.0151732415,0.04183169454,0,1.200000048,300,400,1200,707
SNA,std,1,1,0.001,28,none,0.9963458333,1,1,0,0,-7.377622128,23.24162102,-15.3188858,0.8025407791,87.06094124,0,0,-14.39260483,22.97112656,-24.92108727,0.661280334,82.12250112,12.62915897,0.9877041578,0.5338388681,0.02655909769,0.01387250703,0.03503786027,0,1.200000048,0.02653486654,0.01534668449,0.04396659881,0,1.200000048,300,300,1200,767
SNA,std,1,1,0.001,29,none,0.99631875,1,1,0,0,-6.957518101,23.02749252,-16.51027298,0.8045639396,88.12118966,0,0,-13.40445518,22.59476662,-22.49302483,0.6763340235,81.22256446,12.82550049,0.9700974226,0.5504682064,0.02679040469,0.01840221696,0.03929426894,0,1.200000048,0.02735345252,0.01569999009,0.04059489816,0,1.200000048,300,300,1200,865
SNA,std,1,1,0.001,30,none,0.99629375,1,1,0,0,-7.756443024,23.2640934,-14.05340195,0.8009308577,87.87215002,0,0,-13.16382504,22.16923332,-28.15122795,0.6807329655,82.00857931,13.00429153,0.9778645039,0.5470467806,0.02652350813,0.01490896661,0.03654156253,0,1.200000048,0.02788744494,0.01417554356,0.04023502767,0,1.200000048,300,400,1200,791
SNA,std,1,1,0.001,31,none,0.9964458333,1,1,0,0,-7.676312923,23.12215996,-15.77615452,0.7953848839,88.28201473,0,0,-13.67853832,23.13657188,-21.44871521,0.6693610549,81.43318677,13.18644047,0.983022809,0.5553334355,0.02671477199,0.01738648675,0.03621075675,0,1.200000048,0.02667335421,0.01420377661,0.03665165976,0,1.200000048,300,300,1200,771
SNA,std,1,1,0.001,32,none,0.99630625,1,1,0,0,-7.55427742,23.07598114,-14.4928484,0.7980898023,87.59673956,0,0,-15.98725796,23.28103447,-29.11739731,0.6442195773,82.15802606,13.37161732,0.9912493825,0.5477141142,0.02682461776,0.01310100313,0.03435014561,0,1.200000048,0.02662332542,0.01353668701,0.04192012921,0,1.200000048,300,300,1200,832
SNA,std,1,1,0.001,33,none,0.9965291667,1,1,0,0,-7.850585938,23.62848282,-18.32140732,0.7927258611,87.88374286,0,0,-13.7157526,23.66976357,-21.09807014,0.6925054193,81.91322823,13.56048489,0.9740766287,0.5499649644,0.02621593513,0.01554350927,0.03405555338,0,1.200000048,0.02602333575,0.01345056668,0.04224719107,0,1.200000048,300,300,1200,979
SNA,std,1,1,0.001,34,none,0.9963333333,1,1,0,0,-7.948664665,23.52081871,-15.78341198,0.7848957181,88.26387644,0,0,-14.22684765,23.21941948,-24.66929817,0.6659671068,80.5979284,13.75703907,0.9805438519,0.5571369529,0.02619357221,0.01605848037,0.03815492243,0,1.200000048,0.02649349533,0.01263757143,0.04275668412,0,1.200000048,400,500,1200,813
SNA,std,1,1,0.001,35,none,0.9966145833,1,1,0,0,-7.888803005,23.63757133,-16.32998466,0.7921376228,87.54781996,0,0,-14.70270252,24.16944122,-24.88562775,0.6574043036,80.26783624,13.92531204,0.9844258428,0.5914026499,0.02619345486,0.01447368227,0.0344838053,0,1.200000048,0.02559420094,0.01207570545,0.03981284797,0,1.200000048,300,500,1200,1030
SNA,std,1,1,0.001,36,none,0.99645625,1,1,0,0,-8.232539177,23.65953636,-15.98611069,0.7831377983,86.97742173,0,0,-15.68359756,23.85586739,-26.31189156,0.6409475803,80.47995504,14.09595013,0.9859666824,0.5792115331,0.02613854408,0.01226644311,0.0360241048,0,1.200000048,0.02555142157,0.01193589997,0.03732832521,0,1.200000048,300,400,1200,762
SNA,std,1,1,0.001,37,none,0.9966854167,1,1,0,0,-8.133296967,23.85238457,-18.96799469,0.7881545424,87.80475586,0,0,-14.68151379,24.75683212,-26.99493217,0.6665900946,80.51586953,14.27226639,0.9954376221,0.6052876711,0.02597742528,0.01538866665,0.03338378295,0,1.200000048,0.02455174737,0.01157167275,0.03851975501,0,1.200000048,300,300,1200,860
SNA,std,1,1,0.001,38,none,0.9965875,1,1,0,0,-8.809996605,24.27541733,-18.48654747,0.7706170082,87.94175532,0,0,-15.36112785,23.47616386,-27.44770241,0.6530202627,80.3739987,14.42222214,0.9839739203,0.6052154899,0.02545668185,0.01557286456,0.03540526703,0,1.200000048,0.02602039091,0.01100462861,0.04306967929,0,1.200000048,300,400,1200,1079
SNA,std,1,1,0.001,39,none,0.9965458333,1,1,0,0,-8.994116783,23.9287529,-20.85050583,0.7595616579,87.87515404,0,0,-15.0990839,24.19649506,-26.30454636,0.6627485752,80.09029979,14.55366325,0.9813413024,0.6192851067,0.02572530508,0.01594646648,0.03522993997,0,1.200000048,0.02557270974,0.01034540124,0.03812884912,0,1.200000048,300,400,1200,1030
SNA,std,1,1,0.001,40,none,0.9964958333,1,1,0,0,-8.683552742,23.83854103,-17.95378304,0.7637065649,88.03750149,0,0,-15.87939167,23.66080475,-25.37691689,0.6487442255,80.42852951,14.75294781,0.986725688,0.645051837,0.02576165274,0.01459499169,0.03322605416,0,1.200000048,0.02602530085,0.01142107416,0.04413986206,0,1.200000048,300,400,1200,924
SNA,std,1,1,0.001,41,none,0.9968375,1,1,0,0,-8.599928856,23.90518188,-17.78121376,0.7733702064,88.47139676,0,0,-16.09914398,24.47049332,-25.59690094,0.6488366723,80.00371298,14.85323715,0.9876217842,0.6543958187,0.02576631121,0.0170197282,0.03347130492,0,1.200000048,0.02546417341,0.0106228143,0.03825573623,0,1.200000048,400,400,1200,1026
SNA,std,1,1,0.001,42,none,0.99660625,1,1,0,0,-9.18637085,24.7703495,-18.40948296,0.7767447829,87.93220963,0,0,-16.82077217,25.19634628,-31.0530014,0.6363788843,79.22311713,15.11186695,0.9983881116,0.6719908118,0.02507049777,0.0149869537,0.03384162858,0,1.200000048,0.02457972057,0.01004917827,0.03694729507,0,1.200000048,300,400,1200,852
SNA,std,1,1,0.001,43,none,0.9968729167,1,1,0,0,-8.772442818,25.00113487,-19.30485153,0.7800250053,88.10885484,0,0,-16.40428352,24.80592728,-27.53736115,0.6406030655,78.46742496,15.29765797,0.9922129512,0.6776354313,0.02478211187,0.01448294893,0.03546357527,0,1.200000048,0.02490778081,0.00972416997,0.03579754382,0,1.200000048,300,400,1200,899
SNA,std,1,1,0.001,44,none,0.9967729167,1,1,0,0,-9.456992149,24.84576607,-18.30211639,0.7671597004,87.56331713,0,0,-16.30220985,25.41337013,-28.71671867,0.6438535452,79.38577548,15.35722923,1.019614697,0.6910220385,0.02481121197,0.01190862712,0.0340260677,0,1.200000048,0.02398419194,0.0107867457,0.0350512825,0,1.200000048,300,400,1200,986
SNA,std,1,1,0.001,45,none,0.9969125,1,1,0,0,-9.596589088,24.58648682,-21.0810318,0.7699109316,87.75905954,0,0,-16.83882332,25.09426308,-28.01205444,0.6391928196,78.92472351,15.51257038,0.9963769317,0.6998241544,0.02508930303,0.01547231898,0.03827551752,0,1.200000048,0.0244776886,0.01052589156,0.04078038409,0,1.200000048,300,300,1200,970
SNA,std,1,1,0.001,46,none,0.9967916667,1,1,0,0,-9.267869949,24.43040466,-19.13713455,0.7617293,87.66422982,0,0,-16.50995827,24.80711555,-25.18079567,0.6381763816,78.50325262,15.56287956,0.994150579,0.7288395762,0.02519032732,0.01254059374,0.034025345,0,1.200000048,0.02482934482,0.01050387695,0.03872226551,0,1.200000048,300,400,1200,1101
SNA,std,1,1,0.001,47,none,0.9970395833,1,1,0,0,-9.165545464,25.06900597,-19.14697647,0.7770624757,88.44655627,0,0,-15.02544975,24.69069099,-24.68117523,0.6661230326,79.28552574,15.79458427,1.006875753,0.7275536656,0.02464548498,0.01634481736,0.03446461633,0,1.200000048,0.02507509477,0.0104303034,0.03732308,0,1.200000048,300,400,1200,1067
SNA,std,1,1,0.001,48,none,0.9967791667,1,1,0,0,-9.839260101,25.43829727,-18.81104279,0.7581115961,87.93536023,0,0,-16.09849358,25.54131699,-28.17675591,0.6386184096,76.82417276,15.84789753,1.035962939,0.7637652755,0.0243818108,0.01527325623,0.03375138715,0,1.200000048,0.02391426452,0.008774803951,0.03711852431,0,1.200000048,300,300,1200,804
SNA,std,1,1,0.001,49,none,0.9971604167,1,1,0,0,-9.820548058,24.31476974,-17.96167755,0.7520342469,87.53991124,0,0,-16.5806675,24.78254509,-28.88475418,0.6443345547,77.18334313,15.9939537,1.017106414,0.773878932,0.0254328195,0.01432695426,0.03611461073,0,1.200000048,0.0246023424,0.009215679951,0.03712011874,0,1.200000048,300,400,1200,877
SNA,std,1,1,0.001,50,none,0.9968354167,1,1,0,0,-9.06078434,24.58757019,-18.780653,0.7566469908,87.41566795,0,0,-17.37045288,25.82989311,-27.98334122,0.6353215575,76.41090182,16.2434864,1.018417835,0.7992911339,0.02500663884,0.0110174967,0.03367819265,0,1.200000048,0.02393825166,0.008853991516,0.04056149721,0,1.200000048,300,300,1200,798
SNA,std,2,2,0.001,1,none,0.9770291667,1,1,0,0,-1.857324243,13.72062206,-8.147789955,0.9200244546,76.22526716,0,0,-8.11049366,14.88233185,-19.72691154,0.6915753484,75.49284204,3.558740139,0.8246875405,0.6535989642,0.04523446411,0.02402695827,0.0745536387,0,1.200000048,0.04124657065,0.02211023867,0.07133178413,0,1.200000048,2900,3000,1200,761
SNA,std,2,2,0.001,2,none,0.98608125,1,1,0,0,-1.924341321,18.49040604,-11.38301468,0.9391659498,78.014043,0,0,-16.95618057,21.81642342,-41.42656326,0.6157388687,80.64352863,4.809220314,0.9615206122,0.6349184513,0.03343536332,0.02017891407,0.05336524546,0,1.200000048,0.02825516835,0.01783556305,0.04404707998,0,1.200000048,1000,1200,1200,671
SNA,std,2,2,0.001,3,none,0.9908125,1,1,0,0,-3.212760925,17.46802139,-8.165502548,0.8859487176,80.90780238,0,0,-13.10517883,20.35065842,-30.51557922,0.671005547,82.27483232,5.455874443,0.9881168604,0.5383358002,0.03540331498,0.0247598663,0.05233386904,0,1.200000048,0.03033749945,0.0206624791,0.04725402966,0,1.200000048,600,700,1200,597
SNA,std,2,2,0.001,4,none,0.9906395833,1,1,0,0,-2.489460945,19.17803192,-10.23480701,0.9086273313,81.60280793,0,0,-16.10403633,23.22270775,-43.39714813,0.6406693459,82.38374608,6.147669315,1.054322839,0.5519857407,0.03220619634,0.02043965459,0.04701589793,0,1.200000048,0.02646034397,0.01342455298,0.03939514235,0,1.200000048,700,800,1200,594
SNA,std,2,2,0.001,5,none,0.9926625,1,1,0,0,-3.682435751,18.26266289,-8.981655121,0.874815166,83.50075034,0,0,-14.71213436,21.70590782,-25.74015045,0.6517779827,83.35550197,6.659367561,1.054764271,0.5148119926,0.03377112001,0.02254682407,0.04712814093,0,1.200000048,0.02833734266,0.01944531128,0.03977869824,0,1.200000048,500,500,1200,854
SNA,std,2,2,0.001,6,none,0.9921145833,1,1,0,0,-3.588122129,19.29726219,-12.16998959,0.8866840005,83.52525545,0,0,-14.04200363,22.98077011,-34.19578552,0.6766139269,83.71976421,7.113923073,1.074521422,0.5323716402,0.03192065284,0.02185535431,0.04387794435,0,1.200000048,0.02701262198,0.01583591104,0.04039912671,0,1.200000048,500,600,1200,811
SNA,std,2,2,0.001,7,none,0.9934854167,1,1,0,0,-4.67843771,19.64956856,-13.25675392,0.837947607,84.3768672,0,0,-13.38020039,21.75930977,-23.51479912,0.6746290922,83.75557884,7.526743412,1.053192616,0.507153511,0.03153496608,0.02066645212,0.04216612875,0,1.200000048,0.02839573473,0.01887070946,0.03861928359,0,1.200000048,500,600,1200,642
SNA,std,2,2,0.001,8,none,0.99333125,1,1,0,0,-4.385084152,19.93974686,-11.77953053,0.859144032,84.97282664,0,0,-14.26730824,22.10017586,-25.76087379,0.6624999046,82.91303183,7.996186256,1.064588547,0.5199364424,0.03087393939,0.02270526625,0.04008919001,0,1.200000048,0.02805721201,0.01674182713,0.04356481507,0,1.200000048,500,500,1200,694
SNA,std,2,2,0.001,9,none,0.99390625,1,1,0,0,-4.774716854,19.94202805,-12.91176605,0.8507943153,85.34645806,0,0,-12.62285137,21.71786308,-23.20715141,0.6850407124,83.88183162,8.286320686,1.05144453,0.5072748661,0.03119995072,0.02281627059,0.03915197402,0,1.200000048,0.02853868902,0.01741620712,0.04931450635,0,1.200000048,400,500,1200,629
SNA,std,2,2,0.001,10,none,0.99400625,1,1,0,0,-5.281177521,19.8687706,-11.67046738,0.8383920789,85.90751462,0,0,-12.90019608,21.88221741,-27.47078896,0.6780609488,83.38478329,8.660767555,1.05345428,0.5195582509,0.03120521456,0.0230798535,0.03998691589,0,1.200000048,0.02822617255,0.01808969676,0.04100661725,0,1.200000048,500,500,1200,854
SNA,std,2,2,0.001,11,none,0.9945854167,1,1,0,0,-5.236022949,20.28793907,-12.48356438,0.8318724036,85.99592977,0,0,-12.84558201,21.88613892,-23.7530365,0.6921198964,83.626113,8.962643623,1.053524137,0.5071898699,0.03048276715,0.02116777562,0.03851324692,0,1.200000048,0.02828033827,0.01906062663,0.04650808126,0,1.200000048,300,500,1200,619
SNA,std,2,2,0.001,12,none,0.9943979167,1,1,0,0,-4.758273125,20.10096169,-14.56150055,0.8361247182,86.43263626,0,0,-12.31114101,21.31551933,-32.00345612,0.6744490862,83.29137851,9.227063179,1.03154099,0.5211264491,0.03064074554,0.0188411288,0.04595302045,0,1.200000048,0.02902151085,0.01631701179,0.0420188792,0,1.200000048,400,500,1200,960
SNA,std,2,2,0.001,13,none,0.99511875,1,1,0,0,-5.660219669,19.98970985,-14.35227871,0.8245167136,86.91194443,0,0,-11.70135307,21.28658295,-20.79733849,0.7136275172,83.69850309,9.512353897,1.02978313,0.5264490247,0.03088217787,0.0201032646,0.04305636883,0,1.200000048,0.02900514752,0.01821921766,0.04857093468,0,1.200000048,300,400,1200,818
SNA,std,2,2,0.001,14,none,0.9951333333,1,1,0,0,-5.596224308,20.43710899,-12.87094307,0.8193236589,87.12232499,0,0,-11.62909889,21.8773613,-24.81427193,0.6958333254,83.28645264,9.815948486,1.02651,0.5646440387,0.03019777499,0.02190833353,0.0376682654,0,1.200000048,0.02823539637,0.0173967164,0.05192829296,0,1.200000048,300,400,1200,718
SNA,std,2,2,0.001,15,none,0.9954479167,1,1,0,0,-6.013291836,20.77703285,-12.9998045,0.8133921623,86.96427477,0,0,-11.53137112,21.14837646,-22.56460571,0.7091488838,83.25823514,10.08827114,0.9959225655,0.5358003974,0.02996531129,0.020611085,0.04166560248,0,1.200000048,0.02901167423,0.01947059669,0.04611150175,0,1.200000048,300,300,1200,1032
SNA,std,2,2,0.001,16,none,0.9953208333,1,1,0,0,-5.645145893,20.66347504,-15.4252367,0.8269864321,86.93571278,0,0,-12.18140697,21.01314354,-23.93228531,0.6846058965,82.48789176,10.33603954,0.9977283478,0.5750968456,0.02978163771,0.02089939639,0.03983772919,0,1.200000048,0.02926767804,0.01538186986,0.0420264788,0,1.200000048,400,400,1200,626
SNA,std,2,2,0.001,17,none,0.9954375,1,1,0,0,-6.278716564,20.8840847,-15.46231461,0.8087228537,86.9982301,0,0,-11.27755356,21.14001274,-24.05387688,0.7000824213,83.1326402,10.63332939,0.9950755239,0.5608804822,0.02943359874,0.02043258399,0.04236218333,0,1.200000048,0.02920760587,0.01802844368,0.04989697412,0,1.200000048,300,500,1200,843
SNA,std,2,2,0.001,18,none,0.9955270833,1,1,0,0,-6.571764469,20.45845604,-13.50039387,0.8035270572,87.39883447,0,0,-11.77710152,21.470644,-23.94547844,0.7036431432,82.9357947,10.81642151,1.012723446,0.5849890113,0.03012370877,0.01822145842,0.03603160754,0,1.200000048,0.02881846577,0.01589274034,0.04625962302,0,1.200000048,300,400,1200,919
SNA,std,2,2,0.001,19,none,0.99595625,1,1,0,0,-6.381400108,20.99411201,-16.51146507,0.8059285879,87.56959243,0,0,-12.44035912,21.08867645,-22.29930305,0.6918702722,83.03024305,11.09791279,1.015672922,0.5762579441,0.02928342111,0.01830294728,0.03890822455,0,1.200000048,0.0290731173,0.01765760034,0.04399776086,0,1.200000048,300,300,1200,1001
SNA,std,2,2,0.001,20,none,0.9956479167,1,1,0,0,-6.361756325,21.54597282,-13.92163563,0.8045291305,87.11007969,0,0,-12.77436924,21.87714195,-31.21001434,0.6706533432,82.64727447,11.38070679,1.010280252,0.5919085145,0.02874597721,0.01804723963,0.03764946759,0,1.200000048,0.0281713102,0.01492381562,0.04052352533,0,1.200000048,300,300,1200,1004
SNA,std,2,2,0.001,21,none,0.9957625,1,1,0,0,-7.300503254,21.8423214,-15.87183952,0.7892976403,87.02826351,0,0,-12.09142113,22.832798,-25.49970055,0.7068090439,82.578268,11.52748585,1.011917233,0.5962594151,0.02828649431,0.01919780485,0.03596442938,0,1.200000048,0.02686533704,0.01781677827,0.04393087327,0,1.200000048,300,400,1200,906
SNA,std,2,2,0.001,22,none,0.99578125,1,1,0,0,-6.52702713,21.52695274,-15.33085442,0.7940849662,87.52264471,0,0,-12.11933422,21.764431,-31.36639977,0.6895875931,82.59817212,11.75327587,0.9933210611,0.5794880986,0.02879316919,0.019262271,0.03854662925,0,1.200000048,0.02841272019,0.01490921155,0.04232873023,0,1.200000048,300,400,1200,858
SNA,std,2,2,0.001,23,none,0.9958958333,1,1,0,0,-7.3197155,21.23452377,-14.14883327,0.7885419726,87.43611504,0,0,-11.44014072,21.5889492,-21.63049889,0.7132953405,83.08404613,11.97401428,1.003229022,0.5971762538,0.02911753394,0.01895006932,0.03765623271,0,1.200000048,0.02839863859,0.01572891884,0.04425598681,0,1.200000048,300,400,1200,791
SNA,std,2,2,0.001,24,none,0.9959458333,1,1,0,0,-7.114414215,21.93817902,-16.46302414,0.7849915624,87.38418257,0,0,-12.56635571,21.51081848,-32.99134445,0.6708648801,82.22586234,12.2082777,0.9742648602,0.6060801148,0.02819700725,0.01675649919,0.03952920437,0,1.200000048,0.02879324183,0.01507528499,0.04389397055,0,1.200000048,300,400,1200,852
SNA,std,2,2,0.001,25,none,0.9963854167,1,1,0,0,-7.531579018,21.76629639,-14.11899948,0.7700517178,88.20278514,0,0,-10.85154152,20.96094322,-24.09156227,0.7189279199,82.874154,12.39050579,0.9770043492,0.6232576966,0.02846599557,0.0193229951,0.03831453621,0,1.200000048,0.02948996425,0.01789621636,0.03966516629,0,1.200000048,300,400,1200,1044
SNA,std,2,2,0.001,26,none,0.9962270833,1,1,0,0,-7.050899506,21.51510429,-15.10128307,0.7788576484,87.05256803,0,0,-12.19600296,21.61673546,-22.31847,0.6918368936,82.66900306,12.5517931,0.9918813705,0.5829468966,0.02870906703,0.01564406417,0.03587867692,0,1.200000048,0.02840746753,0.01713937521,0.04823153839,0,1.200000048,300,400,1200,1054
SNA,std,2,2,0.001,27,none,0.9961208333,1,1,0,0,-7.722481251,21.83038712,-16.53397751,0.787704289,86.89519528,0,0,-12.23348331,22.8386898,-22.6435318,0.6864539981,82.30492291,12.75070381,1.004716754,0.616173625,0.02830066532,0.01347447466,0.03685428947,0,1.200000048,0.02706614323,0.01772912592,0.04118607566,0,1.200000048,300,400,1200,765
SNA,std,2,2,0.001,28,none,0.99618125,1,1,0,0,-7.664874077,21.83819771,-13.72532272,0.7723308206,88.06977133,0,0,-12.43344879,22.21141052,-22.90494537,0.6858988404,82.44394799,12.9516325,1.005530477,0.6131221652,0.02823941782,0.01881269924,0.03925890103,0,1.200000048,0.02760643698,0.01577828266,0.03904630989,0,1.200000048,300,300,1200,883
SNA,std,2,2,0.001,29,none,0.99614375,1,1,0,0,-7.984349251,22.06169891,-15.5240221,0.7711324096,87.8864349,0,0,-12.38146877,22.11476707,-27.10484695,0.6913570166,82.29544039,13.1366415,0.9904369116,0.6475983858,0.02803437226,0.01810463704,0.03612277284,0,1.200000048,0.02769894712,0.01691387407,0.04136264324,0,1.200000048,300,500,1200,958
SNA,std,2,2,0.001,30,none,0.9962270833,1,1,0,0,-7.981216908,21.81548119,-14.53194046,0.7658774853,87.53387011,0,0,-12.75044155,22.62694168,-21.28534317,0.6870647073,82.67234927,13.31376457,1.008614659,0.6227232814,0.02829702199,0.01388891879,0.04080406204,0,1.200000048,0.02737123519,0.01594738662,0.03716881573,0,1.200000048,300,400,1200,765
SNA,std,2,2,0.001,31,none,0.9964020833,1,1,0,0,-8.466444016,22.3475399,-16.19982338,0.7706448436,86.80528467,0,0,-12.614048,22.78090096,-20.95680809,0.6963922977,81.79809906,13.49868393,1.008745074,0.6302541494,0.02764658071,0.01247375738,0.03577496856,0,1.200000048,0.02719740197,0.01632753946,0.04086354375,0,1.200000048,400,400,1200,993
SNA,std,2,2,0.001,32,none,0.99621875,1,1,0,0,-8.493395805,22.19816017,-15.94913769,0.7567211986,86.96211448,0,0,-13.89896011,23.25619125,-21.23555183,0.6857663989,81.94682893,13.7310133,1.006156445,0.6083694696,0.02776472829,0.01250687521,0.03826210275,0,1.200000048,0.02652735822,0.01593326591,0.03979188949,0,1.200000048,300,400,1200,1013
SNA,std,2,2,0.001,33,none,0.9966375,1,1,0,0,-7.798916817,22.91811562,-16.02801704,0.7749372721,87.70306725,0,0,-12.70032406,23.58580589,-23.5351696,0.6928755641,81.79460326,13.89831638,1.000308514,0.6474050283,0.02689122781,0.01487572026,0.03660983592,0,1.200000048,0.02625625953,0.01667692326,0.04581504315,0,1.200000048,300,400,1200,918
SNA,std,2,2,0.001,34,none,0.9964083333,1,1,0,0,-9.475649834,22.80918312,-15.30801487,0.7428549528,87.15652809,0,0,-13.36949635,23.42771721,-24.19696236,0.6719039083,81.74782688,14.08627033,1.00903976,0.6487318873,0.02714125812,0.01422553416,0.03663153946,0,1.200000048,0.02638816647,0.0156971924,0.04146793485,0,1.200000048,300,300,1200,997
SNA,std,2,2,0.001,35,none,0.9966479167,1,1,0,0,-8.75851059,23.72452736,-15.93679905,0.7624673843,86.91831483,0,0,-13.94292355,23.56290245,-25.6009388,0.6828661561,81.96941135,14.22481537,1.010951638,0.6357684135,0.02600844763,0.01221561059,0.03703172505,0,1.200000048,0.02614938468,0.01521237381,0.04215908796,0,1.200000048,400,400,1200,830
SNA,std,2,2,0.001,36,none,0.99660625,1,1,0,0,-8.973548889,23.01818848,-16.60938454,0.7513170242,86.5239333,0,0,-14.70351124,23.10035133,-25.91907883,0.6536819339,80.57492401,14.40156937,1.004275084,0.64942348,0.02681728639,0.01218595821,0.03866516054,0,1.200000048,0.02658327483,0.015316898,0.03852138668,0,1.200000048,300,300,1200,1060
SNA,std,2,2,0.001,37,none,0.9968270833,1,1,0,0,-9.183234215,23.32408714,-18.4124279,0.768771708,87.63525479,0,0,-12.33185577,23.40365219,-22.38748741,0.7050423026,81.28098801,14.58730984,1.002245903,0.6264654994,0.02649843879,0.01375656854,0.03582707047,0,1.200000048,0.02604719251,0.01359550189,0.04123303294,0,1.200000048,300,300,1200,778
SNA,std,2,2,0.001,38,none,0.9967479167,1,1,0,0,-9.047991753,23.27362061,-17.0980072,0.7674670815,87.26386447,0,0,-13.61046886,23.93147469,-27.97016335,0.667478323,80.73277993,14.69603252,1.007727623,0.6658499241,0.02654207125,0.01332466863,0.03795003891,0,1.200000048,0.02583676204,0.01275379956,0.03697117791,0,1.200000048,300,300,1200,1046
SNA,std,2,2,0.001,39,none,0.99659375,1,1,0,0,-9.006340981,23.50793648,-18.28585625,0.7652624846,87.47626599,0,0,-14.03431034,23.65810394,-24.04183388,0.6730927229,80.80059816,14.84382057,1.021124125,0.6588233709,0.02635196038,0.01304724719,0.03526476771,0,1.200000048,0.02585480362,0.01317246538,0.04207126051,0,1.200000048,300,400,1200,944
SNA,std,2,2,0.001,40,none,0.9967145833,1,1,0,0,-8.817897797,23.51820374,-17.47633171,0.7566754818,87.28391578,0,0,-15.80854511,23.88491249,-34.0365181,0.6526929736,81.16518067,15.06089878,1.022505999,0.6578473449,0.02628115192,0.01317296363,0.03631424531,0,1.200000048,0.02564971149,0.01258877665,0.0374789089,0,1.200000048,300,400,1200,885
SNA,std,2,2,0.001,41,none,0.9967625,1,1,0,0,-8.944231987,23.27225113,-17.25500298,0.7471972108,87.68392655,0,0,-13.95686436,23.49779129,-22.21825981,0.6803539395,80.72412203,15.16218948,1.002679825,0.6730072498,0.02655753121,0.01419045869,0.03597918525,0,1.200000048,0.02619967982,0.01359626371,0.04074019566,0,1.200000048,300,400,1200,821
SNA,std,2,2,0.001,42,none,0.9965791667,1,1,0,0,-8.818105698,23.5396595,-17.63755989,0.7510246038,87.25425428,0,0,-15.14188004,24.54240227,-28.57266998,0.6694044471,81.05976065,15.45862198,1.029344082,0.6875223517,0.02616299503,0.01235215738,0.03619601578,0,1.200000048,0.02519222721,0.01432463806,0.03643222153,0,1.200000048,300,300,1200,835
