seed,task,update,G1,Q1,Q_count1,pair_count1,neff_zero_units1,zero_count1,zero1,dead_unit1,neff1,neff_fraction1,zmean1,zsd1,diag_gdiff1,Wnorm1,bias1,G2,Q2,Q_count2,pair_count2,neff_zero_units2,zero_count2,zero2,dead_unit2,neff2,neff_fraction2,zmean2,zsd2,diag_gdiff2,Wnorm2,bias2,mu2_norm,memo_acc,memo_ce,online_acc,online_ce,major_frac,label_hash,order_hash,finite,arm,hits_l1,removed_l1,max_ratio_l1,max_excess_l1,violations_l1,bfix_removed_l1,bfix_hits_l1,bfix_errors_l1,hits_l2,removed_l2,max_ratio_l2,max_excess_l2,violations_l2,bfix_removed_l2,bfix_hits_l2,bfix_errors_l2
0,11,30000,0.4710969675483197,0.49456666666666665,59348,120000,0,32694,0.27245,0.0,566.8780979631425,0.4723984149692855,-8.306003861497251,189.201495401059,0.0,18.48183538791069,-0.12174203112721443,9.166668408248387e-05,0.9999,119988,120000,21,119677,0.9973083333333334,0.21,0.8640146881053685,0.0007200122400878072,-757.5409313243232,386.9638029671473,0.0,2.1787558611317657,-0.2175860116677359,848.0386009027601,0.1066666692495346,2.2924728393554688,0.10227291666666667,2.3094731770833334,0.1075,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,ref,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,12,30000,0.47044013109423205,0.49630833333333335,59557,120000,0,33093,0.275775,0.0,566.1514576638317,0.4717928813865265,-7.966054443549955,190.62078645582716,0.0,18.53834432990805,-0.11685890010558068,8.334310495117586e-06,0.9999833333333333,119998,120000,25,119723,0.9976916666666668,0.25,0.8188986780951675,0.0006824155650793063,-765.2692597880206,387.07505148282434,0.0,2.173164206642631,-0.22173514970112593,858.3405198726805,0.10083333402872086,2.312617540359497,0.10247083333333333,2.3192927083333332,0.11833333333333333,2ffeedd38e6382badd1dacbec23890a2da6065eb7d692c583cebcfef3fb5db07,eeb0ae523c96d84cecde4be8581989cba79aa9bea844fea30c5ec352f3703dac,True,ref,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,13,30000,0.47044754020738194,0.49635,59562,120000,0,33100,0.2758333333333333,0.0,566.1566972900243,0.47179724774168696,-7.9699894947051995,190.62962264228057,0.0,18.539317302442743,-0.11676726476289333,8.334885045475569e-06,0.9999833333333333,119998,120000,25,119722,0.9976833333333334,0.25,0.8205236057195079,0.0006837696714329232,-765.1841122151932,387.1669248991211,0.0,2.173546246161969,-0.2217025423841551,858.3552263252284,0.12083333730697632,2.3081510066986084,0.1033875,2.3173395833333332,0.12,3e1a2fe85018e6d8e226caa822e1acdaeb1c3cfc876c0df2c23d5f54129310ed,de74f62083d9fb406fb6df52aec3078340a6f4ad6cfcefd521a97c874ba45b7f,True,ref,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,14,30000,0.47023132774317633,0.49694166666666667,59633,120000,0,33264,0.2772,0.0,565.8361436305962,0.4715301196921635,-8.318601844292212,192.10703280103718,0.0,18.586120728425197,-0.11159127081744373,4.2939463959822065e-18,1.0,120000,120000,31,119746,0.9978833333333333,0.31,0.7453411664229058,0.0006211176386857549,-768.5985925380709,388.1791072194649,0.0,2.1720412560978923,-0.22218090393114837,861.3146418129649,0.10583333671092987,2.308506727218628,0.097725,2.32177578125,0.1125,959c19479eab8ebd9e5f5d5ebf84531b8180181adb8d5a0fd17596b506bbfcda,fc1f257af2152269e4ec404e26272bea5f035a9fe344f3d3517710276da33a60,True,ref,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,15,30000,0.4702313277401961,0.49694166666666667,59633,120000,0,33264,0.2772,0.0,565.8361436290107,0.4715301196908423,-8.318601844359764,192.10703280096686,0.0,18.5861207284252,-0.11159127081744373,4.2897934499106815e-18,1.0,120000,120000,31,119746,0.9978833333333333,0.31,0.7453411664229058,0.0006211176386857549,-768.5986016222319,388.17911060202357,0.0,2.1720412564839116,-0.22218090393114837,861.3146418126928,0.1041666716337204,2.3139262199401855,0.09769583333333333,2.3214375,0.10916666666666666,d401e27de6fb1c3c46a7672a6ce592602edf92c06463e64fc08fccdd649df4c3,fefb596a75caba147c23d4b6f7d54417fb72ba8b3ae6dda08f67aa6d15714a6c,True,ref,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,16,30000,0.47023132773681325,0.49694166666666667,59633,120000,0,33264,0.2772,0.0,565.8361436217559,0.47153011968479663,-8.318601845067073,192.10703280095422,0.0,18.586120728425204,-0.11159127081744373,4.277914659858387e-18,1.0,120000,120000,31,119746,0.9978833333333333,0.31,0.7453411664229058,0.0006211176386857549,-768.5986271534284,388.1791204140135,0.0,2.172041257151715,-0.22218090393114837,861.3146418117385,0.09000000357627869,2.301889181137085,0.10741041666666666,2.3172153645833333,0.12166666666666667,dbf4211cc27e1a3a786a387e2db9ca3455ed04ed001430bb5926abbf9aeb9a0c,f6ba72a66c11d6b37a006f79e35998ae059f1eee08facf93ce74821b8bbe1522,True,ref,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,17,30000,0.47023132773681325,0.49694166666666667,59633,120000,0,33264,0.2772,0.0,565.8361436217559,0.47153011968479663,-8.318601845241913,192.10703280116172,0.0,18.586120728425204,-0.11159127081744373,4.272621042751227e-18,1.0,120000,120000,31,119746,0.9978833333333333,0.31,0.7453411664229058,0.0006211176386857549,-768.5986385493278,388.1791246398099,0.0,2.1720412575832446,-0.22218090393114837,861.3146418118394,0.1133333370089531,2.310289144515991,0.09994375,2.3197567708333335,0.11333333333333333,2099d9949da7a7f3b8645a4666da06b535d063a2f1e014964c85fa1a3969223f,a78c6963c980636024263158cc83a1dab3952de55fe562b2e0d739694a190fbf,True,ref,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,18,30000,0.47023132774317633,0.49694166666666667,59633,120000,0,33264,0.2772,0.0,565.8361436305962,0.4715301196921635,-8.3186018449121,192.1070328012389,0.0,18.586120728425193,-0.11159127081744373,4.300446639757162e-18,1.0,120000,120000,31,119746,0.9978833333333333,0.31,0.7453411664229058,0.0006211176386857549,-768.5985735525132,388.17909935441475,0.0,2.172041253943177,-0.22218090393114837,861.3146418122461,0.09083333611488342,2.325533390045166,0.09833125,2.321803125,0.11166666666666666,6144d08e3abad488d7a8fde9285b048f324e88775346bbdbd4b1ba28ae0ac31d,ffbfff8ae9ca51d95878475b82f680dc2f6ea39fee26faeacb0f47a6f2db60a0,True,ref,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,19,30000,0.4702313277429994,0.49694166666666667,59633,120000,0,33264,0.2772,0.0,565.8361436301897,0.47153011969182473,-8.318601844053793,192.1070328002581,0.0,18.586120728425183,-0.11159127081744373,4.3293248163722186e-18,1.0,120000,120000,31,119746,0.9978833333333333,0.31,0.7453411664229058,0.0006211176386857549,-768.5985063141824,388.17907307140393,0.0,2.1720412501610378,-0.22218090393114837,861.3146418150812,0.10166666656732559,2.3132803440093994,0.10089583333333334,2.3185127604166667,0.11333333333333333,a51a78b39f0153fcddcef31f70a0096c0d3cea0bd59b698ea2b1bd5825afb2bc,c1e86306e893e9c520b5ec984f2d2fb06c8d10889924ec22788464d1027957c6,True,ref,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,20,30000,0.4702313277429994,0.49694166666666667,59633,120000,0,33264,0.2772,0.0,565.8361436301897,0.47153011969182473,-8.318601844101476,192.10703280030546,0.0,18.586120728425183,-0.11159127081744373,4.328987810196938e-18,1.0,120000,120000,31,119746,0.9978833333333333,0.31,0.7453411664229058,0.0006211176386857549,-768.5985073061626,388.179073464019,0.0,2.172041250193706,-0.22218090393114837,861.3146418151457,0.11416666954755783,2.3051435947418213,0.10022083333333333,2.3196807291666666,0.11416666666666667,27880dd9ba0d726e53924d998bfaef2bd7727056c258df9b36634f107456e614,1157eb706c2de8bc2a9210ea455f6addd83d9f9a2aab87521a53cd6ffd07d326,True,ref,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,21,30000,0.47023132773929477,0.49694166666666667,59633,120000,0,33264,0.2772,0.0,565.836143623396,0.4715301196861633,-8.318601844769049,192.10703279972805,0.0,18.586120728425186,-0.11159127081744373,4.318309774050671e-18,1.0,120000,120000,31,119746,0.9978833333333333,0.31,0.7453411664229058,0.0006211176386857549,-768.598530129687,388.179082366735,0.0,2.1720412507358224,-0.22218090393114837,861.3146418121071,0.10500000417232513,2.3193178176879883,0.10688333333333333,2.3171723958333335,0.1225,b3f4e02f1b7bb6104bce2cdc3112b760b637494c192e83050ea1f4ebb825e262,6c31cc880101250a1f604a61951ed3025503f317ce27ec5bd434e8ef7a209ba4,True,ref,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,22,30000,0.47023132773927406,0.49694166666666667,59633,120000,0,33264,0.2772,0.0,565.8361436233463,0.47153011968612196,-8.318601843028594,192.10703279996372,0.0,18.586120728425172,-0.11159127081744373,4.348649816594962e-18,1.0,120000,120000,31,119746,0.9978833333333333,0.31,0.7453411664229058,0.0006211176386857549,-768.5984595932007,388.1790547211692,0.0,2.172041246761621,-0.22218090393114837,861.3146418186186,0.09333333373069763,2.3171722888946533,0.09655833333333333,2.322121614583333,0.11,ac85fc997a23ef3c817bd37b65bc4159a14dbb6c0ea454a57436b7898795d854,96f62344545f6d27ddbdd8e9c736e8dbfc315e897513b1bae9135bc114a7761c,True,ref,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,23,30000,0.47023132773927406,0.49694166666666667,59633,120000,0,33264,0.2772,0.0,565.8361436233463,0.47153011968612196,-8.318601843410063,192.10703279992435,0.0,18.586120728425175,-0.11159127081744373,4.340545857106538e-18,1.0,120000,120000,31,119746,0.9978833333333333,0.31,0.7453411664229058,0.0006211176386857549,-768.5984766742389,388.1790612355944,0.0,2.172041247231758,-0.22218090393114837,861.3146418162729,0.11083333939313889,2.3052055835723877,0.09737916666666667,2.3220955729166666,0.11083333333333334,97f361bf5a3b388ef54403218f98c3470bb7c47be1b228436b3cf17b8e35fe83,6a18f5c06273c20edb1de846a3fe702d31cb5cd3f4d453fe7ae23a984b262b05,True,ref,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,24,30000,0.4702313277394812,0.49694166666666667,59633,120000,0,33264,0.2772,0.0,565.8361436238256,0.47153011968652137,-8.318601844502817,192.10703279952986,0.0,18.586120728425183,-0.11159127081744373,4.317621305671143e-18,1.0,120000,120000,31,119746,0.9978833333333333,0.31,0.7453411664229058,0.0006211176386857549,-768.5985292840004,388.17908186785286,0.0,2.1720412500632578,-0.22218090393114837,861.3146418121806,0.1041666716337204,2.314859390258789,0.10072708333333333,2.318173177083333,0.1175,45fa3e104e30a534801ff6a658e0347786474d6528c0cf755405026dffc4f8d3,e7a7ab05399c8bc75f316f6df5bff9dd2d28e4e205870860a0835eee174a086e,True,ref,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,25,30000,0.4702313277394812,0.49694166666666667,59633,120000,0,33264,0.2772,0.0,565.8361436238256,0.47153011968652137,-8.318601844502817,192.10703279952986,0.0,18.586120728425183,-0.11159127081744373,4.316852877381394e-18,1.0,120000,120000,31,119746,0.9978833333333333,0.31,0.7453411664229058,0.0006211176386857549,-768.5985315330187,388.17908278434425,0.0,2.172041250140605,-0.22218090393114837,861.3146418121806,0.10500000417232513,2.3163998126983643,0.09851666666666667,2.32091171875,0.1125,54210fc4bf38716553bbfebff8152ed1202ad0d8a644d477f57a8de738a09f34,3950f6d1d8a960e55e8fe835bc4d5740bc32c6db9c3e0df24e2b187fe61d4b80,True,ref,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,26,30000,0.4702313277394812,0.49694166666666667,59633,120000,0,33264,0.2772,0.0,565.8361436238256,0.47153011968652137,-8.31860184448692,192.1070327995354,0.0,18.586120728425183,-0.11159127081744373,4.31549265540583e-18,1.0,120000,120000,31,119746,0.9978833333333333,0.31,0.7453411664229058,0.0006211176386857549,-768.5985353155138,388.17908431585255,0.0,2.1720412502831,-0.22218090393114837,861.3146418122515,0.09166666865348816,2.3125553131103516,0.09685,2.321556510416667,0.10833333333333334,f2c880b29e6f7c988c13ad42d6ba89aec193731a723ca945bf4c06a8892a8490,b1f56807e60d6b90d8eeaeadf62dd1c42bf2917340c90fe8151ff23f133b57ff,True,ref,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,27,30000,0.47023132773305504,0.49694166666666667,59633,120000,0,33264,0.2772,0.0,565.8361436148338,0.47153011967902814,-8.318601844908128,192.10703280008389,0.0,18.58612072842519,-0.11159127081744373,4.2935163291204535e-18,1.0,120000,120000,31,119746,0.9978833333333333,0.31,0.7453411664229058,0.0006211176386857549,-768.5985859029452,388.17910394667706,0.0,2.1720412529705877,-0.22218090393114837,861.3146418097867,0.1041666716337204,2.306135892868042,0.09787291666666667,2.3210716145833334,0.11166666666666666,9066e6ce86e143b266df3fc32ecdd7b9be22f12bd2e62dda98abe0f3ee7ef2be,fba90effdf764896430a5d2dff6e4a9a8781b5c6f32f74fac21ca4fe507af598,True,ref,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,28,30000,0.4702313277482167,0.49694166666666667,59633,120000,0,33264,0.2772,0.0,565.8361436323438,0.47153011969361985,-8.318601844614077,192.10703279974027,0.0,18.586120728425175,-0.11159127081744373,4.3232767752533706e-18,1.0,120000,120000,31,119746,0.9978833333333333,0.31,0.7453411664229058,0.0006211176386857549,-768.5985164370857,388.17907689471156,0.0,2.1720412490647054,-0.22218090393114837,861.3146418129371,0.09583333879709244,2.3187997341156006,0.099625,2.32063984375,0.11666666666666667,7302847eb8f3ee004a23f10c8827ceacc4ab003c8235c35adaebc0458fc43b18,bd78fad740600ca86802ecef181991d993375c9788f09b4e4290ce5f96306bfe,True,ref,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,29,30000,0.47023132775212845,0.49694166666666667,59633,120000,0,33264,0.2772,0.0,565.8361436396167,0.4715301196996806,-8.31860184444321,192.1070327996943,0.0,18.586120728425183,-0.11159127081744373,4.316244820662992e-18,1.0,120000,120000,31,119746,0.9978833333333333,0.31,0.7453411664229058,0.0006211176386857549,-768.5985312514306,388.17908255555915,0.0,2.172041249523447,-0.22218090393114837,861.3146418132204,0.09000000357627869,2.319249391555786,0.09871875,2.32153984375,0.11166666666666666,50b33bd8c4ce6daf883c36a6d0822b8e73ae3ada6f6a46647afcea343b880f9e,9e47855a7e752714d6cba69325d4516436fbc227740e73174a0dc0702f024e1c,True,ref,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,30,30000,0.47023132775212845,0.49694166666666667,59633,120000,0,33264,0.2772,0.0,565.8361436396167,0.4715301196996806,-8.318601844506789,192.10703279962465,0.0,18.586120728425183,-0.11159127081744373,4.315204890079216e-18,1.0,120000,120000,31,119746,0.9978833333333333,0.31,0.7453411664229058,0.0006211176386857549,-768.598534235255,388.1790837539059,0.0,2.1720412496293116,-0.22218090393114837,861.3146418129621,0.09750000387430191,2.3135595321655273,0.10173125,2.3197875,0.1175,0d6d9af61e137c1fccf329cdeae521477154e4f17335a5df4dd3b1429e284fbe,408f1a8cb2b72de2f6e396b308e40dff7c088781746f33a5ff597b65c24fc864,True,ref,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,31,30000,0.4702313277171105,0.49694166666666667,59633,120000,0,33264,0.2772,0.0,565.8361436307458,0.4715301196922882,-8.318601844475,192.10703279959765,0.0,18.586120728425183,-0.11159127081744373,4.3145647590465444e-18,1.0,120000,120000,31,119746,0.9978833333333333,0.31,0.7453411664229058,0.0006211176386857549,-768.5985362017315,388.1790845465948,0.0,2.1720412496948702,-0.22218090393114837,861.3146418127034,0.10083333402872086,2.335604190826416,0.09496458333333334,2.32319453125,0.10583333333333333,2b7099b8bbc6293a772165ac862a41de8a63312a4d232c7b1609c36bdd40dbf0,4053637e0dc0bcbdaff354ef4d81bd2dc59d18ff752554f4b9c435daaa5baacc,True,ref,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,32,30000,0.4702313277136622,0.49694166666666667,59633,120000,0,33264,0.2772,0.0,565.8361436233334,0.47153011968611125,-8.318601844602156,192.10703279934256,0.0,18.586120728425183,-0.11159127081744373,4.304179005735943e-18,1.0,120000,120000,31,119746,0.9978833333333333,0.31,0.7453411664229058,0.0006211176386857549,-768.5985583508175,388.17909300511843,0.0,2.1720412502407003,-0.22218090393114837,861.3146418117177,0.11500000208616257,2.3104546070098877,0.10109791666666666,2.32057734375,0.115,57aa2594cc3841302b9f9ea7353d6f950f2a205f4d250cb9c5aa3cfd795efd17,bea891f7dd134af983ed58f3e3a0f6d1281f2ff1f6b08cce5c57e7908cdc60ce,True,ref,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,33,30000,0.470231327715069,0.49694166666666667,59633,120000,0,33264,0.2772,0.0,565.8361436264229,0.47153011968868574,-8.318601843751797,192.10703279990489,0.0,18.586120728425172,-0.11159127081744373,4.333484990458226e-18,1.0,120000,120000,31,119746,0.9978833333333333,0.31,0.7453411664229058,0.0006211176386857549,-768.5984903053919,388.1790664747701,0.0,2.1720412464232983,-0.22218090393114837,861.3146418152517,0.1066666692495346,2.3093199729919434,0.09983333333333333,2.32094375,0.11666666666666667,522e7dc16ae9f3ffe0b69a1a0b1c1ebbd69b7b6465c487ff1de1c5d501911049,96a5b07375d91f41a0c57c95b8690825b8da0b010eba75f851c4bb610f28eb9c,True,ref,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
