arm,seed,window,term,total,error,per_task,unit_median,delta,delta_error,signed_share,share_error
cap2,3,1-50,upstream,-1251.0882328109187,1.4118466503157425e-08,-25.532412914508544,-1241.8618124717664,-909.8136975399542,2.411665144985889e-10,1.3751037560697723,1.588263006025818e-11
cap2,3,1-50,cross,-94.20447003195417,6.325476701039037e-09,-1.9225402047337585,-92.60031130787007,-909.8136975399542,2.411665144985889e-10,0.10354259370536374,6.9799544493943795e-12
cap2,3,1-50,bias,-1.2235270635783673,3.603635348847962e-14,-0.024969940073027903,-1.282374918460846,-909.8136975399542,2.411665144985889e-10,0.0013448105550473276,3.9622998365129e-16
cap2,3,1-50,upstream_growth,-1297.9342425369232,1.5229324815066573e-08,-26.48845392932496,-1266.6450297025208,-909.8136975399542,2.411665144985889e-10,1.4265934290134434,1.7117257655836315e-11
cap2,3,1-50,upstream_rotation,46.846009726004404,2.9336505505674584e-08,0.9560410148164165,42.53646878507904,-909.8136975399542,2.411665144985889e-10,-0.05148967294367117,3.225817370187691e-11
cap2,3,1-50,self_growth,-0.3065885116719194,7.763809818780534e-10,-0.006256908401467743,-7.182762500945293,-909.8136975399542,2.411665144985889e-10,0.0003369794415064362,8.534299782178096e-13
cap2,3,1-50,self_rotation,437.00912087816886,4.1304217141778435e-09,8.918553487309568,453.6279442154474,-909.8136975399542,2.411665144985889e-10,-0.4803281397716896,4.667229463244724e-12
cap2,4,1-50,self,361.02090060321905,2.998998393201765e-09,7.367773481698348,393.87587546324687,-839.3650900252181,1.9535356700475668e-10,-0.4301118844391925,3.673088626211286e-12
cap2,4,1-50,upstream,-1123.4458015576975,1.2889305315777134e-08,-22.927465337912192,-1115.2016308053967,-839.3650900252181,1.9535356700475668e-10,1.3384471368995634,1.5667676225806948e-11
cap2,4,1-50,cross,-75.51838178628797,5.552673784459716e-09,-1.5411914650262852,-69.75453906230564,-839.3650900252181,1.9535356700475668e-10,0.08997083948775983,6.636275870061063e-12
cap2,4,1-50,bias,-1.4218072844517884,3.701952005121515e-14,-0.029016475192893642,-1.3830990325659513,-839.3650900252181,1.9535356700475668e-10,0.0016939080518693851,4.385318818410504e-16
cap2,4,1-50,upstream_growth,-1134.67151332203,1.3858046971322451e-08,-23.15656149636796,-1143.0970950816436,-839.3650900252181,1.9535356700475668e-10,1.3518211881887292,1.682492660709856e-11
cap2,4,1-50,upstream_rotation,11.225711764332736,2.674117039802595e-08,0.22909615845577014,16.07613156775645,-839.3650900252181,1.9535356700475668e-10,-0.013374051289166038,3.186192114823087e-11
cap2,4,1-50,self_growth,-4.786246651287573,7.565259636239843e-10,-0.09767850308750149,-8.224850303797385,-839.3650900252181,1.9535356700475668e-10,0.005702222677790631,9.026351626340374e-13
cap2,4,1-50,self_rotation,365.8071472545068,3.6392237198214446e-09,7.465451984785853,413.0727231430966,-839.3650900252181,1.9535356700475668e-10,-0.4358141071169834,4.437165921254192e-12
cap2,5,1-50,self,228.18475246829908,3.963244368657179e-09,4.656831683026512,245.9208254934998,-560.2813974299842,1.518403049265936e-10,-0.407268121902645,7.184085419460062e-12
cap2,5,1-50,upstream,-684.1973029562231,9.237955310193574e-09,-13.963210264412716,-677.887909580651,-560.2813974299842,1.518403049265936e-10,1.2211672671886704,1.6819144317119608e-11
cap2,5,1-50,cross,-101.33565468338247,7.400919913625862e-09,-2.0680745853751525,-106.787168602303,-560.2813974299842,1.518403049265936e-10,0.18086564206523728,1.3258326784472277e-11
cap2,5,1-50,bias,-2.9331922586774453,7.506320508534982e-14,-0.05986106650362133,-2.919748142361641,-560.2813974299842,1.518403049265936e-10,0.005235212648736911,1.5533357769427641e-15
cap2,5,1-50,upstream_growth,-670.0165168760504,9.93815863701055e-09,-13.673806466858172,-666.1132616973603,-560.2813974299842,1.518403049265936e-10,1.1958571531188118,1.806201738088677e-11
cap2,5,1-50,upstream_rotation,-14.180786080172854,1.9231226449610364e-08,-0.28940379755454804,-14.932870793489638,-560.2813974299842,1.518403049265936e-10,0.025310114069858912,3.4331090069505526e-11
cap2,5,1-50,self_growth,1.1996043820313478,4.459662274505005e-10,0.024481722082272405,-1.9127299204308539,-560.2813974299842,1.518403049265936e-10,-0.0021410748019369263,7.965487773311804e-13
cap2,5,1-50,self_rotation,226.9851480862678,4.516622349080535e-09,4.632349960944241,248.19405138108124,-560.2813974299842,1.518403049265936e-10,-0.4051270471007082,8.171183596066902e-12
cap2,6,1-50,self,272.9616020559682,4.037961757602002e-09,5.570644939917719,297.4825682319966,-570.8661303802105,1.594336198838474e-10,-0.47815343655818093,7.206988778505562e-12
cap2,6,1-50,upstream,-736.1720427358596,9.592609686395187e-09,-15.023919239507338,-739.717181066742,-570.8661303802105,1.594336198838474e-10,1.289570362574412,1.716390545430921e-11
cap2,6,1-50,cross,-104.75245803246558,7.535956979607697e-09,-2.1378052659686855,-115.48900720394161,-570.8661303802105,1.594336198838474e-10,0.18349741289205218,1.325218621957301e-11
cap2,6,1-50,bias,-2.9032316678535426,7.347234754356217e-14,-0.0592496258745621,-2.9773026993498206,-570.8661303802105,1.594336198838474e-10,0.005085661091716758,1.5496102873957874e-15
cap2,6,1-50,upstream_growth,-669.7299688702391,1.0306457355880211e-08,-13.667958548372226,-662.272961352837,-570.8661303802105,1.594336198838474e-10,1.173182175695347,1.838185142445159e-11
cap2,6,1-50,upstream_rotation,-66.44207386562039,1.9958262514156874e-08,-1.3559606911351099,-53.16700259413996,-570.8661303802105,1.594336198838474e-10,0.11638818687906458,3.499388914062092e-11
cap2,6,1-50,self_growth,2.485916878820674,4.5789931580472735e-10,0.05073299752695253,-1.9991759308537664,-570.8661303802105,1.594336198838474e-10,-0.004354640688115433,8.033299639266329e-13
cap2,6,1-50,self_rotation,270.4756851771475,4.610206255673968e-09,5.519911942390766,285.97429301263014,-570.8661303802105,1.594336198838474e-10,-0.4737987958700654,8.208186634771872e-12
cap2,7,1-50,self,371.2606625342601,4.112225469828004e-09,7.5767482149849,401.07767345529885,-644.1414320791328,1.7275933952762617e-10,-0.5763651335637897,6.538686906459563e-12
cap2,7,1-50,upstream,-903.7645020550267,1.0225494261823629e-08,-18.444173511327076,-907.8274796842192,-644.1414320791328,1.7275933952762617e-10,1.4030528965322002,1.625106625695765e-11
cap2,7,1-50,cross,-108.70968810262742,7.681727612948235e-09,-2.218565063318927,-106.22791768927432,-644.1414320791328,1.7275933952762617e-10,0.16876679978764733,1.1970811593545195e-11
cap2,7,1-50,bias,-2.9279044557386076,7.244202081264005e-14,-0.05975315215793077,-2.9805851615965366,-644.1414320791328,1.7275933952762617e-10,0.004545437243941971,1.3320581116248024e-15
cap2,7,1-50,upstream_growth,-868.1878393685375,1.0968281307938186e-08,-17.71811917078648,-864.8814437304788,-644.1414320791328,1.7275933952762617e-10,1.3478217610785215,1.7389389869308876e-11
cap2,7,1-50,upstream_rotation,-35.576662686489286,2.1320089523805347e-08,-0.7260543405405977,-21.91349512305836,-644.1414320791328,1.7275933952762617e-10,0.055231135453678894,3.311327932943162e-11
cap2,7,1-50,self_growth,5.78199479245955,5.073484171427122e-10,0.11799989372366428,0.8946746450462876,-644.1414320791328,1.7275933952762617e-10,-0.008976281457003424,7.900435683612902e-13
cap2,7,1-50,self_rotation,365.4786677418006,4.708224497841037e-09,7.458748321261237,409.79577137535694,-644.1414320791328,1.7275933952762617e-10,-0.5673888521067864,7.461539590703396e-12
cap2,8,1-50,self,461.31968423541934,4.082450935477917e-09,9.414687433375905,478.52795647705136,-624.4819130886265,1.7610016521072636e-10,-0.7387238518306756,6.745738277302608e-12
cap2,8,1-50,upstream,-966.1562544999807,9.875967035567236e-09,-19.71747458163226,-968.4023189978782,-624.4819130886265,1.7610016521072636e-10,1.5471324857456101,1.6251110519135922e-11
cap2,8,1-50,cross,-116.43717530375204,7.630417707693898e-09,-2.3762688837500416,-114.82953822182247,-624.4819130886265,1.7610016521072636e-10,0.18645403952192172,1.2271396595109723e-11
cap2,8,1-50,bias,-3.208167520313,7.809775917435798e-14,-0.065472806537,-3.1600801534950733,-624.4819130886265,1.7610016521072636e-10,0.0051373265631437055,1.57432581028325e-15
cap2,8,1-50,upstream_growth,-832.7334790543154,1.0620667117124873e-08,-16.994560797026843,-829.8206794010723,-624.4819130886265,1.7610016521072636e-10,1.3334789392629436,1.7383346423813443e-11
cap2,8,1-50,upstream_rotation,-133.42277544566522,2.0573806032851842e-08,-2.722913784605413,-130.219894665356,-624.4819130886265,1.7610016521072636e-10,0.2136535464826663,3.3005672123717185e-11
cap2,8,1-50,self_growth,-3.0426340203905147,4.875771295414655e-10,-0.062094571844704384,-3.1291376929012893,-624.4819130886265,1.7610016521072636e-10,0.004872253233631611,7.821451057332869e-13
cap2,8,1-50,self_rotation,464.3623182558097,4.664616699739091e-09,9.476782005220606,469.8722205020347,-624.4819130886265,1.7610016521072636e-10,-0.743596105064307,7.679350755808808e-12
cap2,9,1-50,self,259.5604273945222,4.536218173079427e-09,5.297151579480045,294.6394567760544,-670.1715966276589,1.7921374402662907e-10,-0.3873044287472714,6.872355214704351e-12
cap2,9,1-50,upstream,-801.9089942859473,1.0664464755933795e-08,-16.365489679305046,-804.5861701489179,-670.1715966276589,1.7921374402662907e-10,1.1965726365026486,1.6233149991212396e-11
cap2,9,1-50,cross,-125.19421479446339,8.454671357529761e-09,-2.554983975397212,-122.56035908062522,-670.1715966276589,1.7921374402662907e-10,0.1868091924880847,1.2665657682896912e-11
cap2,9,1-50,bias,-2.628814941770397,7.134499790390806e-14,-0.05364928452592647,-2.636962553486228,-670.1715966276589,1.7921374402662907e-10,0.003922599756538089,1.1558541835803966e-15
cap2,9,1-50,upstream_growth,-774.5905172309778,1.1494886030325465e-08,-15.80796973940771,-765.004287241037,-670.1715966276589,1.7921374402662907e-10,1.1558092302460454,1.7461362113181e-11
cap2,9,1-50,upstream_rotation,-27.318477054969716,2.220699529879892e-08,-0.5575199398973412,-30.48158271445032,-670.1715966276589,1.7921374402662907e-10,0.04076340625660327,3.314718768477096e-11
cap2,9,1-50,self_growth,1.6774830669341765,5.103075859443544e-10,0.03423434830477911,-2.1908941131271793,-670.1715966276589,1.7921374402662907e-10,-0.0025030649991365874,7.621277272906158e-13
cap2,9,1-50,self_rotation,257.88294432758806,5.1761195406095044e-09,5.262917231175266,285.4654786773401,-670.1715966276589,1.7921374402662907e-10,-0.38480136374813484,7.826517702132856e-12
cap2,0,30-50,self,117.5728915432955,2.095253818326179e-09,5.878644577164775,138.62937425637634,-28.387262299729638,2.574113234333698e-10,-4.141748165141492,1.1136684174418913e-10
cap2,0,30-50,upstream,-119.84844200469999,4.935270231364914e-09,-5.992422100234999,-115.26927855971834,-28.387262299729638,2.574113234333698e-10,4.22190913443039,2.1213918733670972e-10
cap2,0,30-50,cross,-24.758185778339993,3.87326958258518e-09,-1.2379092889169996,-23.700727133332528,-28.387262299729638,2.574113234333698e-10,0.872158277079639,1.4435262211666659e-10
cap2,0,30-50,bias,-1.3535260599851608,2.9573930440328765e-14,-0.06767630299925805,-1.3432756662368774,-28.387262299729638,2.574113234333698e-10,0.04768075363146421,4.3340882846685627e-13
cap2,0,30-50,upstream_growth,-70.95749253819088,5.170828419435808e-09,-3.547874626909544,-69.38057813884743,-28.387262299729638,2.574113234333698e-10,2.4996243663435864,2.048196071952634e-10
cap2,0,30-50,upstream_rotation,-48.890949466509134,1.0246210034709961e-08,-2.4445474733254566,-47.21372492307191,-28.387262299729638,2.574113234333698e-10,1.722284768086804,3.7656153493804325e-10
cap2,0,30-50,self_growth,3.4321983928262374,2.3581345026216114e-10,0.17160991964131186,0.2991431762534636,-28.387262299729638,2.574113234333698e-10,-0.12090628383205963,9.40338927471401e-12
cap2,0,30-50,self_rotation,114.14069315046923,2.3944956896739663e-09,5.707034657523462,141.03816877714095,-28.387262299729638,2.574113234333698e-10,-4.020841881309432,1.2081188230273514e-10
cap2,1,30-50,self,-8.316888376025666,6.698996271790713e-11,-0.4158444188012833,0.0,-112.65218401557128,3.203322121026316e-10,0.07382802604942013,8.046038500710692e-13
cap2,1,30-50,upstream,-102.84003317113195,5.814247727846091e-09,-5.142001658556597,-97.11528494674008,-112.65218401557128,3.203322121026316e-10,0.912898707378074,5.42083587737339e-11
cap2,1,30-50,cross,-1.4593180688035396,1.1462044704796015e-10,-0.07296590344017698,0.0,-112.65218401557128,3.203322121026316e-10,0.012954192424727657,1.0543093790720401e-12
cap2,1,30-50,bias,-0.035944399610161784,2.6813689690020596e-15,-0.0017972199805080893,0.0,-112.65218401557128,3.203322121026316e-10,0.00031907414777855873,9.31141176699019e-16
cap2,1,30-50,upstream_growth,-95.4674106009739,6.081967099884379e-09,-4.7733705300486955,-92.32085853070723,-112.65218401557128,3.203322121026316e-10,0.8474528162523505,5.63987657205004e-11
cap2,1,30-50,upstream_rotation,-7.372622570157983,1.1965366924994142e-08,-0.36863112850789914,-1.8915984717370398,-112.65218401557128,3.203322121026316e-10,0.06544589112572292,1.0640124091135502e-10
cap2,1,30-50,self_growth,0.1337538933231921,2.5993557636585714e-10,0.006687694666159605,0.0,-112.65218401557128,3.203322121026316e-10,-0.0011873173564456066,2.3107934345555057e-12
cap2,1,30-50,self_rotation,-8.45064226934886,3.206088414578872e-10,-0.422532113467443,0.0,-112.65218401557128,3.203322121026316e-10,0.07501534340586574,3.0593247132770314e-12
cap2,2,30-50,self,290.0781221881427,2.0411604585987585e-09,14.503906109407135,371.1062159460504,75.64075098471041,3.7242257273427236e-10,,
cap2,2,30-50,upstream,-190.326739703189,6.9257723133310864e-09,-9.51633698515945,-186.00671341612025,75.64075098471041,3.7242257273427236e-10,,
cap2,2,30-50,cross,-23.555505833535623,3.755776314894346e-09,-1.1777752916767812,-18.59579688390805,75.64075098471041,3.7242257273427236e-10,,
cap2,2,30-50,bias,-0.5551256667077541,1.44223445670322e-14,-0.027756283335387703,-0.6260831952095032,75.64075098471041,3.7242257273427236e-10,,
cap2,2,30-50,upstream_growth,-268.9309299833636,7.278399367737919e-09,-13.446546499168182,-263.6707729545018,75.64075098471041,3.7242257273427236e-10,,
cap2,2,30-50,upstream_rotation,78.6041902801747,1.4351426564206782e-08,3.930209514008735,78.18743504395667,75.64075098471041,3.7242257273427236e-10,,
cap2,2,30-50,self_growth,-21.854898871021756,3.753279125330037e-10,-1.0927449435510879,-13.488046167541256,75.64075098471041,3.7242257273427236e-10,,
cap2,2,30-50,self_rotation,311.9330210591645,2.4182088248313727e-09,15.596651052958226,391.4144943481797,75.64075098471041,3.7242257273427236e-10,,
cap2,3,30-50,self,353.8886098482888,2.4754140163576057e-09,17.69443049241444,379.538436529838,1.5684011309480694,4.250164641111013e-10,,
cap2,3,30-50,upstream,-317.03126945702553,7.733951611035436e-09,-15.851563472851277,-334.8839591022011,1.5684011309480694,4.250164641111013e-10,,
cap2,3,30-50,cross,-34.82673525310684,4.565785950943135e-09,-1.741336762655342,-27.127646282037038,1.5684011309480694,4.250164641111013e-10,,
cap2,3,30-50,bias,-0.4622040072083473,1.4457818159755858e-14,-0.023110200360417367,-0.5405288934707642,1.5684011309480694,4.250164641111013e-10,,
cap2,3,30-50,upstream_growth,-316.1709416497595,8.1764878791362e-09,-15.808547082487976,-307.72913062915995,1.5684011309480694,4.250164641111013e-10,,
cap2,3,30-50,upstream_rotation,-0.8603278072659425,1.6049044082554843e-08,-0.04301639036329712,-16.17752943224826,1.5684011309480694,4.250164641111013e-10,,
cap2,3,30-50,self_growth,-17.2498153246998,4.4479719236702204e-10,-0.86249076623499,-4.468498617611342,1.5684011309480694,4.250164641111013e-10,,
cap2,3,30-50,self_rotation,371.13842517298855,2.9021274617793656e-09,18.556921258649428,374.37824730134093,1.5684011309480694,4.250164641111013e-10,,
cap2,4,30-50,self,231.75673351568423,1.8731854891831147e-09,11.587836675784212,253.51844799004806,-20.333399216424585,3.6116696496303995e-10,-11.39783520939674,2.945760669639576e-10
cap2,4,30-50,upstream,-234.9047428146542,6.838454830625833e-09,-11.74523714073271,-241.87997718676974,-20.333399216424585,3.6116696496303995e-10,11.55265483721515,5.415188123791511e-10
cap2,4,30-50,cross,-16.56446500737122,3.4381633880768076e-09,-0.8282232503685609,-20.277118375955716,-20.333399216424585,3.6116696496303995e-10,0.8146431804668962,1.83559442887952e-10
cap2,4,30-50,bias,-0.6209249100834131,1.4111148299572784e-14,-0.031046245504170657,-0.6373979300260544,-20.333399216424585,3.6116696496303995e-10,0.0305371917146963,5.431066796829502e-13
cap2,4,30-50,upstream_growth,-233.94836935545817,7.187598265446331e-09,-11.69741846777291,-228.66207726515756,-20.333399216424585,3.6116696496303995e-10,11.5056202293261,5.57854299551399e-10
cap2,4,30-50,upstream_rotation,-0.9563734591960593,1.4145791101279795e-08,-0.047818672959802966,-1.0738558567950298,-20.333399216424585,3.6116696496303995e-10,0.04703460788905061,6.965278359778371e-10
cap2,4,30-50,self_growth,-34.67081146450868,4.0733468272026e-10,-1.733540573225434,-25.90814574577149,-20.333399216424585,3.6116696496303995e-10,1.7051163504675033,5.031968429324275e-11
cap2,4,30-50,self_rotation,266.4275449801929,2.2347397116095845e-09,13.321377249009647,274.87636977435193,-20.333399216424585,3.6116696496303995e-10,-13.102951559864245,3.426442605050971e-10
cap2,5,30-50,self,92.31466172176104,2.0736755235350665e-09,4.615733086088052,97.20602198199272,-114.04023552929092,2.5385763705765913e-10,-0.8094920296622,1.9985766390390257e-11
cap2,5,30-50,upstream,-172.086300503912,4.787605645049423e-09,-8.6043150251956,-167.8797281259934,-114.04023552929092,2.5385763705765913e-10,1.508996361724561,4.5340970905537674e-11
cap2,5,30-50,cross,-33.069642731169736,3.847721707294896e-09,-1.6534821365584869,-32.59269850138225,-114.04023552929092,2.5385763705765913e-10,0.2899822380906596,3.438557949588509e-11
cap2,5,30-50,bias,-1.19895401597023,2.8510702530042473e-14,-0.059947700798511507,-1.2060441970825195,-114.04023552929092,2.5385763705765913e-10,0.010513429846979595,2.3654443179436394e-14
cap2,5,30-50,upstream_growth,-149.17635848085317,5.04761742219737e-09,-7.458817924042658,-148.0571594357851,-114.04023552929092,2.5385763705765913e-10,1.3081028620160788,4.7173752848924455e-11
cap2,5,30-50,upstream_rotation,-22.90994202305881,9.943678077723806e-09,-1.1454971011529405,-19.387511692385466,-114.04023552929092,2.5385763705765913e-10,0.2008934997084819,8.7641690005364e-11
cap2,5,30-50,self_growth,-0.294046858766061,2.312286095033629e-10,-0.01470234293830305,-1.2612663591176463,-114.04023552929092,2.5385763705765913e-10,0.002578448364310295,2.0333455107528167e-12
cap2,5,30-50,self_rotation,92.60870858052712,2.3653879918983975e-09,4.630435429026356,106.0704419219694,-114.04023552929092,2.5385763705765913e-10,-0.8120704780265104,2.2549484875027083e-11
cap2,6,30-50,self,144.94675701321503,2.1331235446909456e-09,7.2473378506607515,152.87926921499286,-103.95368963647518,2.629261633096442e-10,-1.3943397056909874,2.4046746536166123e-11
cap2,6,30-50,upstream,-216.23053973571513,4.957950778429242e-09,-10.811526986785756,-209.1770888026997,-103.95368963647518,2.629261633096442e-10,2.080066041829499,5.295510518111437e-11
cap2,6,30-50,cross,-31.398633136639145,3.9617878325135784e-09,-1.5699316568319572,-31.95571799360451,-103.95368963647518,2.629261633096442e-10,0.30204443196234587,3.887506750601446e-11
cap2,6,30-50,bias,-1.2712737773358822,2.882980245771461e-14,-0.06356368886679412,-1.2785691618919373,-103.95368963647518,2.629261633096442e-10,0.012229231899141931,3.120962783541901e-14
cap2,6,30-50,upstream_growth,-133.72882045187538,5.205953455115472e-09,-6.686441022593769,-130.5041138068408,-103.95368963647518,2.629261633096442e-10,1.286426878348652,5.333339879422923e-11
cap2,6,30-50,upstream_rotation,-82.50171928383976,1.0285875001248588e-08,-4.125085964191988,-74.35967483873142,-103.95368963647518,2.629261633096442e-10,0.7936391634808471,1.0095411425810466e-10
cap2,6,30-50,self_growth,3.0892032328857058,2.348416719351412e-10,0.15446016164428528,-0.5030289169197905,-103.95368963647518,2.629261633096442e-10,-0.029717110029366084,2.334264627637996e-12
cap2,6,30-50,self_rotation,141.85755378032928,2.4340942832772894e-09,7.092877689016464,149.5594331639399,-103.95368963647518,2.629261633096442e-10,-1.3646225956616207,2.6866819502475683e-11
cap2,7,30-50,self,196.92959213514084,2.2196597699433197e-09,9.846479606757041,221.6728118032396,-198.90053685693792,2.7540425833038717e-10,-0.9900908024033404,1.2530669328619295e-11
cap2,7,30-50,upstream,-347.81389052469865,5.264060994377673e-09,-17.39069452623493,-339.7854945230763,-198.90053685693792,2.7540425833038717e-10,1.7486825124804404,2.8887273562374817e-11
cap2,7,30-50,cross,-46.73471710263173,4.139494276247431e-09,-2.3367358551315864,-45.53320920371229,-198.90053685693792,2.7540425833038717e-10,0.23496526375012425,2.1137247618741213e-11
cap2,7,30-50,bias,-1.281521364748478,2.902837429431955e-14,-0.0640760682374239,-1.226207196712494,-198.90053685693792,2.7540425833038717e-10,0.0064430261727761486,9.067886516381533e-15
cap2,7,30-50,upstream_growth,-200.47005319202228,5.521857820257278e-09,-10.023502659601114,-200.06267089397733,-198.90053685693792,2.7540425833038717e-10,1.0078909607781161,2.9157576098522726e-11
cap2,7,30-50,upstream_rotation,-147.34383733267626,1.0967288915070974e-08,-7.367191866633813,-138.97348192230203,-198.90053685693792,2.7540425833038717e-10,0.7407915517023237,5.616537088307436e-11
cap2,7,30-50,self_growth,2.821365300147749,2.547644614203905e-10,0.14106826500738745,-0.5736865165878715,-198.90053685693792,2.7540425833038717e-10,-0.014184804851366774,1.3005059433345101e-12
cap2,7,30-50,self_rotation,194.10822683499308,2.5334674292203863e-09,9.705411341749654,227.65444957942663,-198.90053685693792,2.7540425833038717e-10,-0.9759059975519735,1.4088738478559666e-11
cap2,8,30-50,self,288.86658167697357,2.1229068788435012e-09,14.443329083848678,289.4499329727284,-129.56673798554226,2.872043750237389e-10,-2.2294810085379075,2.1326890621228683e-11
cap2,8,30-50,upstream,-374.82381492652144,5.175857982265882e-09,-18.741190746326073,-372.13817909877946,-129.56673798554226,2.872043750237389e-10,2.8929015328636756,4.6360305632636564e-11
cap2,8,30-50,cross,-42.17352547966237,3.946358547082041e-09,-2.108676273983119,-45.60667644345811,-129.56673798554226,2.872043750237389e-10,0.32549654437058,3.117966326621596e-11
cap2,8,30-50,bias,-1.4359792563319207,3.1525776819614656e-14,-0.07179896281659603,-1.4507030248641968,-129.56673798554226,2.872043750237389e-10,0.011082931303651056,2.4811549715830008e-14
cap2,8,30-50,upstream_growth,-237.67313187222027,5.4504150918345494e-09,-11.883656593611013,-234.99439736061925,-129.56673798554226,2.872043750237389e-10,1.834368415593986,4.613282858056572e-11
cap2,8,30-50,upstream_rotation,-137.15068305430114,1.0764065051534628e-08,-6.857534152715057,-128.25159124163918,-129.56673798554226,2.872043750237389e-10,1.0585331172696895,8.542389654022312e-11
cap2,8,30-50,self_growth,-4.4755790491218015,2.599721880489241e-10,-0.22377895245609009,-2.767572320974934,-129.56673798554226,2.872043750237389e-10,0.03454265437801799,2.0830460857247887e-12
cap2,8,30-50,self_rotation,293.3421607260953,2.430486980460306e-09,14.667108036304764,295.98362333239334,-129.56673798554226,2.872043750237389e-10,-2.264023662915925,2.377737602284717e-11
cap2,9,30-50,self,80.4359591645478,2.34452064852738e-09,4.02179795822739,68.3807670379944,-157.1064900053563,2.9945509492908315e-10,-0.5119836816531605,1.5899061207617576e-11
cap2,9,30-50,upstream,-185.36090990463902,5.346830059181869e-09,-9.26804549523195,-183.33413217082867,-157.1064900053563,2.9945509492908315e-10,1.1798424743517562,3.6282145176509086e-11
cap2,9,30-50,cross,-51.13463074063266,4.34465141760689e-09,-2.556731537031633,-46.94774583866863,-157.1064900053563,2.9945509492908315e-10,0.32547751998589813,2.8274598943640154e-11
cap2,9,30-50,bias,-1.0469085246324539,2.664895410293261e-14,-0.052345426231622694,-1.1099319458007812,-157.1064900053563,2.9945509492908315e-10,0.006663687315506579,1.2871780802151873e-14
cap2,9,30-50,upstream_growth,-134.97777287887305,5.6407777040840125e-09,-6.748888643943653,-131.70817906709595,-157.1064900053563,2.9945509492908315e-10,0.8591482940919322,3.7541854721614354e-11
cap2,9,30-50,upstream_rotation,-50.383137025765954,1.1112135402294489e-08,-2.519156851288298,-45.37901991098546,-157.1064900053563,2.9945509492908315e-10,0.3206941802598239,7.1341257142073e-11
cap2,9,30-50,self_growth,1.4563215025210163,2.543301981224412e-10,0.07281607512605082,0.6498143093021571,-157.1064900053563,2.9945509492908315e-10,-0.009269645719100245,1.6365091119857889e-12
cap2,9,30-50,self_rotation,78.9796376620268,2.67202519499672e-09,3.9489818831013404,72.94746412787673,-157.1064900053563,2.9945509492908315e-10,-0.5027140359340605,1.7965993911263044e-11
cap12,0,1-10,self,-7.599648238771499,6.462168826849606e-11,-0.8444053598634998,-7.396860861174408,-9.914336193097258,1.500901413583898e-11,0.7665312221369562,7.678518103983106e-12
cap12,0,1-10,upstream,2.0890408369156317,1.28994661486922e-10,0.2321156485461813,1.700391708154854,-9.914336193097258,1.500901413583898e-11,-0.21070909804028054,1.3329932198617124e-11
cap12,0,1-10,cross,-4.441827221000653,1.2167151754395123e-10,-0.4935363578889615,-4.326890870594723,-9.914336193097258,1.500901413583898e-11,0.4480206374374539,1.2950575435990534e-11
cap12,0,1-10,bias,0.038098429759265855,4.186731271120133e-15,0.00423315886214065,0.021571424789726734,-9.914336193097258,1.500901413583898e-11,-0.003842761534129884,6.240157891366828e-15
cap12,0,1-10,upstream_growth,0.11019591544038451,1.3924940185995115e-10,0.012243990604487168,0.22155063661997465,-9.914336193097258,1.500901413583898e-11,-0.011114805196651204,1.4062084808032547e-11
cap12,0,1-10,upstream_rotation,1.978844921475247,2.7606150064830367e-10,0.2198716579416941,2.166551466914703,-9.914336193097258,1.500901413583898e-11,-0.1995942928436293,2.8146860109672195e-11
cap12,0,1-10,self_growth,-0.009078182610084607,4.276566240401324e-12,-0.0010086869566760673,-0.00015959350095832308,-9.914336193097258,1.500901413583898e-11,0.0009156621717554007,4.3273804228619623e-13
cap12,0,1-10,self_rotation,-7.5905700561614164,7.158292147091673e-11,-0.8433966729068241,-7.4105124177162605,-9.914336193097258,1.500901413583898e-11,0.765615559965201,8.379269911543156e-12
cap12,1,1-10,self,-11.029603181033004,7.024654529000459e-11,-1.2255114645592227,-11.411264834309476,-13.223386766389927,1.5663822937432554e-11,0.8340982061469384,6.300423477540353e-12
cap12,1,1-10,upstream,3.746819676387749,1.427218822795171e-10,0.41631329737641654,3.333360383039298,-13.223386766389927,1.5663822937432554e-11,-0.28334796089539593,1.1128813907449732e-11
cap12,1,1-10,cross,-5.940735804663907,1.318799060866132e-10,-0.6600817560737675,-5.919740148730328,-13.223386766389927,1.5663822937432554e-11,0.4492597781200472,1.0505454745634226e-11
cap12,1,1-10,bias,0.00013254291923658456,3.2599180194915447e-15,1.4726991026287173e-05,0.0005364539101719856,-13.223386766389927,1.5663822937432554e-11,-1.0023371589906967e-05,2.5840105208303645e-16
cap12,1,1-10,upstream_growth,1.4602020240438707,1.5503810330067202e-10,0.16224466933820786,1.3506752403956486,-13.223386766389927,1.5663822937432554e-11,-0.11042572147668608,1.1855355752223554e-11
cap12,1,1-10,upstream_rotation,2.286617652343878,3.051542418317915e-10,0.2540686280382087,2.5224894650461547,-13.223386766389927,1.5663822937432554e-11,-0.17292223941870982,2.3281714773738005e-11
cap12,1,1-10,self_growth,-0.0012001242558577116,4.81825811960856e-12,-0.00013334713953974575,0.0005527538628035554,-13.223386766389927,1.5663822937432554e-11,9.075770655881327e-05,3.644815016490953e-13
cap12,1,1-10,self_rotation,-11.028403056777147,7.80241016284053e-11,-1.225378117419683,-11.357361765829037,-13.223386766389927,1.5663822937432554e-11,0.8340074484403798,6.888482703962462e-12
