arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3
LRtw0,1,0.001,1,none,0.968275,1,1,0,0,-0.4226991832,1.484342575,-4.100717545,0.4517499804,71.7659041,0,0,1.292739391,1.472860813,-0.2448584437,0.8387500048,44.47258039,3.636509895,1.974905491,3.328545332
LRtw0,1,0.001,2,none,0.9451791667,1,1,0,0,-3.223802328,2.254231691,-6.245446682,0.1592500061,73.19068524,0,0,0.5470908284,1.594287395,-2.959793568,0.6737499833,55.7038881,5.613914013,2.808672905,5.913867474
LRtw0,1,0.001,3,none,0.9389166667,1,1,0,0,-4.327560425,2.722160339,-7.565833569,0.1389999837,69.64799925,0,0,-0.8441160917,2.147216082,-4.772609234,0.3504999876,59.04891132,6.846720695,3.334975719,7.54633522
LRtw0,1,0.001,4,none,0.9175645833,1,1,0,0,-4.949894905,3.14425993,-9.397384644,0.1337500066,66.95606615,0,0,-2.105398417,2.483818054,-7.076994419,0.2732499838,59.02231812,8.157318115,3.808461428,9.093622208
LRtw0,1,0.001,5,none,0.9145770833,1,1,0,0,-5.634897709,3.442479372,-9.824481964,0.1359999925,66.32253008,0,0,-3.523994446,3.058398247,-9.782021523,0.2034999877,61.49729982,9.823950768,4.258546352,9.908800125
LRtw0,1,0.001,6,none,0.89793125,1,1,0,0,-6.64659977,3.719625473,-10.5157299,0.1217500046,63.61620131,0,0,-6.072168827,3.61660862,-12.15588951,0.1404999942,61.43452226,11.59381294,4.546694756,10.42655277
LRtw0,1,0.001,7,none,0.86745,1,1,0,0,-7.596617699,3.939143419,-12.16754818,0.1150000095,61.06779075,0,0,-7.458210468,3.901266098,-12.50049782,0.1202500165,55.61900307,13.90372944,4.905319214,11.03204155
LRtw0,1,0.001,8,none,0.8536145833,1,1,0,0,-7.532080173,3.999973059,-12.19665813,0.1157500073,61.01702101,0,0,-8.440582275,4.253097057,-15.93501472,0.1142500192,52.85230463,15.60661888,5.089326382,11.41485023
LRtw0,1,0.001,9,none,0.8534270833,1,1,0,0,-8.101840019,4.140963078,-12.69777393,0.1135000065,60.94583297,0,0,-8.788578987,4.497810841,-18.85653687,0.1210000068,57.18997077,17.05845642,5.248966217,12.01257324
LRtw0,1,0.001,10,none,0.8228875,1,1,0,0,-8.083170891,4.163253784,-12.80950642,0.1120000109,63.36665523,0,0,-9.111801147,4.364605427,-17.18128395,0.1135000214,51.21538129,18.98242569,5.302995682,11.98513031
LRtw0,1,0.001,11,none,0.85435,1,1,0,0,-8.553506851,4.30291748,-13.0169096,0.1120000109,64.82011236,0,0,-9.277551651,4.665296078,-18.60515785,0.1150000095,52.76516452,20.15916824,5.362534523,11.97290325
LRtw0,1,0.001,12,none,0.8361375,1,1,0,0,-8.705070496,4.473753452,-13.9091711,0.1127500013,65.63921251,0,0,-9.554704666,4.684024334,-19.00222206,0.1127500162,52.97207692,21.60362625,5.412217617,11.96366882
LRtw0,1,0.001,13,none,0.8457479167,1,1,0,0,-8.782374382,4.472745419,-13.0301075,0.1142500192,67.52006951,0,0,-9.192705154,4.869503975,-16.88670731,0.1187500134,58.77101978,22.98985863,5.412295341,11.99093533
LRtw0,1,0.001,14,none,0.82559375,1,1,0,0,-8.949225426,4.652954102,-14.01336765,0.1127500162,62.93960443,0,0,-10.94500637,5.237730026,-19.73238754,0.1112500131,47.23113153,23.9556675,5.486667156,11.90292263
