task,step,CE_before,CE_after,CE_improvement,acc_before,acc_after,credit_D_only,credit_N_only,credit_both,credit_rest,credit_downstream,arm,iv,seed
101,1,4.6786006886686495,4.301133305935194,0.3774673827334558,0.11328125,0.103515625,0.058909726306194655,0.06592774572552669,0.009985611508266334,0.10845603556014155,0.1341882636333266,SNA,none,0
101,5,4.6786006886686495,3.0431505374237835,1.635450151244866,0.11328125,0.181640625,0.21181396074102163,0.2864808662630939,0.022436565642139864,0.48181349755553043,0.6329052610430802,SNA,none,0
101,10,4.6786006886686495,2.022371475711901,2.6562292129567484,0.11328125,0.390625,0.35684126353501666,0.4895325260373308,0.03242516452977179,0.7030592641053355,1.0743709947492937,SNA,none,0
101,20,4.6786006886686495,1.2094085251867825,3.4691921634818668,0.11328125,0.56640625,0.5332683222324378,0.5712910929807349,0.0592308828939345,0.9850397196065418,1.320362145768218,SNA,none,0
101,30,4.6786006886686495,0.9815129071054544,3.6970877815631953,0.11328125,0.65625,0.5742638676010586,0.5714722663835029,0.06354934376884021,1.0875100020400954,1.4002923017696975,SNA,none,0
101,50,4.6786006886686495,0.6809081557441801,3.9976925329244697,0.11328125,0.767578125,0.6750390489617768,0.5799582130608429,0.06008166119591026,1.1944248136033673,1.4881887961025724,SNA,none,0
101,100,4.6786006886686495,0.4816219149057598,4.19697877376289,0.11328125,0.83203125,0.7142171801112213,0.6137041835086651,0.051087208070292676,1.2547245307889083,1.5632456712838028,SNA,none,0
102,1,4.189193482822238,3.927026693480896,0.26216678934134174,0.09375,0.109375,0.02138451306387201,0.04435475616010013,0.004307310832250296,0.10855989697627452,0.0835603123088448,SNA,none,0
102,5,4.189193482822238,2.726080930710064,1.4631125521121735,0.09375,0.18359375,0.14801174819915833,0.199318677726324,0.028663504234672375,0.6084808335388693,0.4786377884131494,SNA,none,0
102,10,4.189193482822238,2.014094739535305,2.1750987432869326,0.09375,0.33203125,0.172403562213889,0.2955150663266057,0.05088854962617014,0.8608881606624277,0.7954034044578403,SNA,none,0
102,20,4.189193482822238,1.2078984084915367,2.981295074330701,0.09375,0.564453125,0.2860750099510672,0.4490408534548992,0.026990723750664258,1.1716290508876401,1.0475594362864304,SNA,none,0
102,30,4.189193482822238,0.8679993522307717,3.321194130591466,0.09375,0.705078125,0.33501583611579167,0.4777543811272409,0.029105178337504194,1.2567709295679335,1.222547805442996,SNA,none,0
102,50,4.189193482822238,0.6466390510514799,3.542554431770758,0.09375,0.775390625,0.36004347238807693,0.46754410607972774,0.025455464408100228,1.3610514362590513,1.3284599526358016,SNA,none,0
