arm,iv,seed,group,step,credit,credit_per_unit,CE_improvement,CE_after
SNA,none,1,both,20,0.018718196626129585,0.0204662598295064,3.03338839338487,1.221266260583528
SNA,none,1,both,30,0.02093739025067771,0.021972577065884846,3.331144270440789,0.9235103835276096
SNA,none,1,both,50,0.02235087349447861,0.023442844668657755,3.543079777204298,0.7115748767641004
SNA,none,1,both,100,0.026658977228539774,0.02933171766847374,3.7165083887908894,0.5381462651775085
SNA,none,1,rest,1,0.10219615193128212,0.002008257613809128,0.29194924270631567,3.9627054112620828
SNA,none,1,rest,5,0.5108070186855466,0.01005164720243826,1.533169732202313,2.721484921766085
SNA,none,1,rest,10,0.7432173179599546,0.014628909052388502,2.283678050166543,1.9709766038018552
SNA,none,1,rest,20,0.9697508990153638,0.0190812060086597,3.03338839338487,1.221266260583528
SNA,none,1,rest,30,1.0672832145187394,0.020997841042102144,3.331144270440789,0.9235103835276096
SNA,none,1,rest,50,1.1471831958685725,0.022572883487466798,3.543079777204298,0.7115748767641004
SNA,none,1,rest,100,1.2320675151388831,0.024242998032169377,3.7165083887908894,0.5381462651775085
SNA,none,1,downstream,1,0.10207232625239719,,0.29194924270631567,3.9627054112620828
SNA,none,1,downstream,5,0.5467470601654034,,1.533169732202313,2.721484921766085
SNA,none,1,downstream,10,0.8246500890702274,,2.283678050166543,1.9709766038018552
SNA,none,1,downstream,20,1.0892525288147954,,3.03338839338487,1.221266260583528
SNA,none,1,downstream,30,1.2037507490554575,,3.331144270440789,0.9235103835276096
SNA,none,1,downstream,50,1.2511116406669658,,3.543079777204298,0.7115748767641004
SNA,none,1,downstream,100,1.2906682241922076,,3.7165083887908894,0.5381462651775085
SNA,none,2,D_only,1,0.029375358091701782,0.0012313796314516593,0.32381412317313857,4.21986024027188
SNA,none,2,D_only,5,0.16789034595311422,0.0070544245771473205,1.718353584674715,2.8253207787703043
SNA,none,2,D_only,10,0.25305828884880616,0.010599262191395887,2.4956014484849134,2.048072914960107
SNA,none,2,D_only,20,0.35831650041177,0.01501519225788726,3.2980968184048725,1.2455775450401472
SNA,none,2,D_only,30,0.4048125361786946,0.0169667926738879,3.608161745914259,0.935512617530761
SNA,none,2,D_only,50,0.447706072835406,0.018771274741649264,3.8405770657685716,0.7030972976764486
SNA,none,2,D_only,100,0.4778061980210976,0.020040785370633953,4.008809841553667,0.534864521891352
SNA,none,2,N_only,1,0.0688677943540826,0.002887053918359097,0.32381412317313857,4.21986024027188
SNA,none,2,N_only,5,0.3676084441708783,0.015441850355612838,1.718353584674715,2.8253207787703043
SNA,none,2,N_only,10,0.5273224658160605,0.022105360921385223,2.4956014484849134,2.048072914960107
SNA,none,2,N_only,20,0.6680196591208133,0.027977628175862416,3.2980968184048725,1.2455775450401472
SNA,none,2,N_only,30,0.7011056915883787,0.02937578404438293,3.608161745914259,0.935512617530761
SNA,none,2,N_only,50,0.7522541595430215,0.03148958778613723,3.8405770657685716,0.7030972976764486
SNA,none,2,N_only,100,0.7943799276579157,0.033254746500459446,4.008809841553667,0.534864521891352
SNA,none,2,both,1,0.0027224754057563628,0.0020980529239985756,0.32381412317313857,4.21986024027188
SNA,none,2,both,5,0.013557949365520896,0.010644374276640667,1.718353584674715,2.8253207787703043
SNA,none,2,both,10,0.01879928018500387,0.015717318592739945,2.4956014484849134,2.048072914960107
SNA,none,2,both,20,0.02675541155981368,0.02323786832069467,3.2980968184048725,1.2455775450401472
SNA,none,2,both,30,0.031145806555248835,0.02837655620079262,3.608161745914259,0.935512617530761
SNA,none,2,both,50,0.038093496875545814,0.03418574918614946,3.8405770657685716,0.7030972976764486
SNA,none,2,both,100,0.03958618182027048,0.03564817338332301,4.008809841553667,0.534864521891352
SNA,none,2,rest,1,0.11383930401417594,0.0022223473105291054,0.32381412317313857,4.21986024027188
SNA,none,2,rest,5,0.5522933140423543,0.010785554868765382,1.718353584674715,2.8253207787703043
SNA,none,2,rest,10,0.7913253248692663,0.015472845609750959,2.4956014484849134,2.048072914960107
SNA,none,2,rest,20,1.0711187615574964,0.02093760530013205,3.2980968184048725,1.2455775450401472
SNA,none,2,rest,30,1.1595367613940186,0.022675716004556347,3.608161745914259,0.935512617530761
SNA,none,2,rest,50,1.2383412357459045,0.02421374618847147,3.8405770657685716,0.7030972976764486
SNA,none,2,rest,100,1.3161539085464502,0.02574493378548593,4.008809841553667,0.534864521891352
SNA,none,2,downstream,1,0.10900919130742165,,0.32381412317313857,4.21986024027188
SNA,none,2,downstream,5,0.6170035311428471,,1.718353584674715,2.8253207787703043
SNA,none,2,downstream,10,0.905096088765776,,2.4956014484849134,2.048072914960107
SNA,none,2,downstream,20,1.1738864857549793,,3.2980968184048725,1.2455775450401472
SNA,none,2,downstream,30,1.3115609501979182,,3.608161745914259,0.935512617530761
SNA,none,2,downstream,50,1.3641821007686936,,3.8405770657685716,0.7030972976764486
SNA,none,2,downstream,100,1.3808836255079338,,4.008809841553667,0.534864521891352
SNA,l2,0,D_only,1,0.025707155109700508,0.0013646418965139269,0.2087492106617732,2.863394328573012
SNA,l2,0,D_only,5,0.11250974283063002,0.005943881496108479,0.8629865143887221,2.209157024846063
SNA,l2,0,D_only,10,0.20210460840489133,0.01063316649062014,1.5079134645584278,1.5642300746763567
SNA,l2,0,D_only,20,0.3175617102191033,0.01662049298594292,2.135937532894343,0.9362060063404425
SNA,l2,0,D_only,30,0.38970047955739245,0.020420595791800146,2.3888680933486004,0.6832754458861844
SNA,l2,0,D_only,50,0.44867935020091865,0.0235165713927091,2.5390227970312624,0.5331207422035225
SNA,l2,0,D_only,100,0.5239765003559093,0.02742558721916417,2.6952561358072877,0.37688740342749655
SNA,l2,0,N_only,1,0.03318319165095031,0.0017551149071480861,0.2087492106617732,2.863394328573012
SNA,l2,0,N_only,5,0.14376353402402436,0.0076757023034117805,0.8629865143887221,2.209157024846063
SNA,l2,0,N_only,10,0.239079260075432,0.012742676693759794,1.5079134645584278,1.5642300746763567
SNA,l2,0,N_only,20,0.3400821110612579,0.01817889559364565,2.135937532894343,0.9362060063404425
SNA,l2,0,N_only,30,0.3699237980134928,0.019814124727115072,2.3888680933486004,0.6832754458861844
SNA,l2,0,N_only,50,0.40414467438404833,0.021530086579207193,2.5390227970312624,0.5331207422035225
SNA,l2,0,N_only,100,0.412574074814426,0.02199547926596863,2.6952561358072877,0.37688740342749655
SNA,l2,0,both,1,0.011901104332595874,0.0020449499177028914,0.2087492106617732,2.863394328573012
SNA,l2,0,both,5,0.04755897962752714,0.008274459519979096,0.8629865143887221,2.209157024846063
SNA,l2,0,both,10,0.08296444287443874,0.014791355472687036,1.5079134645584278,1.5642300746763567
SNA,l2,0,both,20,0.10672220857483664,0.018825757593278796,2.135937532894343,0.9362060063404425
SNA,l2,0,both,30,0.12604903475360119,0.022490841583321368,2.3888680933486004,0.6832754458861844
SNA,l2,0,both,50,0.14623333279861345,0.026077661847585455,2.5390227970312624,0.5331207422035225
SNA,l2,0,both,100,0.15135650679698806,0.0277762849907838,2.6952561358072877,0.37688740342749655
SNA,l2,0,rest,1,0.11759857699785724,0.0021075167252049237,0.2087492106617732,2.863394328573012
SNA,l2,0,rest,5,0.4642413016848351,0.008309898378577464,0.8629865143887221,2.209157024846063
SNA,l2,0,rest,10,0.8377579945537517,0.015000233842562017,1.5079134645584278,1.5642300746763567
SNA,l2,0,rest,20,1.1824222239485642,0.021139050765681996,2.135937532894343,0.9362060063404425
SNA,l2,0,rest,30,1.3097096333716518,0.02340610695317975,2.3888680933486004,0.6832754458861844
SNA,l2,0,rest,50,1.3532401850701246,0.024172478394514755,2.5390227970312624,0.5331207422035225
SNA,l2,0,rest,100,1.4303575381212026,0.025534588041496397,2.6952561358072877,0.37688740342749655
SNA,l2,0,downstream,1,0.020359182570669033,,0.2087492106617732,2.863394328573012
SNA,l2,0,downstream,5,0.09491295622170548,,0.8629865143887221,2.209157024846063
SNA,l2,0,downstream,10,0.1460071586499141,,1.5079134645584278,1.5642300746763567
SNA,l2,0,downstream,20,0.18914927909058063,,2.135937532894343,0.9362060063404425
SNA,l2,0,downstream,30,0.19348514765246247,,2.3888680933486004,0.6832754458861844
SNA,l2,0,downstream,50,0.18672525457755748,,2.5390227970312624,0.5331207422035225
SNA,l2,0,downstream,100,0.17699151571876226,,2.6952561358072877,0.37688740342749655
SNA,l2,1,D_only,1,0.01548413489143976,0.0007962486139728868,0.1699544591655357,2.9052761809461995
SNA,l2,1,D_only,5,0.10959488335608011,0.005698513979887096,0.9222348008639502,2.1529958392477853
SNA,l2,1,D_only,10,0.19976478042110932,0.010336924047851484,1.5302157227154805,1.5450149173962548
SNA,l2,1,D_only,20,0.30031676638384375,0.015512506942236803,2.086040279680003,0.989190360431733
SNA,l2,1,D_only,30,0.36637505872950016,0.018910915507848042,2.358655656806667,0.7165749833050686
SNA,l2,1,D_only,50,0.43927938714067744,0.022523248175802757,2.5134982389677463,0.5617324011439895
SNA,l2,1,D_only,100,0.4780414489954068,0.024642556298624777,2.6528677365684823,0.42236290354325356
SNA,l2,1,N_only,1,0.02729587287792722,0.0013718499075909703,0.1699544591655357,2.9052761809461995
SNA,l2,1,N_only,5,0.14800147798296892,0.007611606043279708,0.9222348008639502,2.1529958392477853
SNA,l2,1,N_only,10,0.2426236223209485,0.012438891015884327,1.5302157227154805,1.5450149173962548
SNA,l2,1,N_only,20,0.3240085133692991,0.016552817248391957,2.086040279680003,0.989190360431733
SNA,l2,1,N_only,30,0.37755510094807454,0.01929283222125036,2.358655656806667,0.7165749833050686
SNA,l2,1,N_only,50,0.3912960216422391,0.020110001524488785,2.5134982389677463,0.5617324011439895
SNA,l2,1,N_only,100,0.4349141015439192,0.0222822332460496,2.6528677365684823,0.42236290354325356
SNA,l2,1,both,1,0.009280038446247642,0.0017105585101867805,0.1699544591655357,2.9052761809461995
SNA,l2,1,both,5,0.053601199734378754,0.009576984349607893,0.9222348008639502,2.1529958392477853
SNA,l2,1,both,10,0.08471131337378665,0.015062932045104454,1.5302157227154805,1.5450149173962548
SNA,l2,1,both,20,0.1183452275601637,0.02074286192675137,2.086040279680003,0.989190360431733
SNA,l2,1,both,30,0.14286449699115006,0.02509481468920655,2.358655656806667,0.7165749833050686
SNA,l2,1,both,50,0.1702746042775436,0.03062213988212322,2.5134982389677463,0.5617324011439895
SNA,l2,1,both,100,0.18610124866609917,0.03343592514579962,2.6528677365684823,0.42236290354325356
SNA,l2,1,rest,1,0.10090996617373924,0.001830553432667845,0.1699544591655357,2.9052761809461995
SNA,l2,1,rest,5,0.5197506437850214,0.009355428522820352,0.9222348008639502,2.1529958392477853
SNA,l2,1,rest,10,0.871651672444569,0.01568277780882382,1.5302157227154805,1.5450149173962548
SNA,l2,1,rest,20,1.1845434715683494,0.021337420016585805,2.086040279680003,0.989190360431733
SNA,l2,1,rest,30,1.3072845727693732,0.023535573297391327,2.358655656806667,0.7165749833050686
SNA,l2,1,rest,50,1.3636586120563936,0.024542237957826344,2.5134982389677463,0.5617324011439895
SNA,l2,1,rest,100,1.41699348401037,0.025501975407740393,2.6528677365684823,0.42236290354325356
SNA,l2,1,downstream,1,0.01698444677618169,,0.1699544591655357,2.9052761809461995
SNA,l2,1,downstream,5,0.09128659600550089,,0.9222348008639502,2.1529958392477853
SNA,l2,1,downstream,10,0.13146433415506684,,1.5302157227154805,1.5450149173962548
SNA,l2,1,downstream,20,0.15882630079834667,,2.086040279680003,0.989190360431733
SNA,l2,1,downstream,30,0.16457642736856873,,2.358655656806667,0.7165749833050686
SNA,l2,1,downstream,50,0.1489896138508919,,2.5134982389677463,0.5617324011439895
SNA,l2,1,downstream,100,0.136817453352687,,2.6528677365684823,0.42236290354325356
SNA,l2,2,D_only,1,0.02264400207309634,0.0011240874267491492,0.21072675500384191,3.021269087603398
SNA,l2,2,D_only,5,0.1304943301973467,0.006559311510437235,0.9802912630364693,2.2517045795707715
SNA,l2,2,D_only,10,0.23650438191195347,0.011953667953133958,1.589821750442759,1.642174092164481
SNA,l2,2,D_only,20,0.3699737414879133,0.018615576006479503,2.272599855213146,0.9593959873940939
SNA,l2,2,D_only,30,0.4542259402071987,0.02285040943782029,2.519312823824579,0.7126830187826612
SNA,l2,2,D_only,50,0.5243685522774715,0.02640283200275928,2.6985689719106243,0.5334268706966158
SNA,l2,2,D_only,100,0.5856534320720957,0.029418252057956194,2.811046163417569,0.42094967918967124
SNA,l2,2,N_only,1,0.036385682906264025,0.0018267076366143057,0.21072675500384191,3.021269087603398
SNA,l2,2,N_only,5,0.1661229856106882,0.008345952344812071,0.9802912630364693,2.2517045795707715
SNA,l2,2,N_only,10,0.26491900951115743,0.013335574443926237,1.589821750442759,1.642174092164481
SNA,l2,2,N_only,20,0.36332831385033426,0.018250978619104158,2.272599855213146,0.9593959873940939
SNA,l2,2,N_only,30,0.3970185981013892,0.019988036647414532,2.519312823824579,0.7126830187826612
SNA,l2,2,N_only,50,0.42770743154053575,0.02158894048259609,2.6985689719106243,0.5334268706966158
SNA,l2,2,N_only,100,0.47003325569802823,0.023737491215827026,2.811046163417569,0.42094967918967124
SNA,l2,2,both,1,0.008192426848671195,0.0015068954368747888,0.21072675500384191,3.021269087603398
SNA,l2,2,both,5,0.040209673973295834,0.007714617235844484,0.9802912630364693,2.2517045795707715
SNA,l2,2,both,10,0.0707414302092969,0.013306171245541098,1.589821750442759,1.642174092164481
SNA,l2,2,both,20,0.10863257954948173,0.020896219112204534,2.272599855213146,0.9593959873940939
SNA,l2,2,both,30,0.13094338301673836,0.024983937021960622,2.519312823824579,0.7126830187826612
SNA,l2,2,both,50,0.14792053647456482,0.02851862978084408,2.6985689719106243,0.5334268706966158
SNA,l2,2,both,100,0.15294245325849318,0.02916844971290425,2.811046163417569,0.42094967918967124
SNA,l2,2,rest,1,0.12059772392660574,0.00218804907506579,0.21072675500384191,3.021269087603398
SNA,l2,2,rest,5,0.5332653415860259,0.009679593812367696,0.9802912630364693,2.2517045795707715
SNA,l2,2,rest,10,0.8614891187294887,0.01563612606888457,1.589821750442759,1.642174092164481
SNA,l2,2,rest,20,1.2261710873401719,0.02222251224398911,2.272599855213146,0.9593959873940939
SNA,l2,2,rest,30,1.3363725062173109,0.02422513709550814,2.519312823824579,0.7126830187826612
SNA,l2,2,rest,50,1.3999061024814956,0.025373088748960427,2.6985689719106243,0.5334268706966158
SNA,l2,2,rest,100,1.4222728550472603,0.025775715866752476,2.811046163417569,0.42094967918967124
SNA,l2,2,downstream,1,0.022906919249204384,,0.21072675500384191,3.021269087603398
SNA,l2,2,downstream,5,0.11019893166911243,,0.9802912630364693,2.2517045795707715
SNA,l2,2,downstream,10,0.15616781008086253,,1.589821750442759,1.642174092164481
SNA,l2,2,downstream,20,0.20449413298524488,,2.272599855213146,0.9593959873940939
SNA,l2,2,downstream,30,0.20075239628194197,,2.519312823824579,0.7126830187826612
SNA,l2,2,downstream,50,0.19866634913655698,,2.6985689719106243,0.5334268706966158
SNA,l2,2,downstream,100,0.18014416734169147,,2.811046163417569,0.42094967918967124
LR,none,0,D_only,1,0.006025868546481926,0.0002874067235520956,0.13288502393471324,3.931462766498368
LR,none,0,D_only,5,0.04858513250844578,0.0023332388246499365,0.9429537004058826,3.1213940900271986
LR,none,0,D_only,10,0.09593256643057303,0.004616232815102081,1.6089836407411198,2.455364149691962
LR,none,0,D_only,20,0.16728094301970411,0.008083976856437289,2.3984097327132745,1.6659380577198075
LR,none,0,D_only,30,0.21889453072482534,0.010600869861587852,2.7929591123563084,1.2713886780767734
LR,none,0,D_only,50,0.26857615756266684,0.013035723306690871,3.133487454751764,0.930860335681318
LR,none,0,D_only,100,0.32558726412807415,0.015761569559709577,3.439986724766438,0.6243610656666431
LR,none,0,N_only,1,0.05147105330655029,0.0024729886063215613,0.13288502393471324,3.931462766498368
LR,none,0,N_only,5,0.3356195650059415,0.01608214451519979,0.9429537004058826,3.1213940900271986
LR,none,0,N_only,10,0.536499718241965,0.02565403353284385,1.6089836407411198,2.455364149691962
LR,none,0,N_only,20,0.7772255809811842,0.0371411412509318,2.3984097327132745,1.6659380577198075
LR,none,0,N_only,30,0.8685198145868821,0.041529034495215285,2.7929591123563084,1.2713886780767734
LR,none,0,N_only,50,0.9776665023625127,0.046800093375720296,3.133487454751764,0.930860335681318
LR,none,0,N_only,100,1.0412563695125072,0.049913644455820014,3.439986724766438,0.6243610656666431
LR,none,0,both,1,0.0047057989618666,0.0010229588983998693,0.13288502393471324,3.931462766498368
LR,none,0,both,5,0.03607994155832745,0.008227511946621087,0.9429537004058826,3.1213940900271986
LR,none,0,both,10,0.0685243756408366,0.015757260151119393,1.6089836407411198,2.455364149691962
LR,none,0,both,20,0.11069129282875194,0.026143235914139973,2.3984097327132745,1.6659380577198075
LR,none,0,both,30,0.1260345726611531,0.029732550030312645,2.7929591123563084,1.2713886780767734
LR,none,0,both,50,0.1498533928120577,0.03508291914447168,3.133487454751764,0.930860335681318
LR,none,0,both,100,0.1621154557617771,0.0386376433749094,3.439986724766438,0.6243610656666431
LR,none,0,rest,1,0.025518509359658565,0.00047330475606179365,0.13288502393471324,3.931462766498368
LR,none,0,rest,5,0.18643825031040973,0.0034572071446818758,0.9429537004058826,3.1213940900271986
LR,none,0,rest,10,0.3416341996934822,0.006317215388168202,1.6089836407411198,2.455364149691962
LR,none,0,rest,20,0.5747446183855569,0.010618393645425779,2.3984097327132745,1.6659380577198075
LR,none,0,rest,30,0.7259842369768671,0.01340758194470375,2.7929591123563084,1.2713886780767734
LR,none,0,rest,50,0.8701163465784506,0.016066065907920094,3.133487454751764,0.930860335681318
LR,none,0,rest,100,1.066969068554301,0.01970993619709662,3.439986724766438,0.6243610656666431
LR,none,0,downstream,1,0.04516379376015565,,0.13288502393471324,3.931462766498368
LR,none,0,downstream,5,0.3362308110227581,,0.9429537004058826,3.1213940900271986
LR,none,0,downstream,10,0.566392780734263,,1.6089836407411198,2.455364149691962
LR,none,0,downstream,20,0.7684672974980771,,2.3984097327132745,1.6659380577198075
LR,none,0,downstream,30,0.8535259574065805,,2.7929591123563084,1.2713886780767734
LR,none,0,downstream,50,0.8672750554360757,,3.133487454751764,0.930860335681318
LR,none,0,downstream,100,0.8440585668097793,,3.439986724766438,0.6243610656666431
LR,none,1,D_only,1,0.004641267758393748,0.00022821381138349298,0.11739728506680959,3.8654422168869016
LR,none,1,D_only,5,0.043874668408772306,0.002152572420482937,0.9258445581138673,3.0569949438398436
LR,none,1,D_only,10,0.08179276678878032,0.004022259480947854,1.5333854739468666,2.4494540280068446
LR,none,1,D_only,20,0.14140695286014618,0.006959435153071262,2.3562445521883566,1.6265949497653545
LR,none,1,D_only,30,0.17602939100547998,0.008661421307677908,2.6952364661812553,1.287603035772455
LR,none,1,D_only,50,0.21984005244057578,0.010830032734185672,3.036041839436746,0.9467976625169652
LR,none,1,D_only,100,0.2685955868038609,0.013231302471432739,3.322487753761165,0.6603517481925469
LR,none,1,N_only,1,0.04366273454360093,0.0021310222760660747,0.11739728506680959,3.8654422168869016
LR,none,1,N_only,5,0.3214222185534674,0.015784966224000944,0.9258445581138673,3.0569949438398436
LR,none,1,N_only,10,0.5150419216631505,0.02531239188456741,1.5333854739468666,2.4494540280068446
LR,none,1,N_only,20,0.7760663478106588,0.03815670079677982,2.3562445521883566,1.6265949497653545
LR,none,1,N_only,30,0.8577276119871913,0.042157634836311186,2.6952364661812553,1.287603035772455
LR,none,1,N_only,50,0.9474294911192903,0.046573728425292844,3.036041839436746,0.9467976625169652
LR,none,1,N_only,100,1.0153179930500187,0.04996366917160409,3.322487753761165,0.6603517481925469
LR,none,1,both,1,0.005397081552671784,0.0011729938360802194,0.11739728506680959,3.8654422168869016
LR,none,1,both,5,0.0497195998538736,0.010805718292772692,0.9258445581138673,3.0569949438398436
LR,none,1,both,10,0.09109630263686004,0.019907122376052817,1.5333854739468666,2.4494540280068446
LR,none,1,both,20,0.14229982043820338,0.031126679964146378,2.3562445521883566,1.6265949497653545
LR,none,1,both,30,0.15983381376429245,0.03502393496759064,2.6952364661812553,1.287603035772455
LR,none,1,both,50,0.17892921913292315,0.03971933680641582,3.036041839436746,0.9467976625169652
LR,none,1,both,100,0.19866898703960187,0.04396335462625413,3.322487753761165,0.6603517481925469
LR,none,1,rest,1,0.02895315304221564,0.0005289798623562956,0.11739728506680959,3.8654422168869016
LR,none,1,rest,5,0.22104360644011709,0.004042916696539144,0.9258445581138673,3.0569949438398436
LR,none,1,rest,10,0.3667955678310669,0.006709734054816462,1.5333854739468666,2.4494540280068446
LR,none,1,rest,20,0.6210818926288582,0.011364105708138247,2.3562445521883566,1.6265949497653545
LR,none,1,rest,30,0.7756071993098347,0.014193470869029048,2.6952364661812553,1.287603035772455
LR,none,1,rest,50,0.9212419237122846,0.01685997971710232,3.036041839436746,0.9467976625169652
LR,none,1,rest,100,1.0882190375178897,0.01991936364612526,3.322487753761165,0.6603517481925469
LR,none,1,downstream,1,0.03474304816992729,,0.11739728506680959,3.8654422168869016
LR,none,1,downstream,5,0.2897844648576365,,0.9258445581138673,3.0569949438398436
LR,none,1,downstream,10,0.4786589150270086,,1.5333854739468666,2.4494540280068446
LR,none,1,downstream,20,0.6753895384504901,,2.3562445521883566,1.6265949497653545
LR,none,1,downstream,30,0.7260384501144579,,2.6952364661812553,1.287603035772455
LR,none,1,downstream,50,0.7686011530316721,,3.036041839436746,0.9467976625169652
LR,none,1,downstream,100,0.7516861493497932,,3.322487753761165,0.6603517481925469
LR,none,2,D_only,1,0.0054406399164283635,0.0002547357694818906,0.11298625943970904,3.9675114651826804
LR,none,2,D_only,5,0.04920375862689843,0.0022959357310140273,0.901579244790918,3.1789184798314714
LR,none,2,D_only,10,0.09210103828685168,0.0042961778834572344,1.533919788449148,2.5465779361732417
LR,none,2,D_only,20,0.16015370982836222,0.007496904889222002,2.343571707302479,1.7369260173199106
LR,none,2,D_only,30,0.20140281083038905,0.009428550663893222,2.7144336615316877,1.3660640630907013
LR,none,2,D_only,50,0.25396971663819984,0.011903346456664757,3.093339214881483,0.9871585097409067
LR,none,2,D_only,100,0.3083344017591685,0.014466974122326776,3.4049678084193276,0.6755299162030625
LR,none,2,N_only,1,0.05101649222768907,0.002417297442067902,0.11298625943970904,3.9675114651826804
LR,none,2,N_only,5,0.3666070073472375,0.017338471281028094,0.901579244790918,3.1789184798314714
LR,none,2,N_only,10,0.5755054139309241,0.027213464676252228,1.533919788449148,2.5465779361732417
LR,none,2,N_only,20,0.872831293671599,0.04138525693874706,2.343571707302479,1.7369260173199106
LR,none,2,N_only,30,0.9717878013887183,0.04611058697147647,2.7144336615316877,1.3660640630907013
LR,none,2,N_only,50,1.0406001391556234,0.049296591152971705,3.093339214881483,0.9871585097409067
LR,none,2,N_only,100,1.1047993754197052,0.052359153049414284,3.4049678084193276,0.6755299162030625
